"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	367	"AWI"	367	6432	7231	6836	14	0	0	0	1	28	0	1	0	18	0	1	0	0	0	32	59	0	0	1	0	5	0	0	0	2	0	1	0	1	0	0	1	0	0	72	0	0	0	7	4	0	0	0	50	14	1	5	4	17	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	404	"AWI"	404	7449	8080	7782	34	0	0	0	0	12	0	0	0	9	0	0	0	0	0	9	20	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	41	0	0	0	7	7	0	0	0	14	1	2	0	1	10	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	412	"AWI"	412	7696	8251	7983	16	0	0	0	0	43	0	0	0	52	0	1	0	0	0	50	79	0	0	0	0	11	0	0	0	8	0	3	0	2	0	0	0	0	0	127	0	0	0	18	10	1	0	0	73	17	1	10	2	41	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	420	"AWI"	420	7901	8470	8183	17	0	0	0	1	35	0	1	0	13	0	0	0	0	0	31	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	63	0	49	0	0	0	11	4	0	0	0	30	6	2	3	3	10	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	428	"AWI"	428	8065	8743	8381	53	1	20	0	0	21	1	1	0	16	0	0	0	0	0	52	37	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	120	0	64	0	0	0	10	5	0	0	1	35	3	1	6	6	20	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	441	"AWI"	441	8336	9154	8711	29	1	18	0	0	25	0	3	0	10	0	0	0	0	0	35	40	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	113	0	46	0	0	0	5	3	0	0	1	27	9	6	4	1	18	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	451	"AWI"	451	8539	9466	8967	25	0	15	0	0	29	0	2	0	16	0	0	0	0	0	51	40	0	0	0	0	2	0	1	0	4	0	2	0	0	0	0	0	117	0	57	0	0	0	14	1	0	0	1	28	6	1	5	1	1	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	456	"AWI"	456	8643	9612	9094	44	0	0	0	0	42	0	2	0	25	0	3	0	0	0	85	64	0	0	0	0	4	0	1	0	3	0	3	0	0	0	0	1	0	0	111	0	0	3	8	7	0	0	0	31	8	2	11	2	24	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	460	"AWI"	460	8736	9733	9197	40	0	0	0	1	29	0	1	0	17	0	1	0	0	0	94	43	0	0	0	0	2	0	2	0	3	0	1	0	0	0	0	0	148	0	69	0	0	0	7	7	0	0	0	37	6	0	10	2	23	0	1
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	503	"AWI"	503	9674	10989	10295	7	0	0	0	0	20	0	9	0	29	1	0	0	0	0	92	36	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	96	0	73	0	0	0	6	1	0	0	2	40	7	0	12	0	23	2	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	512	"AWI"	512	9889	11252	10526	7	0	0	0	1	23	0	0	0	26	0	0	0	2	0	96	43	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	155	0	82	0	0	0	7	0	0	0	0	45	5	2	2	2	31	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	517	"AWI"	517	10000	11398	10653	6	0	0	1	0	14	0	5	0	13	0	1	0	0	0	31	12	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	128	0	33	0	0	0	5	0	0	0	1	29	2	0	4	1	11	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	524	"AWI"	524	10161	11594	10836	17	0	0	0	0	16	0	3	0	10	0	0	0	2	0	39	18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	3	0	0	0	0	26	5	0	5	3	15	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	530	"AWI"	530	10298	11765	10990	18	0	0	0	0	20	0	3	0	16	0	1	0	0	0	54	40	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	107	0	56	0	0	0	3	1	1	0	1	27	4	0	5	2	18	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	538	"AWI"	538	10460	11988	11192	13	0	0	0	0	18	0	4	0	14	0	2	0	0	0	49	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	45	0	0	0	1	0	0	0	0	20	3	0	5	4	8	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	545	"AWI"	545	10628	12196	11371	1	0	0	0	0	7	0	4	0	16	0	1	0	0	0	43	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	65	0	36	0	0	0	0	0	0	0	0	26	7	0	3	2	19	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	548	"AWI"	548	10697	12280	11449	3	0	0	0	1	20	0	10	0	42	0	0	0	0	0	87	25	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	509	0	75	0	0	0	20	0	0	0	2	76	14	3	3	2	34	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	551	"AWI"	551	10772	12362	11526	1	1	0	0	0	7	0	2	0	18	0	0	0	0	0	33	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	174	0	46	0	0	0	9	0	0	0	1	43	6	1	1	9	18	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	555	"AWI"	555	10871	12470	11631	1	0	0	2	0	11	0	3	0	26	0	0	0	0	0	39	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	4	0	0	0	3	46	5	0	3	2	48	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	561	"AWI"	561	11007	12641	11781	4	0	0	0	0	10	0	11	0	22	1	2	0	0	0	33	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	245	0	72	0	0	0	1	0	0	0	1	65	13	0	3	4	24	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	563	"AWI"	563	11051	12696	11832	2	0	0	0	0	11	0	12	0	40	0	0	0	0	0	22	28	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	55	0	0	0	11	0	0	0	1	48	6	1	0	1	21	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	565	"AWI"	565	11101	12754	11881	0	0	0	0	0	6	0	5	0	39	0	0	0	0	0	8	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	2	44	0	1	1	2	17	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	569	"AWI"	569	11196	12861	11981	1	0	0	1	0	5	0	8	0	42	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	63	0	0	0	11	0	0	0	1	31	1	4	2	1	5	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	572	"AWI"	572	11266	12952	12058	0	0	0	0	0	6	0	4	0	10	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	2	15	1	0	2	0	1	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	574	"AWI"	574	11307	12995	12107	0	0	0	2	0	9	0	17	0	41	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	16	0	0	0	0	2	0	0	432	0	58	0	0	0	11	1	0	0	0	17	1	3	5	2	3	1	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	576	"AWI"	576	11348	13046	12155	0	0	0	2	0	2	0	19	0	10	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	176	0	26	0	0	0	5	1	0	0	1	8	0	1	3	1	14	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	578	"AWI"	578	11394	13093	12206	1	0	0	6	0	7	0	54	0	34	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	62	0	0	0	5	0	0	0	1	6	2	1	0	2	8	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	610	"AWI"	610	12145	13989	13025	0	0	0	7	0	7	0	17	0	13	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	55	0	0	0	6	0	0	0	2	2	0	2	4	1	3	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	625	"AWI"	625	12497	14397	13404	1	0	0	1	1	4	0	2	0	13	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	8	0	0	2	0	3	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	655	"AWI"	655	13214	15226	14164	1	0	0	0	0	3	0	1	0	5	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	6	0	0	2	1	5	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	685	"AWI"	685	13906	16047	14926	1	0	5	2	0	2	0	2	0	18	0	0	0	0	0	9	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	80	0	16	0	0	0	1	0	0	0	0	7	1	0	0	0	3	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	750	"AWI"	750	15433	17832	16575	1	0	0	4	0	9	0	7	0	23	0	0	0	0	0	27	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	1	0	0	0	0	9	3	0	2	0	6	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	850	"AWI"	850	17803	20539	19121	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14540	40577	"Alpi di Robièi Val Bavona"	46.445	8.51833	860	"AWI"	860	18059	20798	19366	2	0	0	1	0	2	0	3	0	5	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	3	1	0	1	0	2	0	0
