"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Ilex"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3413	4421	"Loch Sionascaig"	58.069	-5.2008	10	"AWI"	10	-71	499	91	25	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	1	0	0	43	0	0	0	2	0	0	0	1	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	20	"AWI"	20	13	801	272	39	0	1	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	26	3	0	0	2	0	0	0	0	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	30	"AWI"	30	109	1049	456	29	0	0	0	2	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	17	5	82	1	6	0	0	0	1	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	40	"AWI"	40	223	1267	636	22	0	1	0	0	0	0	0	0	0	0	91	0	0	0	0	0	3	0	0	38	2	0	0	5	0	0	0	0	0	0	0	0	0	1
3413	4421	"Loch Sionascaig"	58.069	-5.2008	50	"AWI"	50	341	1494	823	32	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	2	0	0	25	0	0	0	10	0	0	0	1	0	0	0	0	1	1
3413	4421	"Loch Sionascaig"	58.069	-5.2008	60	"AWI"	60	482	1732	1006	17	0	0	0	0	0	0	0	1	0	0	59	0	0	0	1	0	1	0	0	20	0	0	0	9	0	0	0	1	0	0	1	0	0	1
3413	4421	"Loch Sionascaig"	58.069	-5.2008	70	"AWI"	70	612	1950	1192	17	0	0	0	0	0	0	0	0	0	0	71	0	0	0	2	0	2	0	0	34	0	0	0	6	0	0	0	1	0	0	0	0	0	1
3413	4421	"Loch Sionascaig"	58.069	-5.2008	80	"AWI"	80	767	2129	1377	27	0	1	0	0	0	1	0	0	0	0	150	0	0	0	1	0	1	0	0	57	0	0	0	12	4	0	0	1	0	0	0	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	85	"AWI"	85	846	2217	1471	37	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	50	2	0	0	11	0	6	0	0	0	0	0	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	90	"AWI"	90	914	2328	1564	37	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	48	2	0	0	8	1	10	0	0	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	95	"AWI"	95	1008	2402	1652	40	0	3	0	0	0	2	0	0	0	0	72	0	0	0	2	0	3	0	0	42	0	0	0	15	0	10	0	2	0	0	0	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	100	"AWI"	100	1075	2509	1747	21	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	78	0	0	0	11	0	0	0	0	0	0	0	0	1	3
3413	4421	"Loch Sionascaig"	58.069	-5.2008	105	"AWI"	105	1161	2597	1846	30	0	1	0	0	0	1	0	0	0	0	59	0	0	0	1	0	1	0	0	65	2	0	0	6	0	0	0	0	0	0	0	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	111	"AWI"	111	1239	2724	1954	24	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	1	0	0	61	0	0	0	15	0	0	0	0	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	115	"AWI"	115	1315	2773	2026	17	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	46	0	0	0	15	1	0	0	1	0	0	0	0	0	3
3413	4421	"Loch Sionascaig"	58.069	-5.2008	120	"AWI"	120	1377	2875	2118	30	0	1	0	0	0	0	0	1	0	0	114	0	0	0	1	0	3	0	0	31	0	0	1	6	1	0	0	3	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	125	"AWI"	125	1477	2946	2208	31	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	29	4	61	1	13	0	0	0	0	0	0	0	1	1	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	130	"AWI"	130	1545	3050	2299	34	0	0	0	3	0	0	0	0	0	0	101	0	0	0	0	0	4	0	0	27	0	0	0	9	0	0	0	0	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	135	"AWI"	135	1653	3119	2393	27	0	0	0	2	0	0	0	0	0	0	87	0	0	0	0	0	1	0	0	32	0	0	0	4	0	0	0	1	0	0	0	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	140	"AWI"	140	1722	3217	2489	22	0	1	0	0	0	0	0	0	0	0	52	0	0	0	0	0	2	0	0	17	0	0	0	5	0	0	0	0	0	0	1	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	145	"AWI"	145	1826	3296	2585	34	0	0	0	0	0	0	0	1	0	0	58	0	0	0	0	0	0	0	0	21	0	0	0	4	1	0	0	0	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	150	"AWI"	150	1904	3388	2681	37	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	2	0	0	39	0	0	0	13	1	8	0	1	0	0	0	0	0	4
3413	4421	"Loch Sionascaig"	58.069	-5.2008	155	"AWI"	155	2005	3459	2774	40	0	1	0	0	0	1	0	0	0	0	110	0	0	0	0	0	0	0	0	49	0	0	0	10	1	7	0	0	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	160	"AWI"	160	2083	3562	2866	37	1	0	0	0	0	0	0	0	0	0	82	0	0	0	2	1	1	0	0	28	0	0	0	6	2	0	0	1	0	0	0	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	165	"AWI"	165	2195	3624	2960	34	0	0	0	0	0	0	0	0	0	0	76	0	0	0	1	0	3	0	0	42	0	0	0	25	4	6	0	0	0	0	1	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	170	"AWI"	170	2285	3720	3046	42	0	2	0	0	0	0	0	0	0	0	102	0	0	0	0	1	1	0	0	48	0	0	0	10	1	0	0	0	0	0	2	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	175	"AWI"	175	2399	3779	3137	41	0	0	0	0	0	1	0	0	0	0	67	0	0	0	0	0	2	0	0	30	2	0	0	4	2	0	0	1	0	0	1	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	180	"AWI"	180	2491	3866	3227	38	1	2	0	0	0	2	0	0	0	0	55	0	0	0	0	0	2	0	0	43	2	0	0	11	0	0	0	1	0	0	0	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	185	"AWI"	185	2602	3936	3323	24	0	0	0	0	0	0	0	0	0	0	32	0	0	0	2	0	0	0	0	66	2	0	0	9	0	0	0	0	0	0	0	0	0	1
3413	4421	"Loch Sionascaig"	58.069	-5.2008	190	"AWI"	190	2692	4031	3417	36	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	1	0	0	48	0	0	0	10	0	0	0	3	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	195	"AWI"	195	2803	4089	3507	30	0	1	0	0	0	0	0	0	0	0	61	0	0	0	0	0	2	0	0	50	0	0	0	10	0	0	0	2	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	200	"AWI"	200	2890	4183	3601	23	0	0	0	0	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	71	0	0	0	9	0	0	0	0	0	0	0	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	205	"AWI"	205	3010	4238	3692	25	0	1	0	3	0	0	0	0	0	0	54	0	0	0	2	0	0	0	0	53	0	0	0	22	0	0	0	0	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	210	"AWI"	210	3101	4314	3780	28	0	0	0	0	0	1	0	0	0	0	73	0	0	0	1	0	1	0	0	49	0	0	0	17	0	0	0	2	0	0	0	0	0	2
3413	4421	"Loch Sionascaig"	58.069	-5.2008	215	"AWI"	215	3234	4366	3871	25	0	0	0	0	0	1	0	0	0	0	107	0	0	0	0	0	0	0	0	40	0	0	0	19	0	0	0	0	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	220	"AWI"	220	3318	4450	3965	34	2	0	0	0	0	1	0	0	0	0	85	0	0	0	2	0	0	0	0	53	5	0	0	13	0	0	0	2	0	0	0	0	1	1
3413	4421	"Loch Sionascaig"	58.069	-5.2008	225	"AWI"	225	3490	4506	4055	24	0	1	0	0	0	0	0	1	0	0	94	0	0	0	0	0	0	0	0	69	3	0	0	26	0	0	0	0	0	0	0	0	0	0
3413	4421	"Loch Sionascaig"	58.069	-5.2008	230	"AWI"	230	3590	4581	4148	38	0	1	0	0	0	0	0	0	0	0	64	0	0	0	1	0	1	0	0	86	3	0	0	15	1	4	0	1	0	0	0	0	0	1
3413	4421	"Loch Sionascaig"	58.069	-5.2008	232	"AWI"	232	3652	4601	4185	40	0	0	0	0	0	0	0	0	0	0	67	0	0	0	1	0	0	0	0	97	0	0	0	14	1	0	0	0	0	0	0	0	0	6
3413	4421	"Loch Sionascaig"	58.069	-5.2008	235	"AWI"	235	3733	4626	4236	26	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	1	0	0	84	0	0	0	22	1	0	0	1	0	0	0	0	0	0
