"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
10529	16217	"Lough Moynagh"	53.819506	-6.769384	990	"AWI"	990	7298	8461	7731	68	0	0	0	0	0	5	0	0	0	0	0	0	153	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	57	2	0	0	0	0	1	0	0	0	84	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1000	"AWI"	1000	7384	8590	7857	40	0	0	0	0	0	3	0	0	0	0	0	0	191	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	31	0	0	0	0	0	2	0	0	0	95	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1010	"AWI"	1010	7432	8830	7980	47	0	0	0	0	0	1	0	0	0	0	0	0	186	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	37	1	0	0	0	0	2	0	0	0	93	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1020	"AWI"	1020	7528	9004	8099	42	0	0	0	0	0	8	0	0	0	0	0	0	181	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	42	2	0	0	0	0	4	0	0	0	95	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1030	"AWI"	1030	7592	9212	8221	52	0	0	0	0	0	5	0	0	0	0	0	0	169	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	50	0	0	0	0	0	2	0	0	0	101	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1040	"AWI"	1040	7679	9395	8340	64	0	0	0	0	0	1	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	48	0	0	0	0	0	1	0	0	0	82	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1050	"AWI"	1050	7767	9566	8464	58	0	0	0	0	0	3	0	0	0	0	0	0	194	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	55	0	0	0	0	0	1	0	0	0	65	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1060	"AWI"	1060	7837	9778	8588	60	0	0	0	0	0	5	0	0	0	0	0	0	192	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	43	0	0	0	0	0	1	0	0	0	75	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1070	"AWI"	1070	7923	9923	8715	70	0	0	0	0	0	4	0	0	0	0	0	0	230	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	48	0	0	0	0	0	4	0	0	0	27	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1080	"AWI"	1080	7994	10130	8836	71	0	0	0	0	0	7	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	56	1	0	0	0	0	1	0	0	0	38	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1090	"AWI"	1090	8102	10248	8961	56	0	0	2	0	0	5	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	72	0	0	0	0	0	2	0	0	0	85	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1100	"AWI"	1100	8166	10424	9092	74	0	0	2	0	0	3	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	34	0	0	0	0	0	3	0	0	0	45	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1110	"AWI"	1110	8256	10602	9218	10	0	0	2	0	0	2	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	51	0	0	0	0	0	1	0	0	0	41	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1120	"AWI"	1120	8344	10758	9341	9	0	0	0	0	0	6	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	56	1	0	0	0	0	9	0	0	0	57	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1130	"AWI"	1130	8438	10929	9463	0	0	0	2	0	0	9	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	80	3	0	0	0	0	6	0	0	0	55	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1140	"AWI"	1140	8521	11084	9590	1	0	0	0	0	0	7	0	0	0	0	0	0	234	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	65	1	0	0	0	0	3	0	0	0	64	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1150	"AWI"	1150	8603	11250	9714	0	0	0	2	0	0	2	0	0	0	1	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	40	0	0	0	0	0	2	0	0	0	54	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1160	"AWI"	1160	8703	11393	9839	0	0	0	0	0	0	8	0	0	0	0	0	0	239	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	64	0	0	0	0	0	5	0	0	0	67	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1170	"AWI"	1170	8778	11571	9963	0	0	0	1	0	0	9	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	24	0	0	0	0	0	2	0	0	0	91	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1180	"AWI"	1180	8900	11714	10088	0	0	0	7	0	0	7	0	0	0	0	0	0	265	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	32	1	0	0	0	0	2	0	0	0	84	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1190	"AWI"	1190	8978	11872	10218	0	0	0	4	0	0	6	0	0	0	0	0	0	304	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9	0	0	0	0	0	9	0	0	0	56	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1200	"AWI"	1200	9083	12012	10344	0	0	0	1	0	0	1	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	1	0	0	0	0	3	0	0	0	123	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1210	"AWI"	1210	9192	12184	10474	0	0	0	0	0	0	5	0	0	0	0	0	0	270	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	1	0	0	0	0	2	0	0	0	100	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1220	"AWI"	1220	9293	12357	10601	0	0	0	1	0	0	14	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	5	0	0	0	4	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1230	"AWI"	1230	9393	12533	10725	0	0	0	0	0	0	45	0	0	0	0	0	0	160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	45	4	0	0	0	0	10	0	0	0	76	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1250	"AWI"	1250	9588	12832	10971	1	0	0	0	0	0	64	0	0	0	2	0	0	170	6	0	0	0	0	0	0	0	3	15	0	0	0	0	0	4	0	0	0	0	3	1	0	0	0	0	21	0	0	0	7	2	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1260	"AWI"	1260	9674	13001	11095	0	1	0	3	0	0	16	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	0	1	0	0	0	95	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1270	"AWI"	1270	9793	13130	11221	0	0	0	0	0	0	14	0	0	0	0	0	0	350	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1280	"AWI"	1280	9889	13303	11350	0	0	0	0	0	0	102	2	0	0	0	0	0	193	12	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	25	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1290	"AWI"	1290	9989	13422	11479	0	0	0	0	0	0	63	0	0	0	0	0	0	283	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	1300	"AWI"	1300	10074	13578	11613	1	0	0	0	0	0	54	0	0	0	0	0	0	294	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
