"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Geraniaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	65	"AWI"	65	589	1430	1071	9	1	13	1	2	10	9	2	22	87	2	9	0	0	2	0	0	22	24	0	0	0	6	2	0	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	90	"AWI"	90	1253	1666	1507	7	0	2	0	0	0	0	2	8	81	0	0	0	0	3	0	0	25	14	4	2	0	4	0	0	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	100	"AWI"	100	1385	1736	1596	19	1	0	0	0	0	3	2	15	96	0	2	0	1	4	0	0	51	13	0	0	0	1	1	0	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	112	"AWI"	112	1451	1874	1678	9	1	1	0	0	0	5	4	5	101	0	0	0	0	0	0	0	27	10	0	0	0	1	1	0	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	122	"AWI"	122	1499	1975	1733	8	3	2	0	0	0	0	2	4	97	0	1	0	0	4	0	0	25	6	1	0	0	1	0	0	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	131	"AWI"	131	1548	2035	1787	5	9	0	0	0	0	0	1	9	91	0	0	0	0	6	0	0	29	5	1	0	0	0	0	1	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	151	"AWI"	151	1657	2197	1903	20	31	1	0	0	0	1	0	25	34	0	2	0	0	14	1	0	11	45	0	0	0	1	0	2	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	163	"AWI"	163	1722	2279	1970	10	16	0	0	0	0	0	1	29	11	1	1	0	0	6	0	0	19	25	2	0	0	0	0	3	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	188	"AWI"	188	1873	2452	2114	9	75	0	1	1	0	5	0	23	29	0	2	0	0	16	0	1	12	44	0	0	0	0	0	4	2
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	198	"AWI"	198	1932	2522	2170	12	18	0	0	0	0	1	0	26	32	1	2	2	0	7	0	0	18	17	0	0	0	1	0	3	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	208	"AWI"	208	2003	2588	2227	15	26	0	0	2	0	0	0	23	23	1	1	0	0	10	0	0	0	38	1	0	2	1	0	4	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	218	"AWI"	218	2092	2635	2277	29	23	1	1	0	0	6	0	28	46	0	3	2	0	7	0	0	0	52	2	0	0	2	0	2	3
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	223	"AWI"	223	2129	2659	2301	9	32	1	1	4	0	5	0	27	14	0	7	0	0	5	0	0	0	53	0	0	0	1	0	0	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	231	"AWI"	231	2203	2729	2380	2	2	1	0	0	0	0	0	2	34	0	1	1	0	0	0	0	0	16	0	0	0	0	0	0	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	241	"AWI"	241	2260	2872	2502	3	1	1	1	0	0	1	0	2	18	0	1	0	0	1	0	0	11	10	0	0	0	3	1	0	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	251	"AWI"	251	2342	2985	2632	17	3	1	0	0	0	3	0	11	30	0	1	0	0	4	0	0	27	18	4	1	0	1	0	1	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	270	"AWI"	270	2497	3212	2865	68	0	0	0	0	0	10	0	34	16	0	1	0	0	2	0	0	0	55	5	0	0	10	0	3	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	280	"AWI"	280	2620	3277	2979	66	8	0	0	1	0	8	0	16	33	0	1	0	0	1	0	0	9	37	2	0	0	6	1	1	4
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	290	"AWI"	290	2750	3360	3092	67	1	0	0	0	0	2	0	6	40	0	0	0	0	3	0	0	0	42	3	0	0	1	1	2	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	300	"AWI"	300	2868	3457	3211	127	2	0	0	1	0	5	0	18	31	0	0	0	0	3	0	0	0	19	0	0	0	1	0	1	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	310	"AWI"	310	3113	3503	3318	58	1	0	0	0	0	2	0	22	39	0	1	0	0	4	0	0	0	29	0	0	0	1	0	1	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	320	"AWI"	320	3245	3613	3438	52	2	0	0	2	0	9	0	25	24	0	0	0	0	7	0	0	0	38	0	0	0	2	2	2	2
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	330	"AWI"	330	3308	3862	3544	60	1	0	1	0	0	4	0	21	22	0	0	0	0	3	0	0	0	44	0	0	0	2	2	4	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	340	"AWI"	340	3400	4006	3675	76	5	6	1	0	0	4	0	19	19	0	0	0	0	4	0	0	0	41	1	0	0	8	1	3	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	350	"AWI"	350	3498	4165	3795	80	1	3	0	1	0	2	0	32	12	2	0	0	0	5	0	0	0	62	2	0	0	5	0	8	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	360	"AWI"	360	3571	4307	3919	75	0	2	3	0	0	2	1	37	22	0	1	0	0	0	0	0	0	70	0	0	0	0	0	5	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	370	"AWI"	370	3693	4401	4049	84	0	0	0	0	0	2	0	22	19	0	0	0	0	0	0	0	0	66	0	0	0	1	0	8	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	380	"AWI"	380	3817	4514	4172	86	1	0	0	2	0	0	1	16	14	0	0	0	0	4	0	0	0	52	3	0	0	2	0	4	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	390	"AWI"	390	3915	4630	4306	91	2	0	0	0	0	4	0	13	10	0	0	0	0	15	0	0	0	64	0	0	0	1	0	14	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	400	"AWI"	400	4073	4692	4424	96	9	0	0	0	0	3	0	10	24	0	0	0	0	8	0	0	0	43	0	0	0	4	0	12	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	419	"AWI"	419	4432	4818	4650	64	1	0	0	0	0	1	0	8	11	0	0	0	0	4	0	0	0	24	0	0	0	2	0	4	2
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	429	"AWI"	429	4530	5026	4779	61	0	0	0	0	0	3	0	29	9	0	0	0	0	4	0	0	0	46	0	0	0	2	0	8	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	441	"AWI"	441	4628	5287	4924	61	1	1	1	0	0	0	1	19	18	1	0	0	0	3	0	0	0	50	0	0	0	3	0	2	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	451	"AWI"	451	4703	5469	5051	59	3	0	0	0	0	4	0	17	22	0	0	0	0	5	0	0	0	28	0	0	0	4	0	2	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	461	"AWI"	461	4815	5590	5183	138	1	0	0	0	0	4	1	16	9	0	0	0	0	1	0	0	0	27	0	0	0	3	0	2	3
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	471	"AWI"	471	4926	5715	5310	108	1	0	0	0	0	4	1	17	8	0	0	0	0	9	0	0	0	52	0	0	0	1	0	14	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	481	"AWI"	481	5027	5835	5441	88	1	0	0	0	0	2	0	19	12	0	0	0	0	1	0	0	0	29	0	0	0	3	0	6	2
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	491	"AWI"	491	5167	5918	5569	54	2	2	0	3	0	3	0	20	13	1	0	0	0	8	0	0	0	37	0	0	0	4	0	6	1
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	501	"AWI"	501	5324	6011	5700	70	1	1	0	0	0	7	0	17	12	0	0	0	0	1	0	0	0	28	0	0	0	3	1	9	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	511	"AWI"	511	5454	6104	5835	48	1	0	0	0	0	8	1	20	11	0	0	0	0	3	0	0	0	37	0	0	0	6	0	3	0
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	521	"AWI"	521	5674	6167	5947	36	2	0	0	0	0	3	0	16	8	0	0	0	0	17	0	0	0	43	0	0	0	7	0	9	3
16357	25406	"Troarn Saint-Samson"	49.18361	-0.16806	531	"AWI"	531	5873	6250	6057	67	1	2	0	0	0	8	0	30	29	0	0	0	0	11	0	0	0	35	0	0	0	6	0	5	0
