"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Hypericaceae"	"Ilex"	"Lamiaceae"	"Lythraceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	80	"AWI"	80	4549	5097	4819	0	264	0	0	1	0	0	157	0	0	0	0	746	72	0	452	0	0	0	0	9	1	0	0	0	0	0	0	0	1	0	0	0	273	0	0	0	0	4	0	0	0	0	4	0	3	6	1	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	85	"AWI"	85	4683	5235	4955	0	313	0	0	1	0	0	112	0	0	0	0	518	133	0	186	0	0	0	2	4	1	0	0	0	0	0	0	0	3	0	0	0	193	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	90	"AWI"	90	4812	5373	5090	0	961	0	2	1	1	0	578	0	0	0	0	514	41	0	0	0	0	0	0	6	0	0	0	0	0	0	0	40	0	0	0	0	199	0	0	0	0	1	1	0	0	1	3	0	2	5	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	95	"AWI"	95	4945	5494	5222	0	888	0	1	3	0	0	1290	0	0	0	0	314	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	42	4	0	0	0	224	1	0	0	0	2	0	0	0	0	1	0	0	4	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	100	"AWI"	100	5080	5624	5358	0	271	0	0	4	0	0	163	0	0	0	0	428	28	0	233	0	0	1	2	11	1	0	0	0	0	0	0	15	2	0	0	0	237	0	0	0	1	3	1	0	0	0	4	0	3	11	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	105	"AWI"	105	5218	5755	5494	0	241	0	1	1	1	0	101	0	0	3	0	366	58	0	280	0	0	0	1	6	0	0	0	0	0	0	0	0	1	0	0	0	199	1	0	0	0	6	0	0	0	0	1	0	2	9	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	110	"AWI"	110	5360	5877	5630	0	280	3	7	5	0	0	259	0	0	0	0	983	16	0	315	0	0	0	0	8	0	0	0	0	0	0	0	25	8	0	0	1	393	1	0	0	0	7	1	0	0	0	0	0	0	9	2	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	115	"AWI"	115	5510	5997	5767	0	292	1	7	3	1	0	660	0	0	0	0	787	16	0	0	0	0	0	7	5	0	0	0	0	0	0	0	17	2	0	0	0	359	0	0	0	0	8	0	0	0	2	0	0	1	10	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	120	"AWI"	120	5664	6114	5905	0	213	0	11	4	2	0	144	0	0	0	1	791	31	0	0	0	0	0	2	7	0	0	1	0	0	0	0	41	2	0	0	0	407	0	0	0	0	37	0	0	0	1	0	0	2	17	3	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	125	"AWI"	125	5817	6224	6045	0	238	1	2	5	1	0	231	0	0	0	0	780	1	0	334	0	0	0	3	6	0	0	0	0	0	0	0	31	1	0	0	1	362	2	0	0	1	93	0	0	0	2	1	0	7	21	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	130	"AWI"	130	5977	6340	6192	0	253	1	0	2	0	0	240	0	0	0	0	823	11	0	305	0	0	0	1	10	0	0	0	0	0	0	0	21	3	0	0	0	368	0	0	0	0	63	0	0	0	0	0	0	4	41	0	0	1
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	135	"AWI"	135	6086	6522	6313	0	149	0	4	2	0	0	243	0	0	0	0	907	0	0	498	0	0	0	2	16	0	0	0	0	0	0	0	39	5	2	0	1	410	0	0	1	0	5	0	0	0	0	0	0	0	52	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	140	"AWI"	140	6187	6695	6443	0	82	0	1	2	2	0	193	0	0	0	0	822	37	0	0	0	0	0	0	13	0	0	0	0	0	0	0	80	3	0	0	4	413	0	0	0	0	3	0	0	1	0	1	0	0	27	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	145	"AWI"	145	6303	6862	6577	0	58	0	4	2	1	0	158	0	0	0	0	684	32	0	0	0	0	0	1	3	0	1	0	0	0	0	0	172	7	0	0	2	363	0	0	1	1	12	0	0	0	0	0	0	2	49	1	0	1
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	150	"AWI"	150	6414	7027	6710	0	63	1	7	2	1	0	204	0	0	0	0	727	6	0	0	0	0	0	1	8	0	0	0	0	0	0	0	123	9	0	0	1	408	0	0	0	0	6	0	0	0	0	0	0	3	44	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	155	"AWI"	155	6530	7188	6846	0	18	0	12	1	1	0	319	0	0	0	0	936	7	0	0	0	0	0	3	2	0	0	0	0	0	0	0	172	2	0	0	1	360	0	0	0	0	17	0	0	0	3	0	0	1	42	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	160	"AWI"	160	6646	7353	6980	0	0	0	7	0	2	0	38	0	0	0	0	1451	58	0	0	0	0	0	0	7	0	0	3	0	0	0	0	358	12	0	0	0	431	0	0	0	0	1741	0	10	0	3	0	0	2	51	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	165	"AWI"	165	6767	7504	7115	0	0	1	3	9	0	0	19	1	0	0	0	1123	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	8	0	0	1	337	0	0	0	1	963	0	8	0	1	0	0	2	30	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	170	"AWI"	170	6877	7667	7248	0	18	1	0	5	2	0	836	2	0	0	0	1116	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	140	10	0	0	0	351	0	0	0	0	15	0	0	0	0	0	0	2	48	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	175	"AWI"	175	6996	7822	7384	0	15	0	21	3	2	0	534	1	0	0	0	1116	5	0	0	0	0	0	0	3	0	0	0	1	0	0	0	96	8	0	0	0	323	0	0	0	0	25	0	1	0	1	0	0	5	45	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	180	"AWI"	180	7119	7974	7519	0	11	2	29	2	0	0	816	0	0	0	0	793	3	0	0	2	0	0	0	2	1	2	0	0	0	1	0	86	5	0	0	0	334	2	0	1	0	25	0	0	0	0	0	0	0	56	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	185	"AWI"	185	7234	8129	7653	1	17	1	42	5	2	0	1183	0	0	0	0	690	12	0	0	0	0	0	0	2	0	2	0	0	0	0	0	210	6	0	0	0	357	7	0	25	1	7	0	0	0	0	0	0	1	64	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	190	"AWI"	190	7355	8273	7787	0	7	0	44	6	0	0	1202	0	0	3	0	691	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	187	12	0	0	0	320	1	0	23	0	15	0	0	0	9	0	0	2	64	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	195	"AWI"	195	7476	8425	7923	0	7	1	3	20	1	0	1587	0	0	0	0	1176	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	5	0	0	0	474	0	0	0	0	0	0	6	0	64	0	0	1	108	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	200	"AWI"	200	7597	8580	8059	0	3	5	2	3	0	0	976	1	0	0	0	1067	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	11	0	0	0	482	0	0	0	0	32	0	0	0	47	0	0	0	70	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	205	"AWI"	205	7719	8729	8197	0	3	7	9	3	4	0	1986	0	0	0	0	1533	298	0	5	0	0	0	0	1	0	0	0	0	1	0	0	220	17	0	0	1	531	0	0	0	0	41	0	0	0	26	0	0	0	52	0	1	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	210	"AWI"	210	7836	8885	8332	0	1	4	3	0	2	0	3800	0	0	0	0	359	178	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	18	0	0	0	403	0	0	0	0	53	0	0	0	1	0	1	0	1	0	1	0
