"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Buxus"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Juniperus"	"Lamiaceae"	"Olea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
14549	22805	"Les Palanques"	42.16222	2.43806	9	"AWI"	9	-89	237	25	0	0	0	18	0	0	42	3	0	0	3	0	0	0	3	0	0	12	0	3	156	6	156	0	42	0	3	0	3	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	15	"AWI"	15	-52	327	90	0	0	0	6	3	0	69	0	0	0	0	0	0	0	0	0	0	0	0	3	165	3	114	6	18	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	26	"AWI"	26	13	508	202	0	0	3	9	3	0	51	0	0	0	0	0	0	0	3	0	0	0	0	3	12	0	0	0	9	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	43	"AWI"	43	128	744	385	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	52	"AWI"	52	193	865	479	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	3	0	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	60	"AWI"	60	253	974	567	0	0	0	0	3	0	18	0	0	0	0	0	0	0	3	0	0	0	0	0	90	0	0	3	21	3	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	69	"AWI"	69	327	1070	663	3	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	54	0	0	0	6	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	78	"AWI"	78	401	1175	758	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	0	0	0	0	0	33	0	0	0	6	3	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	87	"AWI"	87	478	1276	854	0	0	3	0	0	6	0	0	0	0	6	3	0	0	54	3	0	0	0	3	54	0	0	0	12	0	12	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	95	"AWI"	95	553	1360	936	0	0	0	3	0	3	0	3	0	0	0	3	12	0	6	0	0	0	0	0	99	3	0	0	9	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	109	"AWI"	109	677	1533	1080	6	0	12	0	0	0	15	0	0	0	0	0	18	3	12	0	0	0	0	3	201	3	0	3	3	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	117	"AWI"	117	751	1617	1166	18	0	75	3	0	0	51	0	0	0	3	3	408	3	9	0	0	0	0	0	129	3	27	3	6	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	130	"AWI"	130	873	1748	1306	12	0	0	0	0	0	27	0	0	0	0	3	189	0	0	0	0	0	0	0	57	3	0	0	0	0	3	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	140	"AWI"	140	975	1853	1414	12	0	3	3	3	0	0	0	0	0	0	3	39	0	9	0	3	0	0	0	126	0	0	3	0	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	168	"AWI"	168	1284	2124	1709	12	0	6	3	6	3	0	0	0	0	0	21	147	0	78	0	3	0	0	0	72	6	0	0	24	0	3	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	177	"AWI"	177	1389	2208	1805	24	0	39	3	6	24	132	0	0	0	6	75	81	0	60	3	60	0	0	3	120	12	0	0	105	24	3	0	0	0	6
14549	22805	"Les Palanques"	42.16222	2.43806	186	"AWI"	186	1493	2293	1903	9	0	15	0	3	0	0	0	0	0	0	6	0	0	3	0	24	0	0	0	42	3	0	0	18	6	0	0	0	0	3
