"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	274	"AWI"	274	-133	29	-49	6	0	11	1	9	6	5	30	18	1	1	3	17	2	11	0	0	0	2	0	0	10	14	1	41	1	81	2	0	1	4	1	13	2	2	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	282	"AWI"	282	-81	281	48	15	0	5	2	6	0	4	11	58	4	9	5	21	3	6	0	2	2	14	0	7	1	26	10	53	1	27	0	0	1	4	0	2	2	0	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	290	"AWI"	290	-17	466	166	3	0	4	3	1	2	0	5	147	0	0	0	12	1	2	0	0	0	0	0	0	1	0	4	80	4	16	0	1	1	0	0	2	0	4	2
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	298	"AWI"	298	59	643	289	16	0	0	13	2	2	0	4	108	0	3	4	20	3	3	0	1	0	0	0	0	2	14	4	54	4	18	0	0	0	0	0	2	0	6	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	306	"AWI"	306	144	786	416	1	0	3	3	6	7	5	3	143	3	10	1	2	0	2	0	2	0	1	0	0	4	7	16	71	0	13	1	0	0	1	1	1	2	2	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	314	"AWI"	314	220	914	548	2	0	5	2	3	9	0	14	193	0	1	8	1	0	14	0	1	1	0	0	0	7	4	6	28	1	19	0	1	1	2	0	0	0	0	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	322	"AWI"	322	341	1003	672	4	1	3	2	3	2	3	12	199	0	0	5	5	0	9	0	0	0	0	0	0	0	3	9	30	0	20	0	0	1	1	0	0	2	1	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	330	"AWI"	330	455	1106	801	3	0	5	0	1	5	0	10	195	0	1	7	3	0	12	0	1	0	0	1	9	0	1	8	14	1	33	0	0	0	2	0	0	1	3	3
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	338	"AWI"	338	591	1203	921	2	0	10	4	2	12	0	24	108	0	0	8	2	0	14	0	0	0	0	0	7	2	4	7	32	1	49	0	0	1	2	0	2	1	5	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	346	"AWI"	346	731	1296	1045	6	0	3	4	3	5	0	13	147	1	1	10	3	2	9	0	1	0	0	0	7	2	2	22	55	0	32	1	0	1	1	2	0	0	3	2
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	354	"AWI"	354	865	1390	1167	0	0	8	4	1	2	4	7	135	0	0	6	1	0	13	0	2	1	1	0	11	0	6	0	57	0	37	0	0	0	0	0	3	0	3	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	362	"AWI"	362	1172	1531	1305	4	0	6	2	2	17	2	3	50	0	0	19	11	0	36	0	3	0	0	0	18	0	7	2	30	0	81	1	2	0	0	1	2	1	1	6
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	370	"AWI"	370	1432	1896	1685	4	0	15	1	0	8	2	13	79	0	0	7	3	0	21	0	3	0	1	0	12	1	11	1	34	0	138	1	0	2	2	1	2	1	2	3
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	378	"AWI"	378	1941	2321	2139	3	1	31	1	4	8	4	42	1	0	0	19	16	0	47	0	10	1	3	0	0	6	12	0	42	0	105	0	1	0	0	0	12	2	4	4
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	386	"AWI"	386	2288	2969	2606	3	0	13	0	1	6	0	125	0	0	0	15	7	1	15	0	2	0	0	1	12	3	7	1	0	1	39	0	0	2	2	2	19	0	0	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	394	"AWI"	394	2805	3188	3008	1	0	1	3	1	2	0	37	0	0	0	9	3	0	31	0	0	0	0	0	22	7	5	0	0	0	24	0	0	0	0	1	10	0	1	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	402	"AWI"	402	2911	3263	3085	4	0	16	0	1	0	0	14	0	0	0	9	1	0	168	0	1	0	0	0	78	5	3	0	0	0	42	0	0	0	0	0	1	0	7	6
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	410	"AWI"	410	3018	3363	3179	3	0	13	0	0	1	0	21	0	0	0	13	1	0	146	0	2	0	0	0	68	4	1	0	0	0	44	2	0	0	0	0	1	0	6	7
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	418	"AWI"	418	3112	3526	3310	0	0	12	0	0	2	0	45	0	0	0	12	16	0	88	0	2	0	0	0	69	1	1	1	2	0	28	11	0	0	0	1	0	0	3	12
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	426	"AWI"	426	3218	3732	3458	0	0	8	0	0	2	0	13	0	0	1	4	5	0	52	0	1	0	0	1	19	3	9	0	8	0	12	0	0	0	0	0	0	0	3	5
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	434	"AWI"	434	3327	3857	3621	0	0	8	0	0	1	0	57	1	0	0	7	5	0	90	0	17	0	0	0	34	8	8	0	0	0	43	0	0	0	1	2	1	0	4	8
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	442	"AWI"	442	3561	3933	3761	1	2	11	0	0	1	0	176	1	0	0	14	1	0	122	4	0	0	2	0	42	4	3	0	0	0	52	0	1	1	0	0	0	0	4	3
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	450	"AWI"	450	3690	4080	3888	0	0	10	1	0	0	0	163	0	0	0	7	6	0	66	0	0	0	0	0	22	2	0	0	0	0	23	0	0	0	0	0	2	0	6	5
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	458	"AWI"	458	3765	4279	3993	0	1	8	1	1	4	0	57	1	0	0	13	11	1	66	0	3	0	0	0	34	11	10	0	18	0	49	0	0	0	0	4	0	0	4	10
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	466	"AWI"	466	3823	4467	4100	0	3	6	0	0	2	0	198	0	0	0	20	4	1	81	0	2	0	0	0	25	6	4	0	7	0	22	0	0	0	0	0	0	0	4	9
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	474	"AWI"	474	3885	4656	4207	2	1	6	1	0	1	0	135	0	0	0	7	1	0	72	0	1	0	0	0	19	5	1	0	32	0	19	2	0	0	1	3	1	0	7	4
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	482	"AWI"	482	4100	4816	4510	3	1	9	0	1	3	0	16	0	0	0	41	4	0	145	4	2	0	0	0	19	22	7	0	0	0	73	7	1	0	0	0	0	1	4	9
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	490	"AWI"	490	4275	5015	4704	0	1	19	0	0	7	0	35	0	1	0	54	8	1	52	12	0	2	0	0	24	7	15	0	5	0	141	21	0	0	0	0	1	1	10	8
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	498	"AWI"	498	4459	5211	4876	0	0	8	0	1	2	0	28	0	0	0	53	19	0	106	6	0	0	0	0	5	5	6	0	0	0	100	3	1	2	1	0	1	0	12	13
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	506	"AWI"	506	4642	5406	5056	1	0	15	0	2	5	0	31	0	1	0	52	18	0	71	13	0	0	0	0	7	2	6	0	10	0	96	4	0	0	2	0	1	1	16	20
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	514	"AWI"	514	4842	5525	5250	0	0	10	1	1	5	0	203	0	0	0	78	3	1	15	0	0	0	2	0	2	5	5	0	0	0	42	2	1	2	1	1	0	0	16	6
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	522	"AWI"	522	5205	5636	5419	0	8	8	0	0	7	0	51	0	0	0	101	0	4	4	11	0	1	1	0	3	8	4	0	0	0	79	1	0	0	2	0	0	3	27	28
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	530	"AWI"	530	5428	6125	5717	0	6	24	1	8	2	0	20	0	0	0	178	12	1	2	23	0	1	0	0	8	9	5	0	7	0	104	13	1	1	4	0	0	2	35	52
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	538	"AWI"	538	5653	6698	6091	1	6	5	1	4	6	0	32	0	0	0	66	9	0	0	38	0	1	0	0	3	6	9	0	0	0	68	12	1	2	0	0	0	1	20	37
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	546	"AWI"	546	5983	6984	6496	4	8	12	0	2	4	0	20	0	0	0	94	5	0	1	15	0	0	0	0	0	6	6	0	0	0	80	11	0	1	0	3	1	2	4	34
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	554	"AWI"	554	6468	7202	6895	0	0	8	3	1	6	5	14	0	1	0	45	11	0	0	0	0	0	0	0	0	18	18	0	11	0	53	1	0	3	1	3	0	1	9	15
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	562	"AWI"	562	6838	7378	7132	0	0	8	0	4	2	0	62	0	0	0	86	7	1	6	4	0	0	1	0	3	6	16	0	0	0	57	6	0	1	1	1	1	0	20	25
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	570	"AWI"	570	6991	7621	7318	0	0	2	3	1	11	0	3	1	0	0	73	17	1	0	0	0	0	0	0	0	30	10	0	23	0	38	0	0	0	0	4	3	1	1	13
