"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Fabaceae"	"Iridaceae"	"Lamiaceae"	"Linaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	2	"AWI"	2	-56	311	109	3.44827586206897	1.14942528735632	0.574712643678161	0.574712643678161	0	0	0	0	0	0	33.9080459770115	0	0	0	0.574712643678161	0.574712643678161	0	16.6666666666667	41.9540229885057	0	0	0.574712643678161	0	0	0	0	0	0	0	0	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	10	"AWI"	10	55	1653	749	3.30188679245283	0.471698113207547	0	0	0	0	0	0	0	0.943396226415094	23.5849056603774	0	0	0	0	0	0	33.9622641509434	36.7924528301887	0.943396226415094	0	0	0	0	0	0	0	0	0	0	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	18	"AWI"	18	529	1982	1371	1.06951871657754	0	0	0	0	0	0	0	0	1.06951871657754	6.41711229946524	0	0	0	0	0	0	48.6631016042781	39.572192513369	1.06951871657754	0	0	0	0	0	0	0.53475935828877	0	0	1.60427807486631	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	26	"AWI"	26	1360	2240	1844	3.1055900621118	0	0	0.62111801242236	0	0	0	0	0	0.62111801242236	6.83229813664596	0	0	0	0	0	0	52.1739130434783	31.6770186335404	0.62111801242236	0	0	0	0.62111801242236	0	0	0.62111801242236	0	0	3.1055900621118	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	32	"AWI"	32	1781	2427	2151	1.44927536231884	0	0	0.72463768115942	0	0	0	0	0	2.17391304347826	3.6231884057971	0	0	0	0	0	0	57.9710144927536	26.0869565217391	0	0	2.89855072463768	0	0	0	0	0	0	0	5.07246376811594	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	38	"AWI"	38	2022	2623	2353	5.66037735849057	0	0	0.943396226415094	0	0	0	0	0	0.943396226415094	7.54716981132075	0	0	0	0	0	0	49.0566037735849	30.188679245283	1.88679245283019	0	0	0.943396226415094	1.88679245283019	0	0	0	0	0	0.943396226415094	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	46	"AWI"	46	2431	2991	2703	7.28744939271255	0	0	1.21457489878543	0	0	0	0	0	0	16.5991902834008	0	0	0	0	0	0	34.0080971659919	30.3643724696356	2.42914979757085	0	3.64372469635628	0	0.809716599190283	0	0	1.21457489878543	0	0	1.21457489878543	1.21457489878543	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	52	"AWI"	52	2638	3530	3019	6.42201834862385	0	0	0.917431192660551	0	0	0	0	0	0	24.7706422018349	0	0	0	0	0	0	39.4495412844037	11.9266055045872	0.917431192660551	0	0	0	0	0	0	0	0	0	15.5963302752294	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	58	"AWI"	58	2796	4427	3444	7.14285714285714	0	0	1.78571428571429	0	0	0	0	0	0	20.2380952380952	0	0	0	0	0	0	48.2142857142857	17.2619047619048	0	0	0	0	0	0	0	0	0	0	5.35714285714286	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	64	"AWI"	64	3034	4986	3950	5.71428571428571	0.714285714285714	0	2.14285714285714	0	0	0	0	0	0	23.5714285714286	0	0	0.714285714285714	0	0	0	43.5714285714286	12.1428571428571	1.42857142857143	0	0	0	0	0	0	0.714285714285714	0	0	9.28571428571429	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	70	"AWI"	70	3214	5583	4475	11.6666666666667	0.833333333333333	0	0	0	0	0	0	0	2.5	15.8333333333333	0	0	0	0	0	0	29.1666666666667	17.5	0	0	0	0	0	0	0	0	0	0	22.5	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	76	"AWI"	76	3939	5794	5070	11.1888111888112	0.699300699300699	0	1.3986013986014	0	0	0	0	0	0	6.99300699300699	0	0	0	0	0	0	39.8601398601399	25.1748251748252	0.699300699300699	0	0	0	0	0	0	0	0	0	13.986013986014	0	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	82	"AWI"	82	4570	6131	5599	16.6666666666667	0	0	3.84615384615385	0	0	0	0	0	0.854700854700855	8.97435897435897	0	0	0	0	0	0	7.69230769230769	27.7777777777778	8.11965811965812	0	2.13675213675214	0	1.28205128205128	0	0	0.854700854700855	0	0	21.3675213675214	0.427350427350427	0	0
1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	88	"AWI"	88	5587	6244	5958	23.3082706766917	0.75187969924812	0	2.63157894736842	0	0	0.75187969924812	0	0	1.8796992481203	9.02255639097744	0	0	0	0	0	0	5.6390977443609	38.3458646616541	7.89473684210526	0	4.51127819548872	0.37593984962406	0	0	0	0	0	0	4.51127819548872	0.37593984962406	0	0
