"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	90	"AWI"	90	600	1139	885	1	2	222	0	0	0	0	0	2	0	11	0	0	7	0	0	0	0	0	0	25	50	0	0	0	5	0	3	0	0	1	0	1	0	0	0	0	1	6	0	0	0	21	0	0	0	0	1	0	2	58	6	0	0	0	0	20	0	0	0	0	0	0	7	0	3	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	100	"AWI"	100	689	1178	988	4	6	159	0	0	1	0	0	3	0	7	0	0	0	0	0	0	0	0	0	21	32	0	0	0	4	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	36	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	105	"AWI"	105	732	1211	1033	0	0	298	1	1	0	1	0	2	0	5	0	0	11	0	0	0	0	0	1	17	43	0	3	0	8	0	0	0	0	0	1	3	0	0	0	0	0	7	0	0	0	13	0	0	47	0	0	0	1	12	4	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	2
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	110	"AWI"	110	802	1220	1055	3	1	283	1	0	0	0	0	2	0	5	0	0	7	0	0	0	0	0	0	11	33	0	0	0	18	0	1	0	0	0	0	3	0	0	0	0	0	19	0	0	1	17	0	0	0	0	0	0	1	46	5	0	0	0	2	12	0	0	0	0	0	0	0	0	3	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	115	"AWI"	115	872	1231	1076	1	0	1269	0	0	0	0	0	3	0	5	0	0	5	0	0	0	0	0	0	10	60	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	16	2	0	40	0	0	0	0	26	3	0	0	1	2	11	1	0	0	0	0	1	0	2	10	0	1
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	120	"AWI"	120	930	1242	1100	2	0	453	1	2	0	0	0	9	0	1	0	0	8	0	0	0	0	0	0	25	33	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	11	0	0	1	24	0	0	49	0	0	0	1	50	1	0	0	1	0	15	3	0	1	0	0	0	1	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	125	"AWI"	125	970	1259	1127	5	0	461	3	0	0	0	0	1	0	4	0	0	5	0	0	0	0	0	0	15	32	0	0	0	15	0	5	0	0	0	1	0	0	0	0	2	0	6	0	0	0	13	0	0	29	0	0	0	1	47	7	1	0	1	2	17	0	0	0	0	0	1	2	0	3	0	1
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	130	"AWI"	130	1002	1286	1154	4	0	469	1	0	0	0	0	3	0	2	0	0	3	0	0	0	0	0	1	20	27	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	13	0	0	28	0	0	0	2	31	4	1	0	1	0	3	3	0	1	0	0	0	2	1	11	0	2
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	135	"AWI"	135	1020	1326	1181	5	0	233	1	0	0	1	0	1	0	3	0	0	10	0	0	0	0	0	0	19	42	0	0	0	14	0	2	0	0	2	0	0	0	0	0	0	0	12	1	0	1	7	0	0	37	0	0	0	4	38	5	0	0	3	1	6	0	0	1	0	0	0	1	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	140	"AWI"	140	1036	1370	1203	5	0	220	0	1	0	1	0	2	0	4	1	0	9	0	0	0	0	0	1	5	45	0	0	0	10	0	2	0	0	0	3	3	0	0	0	0	0	7	0	0	1	10	0	0	51	0	0	0	1	33	3	0	0	0	1	9	0	0	0	0	0	0	1	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	145	"AWI"	145	1055	1378	1219	4	1	704	2	0	1	0	0	3	0	3	0	0	3	0	0	0	0	0	1	14	13	0	0	0	34	0	2	0	1	0	0	1	0	0	0	0	0	25	0	0	0	7	7	0	0	0	0	0	3	40	5	0	0	0	0	4	1	0	0	0	0	1	4	0	1	0	1
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	150	"AWI"	150	1071	1388	1234	1	6	169	1	0	1	2	0	1	0	1	0	0	5	0	0	0	0	1	0	7	25	0	0	0	25	0	1	0	0	0	0	2	0	0	0	0	0	17	1	0	0	2	0	0	91	0	0	0	2	25	2	0	0	2	2	4	0	0	0	0	0	1	1	0	0	0	2
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	155	"AWI"	155	1085	1402	1249	0	1	352	1	1	1	1	0	3	0	1	0	0	3	0	0	0	0	1	0	44	14	0	0	0	29	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0	0	3	0	0	145	0	0	0	2	36	9	0	0	0	2	9	2	0	0	0	0	0	1	0	0	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	160	"AWI"	160	1093	1419	1266	2	1	350	2	2	0	2	0	8	0	7	0	0	1	0	0	0	0	0	0	35	6	0	0	0	57	0	1	0	0	0	1	7	0	0	1	0	0	29	0	0	0	2	0	0	69	0	0	0	1	29	16	1	0	4	7	12	0	0	1	0	0	2	2	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	165	"AWI"	165	1103	1439	1280	2	0	162	0	0	0	0	0	6	0	4	0	0	2	0	0	0	0	0	0	27	32	0	0	0	42	0	2	0	0	1	0	5	0	1	1	0	0	24	0	0	0	9	8	0	45	0	0	0	2	24	1	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	170	"AWI"	170	1112	1463	1294	3	1	216	5	2	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	65	12	0	0	0	29	0	1	1	0	1	1	3	0	0	2	0	0	12	0	0	0	10	3	0	77	0	0	0	0	24	13	0	0	2	3	4	0	0	0	0	0	0	1	0	0	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	175	"AWI"	175	1126	1484	1307	4	1	104	2	2	0	2	0	2	0	7	0	0	8	0	0	0	0	0	1	9	14	0	0	0	28	0	2	1	0	0	1	15	0	0	2	0	0	22	0	0	1	7	9	0	108	0	1	0	5	34	26	0	0	1	3	1	0	0	0	0	0	0	2	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	180	"AWI"	180	1147	1492	1322	0	1	136	4	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	54	10	0	0	0	47	0	1	0	0	0	2	4	0	0	0	0	0	38	0	0	0	5	6	0	0	0	1	0	5	43	2	0	0	0	2	7	0	0	0	0	0	2	3	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	185	"AWI"	185	1164	1500	1336	0	1	161	1	0	0	1	0	1	0	3	0	0	9	0	0	1	0	0	0	32	7	0	0	0	12	0	3	0	0	1	0	4	0	0	1	0	0	10	0	0	0	5	14	0	75	0	2	0	2	43	10	0	0	0	3	2	0	0	0	0	0	0	5	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	190	"AWI"	190	1177	1510	1351	0	0	138	1	1	0	2	0	5	0	2	0	0	5	0	3	0	0	1	0	19	18	0	0	0	24	0	2	0	0	1	0	6	1	0	1	0	0	29	0	0	0	9	0	0	86	0	0	0	1	41	7	1	0	1	3	2	0	0	0	0	0	1	1	0	0	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	195	"AWI"	195	1189	1522	1366	2	0	85	1	0	0	2	0	2	0	4	0	0	9	0	0	0	0	0	0	13	14	0	0	0	21	0	2	0	0	0	0	20	0	0	0	0	0	6	0	0	1	8	0	0	118	0	0	0	1	13	7	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	200	"AWI"	200	1201	1536	1381	0	0	79	2	1	0	2	0	3	0	1	1	0	3	0	0	0	0	0	0	26	11	0	0	0	104	0	2	0	1	0	0	4	0	0	0	0	0	53	0	0	1	7	0	0	69	0	0	0	0	26	6	0	0	1	0	3	0	0	0	0	0	1	2	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	205	"AWI"	205	1212	1555	1396	2	2	203	1	0	0	1	0	0	0	4	0	0	2	0	0	0	0	0	0	26	18	0	0	0	54	0	1	0	0	0	1	3	0	0	1	0	0	50	0	0	1	10	0	0	88	0	0	0	0	15	4	0	0	0	5	6	0	0	2	0	0	0	1	0	2	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	210	"AWI"	210	1226	1569	1410	1	1	151	1	1	0	1	0	2	0	4	0	0	4	0	0	0	0	0	0	27	31	0	0	0	10	0	1	0	0	1	1	2	1	0	1	0	0	16	0	0	0	7	6	0	0	0	0	0	2	25	4	0	0	2	0	5	0	0	0	0	1	1	0	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	215	"AWI"	215	1249	1574	1425	5	0	187	1	1	0	0	0	2	0	2	1	0	11	0	0	0	0	0	1	20	15	0	0	0	46	0	2	0	0	0	1	6	1	1	2	0	0	22	0	0	1	5	0	0	77	0	0	0	0	19	5	0	0	1	0	9	0	0	0	0	0	2	2	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	220	"AWI"	220	1270	1583	1439	0	1	336	2	2	0	1	0	7	0	12	0	0	8	0	0	0	0	0	0	57	21	0	0	0	38	0	3	0	0	0	0	11	0	0	0	0	0	49	1	0	0	4	7	0	0	0	0	0	2	33	8	0	0	0	2	4	1	0	0	0	0	1	1	0	0	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	225	"AWI"	225	1287	1592	1454	1	0	262	0	1	1	2	0	4	0	3	0	0	1	0	0	0	0	0	0	29	5	0	0	0	35	0	0	0	0	1	0	2	0	0	0	0	0	27	0	0	0	2	3	0	91	0	0	0	0	39	2	0	0	1	1	5	0	0	0	0	0	0	1	0	0	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	230	"AWI"	230	1301	1605	1469	0	0	51	1	0	1	2	0	4	0	6	0	0	2	0	0	0	0	0	0	21	32	0	0	0	13	0	1	0	0	1	1	2	0	0	0	0	0	15	0	0	0	3	0	0	90	0	0	0	0	59	2	0	0	0	3	11	0	0	0	0	0	1	2	0	0	0	1
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	235	"AWI"	235	1312	1619	1485	1	1	149	1	102	1	0	0	0	0	4	0	0	2	0	0	0	0	0	0	17	12	0	0	0	14	0	5	0	0	0	0	1	0	0	0	0	0	23	0	0	0	3	0	0	75	0	0	0	0	37	3	1	0	1	4	6	0	0	0	0	0	0	0	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	240	"AWI"	240	1322	1635	1500	1	0	148	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	1	0	84	7	0	0	0	170	0	3	0	0	1	1	4	0	0	0	0	0	123	0	1	0	3	0	0	103	0	0	0	1	90	2	0	0	0	1	13	0	0	0	0	0	1	5	1	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	245	"AWI"	245	1342	1647	1514	2	0	123	0	4	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	22	10	0	0	0	58	0	0	0	0	0	1	2	0	0	0	0	0	39	0	1	0	3	0	0	129	0	0	0	1	31	2	0	0	0	1	8	0	0	0	0	0	0	0	0	1	0	0
16133	24927	"Paleochenal de Neublans"	46.91611	5.33778	250	"AWI"	250	1370	1652	1525	0	0	169	0	1	0	1	0	2	0	0	0	0	4	0	0	0	0	0	0	24	7	0	0	0	40	0	1	0	0	1	0	3	0	0	0	0	0	56	0	0	2	4	0	0	78	0	0	0	0	29	3	0	0	0	1	9	0	0	0	0	0	0	2	0	0	0	0
