"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15748	24188	"Hopschensee"	46.2525	8.02306	5.3	"AWI"	5.3	-53.3	52.3	-0.600000000000001	3	1	77	4	0	0	0	0	4	0	12	0	0	0	0	9	0	0	9	1	0	1	6	0	75	0	0	0	0	0	5	0	0	0	1	0	0	1	16	0	7	0	0	0	4	0	0	0	49	104	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	1	0	0	1	0	0	5	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	5.8	"AWI"	5.8	-48.8	57.8	3.4	3	0	78	5	0	0	0	0	5	0	33	0	0	0	0	7	0	0	8	0	0	0	12	0	66	0	0	0	0	0	7	0	0	0	0	0	0	4	25	0	4	0	0	0	1	0	0	0	40	123	0	0	1	0	0	0	0	0	10	0	11	0	2	0	0	0	0	0	0	0	1	0	0	7	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	6.3	"AWI"	6.3	-44.3	63	7.7	1	0	64	2	0	0	0	0	3	0	6	0	3	0	0	0	0	0	5	0	0	1	0	0	58	0	0	0	0	0	7	0	0	0	0	0	0	4	17	0	4	0	0	0	3	0	0	0	44	99	0	0	0	0	0	0	0	0	7	0	8	0	0	0	1	0	0	0	0	1	1	0	2	2	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	6.8	"AWI"	6.8	-39.8	68	12.2	2	1	73	2	0	0	0	0	6	0	17	0	0	0	0	0	0	0	12	0	0	1	9	0	48	0	0	0	0	0	11	0	1	0	1	1	0	2	13	0	2	0	0	0	2	0	0	0	30	91	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	2	0	0	0	1	1	0	0	4	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	7.3	"AWI"	7.3	-35.9	73.9	17	1	0	70	1	0	0	0	0	2	0	13	0	0	0	0	0	0	0	9	0	0	0	4	0	70	0	0	0	0	0	4	0	0	0	1	1	0	3	14	0	6	0	0	0	5	0	0	0	36	108	0	0	0	0	0	0	0	0	13	0	14	0	2	0	1	0	0	0	0	0	3	0	1	7	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	7.8	"AWI"	7.8	-32.4	80.4	22	3	0	77	1	0	0	0	0	2	0	15	0	3	0	0	12	0	0	6	0	0	1	5	0	72	0	0	0	0	0	3	0	0	0	0	0	0	6	19	0	12	0	0	0	2	0	0	0	59	127	0	0	0	0	0	0	0	0	10	0	5	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	8.3	"AWI"	8.3	-29.8	87.5	26.7	2	0	53	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	2	0	0	0	3	0	65	0	0	0	0	0	7	2	0	0	0	0	0	2	11	0	5	0	0	0	3	0	0	0	29	79	0	0	0	0	0	0	0	0	11	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	8.8	"AWI"	8.8	-27.8	95	31.2	2	0	62	0	0	0	0	0	3	0	13	0	0	0	0	0	0	0	9	0	0	2	6	0	48	0	0	9	0	0	1	0	1	2	0	1	0	8	12	0	8	0	0	0	3	0	0	0	43	98	0	0	0	0	0	0	0	0	2	0	7	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	2
15748	24188	"Hopschensee"	46.2525	8.02306	9.3	"AWI"	9.3	-25.5	102.8	35.7	4	0	84	2	0	0	0	0	5	0	15	0	3	0	0	10	0	0	8	0	0	0	8	0	70	0	0	0	0	0	6	0	0	5	0	0	0	3	25	0	4	0	0	1	2	0	0	0	46	145	0	0	0	0	0	0	0	0	12	0	8	0	3	0	3	1	0	0	0	0	0	0	0	2	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	9.8	"AWI"	9.8	-23	110.8	40.2	3	1	66	1	0	0	0	0	1	0	12	0	0	0	0	0	0	0	5	0	0	1	8	0	64	0	0	0	0	0	6	2	1	0	0	0	0	2	13	0	11	0	0	0	3	0	0	0	25	69	0	0	0	0	0	0	0	0	4	0	3	0	0	0	2	0	0	0	0	1	0	0	0	6	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	10.3	"AWI"	10.3	-13.9	120.9	49.5	3	0	61	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	4	0	0	4	9	0	44	0	0	0	0	0	1	0	0	0	2	1	0	6	24	0	5	0	0	0	1	0	0	0	32	71	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	10.8	"AWI"	10.8	-0.399999999999981	132.4	62	3	2	65	0	0	0	0	0	1	0	16	0	1	0	0	0	0	0	7	0	0	0	5	0	52	0	0	0	0	0	5	0	0	0	0	2	0	2	29	0	3	0	0	0	0	0	0	0	32	95	0	0	0	0	0	0	0	0	7	0	7	0	2	0	1	0	0	0	0	0	2	0	0	2	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	11.3	"AWI"	11.3	8.90000000000001	149	74.2	3	0	56	0	0	0	0	0	7	0	7	0	2	0	0	0	0	0	3	0	0	1	6	0	60	0	0	0	0	0	9	0	0	0	0	0	0	3	25	0	6	0	0	0	2	0	0	0	28	90	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	1	1	0	5	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	11.8	"AWI"	11.8	15.4	169	86.2	4	0	58	2	0	0	0	0	3	0	10	0	1	0	0	0	0	0	9	0	0	0	7	0	46	0	0	10	0	0	5	0	0	0	1	0	0	4	32	0	7	0	0	1	0	0	0	0	37	105	0	0	0	0	0	0	1	0	5	0	9	0	1	0	0	0	0	0	0	0	1	1	0	3	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	12.3	"AWI"	12.3	21	192.3	97.6	2	0	58	0	0	0	0	1	5	0	10	0	1	0	0	14	0	0	10	0	0	0	12	0	79	0	0	0	0	0	7	0	0	7	0	0	0	6	37	0	6	0	0	0	4	0	0	0	47	100	0	0	0	0	0	0	0	0	7	0	12	0	4	0	1	0	0	0	0	0	2	0	0	1	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	12.8	"AWI"	12.8	26	217.8	108.6	3	0	87	1	0	0	1	0	4	0	6	0	1	0	0	0	0	0	7	0	0	0	3	0	48	0	0	0	0	0	5	0	0	0	0	1	0	2	32	0	10	0	0	0	0	0	0	0	51	93	0	0	0	0	0	0	0	0	6	0	5	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	13.3	"AWI"	13.3	30.1	245.4	120.2	3	0	65	0	0	0	0	0	5	0	11	0	0	0	0	14	0	0	5	0	0	0	7	0	54	0	0	0	0	0	5	0	0	2	0	0	0	3	26	0	4	0	0	0	5	0	0	0	50	101	0	0	0	0	0	0	0	0	5	0	7	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	13.8	"AWI"	13.8	33.6	274.4	132.2	3	0	61	0	0	0	0	0	11	0	7	0	0	0	0	0	0	0	3	0	0	3	4	0	41	0	0	0	0	0	0	0	0	0	1	0	0	6	20	0	7	0	0	0	0	1	0	0	34	79	0	0	0	0	0	0	0	0	6	0	2	0	3	0	1	0	0	0	0	0	1	0	0	1	2	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	14.3	"AWI"	14.3	36.8	304.6	143.9	1	0	88	1	0	0	0	0	1	0	11	0	1	0	0	25	0	0	4	0	1	0	4	0	53	0	0	0	0	0	3	0	0	0	2	2	0	6	40	0	7	0	0	0	2	0	0	0	39	116	0	0	0	0	0	0	0	0	4	0	6	0	1	0	1	0	0	0	0	0	2	0	0	1	1	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	14.8	"AWI"	14.8	39.8	335.6	155.4	2	0	75	0	0	0	0	0	3	0	9	0	2	0	0	0	0	0	10	0	0	0	6	0	74	0	0	0	0	0	4	0	0	6	0	0	0	4	36	0	3	0	0	0	1	0	0	0	38	85	0	0	0	0	0	0	0	0	6	0	6	0	2	0	0	0	0	0	0	1	3	1	0	4	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	15.3	"AWI"	15.3	42.5	365.7	166.6	3	0	40	2	0	0	0	0	1	0	8	0	0	0	0	0	0	0	5	0	0	1	6	0	65	0	0	0	0	0	6	0	0	0	0	0	0	1	24	0	11	0	0	0	3	0	0	0	33	82	0	0	0	0	0	0	0	0	7	0	6	0	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	16.3	"AWI"	16.3	47.2	425.3	188.6	2	0	62	2	0	0	0	0	5	0	9	0	2	0	0	25	0	0	6	0	0	1	5	0	57	1	0	0	0	0	5	0	0	2	0	0	0	5	27	0	4	0	0	0	2	0	0	0	28	84	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	17.3	"AWI"	17.3	51.5	486.6	210.6	3	0	69	2	0	0	0	0	2	0	6	0	0	1	0	17	0	0	7	0	0	0	7	0	66	0	0	0	0	0	2	0	0	0	0	0	0	2	28	0	4	0	0	0	1	0	0	0	23	71	0	0	0	0	0	0	1	0	7	0	6	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	18.3	"AWI"	18.3	56.2	548.6	232.9	3	0	72	2	0	0	0	0	3	0	4	0	0	0	0	0	0	0	2	0	0	1	9	0	53	0	0	0	0	0	7	0	0	0	0	1	0	4	24	0	4	0	0	0	2	0	0	0	17	61	1	0	0	0	0	0	0	0	6	0	7	0	1	0	2	0	0	0	0	0	3	1	0	3	0	0	2
15748	24188	"Hopschensee"	46.2525	8.02306	19.3	"AWI"	19.3	60.5	610.3	255.9	1	0	62	3	0	0	0	0	5	0	8	0	0	0	0	0	0	0	6	0	0	0	7	0	49	1	0	0	0	0	11	0	0	0	0	1	0	3	19	0	9	0	0	1	0	0	0	0	23	81	0	0	0	0	0	0	0	0	6	0	3	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2
15748	24188	"Hopschensee"	46.2525	8.02306	20.3	"AWI"	20.3	72.4	660.2	279.8	3	0	64	1	0	0	0	0	2	0	6	0	2	0	0	0	0	0	7	0	0	0	9	0	64	0	0	0	0	0	7	0	0	0	0	0	0	5	32	0	5	0	0	0	6	0	0	0	15	76	0	0	0	0	0	0	0	0	5	0	6	0	4	0	0	0	0	0	0	0	0	0	0	2	1	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	21.3	"AWI"	21.3	98	682.7	306.1	1	0	66	2	0	0	0	0	2	0	11	0	0	0	0	0	0	0	6	0	0	0	10	0	56	0	0	0	0	0	12	0	0	4	0	0	0	5	26	0	5	0	0	1	0	0	0	0	31	102	0	0	0	0	0	0	0	0	7	0	10	0	0	0	1	2	0	0	0	0	1	0	1	2	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	22.3	"AWI"	22.3	116.5	703.2	334	2	0	68	2	0	0	0	0	2	0	9	0	0	0	0	0	0	0	5	0	0	0	6	0	49	0	0	0	0	0	8	0	0	3	1	0	0	1	26	0	3	0	0	0	2	0	0	0	20	102	0	0	0	0	0	0	0	0	5	0	4	0	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	23.3	"AWI"	23.3	131.8	726.9	363.1	2	0	71	3	0	0	0	0	6	0	4	0	1	0	0	0	0	0	6	0	0	0	11	0	82	0	0	0	0	0	6	0	0	0	0	0	0	6	36	0	5	0	0	0	2	0	0	0	19	84	0	0	0	0	0	0	0	0	6	0	10	0	3	0	1	0	0	0	0	0	2	0	1	4	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	24.3	"AWI"	24.3	147.5	749.6	390.4	3	0	67	0	0	0	0	0	4	0	17	0	2	0	0	0	0	0	12	0	0	2	7	0	52	0	0	0	0	0	1	0	0	6	1	0	0	4	32	0	5	0	0	0	1	0	0	0	38	89	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	25.3	"AWI"	25.3	162.2	773.1	418.4	4	0	72	3	0	0	0	0	5	0	7	0	2	0	0	19	0	0	2	0	0	0	13	0	44	0	0	0	0	0	12	0	0	0	0	0	0	1	28	0	3	0	0	1	1	0	0	0	29	99	0	0	0	0	157	0	0	0	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	26.3	"AWI"	26.3	175.9	800.4	445.8	4	0	61	2	0	0	0	0	3	0	3	0	1	0	0	0	0	0	3	0	0	0	6	0	61	0	0	0	0	0	9	0	0	5	2	0	0	7	27	0	7	0	0	0	1	0	0	0	29	98	0	0	0	0	0	0	0	0	3	0	5	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	27.3	"AWI"	27.3	188	829	471.8	1	0	65	2	0	0	0	0	7	0	11	0	2	0	0	0	0	0	3	0	0	3	9	0	65	0	0	0	0	0	5	0	0	5	1	0	0	3	34	0	3	0	0	0	2	0	0	0	22	104	0	0	0	0	0	0	0	0	10	0	2	0	1	0	0	0	0	0	0	0	1	1	2	1	1	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	28.3	"AWI"	28.3	197.7	860.8	498.1	5	0	70	2	0	0	0	0	5	0	10	0	1	0	0	0	0	0	7	0	0	0	11	0	47	0	0	0	0	0	9	0	0	5	1	0	0	1	30	0	8	0	0	0	1	0	0	0	21	88	0	0	0	0	0	0	0	0	9	0	8	0	2	0	0	0	0	0	0	0	1	0	1	3	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	29.3	"AWI"	29.3	206.7	898.9	524.2	1	0	78	0	1	0	0	0	1	0	5	0	0	0	0	0	0	0	6	0	0	2	5	0	62	0	0	0	0	0	6	0	0	0	0	1	0	3	26	0	2	0	0	0	2	0	0	0	23	91	0	0	0	0	0	0	0	0	9	0	8	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	30.3	"AWI"	30.3	225.6	931.7	548.5	1	0	60	0	0	0	0	0	5	0	15	0	2	0	0	0	0	0	2	0	0	3	9	0	49	0	0	0	0	0	4	0	0	0	2	0	0	6	28	0	4	0	0	1	0	1	0	0	30	102	0	0	0	0	0	0	0	0	12	0	8	0	1	0	1	0	0	0	0	1	3	0	0	1	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	31.3	"AWI"	31.3	265.8	940.7	573.8	2	0	58	0	0	0	0	0	3	0	13	0	0	0	0	14	0	0	2	0	0	1	6	0	65	0	0	0	0	0	3	0	0	6	1	1	0	4	33	0	6	0	0	0	3	0	0	0	29	83	0	0	0	0	0	0	0	0	7	0	6	0	1	0	2	0	0	0	0	0	2	1	0	3	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	32.3	"AWI"	32.3	300	949.4	599.8	4	0	72	2	0	0	0	0	1	0	13	0	0	0	0	0	0	0	6	0	0	1	5	0	50	0	0	0	0	0	5	0	0	0	0	1	0	4	25	0	12	0	0	1	2	0	0	0	30	87	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	33.3	"AWI"	33.3	328.5	959.8	626.4	3	1	72	2	0	0	0	1	3	0	7	0	0	0	0	0	0	0	5	0	1	0	7	0	61	0	0	0	0	0	4	0	0	3	1	0	0	4	31	0	6	0	0	1	1	0	0	0	22	92	0	0	0	0	0	0	0	0	7	0	6	0	2	0	1	0	0	0	0	0	1	0	0	4	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	34.3	"AWI"	34.3	352.9	974.3	654.7	1	1	39	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	3	0	0	0	2	0	53	0	0	0	0	0	0	0	0	4	0	0	0	2	29	0	5	0	0	2	0	0	0	0	22	64	0	0	0	0	0	0	1	0	9	0	5	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	35.3	"AWI"	35.3	374.1	988.9	684	1	0	38	1	0	0	0	0	5	0	12	0	1	0	0	0	0	0	0	0	0	0	8	0	36	0	0	0	0	0	7	0	0	0	0	1	0	3	19	0	9	0	0	3	0	0	0	0	15	68	0	0	0	0	0	0	0	0	8	0	2	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	36.3	"AWI"	36.3	392	1010.1	713.7	6	0	50	2	0	0	0	0	3	0	7	0	0	0	0	0	0	0	7	0	0	1	4	0	54	0	0	0	0	0	5	0	0	4	0	0	0	3	28	0	5	0	0	0	1	0	0	0	16	70	0	0	0	0	0	0	0	0	6	0	6	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	37.3	"AWI"	37.3	411.1	1028.3	742.1	2	0	46	0	0	0	0	0	2	0	3	0	0	0	13	0	0	0	6	0	0	1	10	0	39	0	0	0	0	0	5	0	0	0	1	1	1	0	26	0	9	0	0	0	2	0	0	2	26	72	0	0	0	0	0	0	0	0	4	0	4	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	38.3	"AWI"	38.3	426.6	1052	768.8	1	0	60	0	0	0	0	0	4	0	8	0	1	0	0	0	0	0	1	0	0	1	3	0	51	1	0	0	0	0	5	0	0	0	2	0	0	0	20	0	4	0	0	2	0	0	0	2	25	80	0	0	0	0	0	0	0	0	7	0	5	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	39.3	"AWI"	39.3	439.2	1083.2	794.5	1	0	40	0	0	0	0	0	4	0	9	0	1	0	0	0	0	0	5	0	0	3	7	0	53	0	0	0	0	0	4	0	0	3	1	0	0	1	21	0	2	0	0	0	2	1	0	0	30	65	0	0	0	0	0	0	0	0	5	0	6	0	3	0	0	0	0	0	0	1	0	0	0	4	1	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	40.3	"AWI"	40.3	471.8	1110	822.2	0	0	70	2	0	0	0	0	6	0	10	0	1	0	0	0	0	0	6	0	0	0	7	0	51	0	0	0	0	0	2	0	0	0	2	0	0	1	24	0	7	0	0	0	1	0	0	0	26	58	0	0	0	0	0	0	0	0	5	0	4	0	3	0	0	0	0	0	0	0	3	1	0	2	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	41.3	"AWI"	41.3	548.1	1120.3	856.2	3	0	60	1	0	0	0	0	6	0	7	0	0	0	0	0	0	0	4	0	0	0	10	0	29	0	0	0	0	0	6	0	0	0	0	0	0	1	30	0	4	0	0	1	2	0	0	0	29	83	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	42.3	"AWI"	42.3	624.5	1131	889.9	1	0	63	1	0	0	0	0	4	0	9	0	1	0	0	0	0	0	4	0	0	0	9	0	32	0	0	0	0	0	1	0	0	0	2	0	0	1	25	0	5	0	0	0	1	0	0	0	21	77	0	0	0	0	0	0	0	0	4	0	4	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	43.3	"AWI"	43.3	699.2	1140.7	922.9	1	0	64	1	0	0	0	0	4	0	6	0	1	0	0	0	0	0	3	0	0	1	11	0	43	0	0	0	0	0	5	0	0	0	1	0	0	1	27	0	7	1	0	0	3	1	0	0	21	61	0	0	0	0	0	0	0	0	7	0	9	0	3	0	0	1	0	0	0	0	1	0	0	5	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	44.3	"AWI"	44.3	772.3	1149.7	956.2	6	0	96	1	0	0	0	0	7	0	18	0	1	0	0	11	0	0	5	0	0	1	12	0	47	0	0	0	0	0	5	0	0	0	1	1	0	4	33	0	6	0	0	0	0	0	0	0	29	101	0	0	0	0	0	0	0	0	8	0	11	0	1	23	0	0	0	0	0	0	0	0	1	5	0	0	0
