"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cotinus"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrtus"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15847	24390	"Lake Voulkaria"	38.86667	20.83333	311	"AWI"	311	-133	37	-52	0	1	6	5	0	1	0	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	16	0	0	3	16	0	0	0	0	0	0	5	0	0	0	0	0	1	20	0	0	26	0	34	0	24	37	0	5	0	0	0	0	0	0	45	0	1	0	3	2	0	0	0	0	0	0	0	0	0	22	0	4
15847	24390	"Lake Voulkaria"	38.86667	20.83333	318	"AWI"	318	-94	221	31	2	0	8	2	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	9	0	0	6	12	0	0	0	0	0	0	1	0	0	0	0	0	0	40	0	0	40	0	21	0	13	30	0	5	0	0	0	0	0	0	68	0	0	0	0	3	1	0	0	0	0	0	0	0	0	25	0	4
15847	24390	"Lake Voulkaria"	38.86667	20.83333	326	"AWI"	326	-56	434	126	3	0	8	3	0	1	0	12	0	0	0	6	0	0	0	0	2	0	0	0	0	0	5	0	0	14	0	23	5	0	6	10	0	0	0	0	0	1	0	0	0	0	0	0	1	25	0	0	54	0	19	0	13	34	0	2	0	0	0	0	0	0	81	0	0	0	2	2	0	0	0	0	0	1	0	0	0	10	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	334	"AWI"	334	-15	556	216	2	1	9	5	0	1	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	12	0	0	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	48	0	13	0	19	12	0	3	0	0	0	0	0	0	50	0	0	0	0	1	1	0	0	0	0	0	0	0	1	20	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	342	"AWI"	342	73	680	333	3	0	8	3	0	2	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	9	0	0	5	13	0	0	0	0	0	0	3	0	0	1	0	0	3	13	0	0	38	0	40	0	15	12	0	0	0	0	0	0	0	0	32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	350	"AWI"	350	126	921	455	1	0	8	5	1	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	12	0	0	5	10	0	0	0	0	1	0	1	0	0	0	0	0	1	10	0	0	36	0	46	0	12	25	0	2	0	0	0	0	0	0	40	0	0	0	0	0	2	0	0	0	0	0	0	1	0	10	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	358	"AWI"	358	213	1039	570	3	0	4	6	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	3	0	7	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	19	0	47	0	12	27	0	2	0	0	0	0	0	0	50	0	0	0	0	5	0	0	0	0	0	0	0	0	0	12	0	3
15847	24390	"Lake Voulkaria"	38.86667	20.83333	366	"AWI"	366	287	1143	679	1	0	8	3	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	8	0	0	2	25	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	33	0	51	0	16	11	0	1	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	374	"AWI"	374	407	1194	820	0	0	11	4	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	22	0	0	6	14	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	25	0	34	0	19	34	0	0	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	382	"AWI"	382	524	1259	949	0	0	16	6	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	11	0	0	4	10	0	0	0	0	0	1	1	0	0	0	0	0	0	8	0	0	21	0	39	0	7	37	0	2	1	0	0	0	0	0	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	386	"AWI"	386	584	1300	1013	2	1	1	1	0	0	0	5	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	11	0	0	1	5	0	0	0	0	1	0	2	0	0	0	0	0	0	20	0	0	33	0	27	0	17	16	0	1	0	0	0	0	0	0	53	0	0	0	0	1	1	0	0	0	0	0	0	0	0	14	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	394	"AWI"	394	721	1401	1135	1	0	4	2	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	5	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	39	0	46	1	15	13	0	4	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	4
15847	24390	"Lake Voulkaria"	38.86667	20.83333	402	"AWI"	402	879	1459	1258	1	0	10	1	0	0	1	12	0	0	1	0	0	0	1	0	2	0	1	0	0	0	3	0	0	4	0	5	0	0	4	12	0	0	0	0	0	0	2	0	0	0	0	0	0	26	0	0	30	0	36	0	10	15	0	6	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
15847	24390	"Lake Voulkaria"	38.86667	20.83333	406	"AWI"	406	945	1512	1316	3	0	8	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	6	0	0	0	17	0	0	1	0	0	0	1	0	0	0	0	0	1	8	0	0	25	0	44	0	11	20	0	0	0	0	0	0	0	0	38	0	0	0	0	2	0	0	0	0	0	0	0	0	1	16	0	0
15847	24390	"Lake Voulkaria"	38.86667	20.83333	410	"AWI"	410	1085	1534	1348	4	1	4	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	7	0	0	4	14	0	0	0	0	0	0	1	0	1	0	0	0	0	22	0	0	38	0	27	0	18	8	0	3	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	414	"AWI"	414	1210	1561	1382	1	0	10	3	0	2	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	16	0	0	3	5	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	26	0	38	0	14	26	0	1	1	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	418	"AWI"	418	1297	1598	1421	0	0	6	4	0	1	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	21	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	27	0	28	0	17	18	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	422	"AWI"	422	1365	1623	1458	2	0	7	7	0	1	0	4	1	0	1	2	0	0	0	0	0	0	1	0	0	0	6	0	1	3	0	15	0	0	3	6	0	0	0	0	0	0	1	0	0	1	0	0	1	10	0	0	24	0	49	0	8	42	0	0	0	0	0	0	0	0	41	0	0	0	0	1	1	0	0	0	0	0	0	0	0	19	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	426	"AWI"	426	1414	1644	1493	1	0	9	5	0	0	0	7	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	17	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	33	0	7	34	0	1	0	0	0	0	0	0	50	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	0	5
15847	24390	"Lake Voulkaria"	38.86667	20.83333	430	"AWI"	430	1429	1676	1533	1	0	4	6	0	0	0	5	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	17	0	0	3	0	0	0	1	0	0	1	2	0	0	0	0	0	0	30	0	0	15	0	45	0	7	50	0	1	0	0	0	0	0	0	43	0	1	0	0	2	1	0	0	0	0	0	0	0	0	9	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	434	"AWI"	434	1451	1714	1564	0	0	3	1	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	15	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	12	0	21	0	9	31	0	0	0	0	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	1	11	0	0
15847	24390	"Lake Voulkaria"	38.86667	20.83333	438	"AWI"	438	1477	1728	1593	0	0	6	9	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	11	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	16	0	0	16	0	80	0	9	29	0	1	0	0	1	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	442	"AWI"	442	1496	1748	1628	0	0	4	4	0	0	0	8	0	0	2	1	0	1	0	0	0	0	0	0	0	0	4	0	0	3	0	17	0	0	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	27	0	1	25	0	47	0	9	35	0	2	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	446	"AWI"	446	1510	1780	1659	1	0	7	3	0	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	1	2	0	13	0	0	2	6	0	0	0	0	0	2	1	0	0	0	0	0	0	12	0	0	19	0	58	0	8	40	0	0	0	0	0	0	2	0	40	0	0	0	0	1	1	0	0	0	0	0	0	0	1	15	0	3
15847	24390	"Lake Voulkaria"	38.86667	20.83333	450	"AWI"	450	1568	1794	1683	3	0	8	4	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	23	0	0	6	3	1	0	0	0	0	0	1	0	0	0	0	0	1	30	0	0	22	0	13	0	17	37	0	1	0	0	0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	5
15847	24390	"Lake Voulkaria"	38.86667	20.83333	458	"AWI"	458	1652	1834	1738	4	1	7	5	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	9	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	27	0	20	0	8	21	0	1	0	0	0	0	0	0	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	462	"AWI"	462	1692	1859	1765	1	0	6	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	25	0	46	0	8	32	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	466	"AWI"	466	1725	1890	1794	2	0	8	8	0	0	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	4	0	0	2	5	0	0	0	0	0	3	0	0	0	0	0	0	0	40	0	0	28	0	49	0	10	15	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0
15847	24390	"Lake Voulkaria"	38.86667	20.83333	470	"AWI"	470	1739	1938	1821	4	0	7	3	0	2	0	4	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	15	0	57	0	10	22	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	474	"AWI"	474	1750	2003	1844	2	0	7	3	0	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	1	0	3	0	6	0	0	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	54	0	0	26	0	53	0	6	22	0	0	0	0	0	0	0	0	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	478	"AWI"	478	1775	2027	1877	2	0	8	7	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	3	0	0	4	0	0	0	0	0	0	4	0	0	0	1	0	0	0	32	0	0	20	0	77	0	20	18	0	0	1	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	482	"AWI"	482	1789	2062	1909	4	0	5	5	0	0	0	9	0	0	2	3	0	0	0	0	0	0	1	0	0	0	2	0	0	4	0	3	0	0	7	4	0	0	0	0	0	0	0	0	1	0	0	0	0	65	0	0	30	0	60	0	10	26	0	2	0	0	0	0	0	0	33	0	0	0	0	0	2	0	0	0	0	0	1	0	0	5	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	486	"AWI"	486	1798	2118	1939	2	0	1	3	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	10	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	46	0	0	28	0	60	0	15	22	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	490	"AWI"	490	1824	2148	1968	4	0	5	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	6	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	39	0	0	42	0	50	0	6	17	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	494	"AWI"	494	1848	2163	1998	4	0	3	2	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	6	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	49	0	0	20	0	80	0	14	17	0	2	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	498	"AWI"	498	1864	2193	2026	3	1	9	2	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	9	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	49	0	0	27	0	50	0	16	11	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
15847	24390	"Lake Voulkaria"	38.86667	20.83333	502	"AWI"	502	1888	2227	2053	5	0	7	5	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	5	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	50	0	0	12	0	78	0	21	18	0	1	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	506	"AWI"	506	1933	2239	2081	8	0	5	4	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	50	1	0	20	0	59	0	16	10	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	510	"AWI"	510	1968	2258	2109	5	0	5	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	6	0	4	0	0	9	0	0	1	0	0	0	1	0	0	0	0	0	0	0	32	0	0	21	0	57	0	21	8	0	1	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	514	"AWI"	514	1990	2285	2139	3	0	7	2	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	11	0	0	4	0	0	0	0	0	0	1	1	0	1	0	0	0	0	50	0	0	28	0	47	0	10	8	0	1	0	0	0	0	0	0	21	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	518	"AWI"	518	2039	2297	2163	0	0	8	8	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	8	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	35	0	0	24	0	50	0	23	9	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	520	"AWI"	520	2065	2302	2174	1	0	8	8	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	13	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	50	1	0	28	0	67	0	18	15	0	1	1	0	0	0	1	0	50	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	3
15847	24390	"Lake Voulkaria"	38.86667	20.83333	524	"AWI"	524	2114	2313	2196	3	0	9	7	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	8	0	0	3	3	0	0	0	0	0	2	1	0	0	1	0	0	0	17	0	0	23	0	79	0	29	16	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	528	"AWI"	528	2151	2332	2222	2	0	8	4	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	6	0	0	11	0	16	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	46	1	0	19	0	77	0	30	9	0	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
15847	24390	"Lake Voulkaria"	38.86667	20.83333	532	"AWI"	532	2169	2355	2249	1	0	3	10	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	8	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	0	15	0	111	0	27	17	0	0	0	0	1	0	0	0	15	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	536	"AWI"	536	2182	2388	2278	4	0	6	3	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	11	0	10	0	0	6	3	0	0	0	0	0	1	1	0	0	2	1	0	0	49	0	0	26	0	70	0	30	20	0	1	0	0	0	0	0	0	21	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	3
15847	24390	"Lake Voulkaria"	38.86667	20.83333	542	"AWI"	542	2195	2452	2319	2	0	7	5	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	13	0	0	4	3	0	0	0	0	1	1	0	0	0	0	0	0	0	24	0	0	14	0	146	0	23	14	0	0	0	0	0	0	1	0	47	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3
15847	24390	"Lake Voulkaria"	38.86667	20.83333	546	"AWI"	546	2224	2466	2345	2	0	2	5	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	20	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	18	0	145	0	33	14	0	2	0	0	0	0	0	0	18	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	4
15847	24390	"Lake Voulkaria"	38.86667	20.83333	550	"AWI"	550	2241	2487	2372	1	0	4	9	0	0	0	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	13	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	39	0	0	16	0	141	0	30	17	0	1	1	0	0	0	0	0	28	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	3
15847	24390	"Lake Voulkaria"	38.86667	20.83333	554	"AWI"	554	2255	2511	2398	2	0	8	10	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	192	0	23	21	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3
15847	24390	"Lake Voulkaria"	38.86667	20.83333	558	"AWI"	558	2286	2531	2422	1	0	6	8	0	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	15	0	18	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	21	0	169	0	46	10	0	0	0	0	0	0	0	0	44	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	3
15847	24390	"Lake Voulkaria"	38.86667	20.83333	562	"AWI"	562	2318	2545	2447	6	0	8	10	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	15	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	183	0	28	11	0	2	2	0	0	0	0	0	29	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	566	"AWI"	566	2341	2561	2473	2	0	7	11	0	0	0	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	25	0	228	0	22	7	0	0	0	0	0	0	0	0	21	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0
15847	24390	"Lake Voulkaria"	38.86667	20.83333	570	"AWI"	570	2360	2585	2496	4	1	4	6	1	0	0	9	1	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	0	11	0	10	0	0	2	3	0	1	1	0	0	0	0	0	0	1	0	0	0	11	0	0	30	0	236	0	28	6	0	1	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	574	"AWI"	574	2394	2595	2513	3	0	5	9	0	0	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	18	0	24	0	0	4	2	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	23	0	191	0	38	13	0	0	0	0	0	0	1	0	27	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	578	"AWI"	578	2418	2611	2531	1	0	5	9	1	0	0	7	1	0	2	3	0	0	0	0	0	0	1	0	0	0	7	0	0	17	0	23	0	0	7	2	0	0	1	0	0	0	1	0	0	1	0	0	0	7	0	0	20	0	200	0	37	12	0	1	0	0	0	0	0	0	15	0	0	0	0	5	1	0	0	0	0	0	0	0	0	2	0	3
15847	24390	"Lake Voulkaria"	38.86667	20.83333	582	"AWI"	582	2441	2635	2549	3	0	4	11	1	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	11	0	16	0	0	3	7	0	0	0	0	0	1	0	0	0	0	0	0	0	24	0	0	22	0	154	0	47	12	0	0	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	586	"AWI"	586	2463	2650	2564	5	0	4	7	1	0	0	11	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	0	15	0	21	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	0	0	24	0	153	0	32	15	0	1	0	0	0	0	0	0	35	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	590	"AWI"	590	2484	2661	2578	4	0	3	7	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	15	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	31	0	164	0	24	18	0	0	0	0	0	0	0	0	39	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	2
15847	24390	"Lake Voulkaria"	38.86667	20.83333	598	"AWI"	598	2512	2695	2607	6	0	0	12	0	0	0	4	0	0	3	1	0	0	1	0	4	0	0	0	0	0	0	0	0	10	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	21	0	36	2	0	0	0	0	0	0	1	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	606	"AWI"	606	2535	2711	2649	1	1	0	8	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	27	10	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
15847	24390	"Lake Voulkaria"	38.86667	20.83333	614	"AWI"	614	2563	2731	2679	3	1	0	9	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	8	0	22	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
15847	24390	"Lake Voulkaria"	38.86667	20.83333	622	"AWI"	622	2587	2746	2701	1	0	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6	0	19	6	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1
