"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Ulmus"
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	56.5	"AWI"	56.5	5880.5	6054	5963.5	0	7	0	0	1	0	0	14	0	0	0	0	0	59	0	55	0	0	0	1	0	0	0	0	0	0	8	0	0	19	0	31	0	0	35	0	0	0	0	0	0	0	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	58.5	"AWI"	58.5	5924	6132	6025	1	10	0	1	2	0	0	20	0	0	0	0	0	61	0	46	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	43	0	0	45	0	0	0	0	3	0	0	0	2
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	60.5	"AWI"	60.5	5948.5	6232.5	6085	1	14	0	0	1	0	0	12	0	0	0	0	0	46	0	62	69	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	46	1	0	0	0	1	0	1	0	2
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	62.5	"AWI"	62.5	5967	6344	6143	0	8	0	0	1	0	0	12	0	0	0	0	0	34	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	29	1	0	2	0	0	0	1	0	3
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	64.5	"AWI"	64.5	5981.5	6461.5	6201	0	7	0	0	0	0	0	7	0	0	0	0	0	44	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	21	0	0	37	0	0	0	0	0	0	1	0	1
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	66.5	"AWI"	66.5	6025	6555.5	6264	0	13	0	0	2	0	5	18	0	0	0	0	0	47	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	25	0	0	29	0	0	0	0	3	0	0	0	5
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	68.5	"AWI"	68.5	6156	6576	6343.5	0	7	0	0	0	0	0	21	0	0	0	0	0	53	0	58	74	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	39	1	0	0	0	0	0	0	0	5
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	70.5	"AWI"	70.5	6274	6604	6423	0	9	0	0	2	0	0	27	0	0	0	0	0	52	0	36	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	21	0	0	0	0	3	0	1	0	3
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	72.5	"AWI"	72.5	6370.5	6646.5	6503	0	6	0	0	1	0	0	5	0	0	0	0	0	42	0	55	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	16	0	0	46	0	0	0	0	4	0	0	0	4
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	74.5	"AWI"	74.5	6432.5	6735	6580.5	0	1	0	0	1	0	0	10	0	0	0	0	0	28	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	66	1	0	0	0	3	0	0	0	19
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	76.5	"AWI"	76.5	6488.5	6838.5	6659.5	0	1	0	0	2	0	0	21	0	0	0	0	0	23	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	80	0	0	0	0	0	0	0	0	14
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	78.5	"AWI"	78.5	6550	6964.5	6741	0	1	0	0	2	0	0	19	0	0	0	0	0	14	0	49	0	0	0	0	0	0	0	0	0	1	0	0	0	94	0	0	0	0	88	0	0	0	0	0	0	0	0	4
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	80.5	"AWI"	80.5	6584.5	7143	6818.5	0	0	0	0	1	0	0	49	0	0	0	0	0	18	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	72	0	0	0	0	0	0	0	0	13
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	82.5	"AWI"	82.5	6609	7344	6890.5	0	1	0	0	1	0	0	18	0	0	0	0	0	55	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	72	0	0	0	0	1	0	0	0	13
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	84.5	"AWI"	84.5	6630.5	7548.5	6965.5	0	1	0	0	2	0	0	41	0	0	0	0	0	107	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	46	0	0	0	0	0	0	0	0	11
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	86.5	"AWI"	86.5	6672	7712.5	7047	0	0	0	0	1	0	0	7	0	0	0	0	0	74	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	61	1	0	0	0	0	0	0	0	9
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	88.5	"AWI"	88.5	6759.5	7771	7149.5	0	0	0	0	1	0	0	9	0	0	0	0	0	40	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	43	0	0	0	0	1	0	0	0	5
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	90.5	"AWI"	90.5	6816.5	7846.5	7259	0	0	0	1	1	0	0	31	0	0	0	1	0	50	0	130	0	0	0	0	1	1	0	0	0	0	0	0	0	15	0	0	0	0	42	0	0	0	0	0	0	0	0	1
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	92.5	"AWI"	92.5	6861	7950	7363.5	0	0	0	0	0	0	0	27	0	0	0	0	0	59	0	160	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	32	1	0	0	0	0	0	0	0	2
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	94.5	"AWI"	94.5	6894.5	8082	7460	0	0	0	0	0	0	0	15	0	0	0	0	0	42	0	201	0	0	0	0	0	0	0	0	0	0	5	0	0	12	0	0	0	0	27	3	0	0	0	1	0	0	0	7
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	96.5	"AWI"	96.5	6960	8215.5	7553	0	0	1	0	1	0	0	16	0	0	0	0	0	17	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	19	0	0	0	0	1	0	0	0	4
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	104.5	"AWI"	104.5	7301	8383.5	7991.5	0	0	0	0	0	0	0	81	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	35	0	0	0	0	11	0	1	0	8
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	112.5	"AWI"	112.5	8140.5	8523	8355	0	0	0	0	2	0	0	55	0	0	0	0	0	116	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	44	1	0	0	0	3	0	1	0	15
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	120.5	"AWI"	120.5	8509	8933	8720	0	0	0	0	1	0	0	102	0	0	0	0	0	152	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	37	0	0	0	0	4	0	0	0	4
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	128.5	"AWI"	128.5	8742.5	9404	9062	0	1	0	0	2	0	0	62	0	0	0	1	0	51	0	221	0	0	0	0	1	0	0	0	0	0	0	0	0	74	0	0	0	0	37	6	0	0	0	1	0	0	0	6
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	136.5	"AWI"	136.5	9090.5	9524.5	9451.5	0	0	0	0	1	0	0	49	0	0	0	0	0	108	0	201	0	0	0	0	0	0	0	0	0	0	4	1	0	31	0	0	0	0	80	5	0	0	0	1	0	0	0	2
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	144.5	"AWI"	144.5	9219	9681.5	9526	0	0	0	0	3	0	0	50	0	0	20	0	0	139	0	89	0	0	0	0	0	0	0	0	0	1	0	1	0	58	0	0	0	0	127	0	0	0	0	0	0	0	0	24
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	152.5	"AWI"	152.5	9333	9784.5	9596.5	0	0	0	0	0	0	0	64	0	0	0	0	0	134	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	48	1	0	0	0	8	0	0	0	17
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	160.5	"AWI"	160.5	9449	9872	9669	0	0	0	0	0	0	0	21	0	0	10	0	0	23	0	331	0	0	0	0	0	0	0	0	0	0	0	1	1	73	0	0	0	0	13	1	0	0	0	1	0	0	0	10
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	168.5	"AWI"	168.5	9549	9971	9741	0	0	0	0	3	0	0	17	0	0	0	0	0	22	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	59	3	0	0	0	0	0	0	0	4
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	176.5	"AWI"	176.5	9621	10076.5	9822	0	0	0	0	0	0	0	55	0	0	0	1	0	82	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	7	1	0	0	0	10	1	0	0	2
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	184.5	"AWI"	184.5	9674	10188.5	9897.5	0	0	0	0	0	0	0	127	0	0	0	0	0	166	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	2	1	0	0	0	8	0	0	0	3
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	192.5	"AWI"	192.5	9729.5	10291	9976.5	0	1	0	1	1	0	0	188	0	0	0	0	0	168	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	3	1	0	0	0	28	1	0	0	7
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	200.5	"AWI"	200.5	9788.5	10398.5	10054	0	3	0	0	0	0	0	209	0	0	0	0	0	182	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	5	0	0	0	0	1	0	1	0	3
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	208.5	"AWI"	208.5	9847	10509	10129.5	0	2	0	0	0	0	0	118	0	0	0	0	0	229	0	97	5	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	6	0	0	0	0	5	0	1	0	1
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	216.5	"AWI"	216.5	9904.5	10608	10208	0	0	0	1	0	0	0	159	0	0	0	0	0	83	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	8	0	0	3	0	4	0	0	0	0
