"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Ulmus"
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	224.5	"AWI"	224.5	9966	10703	10284	0	0	1	0	0	0	0	75	0	0	0	0	0	23	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	2	0	0	1	0	9	0	1	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	232.5	"AWI"	232.5	10039.5	10793.5	10360	0	0	0	0	0	0	0	90	0	0	0	0	0	24	0	292	0	2	0	1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	3	0	17	0	0	8	0	0	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	240.5	"AWI"	240.5	10112.5	10889.5	10437.5	0	1	0	0	0	0	0	144	1	0	0	0	2	11	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	15	0	1	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	248.5	"AWI"	248.5	10177.5	10997.5	10512.5	0	0	0	0	0	0	0	84	0	0	0	6	0	17	0	216	0	0	0	0	1	0	0	0	0	0	0	0	0	34	0	0	0	0	4	2	0	0	0	22	0	1	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	256.5	"AWI"	256.5	10244	11083.5	10587.5	0	1	0	0	0	0	0	87	1	0	0	3	0	16	0	221	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	6	0	0	0	0	6	0	1	0	1
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	264.5	"AWI"	264.5	10311.5	11185.5	10663.5	0	0	0	0	0	0	0	95	0	0	0	5	0	7	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	1	0	5	0	1	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	272.5	"AWI"	272.5	10386	11284.5	10743	0	0	0	0	0	0	0	46	0	0	0	22	0	8	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	5	0	0	3	0	5	0	0	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	280.5	"AWI"	280.5	10464	11386	10821	0	0	0	1	0	0	0	52	0	0	0	2	0	23	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	1	0	6	0	0	0	1
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	288.5	"AWI"	288.5	10539	11483.5	10894.5	0	1	0	3	0	0	0	66	0	0	0	0	0	37	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	9	1	0	0	0	4	0	0	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	296.5	"AWI"	296.5	10607	11563.5	10967.5	0	0	0	0	0	0	0	58	0	0	0	1	0	31	0	216	8	0	0	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	8	1	0	0	0	7	0	0	0	3
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	304.5	"AWI"	304.5	10694.5	11663.5	11040	0	2	0	0	0	0	0	173	0	0	0	0	0	26	0	101	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	148	0	0	3	3	0	0	0	19	0	0	0	2
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	312.5	"AWI"	312.5	10790	11736.5	11109	0	1	0	1	0	0	0	65	1	0	0	0	0	38	0	203	0	0	0	0	0	0	0	6	0	0	0	0	0	20	0	0	0	0	7	1	0	0	0	7	0	1	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	320.5	"AWI"	320.5	10887.5	11838	11202.5	0	0	0	0	0	0	0	47	0	0	0	2	0	9	0	75	27	0	0	0	0	0	0	39	0	0	0	0	0	19	0	0	0	0	3	3	0	0	0	12	0	0	0	1
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	328.5	"AWI"	328.5	10978.5	11965	11318	0	0	0	0	0	0	0	24	1	0	0	1	0	2	0	122	52	0	0	0	0	0	0	40	0	0	0	0	0	23	0	0	0	0	3	4	0	0	7	4	0	0	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	336.5	"AWI"	336.5	11060	12089.5	11440	0	0	0	1	0	1	0	10	1	1	0	0	0	0	0	112	75	0	0	0	0	0	0	32	0	1	0	0	0	19	0	0	1	0	0	5	0	2	3	3	0	0	0	1
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	344.5	"AWI"	344.5	11167	12193.5	11554.5	0	0	0	0	0	0	0	22	0	0	0	2	0	10	0	149	52	0	0	0	0	1	0	9	0	1	0	0	0	9	0	0	0	4	9	6	0	1	4	5	0	0	1	2
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	352.5	"AWI"	352.5	11280	12306	11662	0	0	0	0	0	2	0	4	0	1	0	1	0	1	0	248	92	0	0	0	0	0	0	4	0	0	0	0	0	24	0	0	0	0	0	9	0	1	0	4	0	0	0	0
23780	41187	"Gors Fawr Bog"	51.93167	-4.71833	360.5	"AWI"	360.5	11383	12442.5	11786.5	0	0	0	0	0	0	0	3	3	0	0	3	2	3	0	406	6	0	0	0	0	2	0	2	0	0	0	0	0	15	0	0	0	0	0	5	0	0	9	3	0	0	0	0
