"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"
3210	4168	"Kuivajarvi"	60.78455	23.85616	2.5	"AWI"	2.5	-73.5	357	72.5	0	9.46428571428571	0	0	0.357142857142857	0	20.8928571428571	0	0	0	0	0.357142857142857	0.892857142857143	1.25	0	0.178571428571429	0	0	2.85714285714286	0	0	0	10.7142857142857	46.6071428571429	0	4.64285714285714	0	0	0.357142857142857	0	0	0	0	1.07142857142857	0.178571428571429	0	0	0	0.178571428571429	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	5	"AWI"	5	-48	759	204	0	11.9349005424955	0	0.180831826401447	0.54249547920434	0	22.4231464737794	0.180831826401447	0	0	0	0	1.08499095840868	1.62748643761302	0	0.180831826401447	0	0	0.904159132007233	0	0	0	9.76491862567812	45.0271247739602	0	4.70162748643761	0	0	0.361663652802893	0	0	0.361663652802893	0	0.361663652802893	0.180831826401447	0	0	0	0.180831826401447	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	7.5	"AWI"	7.5	-27.5	1164	334.5	0.17825311942959	8.19964349376114	0	0.17825311942959	0.35650623885918	0	24.0641711229947	0	0	0.17825311942959	0	0.89126559714795	0.53475935828877	0.71301247771836	0	0	0	0.53475935828877	1.96078431372549	0	0	0	10.3386809269162	44.9197860962567	0.53475935828877	4.63458110516934	0	0	0.17825311942959	0	0	0.53475935828877	0	0.71301247771836	0.17825311942959	0	0	0	0.17825311942959	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	10	"AWI"	10	-7	1566	465	0	10.9983079526227	0	0	0.169204737732657	0	20.1353637901861	0	0	0	0	0	0.338409475465313	1.86125211505922	0	0.169204737732657	0	0	2.7072758037225	0	0	0.169204737732657	7.61421319796954	45.0084602368866	0	7.44500846023689	0	0	0.169204737732657	0	0	1.01522842639594	0	1.01522842639594	0.676818950930626	0	0	0.338409475465313	0.169204737732657	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	12.5	"AWI"	12.5	107.5	1650.5	631	0	10.4562737642586	0	0	0	0	27.3764258555133	0	0	0	0	0	0.380228136882129	0.950570342205323	0	0.190114068441065	0	0.190114068441065	1.71102661596958	0	0	0	9.31558935361217	48.0988593155894	0	0	0	0	0.190114068441065	0	0	0.570342205323194	0	0	0.190114068441065	0	0	0	0.380228136882129	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	15	"AWI"	15	175	1738	805	0	11.4235500878735	0.175746924428822	0	0	0	22.8471001757469	0	0	0	0	1.40597539543058	1.05448154657293	1.93321616871705	0	0.175746924428822	0	0.175746924428822	1.93321616871705	0	0	0	6.32688927943761	45.518453427065	0	5.97539543057996	0	0	0.351493848857645	0	0	0.351493848857645	0	0.175746924428822	0	0	0	0	0.175746924428822	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	17.5	"AWI"	17.5	227.5	1894.5	982.5	0	10.2333931777379	0	0.179533213644524	0.179533213644524	0	29.443447037702	0	0	0	0	0.897666068222621	1.25673249551167	1.79533213644524	0	0	0	0.179533213644524	0.718132854578097	0	0	0	7.89946140035907	40.5745062836625	0	5.56552962298025	0	0	0.179533213644524	0	0.179533213644524	0	0	0.538599640933573	0	0	0	0.179533213644524	0	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	20	"AWI"	20	266	2151	1148	0	12.5	0.186567164179104	0	0	0	27.2388059701493	0	0	0	0	0.932835820895522	1.49253731343284	1.67910447761194	0	0	0	0	2.42537313432836	0	0	0	7.08955223880597	44.4029850746269	0	0	0	0	0	0	0.559701492537313	0	0	0.373134328358209	0.559701492537313	0	0	0.373134328358209	0.186567164179104	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	22.5	"AWI"	22.5	491	2211	1297.5	0	12.1442125237192	0	0	0	0	23.719165085389	0	0	0	0	0.189753320683112	1.5180265654649	1.70777988614801	0	0	0	0	1.5180265654649	0	0	0	8.53889943074004	48.3870967741936	0	0	0	0	0	0	0.189753320683112	0.569259962049336	0	0.379506641366224	0.379506641366224	0	0	0.189753320683112	0.569259962049336	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	25	"AWI"	25	613	2275	1457	0	11.4638447971781	0.17636684303351	0.17636684303351	0	0	27.8659611992945	0	0	0	0	0.705467372134039	0.881834215167548	0.881834215167548	0	0	0	0	0.881834215167548	0	0	0.17636684303351	5.99647266313933	42.8571428571429	0	5.4673721340388	0	0	0.17636684303351	0	0	1.05820105820106	0.17636684303351	0.352733686067019	0.529100529100529	0	0	0	0.17636684303351	0
