"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16658	26439	"Mieminger See"	47.29167	10.97639	200	"AWI"	200	285	784	537	18	0	89	0	0	0	5	0	114	0	0	0	0	0	1	1	0	0	91	47	1	0	0	0	19	2	0	0	2	53	0	3	0	0	0	0	1	65	0	0	0	118	0	0	0	21	0	0	0	1	0	9	0	0	0	0	0	0	1	10
16658	26439	"Mieminger See"	47.29167	10.97639	210	"AWI"	210	345	825	604	10	0	144	2	4	0	5	0	131	0	1	1	0	0	4	3	0	0	122	75	0	0	2	0	15	0	0	0	0	41	1	4	0	0	0	0	0	50	0	0	0	76	0	0	0	18	4	0	0	0	0	4	0	0	0	0	1	0	1	13
16658	26439	"Mieminger See"	47.29167	10.97639	220	"AWI"	220	403	883	670	11	0	137	0	1	0	10	0	148	0	3	0	0	0	0	0	0	0	94	108	0	0	0	0	24	1	0	0	2	30	1	5	0	0	0	0	1	110	0	0	0	63	0	0	0	6	0	0	0	0	0	9	0	0	0	0	1	0	2	11
16658	26439	"Mieminger See"	47.29167	10.97639	230	"AWI"	230	532	900	718	17	0	81	4	6	0	14	0	94	0	3	0	0	0	4	1	0	0	51	592	1	0	5	0	45	0	0	0	2	143	0	8	0	0	0	0	1	131	201	0	0	192	0	0	0	12	4	0	0	2	0	9	0	0	0	0	2	0	0	35
16658	26439	"Mieminger See"	47.29167	10.97639	240	"AWI"	240	642	934	772	0	0	59	3	2	0	5	0	46	0	5	0	0	0	3	4	2	0	27	269	0	0	2	0	34	1	0	0	1	19	0	6	0	0	0	0	0	316	0	0	0	126	0	0	0	8	0	0	0	1	0	4	0	0	0	0	2	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	247	"AWI"	247	676	976	815	44	0	60	0	2	0	0	0	20	0	0	0	0	0	0	2	0	0	14	257	1	0	0	0	14	0	0	1	0	10	0	13	0	0	0	0	2	326	0	0	0	0	0	0	0	5	0	0	0	1	0	1	0	0	0	0	1	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	252	"AWI"	252	692	1024	846	11	0	54	1	0	0	1	0	16	0	4	0	0	0	3	2	0	0	15	38	1	0	0	0	0	0	0	0	1	23	1	4	0	0	0	0	0	60	0	0	0	66	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	5
16658	26439	"Mieminger See"	47.29167	10.97639	262	"AWI"	262	737	1078	897	40	0	0	0	3	0	2	0	23	0	1	0	0	0	2	0	1	0	31	203	0	0	0	0	19	0	0	0	1	10	1	14	0	0	0	0	0	244	636	0	0	37	0	1	0	8	0	0	0	0	0	2	0	0	1	0	0	0	1	1
16658	26439	"Mieminger See"	47.29167	10.97639	270	"AWI"	270	767	1109	936	9	0	0	1	2	0	5	0	33	0	1	0	0	0	1	0	3	0	19	53	0	0	11	0	0	0	0	0	0	45	1	7	0	0	0	0	0	92	0	0	0	64	0	0	0	12	0	0	0	3	0	1	0	0	4	0	0	0	0	9
16658	26439	"Mieminger See"	47.29167	10.97639	280	"AWI"	280	794	1162	983	24	0	0	0	2	0	0	0	32	0	3	0	0	0	5	0	1	0	19	145	0	0	0	0	2	0	0	0	2	34	0	11	0	1	0	0	0	120	0	0	0	54	0	0	0	15	0	0	0	1	0	7	0	0	1	0	1	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	290	"AWI"	290	812	1232	1027	2	0	0	3	5	0	1	0	23	0	2	0	0	0	2	0	0	0	15	15	1	0	13	0	2	0	0	0	3	20	2	3	0	0	0	0	0	43	1009	0	0	0	0	0	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	3
16658	26439	"Mieminger See"	47.29167	10.97639	300	"AWI"	300	929	1287	1100	3	0	49	3	1	0	0	0	22	0	0	2	0	0	0	0	0	0	16	26	3	0	8	0	1	0	0	0	1	22	0	1	0	0	0	0	0	37	1057	0	0	40	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	4
16658	26439	"Mieminger See"	47.29167	10.97639	310	"AWI"	310	995	1386	1188	45	0	98	0	0	0	2	0	32	0	0	0	0	0	0	0	0	0	25	314	0	0	0	0	38	0	0	0	0	1	0	17	0	0	0	0	0	250	0	0	0	0	0	0	0	11	0	0	0	1	0	3	0	0	0	0	0	0	1	0
16658	26439	"Mieminger See"	47.29167	10.97639	320	"AWI"	320	1034	1547	1267	64	1	70	0	3	0	1	0	41	0	0	0	0	0	0	0	0	0	28	170	0	0	0	0	23	0	3	0	0	0	0	23	0	0	0	0	2	190	0	0	0	0	0	0	0	7	0	0	0	1	0	1	0	0	0	0	0	0	3	0
16658	26439	"Mieminger See"	47.29167	10.97639	330	"AWI"	330	1121	1767	1393	42	0	119	1	1	0	2	0	77	0	1	0	0	0	0	0	0	0	142	98	0	0	0	0	27	0	2	1	0	5	1	6	0	0	0	0	0	126	0	0	0	0	0	0	0	13	0	0	0	3	0	7	0	0	0	0	0	0	2	2
16658	26439	"Mieminger See"	47.29167	10.97639	340	"AWI"	340	1264	2314	1741	11	0	110	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	67	49	1	0	0	0	33	0	0	0	0	19	0	3	0	0	0	0	2	45	0	0	0	0	0	0	0	12	0	0	0	2	4	6	0	0	0	0	0	0	1	1
16658	26439	"Mieminger See"	47.29167	10.97639	350	"AWI"	350	1340	3028	2073	32	0	100	2	1	0	10	0	47	0	0	0	0	0	0	0	0	0	57	91	0	0	0	0	22	0	0	0	0	15	1	2	0	0	0	0	0	101	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	1	0	1	0
16658	26439	"Mieminger See"	47.29167	10.97639	360	"AWI"	360	1401	3775	2402	24	0	161	1	3	0	16	0	63	0	1	0	0	0	0	0	0	0	77	401	1	0	0	0	26	0	1	0	0	28	1	3	0	0	0	0	0	73	0	0	0	0	0	0	0	15	0	0	0	0	0	3	0	0	0	0	0	1	5	9
16658	26439	"Mieminger See"	47.29167	10.97639	370	"AWI"	370	1662	4195	2743	46	0	138	2	1	0	1	0	28	0	0	0	2	0	0	0	0	0	30	180	1	0	0	0	30	0	0	0	0	15	0	17	0	0	0	0	1	158	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	380	"AWI"	380	1916	4343	3111	51	0	0	2	1	0	4	0	36	0	0	1	0	0	0	0	1	0	37	202	0	0	2	0	48	2	0	0	0	12	0	16	0	0	0	0	0	235	0	0	0	0	0	0	0	1	0	0	0	2	0	7	0	0	0	0	0	0	3	1
16658	26439	"Mieminger See"	47.29167	10.97639	390	"AWI"	390	2084	4539	3485	28	0	0	4	7	1	5	0	53	0	1	0	0	0	0	0	0	1	52	116	0	0	0	0	58	5	2	0	0	2	1	20	0	0	0	0	0	151	0	0	0	0	0	0	0	16	0	1	0	0	0	5	0	0	0	0	0	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	400	"AWI"	400	2201	4890	3833	126	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	22	24	0	0	0	0	69	0	0	0	0	0	0	10	1	0	0	0	0	345	0	0	0	0	0	41	0	8	0	0	0	0	0	0	0	0	1	0	0	1	9	0
16658	26439	"Mieminger See"	47.29167	10.97639	410	"AWI"	410	2899	4969	4128	85	0	371	0	0	0	4	0	34	0	0	0	0	0	0	0	0	0	48	10	0	0	0	0	105	0	1	0	0	1	0	1	0	0	0	0	0	311	0	0	0	0	0	0	0	6	0	29	0	0	0	5	0	0	3	0	0	7	17	0
16658	26439	"Mieminger See"	47.29167	10.97639	420	"AWI"	420	3616	5044	4426	95	0	299	0	2	1	0	0	41	0	0	0	0	0	0	0	0	0	22	17	0	0	0	0	9	0	2	0	0	0	0	2	0	0	0	0	0	102	0	0	0	0	0	5	0	5	0	0	0	0	0	1	0	0	0	0	0	8	9	0
16658	26439	"Mieminger See"	47.29167	10.97639	430	"AWI"	430	4247	5146	4728	157	0	0	0	5	0	0	0	11	0	0	0	0	0	0	0	0	0	21	470	0	0	0	0	27	0	6	0	0	10	0	4	0	0	0	0	0	554	110	0	0	0	0	4	0	6	0	0	0	0	0	4	0	0	0	0	0	2	8	2
16658	26439	"Mieminger See"	47.29167	10.97639	440	"AWI"	440	4685	5401	5059	342	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	4	29	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	886	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0
16658	26439	"Mieminger See"	47.29167	10.97639	450	"AWI"	450	4943	6127	5422	270	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	7	23	0	0	0	0	18	1	5	0	0	0	0	4	0	0	0	0	0	916	167	0	0	0	0	0	0	6	0	0	0	1	0	2	0	0	0	0	0	3	3	0
16658	26439	"Mieminger See"	47.29167	10.97639	460	"AWI"	460	5029	7142	5751	140	1	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	13	1	1	0	0	5	0	3	0	0	0	0	0	830	392	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	9	0
16658	26439	"Mieminger See"	47.29167	10.97639	470	"AWI"	470	5093	8178	6073	7	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	1	0	5	0	0	1	0	2	0	0	0	0	0	514	491	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	9	0
16658	26439	"Mieminger See"	47.29167	10.97639	480	"AWI"	480	5374	8655	6496	20	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	37	16	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	473	600	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	11	51	0
16658	26439	"Mieminger See"	47.29167	10.97639	490	"AWI"	490	5578	8915	6965	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	34	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	35	0
16658	26439	"Mieminger See"	47.29167	10.97639	500	"AWI"	500	5724	9354	7411	8	1	0	1	0	0	2	0	43	0	0	0	0	0	0	0	0	0	64	4	2	0	0	0	0	0	6	0	0	1	0	1	0	0	0	0	0	431	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	37	47	0
16658	26439	"Mieminger See"	47.29167	10.97639	510	"AWI"	510	5865	10043	7832	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	56	5	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	365	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	36	47	0
16658	26439	"Mieminger See"	47.29167	10.97639	520	"AWI"	520	6334	10213	8230	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	0	0	112	14	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	62	65	0
16658	26439	"Mieminger See"	47.29167	10.97639	530	"AWI"	530	6651	10421	8649	1	1	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	198	22	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	43	104	0
16658	26439	"Mieminger See"	47.29167	10.97639	540	"AWI"	540	6888	10776	9079	0	1	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	232	11	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	35	568	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	61	65	0
16658	26439	"Mieminger See"	47.29167	10.97639	550	"AWI"	550	7385	11101	9460	0	2	0	0	0	0	1	0	45	0	0	0	0	0	0	0	0	0	155	16	2	0	0	0	0	0	4	0	0	1	0	3	0	0	0	0	0	6	660	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	100	77	0
16658	26439	"Mieminger See"	47.29167	10.97639	560	"AWI"	560	8232	11220	9837	0	4	0	0	0	0	3	0	74	0	0	0	0	0	0	0	0	0	160	10	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	2	726	0	0	0	0	0	0	23	0	0	0	1	0	3	0	0	0	0	1	95	157	0
16658	26439	"Mieminger See"	47.29167	10.97639	570	"AWI"	570	8879	11407	10251	0	2	0	0	0	0	1	0	86	0	0	0	0	0	0	0	0	0	89	10	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	107	91	0
16658	26439	"Mieminger See"	47.29167	10.97639	580	"AWI"	580	9325	11719	10691	0	1	0	1	0	0	1	0	97	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	46	28	0
16658	26439	"Mieminger See"	47.29167	10.97639	590	"AWI"	590	10029	11913	11066	0	0	0	0	1	0	2	0	238	0	0	0	0	0	0	0	0	0	7	12	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	8	11	0
16658	26439	"Mieminger See"	47.29167	10.97639	600	"AWI"	600	10777	12059	11422	0	0	0	0	0	0	2	0	80	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	3	0
16658	26439	"Mieminger See"	47.29167	10.97639	610	"AWI"	610	11246	12318	11815	0	0	0	0	0	0	3	0	89	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	620	"AWI"	620	11473	12808	12183	0	1	0	3	4	0	31	0	151	0	1	0	0	0	0	0	0	0	3	20	1	0	0	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	1038	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	4	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	630	"AWI"	630	11644	12984	12418	0	0	0	5	0	0	31	0	41	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	640	"AWI"	640	11746	13350	12629	0	0	0	0	0	0	5	0	179	0	0	0	0	0	0	0	0	0	5	10	2	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	1	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	650	"AWI"	650	11824	13871	12813	0	0	0	1	4	0	40	0	108	0	0	0	0	0	0	0	0	0	2	30	3	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	10	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	660	"AWI"	660	11906	14184	12954	0	0	0	1	1	0	10	0	95	0	0	0	0	0	0	0	0	0	0	16	3	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	670	"AWI"	670	11998	14277	13069	0	0	0	0	6	0	23	0	295	0	1	0	0	0	0	0	2	0	0	86	92	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	17	0	0	0	0	2	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	672	"AWI"	672	12019	14305	13091	0	0	0	1	1	0	32	0	228	0	0	0	0	0	0	0	5	0	2	48	218	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	22	0	0	0	0	7	0	0	1
16658	26439	"Mieminger See"	47.29167	10.97639	673	"AWI"	673	12026	14322	13102	0	0	0	3	0	0	65	0	45	0	1	0	0	0	0	0	11	0	0	61	271	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	22	0	0	2	0	8	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	678	"AWI"	678	12062	14408	13159	0	0	0	8	1	0	27	0	11	0	0	0	0	0	0	0	1	0	0	8	16	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	680	"AWI"	680	12076	14442	13180	0	0	0	28	3	0	254	0	55	0	2	0	0	0	0	0	11	0	0	90	168	5	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	30	0	0	0	0	18	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	690	"AWI"	690	12139	14613	13293	0	0	0	9	2	0	32	0	7	0	0	0	0	0	0	0	3	0	0	8	0	4	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	3	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	700	"AWI"	700	12204	14699	13366	0	0	0	32	2	0	78	0	14	0	1	0	0	0	0	0	1	0	0	32	1	5	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	4	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	710	"AWI"	710	12253	14770	13430	0	0	0	10	3	0	33	0	13	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	6	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	715	"AWI"	715	12274	14811	13467	0	0	0	14	2	0	45	0	8	0	0	0	0	0	0	0	2	0	0	7	2	8	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	6	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	720	"AWI"	720	12299	14860	13498	0	0	0	9	1	0	28	0	5	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	7	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	730	"AWI"	730	12346	14943	13565	0	0	0	53	3	0	159	0	15	0	0	0	0	0	0	0	3	0	0	22	9	14	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	6	0	0	0	0	11	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	740	"AWI"	740	12405	15020	13630	0	0	0	24	4	0	66	0	11	0	0	0	0	0	0	0	0	0	0	22	2	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	4	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	750	"AWI"	750	12454	15091	13700	0	0	0	5	1	0	23	0	6	0	0	0	0	0	0	0	0	0	1	5	4	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	760	"AWI"	760	12513	15183	13763	0	0	0	58	3	0	172	0	27	0	2	0	0	0	0	0	5	0	0	62	2	16	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	8	0	0	0	0	12	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	780	"AWI"	780	12635	15327	13893	0	0	0	16	2	0	70	0	10	0	0	0	0	0	0	0	4	0	0	22	5	11	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	7	0	0	1
16658	26439	"Mieminger See"	47.29167	10.97639	800	"AWI"	800	12729	15493	14019	0	0	0	10	0	0	33	0	7	0	0	0	0	0	0	1	0	0	1	15	1	7	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	4	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	820	"AWI"	820	12847	15623	14148	0	0	0	26	3	0	135	0	24	0	0	0	0	0	0	0	5	0	0	19	1	16	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	6	0	0	3
16658	26439	"Mieminger See"	47.29167	10.97639	840	"AWI"	840	12944	15781	14277	0	0	0	25	3	0	70	0	15	0	0	0	0	0	0	0	4	0	0	7	3	10	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	5	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	860	"AWI"	860	13050	15929	14407	0	0	0	21	1	0	62	0	33	0	0	0	0	0	0	0	1	0	0	14	13	15	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	4	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	880	"AWI"	880	13147	16098	14534	0	0	0	14	3	0	64	0	16	0	0	0	0	0	0	0	2	0	0	9	0	8	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0
