"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cistaceae"	"Clusiaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Zelkova"
3228	4188	"La Vie"	48.54833	-0.25833	5	"AWI"	5	30	1940	656	0	0	11	1	1	0	0	0	167	0	0	0	0	0	0	1	0	0	0	0	10	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	49	0	0	0	0	0	39	1	0	0	0	0	4	4	0	0	0	1	0	0	0	0	0	0	0	0
3228	4188	"La Vie"	48.54833	-0.25833	10	"AWI"	10	409	3174	1575	1	0	6	0	2	1	1	0	207	0	2	0	0	0	2	2	0	0	1	0	20	0	0	0	4	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	4	5	0	0	0	0	0	0	1	2	0	0	0	0
3228	4188	"La Vie"	48.54833	-0.25833	15	"AWI"	15	1082	3891	2515	0	0	5	1	0	0	0	0	162	0	3	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	60	0	0	0	0	0	39	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0
3228	4188	"La Vie"	48.54833	-0.25833	20	"AWI"	20	1848	4348	3409	1	0	24	2	2	0	1	0	77	1	2	0	0	0	0	4	0	0	1	0	8	1	2	0	48	3	0	4	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	52	0	0	1	0	0	8	2	0	0	0	1	0	0	3	3	0	0	0	0
3228	4188	"La Vie"	48.54833	-0.25833	25	"AWI"	25	3063	4675	4196	0	0	224	1	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	30	0	2	0	6	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	52	1	0	0	0	0	2	0	0	0	2	1	0	0	9	3	0	0	0	0
3228	4188	"La Vie"	48.54833	-0.25833	30	"AWI"	30	4511	6093	4980	1	0	238	1	1	2	2	0	6	0	1	0	0	0	0	0	0	0	0	0	36	1	0	0	0	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	69	2	0	0	0	0	2	2	0	2	0	0	0	0	9	2	0	0	1	0
3228	4188	"La Vie"	48.54833	-0.25833	35	"AWI"	35	4894	7194	5811	0	0	187	1	0	2	1	0	7	0	0	0	0	0	0	0	0	0	0	0	45	3	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0
3228	4188	"La Vie"	48.54833	-0.25833	40	"AWI"	40	5404	7902	6675	0	0	250	1	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	0	62	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1	0	0	0	0	0	2	0	1	0	0	0	0	2	2	0	1	0	0
3228	4188	"La Vie"	48.54833	-0.25833	45	"AWI"	45	6269	8383	7525	0	0	231	0	1	1	1	0	2	0	1	0	0	0	1	0	0	0	0	1	33	1	1	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	2	0	1	0	0	1	0	0	0	0	0	0	0	10	4	0	0	0	0
3228	4188	"La Vie"	48.54833	-0.25833	50	"AWI"	50	7711	8776	8311	0	0	13	0	0	2	1	0	65	0	1	0	0	0	0	0	0	0	0	0	113	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	0	0	0	0	0	0	8	0	0	0	0	0	0	2	11	0	0	0	0
3228	4188	"La Vie"	48.54833	-0.25833	55	"AWI"	55	8257	9281	8744	0	0	2	0	0	2	0	0	72	0	0	0	0	0	0	0	0	0	0	0	136	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	1	0	0	0	0	0	7	0	1	0	0	0	0	0	8	0	0	0	0
3228	4188	"La Vie"	48.54833	-0.25833	60	"AWI"	60	8475	9727	9062	0	0	8	2	1	0	1	0	46	0	1	0	0	0	0	0	0	0	0	0	124	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	82	1	0	0	0	0	0	8	0	0	0	0	0	0	1	14	0	0	1	0
3228	4188	"La Vie"	48.54833	-0.25833	65	"AWI"	65	8710	10125	9366	0	0	0	2	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	157	0	26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	25	0	0	0	1	0	0	1	2	0	0	0	0
3228	4188	"La Vie"	48.54833	-0.25833	70	"AWI"	70	8960	10447	9679	0	0	2	2	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	160	1	67	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	67	0	0	0	0	0	1	21	0	0	0	0	0	0	0	11	0	0	0	0
