"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	141.5	"AWI"	141.5	9402.5	9842	9623.5	13	0	5	49	1	0	101	0	1	0	4	1	0	0	2	0	0	0	22	0	0	1	0	1	3	0	0	0	2	2	0	0	0	0	0	99	0	0	0	171	0	0	0	0	1	0	0	0	0	11	13	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	145.5	"AWI"	145.5	9549	10044	9788.5	0	0	0	32	0	0	69	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	2	82	0	0	0	63	0	0	0	0	0	0	0	0	0	1	5	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	150.5	"AWI"	150.5	9704	10247	9964	12	0	2	60	3	0	110	0	2	0	3	0	0	0	0	0	0	0	50	0	4	0	0	1	1	0	0	0	11	1	0	0	0	0	1	228	0	0	0	108	0	0	0	0	0	0	3	0	1	5	9	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	155.5	"AWI"	155.5	9862.5	10420.5	10142.5	2	0	1	20	0	0	56	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	94	0	0	0	17	0	0	0	0	0	0	0	0	0	3	3	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	160.5	"AWI"	160.5	10082.5	10583.5	10312	0	1	0	45	2	0	57	0	0	0	2	0	0	0	0	0	0	0	17	1	2	0	0	0	0	0	0	0	4	2	0	0	0	0	3	91	0	0	0	41	0	0	0	0	0	0	0	0	1	1	6	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	165.5	"AWI"	165.5	10287.5	10797.5	10508	0	0	1	43	0	0	73	0	0	0	1	0	0	0	0	0	0	0	7	0	2	0	0	1	1	0	0	0	2	4	0	0	0	0	4	74	1	0	0	30	0	0	0	0	1	0	0	0	0	1	5	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	170.5	"AWI"	170.5	10442.5	11104.5	10733.5	1	0	2	32	0	0	73	0	3	0	1	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	5	68	2	0	1	25	0	0	0	0	1	0	0	0	0	0	4	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	175.5	"AWI"	175.5	10629.5	11375.5	10970	3	2	1	79	2	0	124	0	3	0	1	0	1	0	8	0	0	0	13	0	3	0	0	0	4	0	0	0	1	2	0	1	22	0	2	132	0	0	0	105	0	0	0	0	1	0	0	0	0	1	12	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	180.5	"AWI"	180.5	10850	11630.5	11208	1	0	1	40	0	0	74	0	1	0	7	0	0	0	5	1	0	0	3	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	53	0	0	0	28	0	0	0	0	0	0	0	0	1	1	3	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	185.5	"AWI"	185.5	11130	11837	11439.5	0	0	1	41	1	0	123	0	1	0	1	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	75	0	0	0	20	0	0	0	0	0	0	0	0	0	1	3	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	190.5	"AWI"	190.5	11355.5	12213.5	11709	0	0	0	33	2	0	91	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	50	0	0	0	16	0	0	0	0	0	0	0	0	0	2	2	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	195.5	"AWI"	195.5	11535	12734	12003	0	0	1	55	1	0	42	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	72	0	0	0	6	0	0	0	0	0	0	0	0	1	2	2	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	200.5	"AWI"	200.5	11737.5	13170	12309.5	0	0	0	65	0	0	52	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	71	0	0	0	8	0	0	0	0	0	0	0	0	0	1	2	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	203.5	"AWI"	203.5	11863	13424.5	12495	1	0	0	84	2	0	84	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	57	0	0	0	19	0	0	0	0	0	0	0	0	1	0	3	0
