"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	2.5	"AWI"	2.5	-68.5	219	50.5	4	1	29	80	1	2	51	0	2	0	8	0	0	0	12	0	0	0	34	0	0	6	0	0	14	5	0	1	0	1	0	0	27	0	0	99	12	41	0	88	0	0	0	0	1	0	0	0	0	3	5	2
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	9.5	"AWI"	9.5	224.5	489.5	370	4	1	73	39	1	2	111	0	1	0	1	0	0	0	0	0	0	0	54	1	0	1	0	0	31	0	0	1	0	2	0	0	36	0	2	90	2	0	3	70	0	0	0	0	3	0	0	0	2	4	15	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	14.5	"AWI"	14.5	407	643	521.5	3	0	75	35	4	0	107	0	2	0	1	0	0	0	0	0	0	0	60	0	0	0	1	0	26	0	0	1	0	0	0	1	45	0	0	106	9	0	0	105	0	0	5	0	4	0	0	0	2	5	12	1
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	19.5	"AWI"	19.5	534	938.5	708.5	1	1	78	31	1	1	70	0	2	0	0	0	0	0	7	0	0	0	44	0	0	0	0	0	16	0	0	0	0	0	0	0	36	0	1	53	3	0	0	123	0	1	1	0	0	0	0	0	0	5	9	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	27.5	"AWI"	27.5	791.5	1274.5	1036.5	2	0	67	11	3	2	42	0	6	0	0	1	0	0	0	0	0	1	42	0	0	0	0	0	16	0	0	0	0	2	0	0	65	0	0	61	6	19	0	116	0	0	7	0	2	0	0	0	0	5	15	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	34.5	"AWI"	34.5	1152	1484	1310	0	0	55	19	10	0	103	0	3	0	1	0	0	0	0	0	1	0	50	0	0	0	0	39	19	0	4	0	0	0	0	0	50	0	0	95	3	26	0	116	0	3	4	0	3	0	0	2	2	2	15	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	40.5	"AWI"	40.5	1362.5	1785	1575	0	2	60	13	1	0	61	0	0	0	0	0	0	0	0	1	0	0	31	2	0	0	0	2	12	0	0	0	0	0	0	0	50	0	0	73	7	8	0	95	0	1	5	0	2	0	0	0	2	4	15	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	46.5	"AWI"	46.5	1706	2003.5	1846	3	0	78	9	1	3	75	0	0	0	1	0	0	0	0	0	0	0	42	1	0	0	0	1	25	0	0	0	0	0	0	1	35	0	0	26	5	27	0	60	0	0	4	0	3	0	0	0	2	2	17	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	52.5	"AWI"	52.5	2273	2594.5	2427.5	2	0	48	12	0	0	44	0	3	0	0	0	0	0	0	0	0	0	30	1	0	0	0	0	24	0	0	0	0	0	0	0	50	0	0	37	0	0	0	100	0	0	1	0	1	0	0	0	0	5	13	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	59	"AWI"	59	2714	3020	2856	3	3	5	58	3	3	161	0	1	0	1	1	1	1	0	0	0	0	37	0	0	0	0	0	14	0	0	0	0	3	0	0	0	0	0	104	4	0	0	317	0	0	0	0	4	0	0	0	0	6	28	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	65	"AWI"	65	2916	3410	3152	1	0	29	25	1	3	56	0	0	0	1	0	1	0	0	0	0	0	48	0	0	0	0	0	28	0	0	1	0	1	0	0	101	0	0	47	4	0	0	148	0	0	1	0	0	0	0	0	1	7	24	1
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	71	"AWI"	71	3296	3660	3462	0	0	43	18	0	0	62	0	1	0	0	0	0	0	0	0	0	0	32	0	1	0	0	0	23	0	0	1	0	1	0	0	102	0	6	91	3	0	0	134	0	0	0	0	3	1	0	0	0	4	9	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	77	"AWI"	77	3582	4093	3843	2	2	21	45	1	4	50	0	0	0	1	0	0	0	0	0	0	0	40	1	0	0	0	0	28	0	0	1	0	0	0	0	104	0	1	35	1	0	1	152	0	1	1	0	1	0	0	0	2	7	20	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	81	"AWI"	81	3901	4313	4101	1	0	13	7	0	1	22	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	1	1	10	0	0	0	0	0	0	0	42	1	2	12	0	0	1	54	0	0	1	0	0	0	0	0	0	4	12	1
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	84	"AWI"	84	4039	4636	4306	2	0	11	8	4	2	25	0	1	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	31	0	0	1	0	0	0	0	74	0	7	73	5	0	0	97	0	0	0	0	1	0	0	0	1	4	19	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	88	"AWI"	88	4226	4984	4605	4	0	24	25	3	2	57	0	1	0	0	0	2	0	0	0	0	0	33	0	0	0	0	0	17	0	0	0	0	2	0	0	100	0	0	45	1	0	0	158	1	0	1	0	2	0	0	0	1	17	22	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	92	"AWI"	92	4546	5177	4902	2	0	20	16	1	1	29	0	1	0	2	0	0	0	0	0	0	2	59	1	0	0	0	0	35	0	0	2	2	0	0	0	110	0	2	52	4	0	0	130	0	1	0	0	2	0	0	0	0	22	19	2
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	94	"AWI"	94	4806	5245	5034	0	0	20	7	2	0	27	0	0	0	0	0	2	0	0	0	0	0	38	1	0	0	0	0	5	0	0	0	0	1	0	0	40	0	1	25	0	0	0	86	0	0	0	0	0	0	0	0	1	1	19	2
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	97	"AWI"	97	4979	5523	5242	10	1	24	22	2	3	57	0	2	0	1	0	0	0	0	0	0	0	60	1	0	0	0	0	37	0	0	0	0	0	0	0	89	0	1	25	0	0	0	148	0	1	3	0	2	0	0	0	1	16	31	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	102	"AWI"	102	5209	6032	5561	1	1	20	6	2	3	41	0	0	0	0	0	1	0	0	0	0	1	56	0	0	2	1	3	17	0	0	1	0	0	0	0	97	0	5	48	1	0	0	111	0	0	0	0	5	0	0	0	0	10	14	1
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	105	"AWI"	105	5339	6229	5767	0	1	27	20	3	0	50	0	0	0	5	0	5	0	0	0	0	0	53	2	0	2	0	0	22	0	0	1	0	0	0	0	74	0	0	22	8	0	0	169	0	2	0	0	2	0	0	0	0	4	31	1
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	108	"AWI"	108	5522	6398	5976	3	1	13	7	0	1	29	0	1	0	0	0	0	0	0	0	0	1	42	0	1	0	0	0	31	0	0	0	0	0	0	0	0	0	0	23	0	0	0	101	0	0	0	0	0	0	0	0	0	4	17	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	114	"AWI"	114	5965	6665	6372	0	0	15	11	0	0	53	0	1	0	3	0	1	0	0	1	0	0	92	0	0	0	0	0	26	0	0	2	0	1	0	0	73	0	2	40	0	0	0	113	0	0	0	0	0	0	1	0	0	5	36	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	116	"AWI"	116	6147	6761	6500	7	3	22	24	0	1	69	0	2	0	2	0	0	0	0	0	0	0	39	0	0	2	1	0	24	0	0	0	0	0	0	0	112	0	4	53	2	0	0	115	0	0	0	0	1	0	0	0	2	3	19	1
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	120	"AWI"	120	6559	6934	6751	6	0	43	17	5	2	86	0	1	0	2	0	0	0	0	1	0	1	164	0	0	0	0	1	24	0	0	0	0	1	0	0	0	0	1	34	1	0	1	194	0	0	2	0	0	0	0	1	0	12	41	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	126	"AWI"	126	6969	7279	7132	0	2	33	10	4	5	97	0	2	0	2	0	1	0	0	0	0	0	187	0	0	0	0	4	15	0	2	3	0	1	0	0	0	0	1	21	0	0	0	186	0	0	1	0	1	0	0	1	0	10	52	1
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	127	"AWI"	127	7082	7355	7210	2	0	15	8	2	2	50	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	1	17	0	0	0	0	0	0	1	14	0	1	16	0	0	1	86	0	0	0	0	1	0	0	0	0	1	33	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	128	"AWI"	128	7150	7472	7288	0	0	10	14	3	1	70	0	1	0	3	0	0	0	0	0	0	0	104	0	0	0	0	0	11	0	0	0	0	1	0	0	17	0	1	20	0	15	1	92	0	0	0	0	0	1	0	0	0	9	26	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	129	"AWI"	129	7251	7652	7410	1	0	6	8	4	0	37	0	0	0	0	0	0	0	0	0	0	0	149	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	80	0	0	0	0	0	0	0	0	0	0	10	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	130	"AWI"	130	7668	8057	7868	7	1	11	4	4	1	82	0	1	0	0	0	0	0	0	1	0	1	44	0	0	0	0	0	19	0	0	0	0	1	0	1	16	0	4	77	0	17	3	120	0	0	0	0	1	1	0	0	0	8	26	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	130.5	"AWI"	130.5	7833	8288	8101.5	0	0	3	29	0	0	142	0	0	0	1	0	0	0	0	0	0	0	21	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	3	56	0	0	0	134	0	0	0	0	2	0	0	0	0	6	8	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	131.5	"AWI"	131.5	8152	8779.5	8565	0	0	2	19	2	0	64	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	3	38	1	0	0	79	0	0	0	0	1	0	0	0	1	4	9	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	132.5	"AWI"	132.5	8428.5	9131.5	8894	3	0	1	12	1	0	72	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	46	0	0	1	77	0	0	0	0	0	0	0	0	0	1	9	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	133.5	"AWI"	133.5	8641.5	9258.5	9044	5	1	10	40	2	0	110	0	1	0	1	0	0	0	0	0	1	0	33	0	0	0	1	0	10	8	0	0	0	1	1	0	0	0	0	61	1	0	0	172	0	0	0	0	1	0	1	1	1	11	33	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	134.5	"AWI"	134.5	8789.5	9365.5	9145.5	3	0	0	25	1	0	139	0	1	0	2	0	0	0	0	0	0	2	19	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	6	83	0	0	0	166	0	0	0	0	1	0	0	0	1	9	15	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	135.5	"AWI"	135.5	8895.5	9512.5	9239.5	0	0	1	17	1	0	64	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	5	56	0	0	0	88	0	0	0	0	0	0	0	0	1	0	5	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	136.5	"AWI"	136.5	8999.5	9604.5	9316.5	2	0	2	9	1	0	71	0	1	0	0	0	1	0	0	0	0	0	6	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	39	0	0	0	113	0	0	0	0	0	0	0	0	1	5	9	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	137.5	"AWI"	137.5	9096.5	9643.5	9385.5	0	0	8	33	1	0	110	0	1	0	0	0	0	0	0	0	0	1	11	0	1	0	0	0	4	0	0	0	0	3	0	0	0	0	6	72	1	0	0	216	0	0	0	0	0	0	0	0	0	2	18	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	138.5	"AWI"	138.5	9162.5	9704	9455.5	1	0	2	27	0	0	114	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	59	0	0	0	250	0	0	0	0	0	0	0	0	0	5	16	0
16045	24759	"Bulgarian Black Sea"	42.46556	28.40639	140.5	"AWI"	140.5	9340	9789.5	9567.5	1	0	0	24	0	0	62	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	73	0	0	0	54	0	0	0	0	0	0	0	0	1	0	1	0
