"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14605	22896	"Semenic"	45.18	22.05944	3	"AWI"	3	-113	96	-19	4.54545454545455	0	1.51515151515152	3.03030303030303	0	0	0	0	0	1.51515151515152	0	0	0	0	0	0	0	0	0	0	0	19.6969696969697	0	19.6969696969697	0	0	0	0	21.2121212121212	0	0	0	0	1.51515151515152	0	1.51515151515152	0	0	0	0	0	0	0	9.09090909090909	0	0	0	0	0	0	0	9.09090909090909	0	0	0	0	0	0	0	0	0	0	1.51515151515152	0	3.03030303030303	3.03030303030303	0	0	0
14605	22896	"Semenic"	45.18	22.05944	5	"AWI"	5	-100	172	6	0	0	4.22535211267606	2.8169014084507	0	0	0	1.40845070422535	0	4.22535211267606	0	0	0	0	0	0	0	0	0	0	0	33.8028169014084	0	8.45070422535211	0	0	0	0	11.2676056338028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40845070422535	0	0	0	0	0	0	0	19.7183098591549	0	0	0	0	0	1.40845070422535	0	0	0	0	1.40845070422535	0	2.8169014084507	7.04225352112676	0	0	0
14605	22896	"Semenic"	45.18	22.05944	7	"AWI"	7	-91	259	29	3.92156862745098	0	1.96078431372549	0	0	0	0	0.980392156862745	0	0.980392156862745	0	0	0	0	0	0	0	0	0	0	0	12.7450980392157	0	19.6078431372549	0	0	0	0	23.5294117647059	0	0	0	0	3.92156862745098	0.980392156862745	0	0	0	0	0	0	0	0	10.7843137254902	0	0	0	0	0	0	0	15.6862745098039	0	0	0	0.980392156862745	0	0	0	0	0	0	0	0	0.980392156862745	2.94117647058824	0	0	0
14605	22896	"Semenic"	45.18	22.05944	9	"AWI"	9	-83	345	53	3.20366132723112	0.22883295194508	4.80549199084668	0.45766590389016	0	0	0	1.1441647597254	0	0.91533180778032	0	0	0	0	0.68649885583524	0	0	0	0	0	0	4.80549199084668	0	20.137299771167	0	0	0	0	38.9016018306636	0	2.74599542334096	0	0	5.03432494279176	0.22883295194508	0	0	0	0	0	0	0	0	5.49199084668192	0	0	0	0	0	0	0	7.32265446224256	0	0	0	0.45766590389016	0.45766590389016	0	0.22883295194508	0	0	0	0	0	0.91533180778032	1.37299771167048	0.45766590389016	0	0
14605	22896	"Semenic"	45.18	22.05944	11	"AWI"	11	-65	397	80	20	0	3.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333333333333	0	26.6666666666667	0	0	0	0	16.6666666666667	0	0	0	0	10	0	0	0	0	0	0	0	0	0	16.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0
14605	22896	"Semenic"	45.18	22.05944	13	"AWI"	13	-46	421	111	11.1111111111111	0	4.04040404040404	2.02020202020202	0	0	0	0	0	1.01010101010101	0	0	0	0	2.02020202020202	0	0	1.01010101010101	0	0	0	3.03030303030303	0	10.1010101010101	0	0	0	0	33.3333333333333	0	4.04040404040404	0	0	6.06060606060606	0	0	0	0	0	0	0	10.1010101010101	0	6.06060606060606	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	4.04040404040404	0	0	0
14605	22896	"Semenic"	45.18	22.05944	15	"AWI"	15	-30	448	140	1.76991150442478	0	6.19469026548673	3.53982300884956	0	0	0	1.76991150442478	0	2.65486725663717	0	0.884955752212389	0	0	0	0	0	0	0	0	0	11.5044247787611	0	18.5840707964602	0	0	0	0	34.5132743362832	0	0	0	0	1.76991150442478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.884955752212389	0	0	14.1592920353982	0	0	0	0	0	0	0	0	0	0	0	0	0.884955752212389	0.884955752212389	0	0	0
14605	22896	"Semenic"	45.18	22.05944	17	"AWI"	17	-19	481	167	12.7659574468085	0	6.38297872340426	2.12765957446809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6382978723404	0	6.38297872340426	0	0	0	0	17.0212765957447	0	0	0	0	12.7659574468085	0	0	0	0	0	0	0	17.0212765957447	0	10.6382978723404	0	0	0	0	0	0	0	2.12765957446809	0	0	0	0	0	0	0	0	0	0	2.12765957446809	0	0	0	0	0	0
14605	22896	"Semenic"	45.18	22.05944	19	"AWI"	19	-6	535	191	5.26315789473684	0	6.07287449392713	2.83400809716599	0	0	0	2.02429149797571	0	1.61943319838057	0	0	0	0	1.61943319838057	0	0	0	0	0	0	7.28744939271255	0	6.47773279352227	0	0	0	0	23.8866396761134	0	0	0	0.404858299595142	4.8582995951417	0	0.404858299595142	0	0	0	0	0	8.09716599190283	0	4.45344129554656	0	0	0	0	0	0	0	21.8623481781377	0	0	0	0	0.809716599190283	0	0	0	0	0	0.404858299595142	0	0	1.21457489878543	0.404858299595142	0	0
14605	22896	"Semenic"	45.18	22.05944	21	"AWI"	21	13	576	219	3.15315315315315	0.45045045045045	4.95495495495495	3.6036036036036	0	0	0	2.7027027027027	0	4.5045045045045	0	0	0	0	0	0	0	0	0	0	0	5.40540540540541	0	5.85585585585586	0	0	0	0	40.5405405405405	0	0	0	0	2.25225225225225	0.45045045045045	0.45045045045045	0	0	0	0	0	12.1621621621622	0	4.5045045045045	0	0	0	0	0	0	0	6.30630630630631	0	0	0	0	0.45045045045045	0.45045045045045	0	0	0	0	0	0	0.900900900900901	0.900900900900901	0	0	0
