"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
2965	3865	"Abernethy Forest"	57.23528	-3.71056	370	"AWI"	370	7963	8544	8285	0	1	0	0	0	0	0	357	0	0	0	0	130	1	6	0	0	0	0	55	1	0	25	0	0	12	0	0	7	0	0	0	0	10	0	0	0	8	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	373	"AWI"	373	8067	8621	8386	0	0	0	0	0	0	0	304	0	0	0	0	151	0	4	0	0	0	0	44	0	0	11	0	0	10	0	0	9	0	0	0	0	9	0	0	0	7	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	375	"AWI"	375	8103	8734	8441	0	0	0	0	0	0	0	365	0	0	0	0	150	0	5	0	0	0	0	20	0	0	9	0	0	19	0	2	4	0	0	0	0	14	0	0	0	7	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	405	"AWI"	405	8784	9691	9231	0	0	0	0	0	0	0	375	0	0	0	0	116	0	11	0	0	0	0	11	1	0	12	0	0	18	0	1	1	0	0	0	0	19	0	0	0	5	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	410	"AWI"	410	8921	9813	9367	0	0	0	0	0	0	0	365	0	0	0	0	138	0	6	0	0	0	0	30	5	0	9	0	0	19	0	2	3	0	0	0	0	11	0	0	0	3	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	415	"AWI"	415	9051	9935	9496	0	0	0	0	0	0	0	382	0	0	0	0	92	0	1	0	0	0	0	9	4	0	10	0	0	13	0	1	3	0	0	1	0	10	0	0	0	4	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	420	"AWI"	420	9195	10039	9633	0	1	0	0	0	0	0	390	0	0	0	0	98	0	5	0	0	0	0	9	8	0	12	0	0	14	0	5	0	0	0	1	0	18	0	0	0	2	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	425	"AWI"	425	9356	10153	9765	0	0	0	0	0	0	0	361	0	0	0	0	72	0	5	0	0	0	0	15	32	0	8	0	0	20	0	4	2	0	0	0	0	36	0	0	0	2	2	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	430	"AWI"	430	9530	10278	9898	0	0	1	0	0	0	0	405	0	0	0	0	37	0	4	0	0	0	0	12	31	0	12	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	2	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	435	"AWI"	435	9636	10522	10075	0	0	0	0	0	0	0	386	0	0	0	0	10	0	7	0	0	0	0	12	62	0	16	0	0	18	0	2	0	0	0	1	0	25	0	0	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	440	"AWI"	440	9777	10733	10248	0	0	0	0	0	0	0	411	0	0	0	0	8	0	14	0	0	0	0	10	55	0	21	0	0	55	0	4	0	0	0	2	0	27	0	1	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	445	"AWI"	445	9930	10943	10411	0	0	0	1	0	0	0	394	0	0	0	0	12	0	13	0	0	0	0	12	64	0	13	0	0	34	0	5	0	0	0	0	0	28	0	0	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	450	"AWI"	450	10075	11132	10583	0	0	0	0	0	0	0	338	0	0	0	0	6	0	16	0	0	0	0	11	128	0	24	0	0	45	0	1	0	0	0	1	0	32	0	0	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	455	"AWI"	455	10238	11301	10754	0	0	0	0	0	1	0	311	0	0	0	0	1	0	12	0	0	0	0	15	132	0	4	0	0	78	0	0	0	0	0	1	0	18	0	1	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	460	"AWI"	460	10412	11476	10927	0	0	0	0	0	0	0	236	0	0	0	0	5	0	13	0	0	0	0	10	206	0	9	0	0	45	0	5	0	0	0	3	0	27	0	0	0	0	0	1
2965	3865	"Abernethy Forest"	57.23528	-3.71056	465	"AWI"	465	10593	11651	11090	0	0	0	0	0	0	0	98	0	0	0	0	5	0	49	149	0	0	0	20	108	0	12	0	0	110	0	0	0	0	0	3	0	15	0	1	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	470	"AWI"	470	10791	11802	11244	0	0	1	1	0	28	0	8	0	0	0	0	0	2	43	6	0	0	0	7	1	0	3	0	1	74	0	0	1	0	0	0	0	6	0	3	0	0	1	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	475	"AWI"	475	10951	12033	11457	1	1	0	0	0	143	0	16	0	0	0	0	1	1	46	6	0	0	0	15	0	0	21	0	1	31	0	0	0	0	0	0	0	13	0	0	0	0	1	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	480	"AWI"	480	11121	12258	11673	0	0	1	1	0	132	0	20	0	0	0	0	0	4	18	10	0	0	0	10	0	0	14	0	1	19	0	0	0	0	0	0	0	14	0	0	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	485	"AWI"	485	11300	12452	11882	0	0	0	1	0	97	0	14	0	0	0	0	2	4	10	9	0	0	0	10	1	0	14	0	0	19	0	0	0	0	0	0	0	17	0	3	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	490	"AWI"	490	11490	12643	12081	0	1	0	0	0	214	0	18	0	0	0	0	1	0	18	0	0	0	0	9	1	0	7	0	0	13	0	0	0	0	0	0	0	15	0	1	0	0	1	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	500	"AWI"	500	11889	12967	12497	0	1	0	1	0	130	0	23	0	0	0	1	1	2	14	10	0	0	0	9	0	0	11	0	0	19	0	0	0	0	0	0	0	26	0	0	0	1	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	505	"AWI"	505	12115	13119	12702	0	2	1	1	0	193	0	24	0	0	0	0	1	0	22	14	0	0	0	12	4	1	2	0	1	23	0	0	0	0	0	0	0	19	0	1	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	510	"AWI"	510	12338	13266	12891	0	0	0	0	0	134	0	26	1	0	0	0	1	0	16	0	0	0	0	19	3	0	9	0	0	18	0	0	0	0	0	0	0	13	0	2	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	515	"AWI"	515	12524	13462	13041	0	0	0	1	0	2	0	167	0	0	0	0	7	0	64	0	0	0	1	5	68	0	26	0	0	102	0	0	0	0	0	0	0	10	0	2	0	0	2	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	520	"AWI"	520	12688	13646	13187	0	0	0	0	0	8	0	183	0	0	0	1	4	0	47	0	0	0	0	3	13	0	6	0	0	69	0	0	0	0	0	3	0	8	0	0	0	0	3	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	525	"AWI"	525	12863	13827	13340	0	0	0	0	0	7	0	118	0	0	0	1	3	0	70	206	0	0	0	4	0	0	5	0	0	119	0	0	0	0	0	1	0	8	0	1	0	0	5	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	530	"AWI"	530	13015	13990	13490	0	0	0	0	0	6	0	100	0	0	0	0	1	0	36	0	0	0	0	7	0	0	1	0	0	81	0	0	1	0	0	1	98	14	0	1	0	0	8	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	535	"AWI"	535	13193	14153	13639	0	0	0	0	0	2	0	7	0	0	0	0	0	0	10	0	0	0	0	2	2	1	3	0	1	38	0	0	2	1	0	0	0	53	0	0	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	540	"AWI"	540	13302	14380	13794	0	0	0	0	0	2	0	3	0	0	0	0	0	0	7	0	0	0	0	4	0	1	2	0	0	21	0	0	1	0	0	1	0	16	0	1	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	545	"AWI"	545	13422	14608	13952	0	1	0	0	0	1	0	8	0	0	2	0	1	0	12	0	0	0	0	2	0	0	9	0	0	15	0	0	0	0	0	0	0	6	0	0	0	1	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	550	"AWI"	550	13532	14819	14107	0	0	1	0	0	4	0	1	0	0	0	0	1	0	20	0	0	0	0	3	0	0	2	0	0	9	0	0	1	1	0	1	0	5	0	0	0	0	0	0
