"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Montiaceae"	"Onagraceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
14490	22693	"Ellanmore"	58.303104	-3.296514	48	"AWI"	48	6485	10144	8585	0	0	0.189753320683112	0	0	0	0	0	0	0	0	95.0664136622391	0	0	0	0	0	0	0	0	0	0	4.55407969639469	0	0	0	0.189753320683112	0	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	7	"AWI"	7	152	2569	903	0	0	0	0	0	0	0	0	0	0	0	32.3671497584541	0	0	0.966183574879227	0	0	0	0	0	0	0	64.7342995169082	0	0	0	0.241545893719807	1.69082125603865	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	28	"AWI"	28	2657	7214	4827	0	0	0	0	0.854700854700855	0	0	0	0.284900284900285	0	0	83.4757834757835	0	0	2.27920227920228	0	0.284900284900285	0	0	0	0	0	12.2507122507123	0	0	0	0	0.56980056980057	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	26	"AWI"	26	2337	6921	4493	0	0	0	0	0.381679389312977	0	0	0	0	0	0	56.1068702290076	0	0	0.381679389312977	0	0	0	0	0	0	0	40.0763358778626	0	0	0	0.763358778625954	2.29007633587786	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	46	"AWI"	46	5951	9958	8227	0	0	0	0	0.338983050847458	0	0	0	0	0	0	85.4237288135593	0	0.338983050847458	0	0	0	0	0	0.338983050847458	0.338983050847458	0	11.864406779661	0	0	0	0	1.01694915254237	0	0.338983050847458
14490	22693	"Ellanmore"	58.303104	-3.296514	24	"AWI"	24	1970	6613	4152	0	0	0	0	0.606060606060606	0	0	0	0	0	0	58.7878787878788	0	0	2.42424242424242	0	0.303030303030303	0	0	0	0	0	34.2424242424242	0	0	0	0.303030303030303	3.03030303030303	0	0.303030303030303
14490	22693	"Ellanmore"	58.303104	-3.296514	38	"AWI"	38	4400	8802	6748	0	0	0	0	0.173010380622837	0	0	0	0	0	0	7.95847750865052	0	0.173010380622837	0.519031141868512	0	0.346020761245675	0	0	0.346020761245675	0	0	88.7543252595156	0	0	0	0	1.73010380622837	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	30	"AWI"	30	2866	7560	5188	0	0	0	0	0.337837837837838	0	0	0	0	0	0	71.1148648648649	0	0	1.52027027027027	0	0	0	0	0.506756756756757	0	0	23.8175675675676	0	0	0	0.506756756756757	2.19594594594595	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	4	"AWI"	4	-36	1795	414	0	0	0	0	2.05479452054794	0	0	0	0	0	0	37.6712328767123	0	0	1.36986301369863	0	0	0	0	0.342465753424658	0.342465753424658	0	56.1643835616438	0	0	0	1.02739726027397	1.02739726027397	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	20	"AWI"	20	1392	5881	3363	0	0	0	0	1.48148148148148	0	0	0	0	0	0	16.5432098765432	0	0	1.23456790123457	0	0	0	0	0.493827160493827	0	0	77.2839506172839	0	0	0	0.987654320987654	1.97530864197531	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	40	"AWI"	40	4655	9186	7108	0	0	0.641025641025641	0	0.32051282051282	0	0	0	0	0	0	33.974358974359	0	0	0.32051282051282	0	2.56410256410256	0	0	0.32051282051282	0	0	57.6923076923077	0	0	0	1.28205128205128	2.88461538461538	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	44	"AWI"	44	5530	9674	7865	0	0	0	0	0.265957446808511	0	0	0	0	0	0	89.6276595744681	0	0	0.531914893617021	0	0	0	0	0.531914893617021	0	0	7.71276595744681	0	0	0	0.265957446808511	1.06382978723404	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	6	"AWI"	6	88	2375	718	0	0	0	0	1.46627565982405	0	0	0	0	0	0	78.8856304985337	0	0.293255131964809	0.293255131964809	0	0	0	0	0.293255131964809	0	0.293255131964809	17.0087976539589	0	0	0	0.586510263929619	0.879765395894428	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	9	"AWI"	9	239	3371	1223	0	0	0	0	0.549450549450549	0	0	0	0	0	0	14.8351648351648	0	0	1.92307692307692	0	0	0	0	0.824175824175824	0	0	75.5494505494505	0	0	0.274725274725275	2.74725274725275	3.2967032967033	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	22	"AWI"	22	1722	6180	3749	0	0	0	0	1.37741046831956	0	0	0	0	0	0	33.3333333333333	0	0	1.65289256198347	0	0	0.275482093663912	0	0.275482093663912	0	0	60.8815426997245	0	0	0	0	2.20385674931129	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	16	"AWI"	16	997	5036	2506	0	0	0	0	0.826446280991736	0	0	0	0	0.413223140495868	0	67.1487603305785	0	0	1.44628099173554	0	0	0	0	0	0	0	28.5123966942149	0	0	0.206611570247934	0	1.44628099173554	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	33.5	"AWI"	33.5	3577	8059.5	5893	0	0	0.677200902934537	0	0	0	0	0	0	0	0	35.4401805869075	0	0	2.93453724604966	0	0	0	0	4.51467268623025	0	0	36.7945823927765	0	0	0	0.90293453724605	18.058690744921	0	0.677200902934537
