"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Linaceae"	"Malvaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	3	"AWI"	3	-50	877	202	0	0	0	5.85585585585586	0	0	6.75675675675676	0	0	0	0	0.45045045045045	0	0	0	2.25225225225225	7.20720720720721	0	0	0	2.25225225225225	0	0.900900900900901	0	0	0	2.7027027027027	0	0	0	0	22.5225225225225	0	0	22.5225225225225	0	0	0	23.8738738738739	0	0	0.45045045045045	0	0	0	0	0	0.900900900900901	0.900900900900901	0	0.45045045045045
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	6	"AWI"	6	-1	1813	470	0	0.380228136882129	0	4.94296577946768	0	0	9.88593155893536	0	0	0.760456273764259	0	0	0	0	0	0.380228136882129	5.32319391634981	0	0	0	2.28136882129278	0	0.380228136882129	0	0	0	5.70342205323194	0	0	0	0	23.9543726235741	0	0	18.6311787072243	0	0	0	25.0950570342205	0	0	0.760456273764259	0	0	0	0	0	0.380228136882129	1.14068441064639	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	9	"AWI"	9	120	2440	785	0	0	0	2.69461077844311	0	0	10.1796407185629	0	0	0.29940119760479	0	0	0	0	0	2.39520958083832	7.48502994011976	0	0	0	1.19760479041916	0	0	0	0	0	9.2814371257485	0	0	0	0	19.1616766467066	0	0	16.4670658682635	0	0	0	28.4431137724551	0	0	0.29940119760479	0	0	0.598802395209581	0	0	0.29940119760479	1.19760479041916	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	12	"AWI"	12	241	2888	1164	9.72644376899696	0	0	3.3434650455927	0	0	4.86322188449848	0	0	0	0	0	0	0	0	3.03951367781155	14.8936170212766	0	0	0	1.21580547112462	0	0	0	0	0	0	0	0	0	1.21580547112462	2.73556231003039	0	0	13.0699088145897	0	0	0	41.3373860182371	0	0	2.43161094224924	0	0	0	0	0	0.303951367781155	1.21580547112462	0.60790273556231	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	15	"AWI"	15	338	3606	1493	1.6	0	0	4.8	0	0	18.4	0	0	0	0	0	0	0	0	4.8	8.8	0	0	0	3.2	0	0.8	0	0	0	0	0	0	0	1.6	0.8	0	0	0	0	0	0	53.6	0	0	0	0	0	0	0	0	0	1.6	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	18	"AWI"	18	550	4074	1839	2.53807106598985	0	0	2.03045685279188	0	0	10.1522842639594	0	0	0.50761421319797	0	0	0	0	0	8.62944162436548	12.1827411167513	0	0	0	1.52284263959391	0	0.50761421319797	0	0	0	0	0	0	0	2.53807106598985	7.10659898477157	0	0	0	0	0	0	47.7157360406091	0	0	2.03045685279188	0	0	0	0	0	0.50761421319797	0.50761421319797	1.52284263959391	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	21	"AWI"	21	675	4440	2206	0	0	0	0	0	0	4.0650406504065	0	0	0	0	0	0	0	0	20.3252032520325	9.75609756097561	0	0	0	2.4390243902439	0	0.813008130081301	0	0	0	0	0	0	0	0.813008130081301	42.2764227642276	0	0	0	0	0	0	15.4471544715447	0	0	0.813008130081301	0	0	0	0	0	0	1.6260162601626	1.6260162601626	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	24	"AWI"	24	842	4884	2522	4.7244094488189	0	0	1.96850393700787	0	0	9.05511811023622	0	0	0	0	0	0	0	0	2.75590551181102	6.2992125984252	0	0	0	2.36220472440945	0	0	0	0	0	0	0	0	0	3.1496062992126	9.44881889763779	0	0	0	0	0	0	56.6929133858268	0	0	1.18110236220472	0	0	0	0	0	0	1.96850393700787	0.393700787401575	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	27	"AWI"	27	1093	5215	2854	9.94764397905759	0	0	1.57068062827225	0	0	1.57068062827225	0	0	0	0	0	0	0	0	0.523560209424084	12.0418848167539	0	0	0	3.1413612565445	0	0	0	0	0	0	0	0	0	1.57068062827225	12.0418848167539	0	0	0	0	0	0	54.9738219895288	0	0	0	0	0	1.04712041884817	0	0	0	0.523560209424084	1.04712041884817	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	30	"AWI"	30	1310	5624	3182	0	0	0	0.458715596330275	0	0	8.71559633027523	0	0	0	0	0	0	0	0	10.5504587155963	4.12844036697248	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29357798165138	8.25688073394496	0	0	0	0	0	0	60.091743119266	0	0	1.37614678899083	0	0	0	0	0	0.458715596330275	1.37614678899083	2.29357798165138	0
