"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
3365	4363	"Vasikkasuo"	64.67355	27.8601	0	"AWI"	0	-136	25	-49	1.74050632911392	0.158227848101266	0	0	0	24.0506329113924	0.158227848101266	0	0	0	0.316455696202532	0	1.42405063291139	0	0	0	0.791139240506329	0	8.70253164556962	44.3037974683544	0	15.6645569620253	0	0	0	0	2.53164556962025	0.158227848101266	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	2.5	"AWI"	2.5	-105	64.5	-17	4.45969125214408	0.171526586620926	0	0.171526586620926	0	31.9039451114923	0	0	0	0	0.343053173241852	0.171526586620926	6.00343053173242	0	0.171526586620926	0	0.171526586620926	0	12.0068610634648	37.0497427101201	0.171526586620926	6.17495711835334	0	0	0	0	0.857632933104631	0.171526586620926	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	5	"AWI"	5	-85	123	12	11.9791666666667	0.347222222222222	0	0.347222222222222	0	28.8194444444444	0.173611111111111	0.347222222222222	0	0	0	0.347222222222222	8.68055555555556	0	0	0	0.347222222222222	0.173611111111111	8.85416666666667	38.1944444444444	0	0	0	0	0	0	1.21527777777778	0.173611111111111	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	7.5	"AWI"	7.5	-72.5	193	42	6.80529300567108	0.378071833648393	0	0.378071833648393	0	40.6427221172023	0	0	0	0	0	0.189035916824197	3.02457466918715	0	0	0	0.756143667296786	0	7.18336483931947	39.8865784499055	0	0	0	0	0	0	0.378071833648393	0.189035916824197	0	0	0.189035916824197
3365	4363	"Vasikkasuo"	64.67355	27.8601	10	"AWI"	10	-65	268	71	3.00884955752212	0	0	0.176991150442478	0.176991150442478	29.7345132743363	0	0.176991150442478	0	0	0.176991150442478	0	5.30973451327434	0	0	0	0.353982300884956	0	6.01769911504425	53.2743362831858	0	0	0	0	0	0	1.41592920353982	0.176991150442478	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	12.5	"AWI"	12.5	-15.5	296	113	2.14285714285714	0	0	0.357142857142857	0	29.1071428571429	0.178571428571429	0.178571428571429	0	0	0	0	5	0	0	0	0.535714285714286	0	9.82142857142857	51.7857142857143	0	0	0	0	0	0	0.892857142857143	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	15	"AWI"	15	10	354	161	2.72873194221509	0	0	0.160513643659711	0	22.4719101123595	0	0	0	0	0.160513643659711	0	15.8908507223114	0	0	0.160513643659711	0	0	8.98876404494382	47.3515248796148	0	1.76565008025682	0.160513643659711	0	0	0	0.160513643659711	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	17.5	"AWI"	17.5	29	416	206.5	1.58227848101266	0	0	0.158227848101266	0.158227848101266	16.2974683544304	0	0.158227848101266	0	0	0.158227848101266	0	15.1898734177215	1.42405063291139	0	0	0	0	11.5506329113924	51.4240506329114	0	1.26582278481013	0	0	0	0	0.158227848101266	0.474683544303797	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	20	"AWI"	20	43	490	245	2.35934664246824	0	0	0.725952813067151	0	18.1488203266788	0	0	0	0	0	0	6.53357531760436	0	0	0	0	0	20.8711433756806	51.3611615245009	0	0	0	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	22.5	"AWI"	22.5	115.5	647.5	348	1.30841121495327	0.186915887850467	0	0	0	23.7383177570093	0	0	0	0	0	0	3.36448598130841	0	0	0	0	0	22.803738317757	48.411214953271	0	0	0	0	0	0.186915887850467	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	25	"AWI"	25	155	916	441	0.808080808080808	0	0	0.202020202020202	0	18.7878787878788	0	0	0	0	0	0	2.62626262626263	0	0	0	0	0	30.1010101010101	47.2727272727273	0	0	0	0	0	0	0	0	0	0.202020202020202	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	27.5	"AWI"	27.5	183	1216.5	538	1.07142857142857	0	0	0	0	18.9285714285714	0	0	0	0	0.357142857142857	0	8.21428571428571	0	0	0	0	0	18.9285714285714	52.1428571428571	0	0	0	0	0	0.178571428571429	0.178571428571429	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	30	"AWI"	30	209	1527	632	1.26582278481013	0	0	0.361663652802893	0	21.5189873417722	0	0	0	0	0	0	3.97830018083183	0	0	0	0	0	29.4755877034358	43.3996383363472	0	0	0	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	32.5	"AWI"	32.5	321	1633	770	5.76923076923077	0	0	0.384615384615385	0	18.8461538461538	0	0	0	0	0	0	2.88461538461538	0	0	0	0	0.192307692307692	32.3076923076923	39.2307692307692	0	0	0.384615384615385	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	35	"AWI"	35	385	1789	906	0.742115027829314	0	0	0.185528756957328	0	19.8515769944341	0	0	0	0	0	0	5.93692022263451	0	0	0.185528756957328	0	0	25.974025974026	46.3821892393321	0	0	0.371057513914657	0	0	0	0	0.185528756957328	0	0.185528756957328	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	37.5	"AWI"	37.5	426	1987	1036.5	1.82149362477231	0	0	0.182149362477231	0	17.304189435337	0	0	0	0	0.182149362477231	0	3.82513661202186	0	0	0	0	0.182149362477231	28.2331511839709	47.5409836065574	0	0	0.546448087431694	0	0	0	0	0	0.182149362477231	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	40	"AWI"	40	465	2251	1150	1.4760147601476	0	0	0.18450184501845	0	30.0738007380074	0	0	0	0	0	0.18450184501845	2.9520295202952	0	0	0	0	0	20.1107011070111	44.8339483394834	0	0	0.18450184501845	0	0	0	0	0	0	0	0
