"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
3365	4363	"Vasikkasuo"	64.67355	27.8601	42.5	"AWI"	42.5	597.5	2330.5	1285	1.83333333333333	0.333333333333333	0	0.5	0	24.5	0	0	0	0	0.166666666666667	0.333333333333333	15	0	0	0	0	0	15.5	41.6666666666667	0	0	0	0	0	0	0	0	0.166666666666667	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	45	"AWI"	45	678	2437	1424	0.481540930979133	0	0	0	0	24.7191011235955	0	0	0	0	0.160513643659711	0	18.7800963081862	0	0	0	0.160513643659711	0	17.9775280898876	37.7207062600321	0	0	0	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	47.5	"AWI"	47.5	740.5	2580.5	1565	1.35135135135135	0.168918918918919	0	0.506756756756757	0	30.5743243243243	0	0	0	0	0.506756756756757	0.337837837837838	14.1891891891892	0	0	0	0	0	19.5945945945946	32.6013513513513	0	0	0.168918918918919	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	50	"AWI"	50	793	2780	1693	1.92678227360308	0	0	0.192678227360308	0	23.121387283237	0	0	0	0	0	0.192678227360308	2.3121387283237	0	0	0	0	0	31.0211946050096	41.0404624277457	0	0	0	0	0	0	0	0	0	0.192678227360308	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	52.5	"AWI"	52.5	947.5	2838	1828.5	4.41458733205374	0.191938579654511	0	0.575815738963532	0	30.7101727447217	0	0	0	0	0.191938579654511	0.191938579654511	2.49520153550864	0	0	0	0	0	23.4165067178503	37.6199616122841	0	0	0.191938579654511	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	55	"AWI"	55	1058	2922	1969	1.18845500848896	0	0	0.169779286926995	0	18.5059422750424	0	0	0	0	0	0.169779286926995	13.9219015280136	0	0	0	0.169779286926995	0	23.0899830220713	42.2750424448217	0	0	0.33955857385399	0	0	0.169779286926995	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	57.5	"AWI"	57.5	1140.5	3049.5	2100.5	2.7681660899654	0	0	0.173010380622837	0	25.9515570934256	0	0	0	0	0	0	10.7266435986159	0	0	0	0	0	20.242214532872	39.7923875432526	0	0	0.173010380622837	0	0	0.173010380622837	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	60	"AWI"	60	1208	3208	2232	2.39410681399632	0	0	0	0	24.6777163904236	0	0	0	0	0.552486187845304	0.184162062615101	3.49907918968692	0	0	0	0	0	29.8342541436464	38.4898710865562	0.184162062615101	0	0	0	0	0	0	0	0	0.184162062615101	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	62.5	"AWI"	62.5	1375	3278.5	2359.5	2.33812949640288	0.179856115107914	0	0.359712230215827	0	28.7769784172662	0	0	0	0	0	0	5.39568345323741	0	0	0	0	0	25.1798561151079	37.7697841726619	0	0	0	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	65	"AWI"	65	1508	3356	2499	2.73972602739726	0	0	0	0	32.6810176125245	0	0	0	0	0	0.195694716242661	1.56555772994129	0	0	0	0	0	25.8317025440313	36.7906066536204	0	0	0.195694716242661	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	67.5	"AWI"	67.5	1603	3461.5	2641.5	3.28820116054159	0	0	0	0	35.0096711798839	0	0	0	0	0	0.386847195357834	0.580270793036751	0	0	0	0	0	28.4332688588008	32.1083172147002	0	0	0	0	0	0	0	0	0	0.193423597678917	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	70	"AWI"	70	1688	3606	2776	2.70793036750484	0	0	0.193423597678917	0	25.7253384912959	0	0	0	0	0	0.193423597678917	0.580270793036751	0	0	0	0.193423597678917	0	28.6266924564797	41.3926499032882	0	0	0	0	0	0	0	0	0	0.386847195357834	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	72.5	"AWI"	72.5	1875.5	3652	2897.5	1.7208413001912	0	0	0.191204588910134	0	30.2103250478011	0	0	0	0	0	0	2.10325047801147	0	0	0	0.191204588910134	0	29.6367112810707	35.5640535372849	0	0	0.191204588910134	0	0	0	0	0	0.191204588910134	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	75	"AWI"	75	2051	3718	3030	4.41458733205374	0	0	0	0	30.3262955854127	0	0	0	0	0.191938579654511	0	1.34357005758157	0	0	0.383877159309021	0.191938579654511	0	27.063339731286	35.700575815739	0	0	0.383877159309021	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	77.5	"AWI"	77.5	2170	3806	3167	2.18253968253968	0	0	0	0	34.7222222222222	0	0	0	0	0.198412698412698	0	0.198412698412698	0	0	0	0	0	30.1587301587302	32.1428571428571	0	0	0.198412698412698	0	0	0	0	0	0	0.198412698412698	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	80	"AWI"	80	2271	3931	3297	3.7328094302554	0	0	0	0	33.2023575638507	0	0	0	0	0	0.392927308447937	0.196463654223969	0	0	0	0	0	29.0766208251473	31.6306483300589	0	0	1.57170923379175	0	0	0	0	0.196463654223969	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	82.5	"AWI"	82.5	2559.5	3970.5	3406.5	3.81679389312977	0	0	0	0	25	0	0	0	0	0.381679389312977	0	1.90839694656489	0	0	0	0.190839694656489	0	30.1526717557252	37.9770992366412	0	0	0.190839694656489	0	0	0	0	0	0.190839694656489	0	0.190839694656489
3365	4363	"Vasikkasuo"	64.67355	27.8601	85	"AWI"	85	2831	4022	3519	1.93798449612403	0	0.193798449612403	0.193798449612403	0	46.1240310077519	0	0	0	0	0	0.387596899224806	2.32558139534884	0	0	0	0	0	23.8372093023256	24.031007751938	0	0	0.581395348837209	0	0	0	0	0	0	0.193798449612403	0.193798449612403
3365	4363	"Vasikkasuo"	64.67355	27.8601	87.5	"AWI"	87.5	3036.5	4083.5	3643	1.40105078809107	0	0	0	0	78.2837127845884	0	0	0	0	0.350262697022767	0	1.22591943957968	0	0	0	0	0	7.00525394045534	11.7338003502627	0	0	0	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	90	"AWI"	90	3172	4194	3775	1.94174757281553	0	0	0	0	37.2815533980583	0	0	0	0	0.194174757281553	0.194174757281553	2.13592233009709	0	0	0	0	0	18.6407766990291	39.0291262135922	0	0	0.194174757281553	0	0	0	0	0	0.194174757281553	0.194174757281553	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	92.5	"AWI"	92.5	3459.5	4253	3884.5	3.67775831873905	0	0	0	0	29.9474605954466	0	0	0	0	0	0.175131348511384	4.72854640980736	0	0	0	0	0	20.8406304728546	40.1050788091068	0	0	0.175131348511384	0	0	0	0	0	0.175131348511384	0.175131348511384	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	95	"AWI"	95	3655	4349	4005	4.08163265306122	0	0	0	0	32.8385899814471	0	0	0	0	1.2987012987013	0	3.15398886827458	0	0	0.185528756957328	0.371057513914657	0	22.4489795918367	35.0649350649351	0	0	0.185528756957328	0	0	0	0	0	0.371057513914657	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	97.5	"AWI"	97.5	3758	4551.5	4126	2.73972602739726	0	0.195694716242661	0	0	41.8786692759295	0	0	0	0	0.391389432485323	0	1.17416829745597	0	0	0	0	0	14.2857142857143	38.5518590998043	0	0	0.587084148727984	0	0	0.195694716242661	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	100	"AWI"	100	3810	4854	4234	3.7109375	0	0	0	0	32.8125	0	0.1953125	0	0	0.1953125	0.390625	1.5625	0	0	0	0	0	26.171875	34.5703125	0	0	0.1953125	0	0	0	0	0	0	0.1953125	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	102.5	"AWI"	102.5	3917	4999.5	4357	2.5830258302583	0	0	0	0	31.9188191881919	0	0.18450184501845	0	0	0.738007380073801	0.3690036900369	3.3210332103321	0	0	0	0	0	26.0147601476015	33.5793357933579	0	0	0.18450184501845	0	0	0	0.3690036900369	0.18450184501845	0	0.55350553505535	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	105	"AWI"	105	3980	5227	4476	3.17757009345794	0	0	0.186915887850467	0	44.1121495327103	0	0	0	0	0.560747663551402	0.373831775700935	1.68224299065421	0	0	0	0.186915887850467	0	17.5700934579439	31.4018691588785	0	0	0	0	0	0	0	0.186915887850467	0	0.560747663551402	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	107.5	"AWI"	107.5	4021	5527.5	4584.5	3.11355311355311	0	0.732600732600733	0	0	39.1941391941392	0	0	0	0	0.549450549450549	0	0.183150183150183	0	0	0.183150183150183	0	0	17.3992673992674	38.0952380952381	0	0	0.183150183150183	0	0	0	0	0	0	0.366300366300366	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	110	"AWI"	110	4057	5841	4687	3.51493848857645	0	0.70298769771529	1.93321616871705	0	41.3005272407733	0	0	0.175746924428822	0	1.75746924428823	0.175746924428822	1.23022847100176	0	0	0	0	0	14.0597539543058	34.9736379613357	0	0	0	0	0	0	0	0	0	0.175746924428822	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	112.5	"AWI"	112.5	4155.5	5992	4814.5	3.65384615384615	0	0.192307692307692	0.192307692307692	0	37.8846153846154	0	0	0	0.192307692307692	1.15384615384615	0.192307692307692	2.11538461538462	0	0	0	0	0	11.1538461538462	42.5	0	0	0.384615384615385	0	0	0	0	0	0	0.384615384615385	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	115	"AWI"	115	4211	6184	4943	3.93258426966292	0	0.187265917602996	0.187265917602996	0	33.5205992509363	0	0	0	0	0.187265917602996	0	1.87265917602996	0	0	0	0	0	9.55056179775281	50.187265917603	0	0	0	0	0	0	0	0.187265917602996	0	0.187265917602996	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	117.5	"AWI"	117.5	4264	6435	5059	2.28136882129278	0	0	0	0	43.9163498098859	0	0	0	0	0.760456273764259	0.570342205323194	1.33079847908745	0	0	0	0	0	7.79467680608365	42.9657794676806	0	0	0	0	0	0	0.190114068441065	0	0	0.190114068441065	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	120	"AWI"	120	4315	6714	5167	2.99065420560748	0	0	0	0.186915887850467	47.1028037383178	0	0	0	0	1.1214953271028	0.373831775700935	1.49532710280374	0	0	0.186915887850467	0	0	3.17757009345794	42.803738317757	0	0	0.186915887850467	0	0	0	0	0	0	0.373831775700935	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	122.5	"AWI"	122.5	4416	6844	5293	4.06654343807763	0	0	0.184842883548983	0	50.8317929759704	0	0	0	0	0.369685767097967	0.184842883548983	1.29390018484288	0	0	0	0	0	3.69685767097967	38.8170055452865	0	0	0.369685767097967	0	0	0	0	0	0.184842883548983	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	125	"AWI"	125	4496	6991	5421	2.51450676982592	0	0	0	0	44.4874274661509	0	0	0	0	0.773694390715667	0.386847195357834	1.93423597678917	0	0	0	0	0	2.321083172147	47.1953578336557	0	0	0.193423597678917	0	0	0	0	0	0	0.193423597678917	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	127.5	"AWI"	127.5	4550	7216.5	5541.5	2.83553875236295	0	0.189035916824197	0	0	45.179584120983	0	0	0	0	0.189035916824197	0.378071833648393	2.83553875236295	0	0	0	0.378071833648393	0	1.70132325141777	45.179584120983	0	0	0.378071833648393	0	0	0	0	0	0.189035916824197	0.56710775047259	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	130	"AWI"	130	4593	7471	5651	4.57038391224863	0	0	0.182815356489945	0	40.5850091407678	0	0	0	0	1.46252285191956	0	2.92504570383912	0	0	0	0	0	0.914076782449726	48.8117001828154	0	0	0	0	0	0	0	0	0.182815356489945	0.36563071297989	0
