"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Apocynaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cercis"	"Cistaceae"	"Cornus"	"Corylus"	"Cotinus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Paliurus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"	"Vitex"
15829	24358	"Litochoro"	40.13889	22.54611	180	"AWI"	180	517	1101	792	1	0	26	4	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	39	0	0	0	5	8	0	0	0	3	0	1	0	0	0	0	0	0	56	2	3	0	0	0	0	4	1	0	0	0	0	2	0	0	0	1	0	0	3	0
15829	24358	"Litochoro"	40.13889	22.54611	195	"AWI"	195	605	1155	860	2	0	126	13	1	0	2	0	6	0	0	0	0	1	0	0	1	0	0	0	0	0	0	14	0	67	0	0	0	11	11	0	0	0	6	0	4	0	0	15	0	0	0	79	0	6	0	32	1	42	16	1	2	0	1	0	11	0	0	1	6	0	0	3	0
15829	24358	"Litochoro"	40.13889	22.54611	208	"AWI"	208	675	1206	919	3	0	141	2	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8	0	25	0	0	0	4	9	0	0	1	1	0	2	0	0	10	0	0	0	41	1	1	0	0	0	33	10	2	1	0	1	5	10	0	0	1	1	0	0	12	0
15829	24358	"Litochoro"	40.13889	22.54611	225	"AWI"	225	760	1270	997	3	0	57	8	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1	5	1	0	1	2	0	1	0	0	0	0	0	0	22	1	2	0	9	0	11	2	0	0	0	1	0	10	0	1	0	0	0	0	7	0
15829	24358	"Litochoro"	40.13889	22.54611	230	"AWI"	230	798	1301	1033	3	0	170	3	2	0	1	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	6	0	22	0	0	0	4	8	0	0	0	2	0	0	0	0	0	0	3	0	63	4	4	0	0	0	0	8	2	4	0	1	0	10	0	0	0	2	0	0	6	0
15829	24358	"Litochoro"	40.13889	22.54611	240	"AWI"	240	843	1409	1096	2	0	155	1	3	1	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	12	0	0	0	4	2	0	0	0	2	0	1	0	0	5	0	0	0	33	1	1	0	0	0	19	7	0	3	0	2	0	12	0	0	0	0	0	0	8	0
15829	24358	"Litochoro"	40.13889	22.54611	255	"AWI"	255	916	1569	1201	0	0	263	2	0	0	1	0	5	0	0	0	0	2	0	0	2	0	0	0	0	0	0	6	0	20	0	0	0	4	5	0	0	1	0	0	1	0	0	0	1	0	0	28	0	2	0	0	0	16	7	0	1	0	1	0	10	0	0	1	2	0	0	4	0
15829	24358	"Litochoro"	40.13889	22.54611	268	"AWI"	268	965	1714	1289	2	0	277	2	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	13	0	0	0	1	0	0	0	1	0	0	1	0	0	13	0	0	0	32	0	3	0	0	0	0	9	0	0	0	0	2	18	0	0	0	3	1	0	4	0
15829	24358	"Litochoro"	40.13889	22.54611	280	"AWI"	280	1041	1810	1377	3	0	242	6	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	16	1	19	0	0	0	10	9	0	0	1	2	0	1	0	0	0	0	0	0	45	0	2	0	27	0	38	7	1	1	0	1	0	9	0	0	0	2	0	0	7	0
15829	24358	"Litochoro"	40.13889	22.54611	295	"AWI"	295	1110	1949	1483	0	0	200	6	0	0	4	0	5	0	0	0	0	6	0	0	2	0	0	0	0	0	0	21	0	14	0	0	0	6	4	0	0	0	1	0	3	0	0	0	0	1	0	35	0	3	0	0	0	36	11	1	5	0	1	0	6	0	0	0	3	0	0	7	0
15829	24358	"Litochoro"	40.13889	22.54611	305	"AWI"	305	1169	2017	1555	1	1	167	0	1	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	15	0	0	0	5	0	0	0	0	2	0	1	0	0	12	0	1	0	21	0	3	0	0	0	0	11	0	1	0	2	0	4	0	0	0	2	0	0	2	0
15829	24358	"Litochoro"	40.13889	22.54611	317	"AWI"	317	1233	2122	1638	1	0	62	1	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	1	7	0	0	1	1	0	1	0	0	6	0	0	0	25	0	2	0	15	0	0	5	1	0	0	0	0	4	0	0	0	4	0	0	9	0
15829	24358	"Litochoro"	40.13889	22.54611	330	"AWI"	330	1320	2214	1734	2	0	32	5	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	8	4	0	0	1	0	0	0	0	0	0	0	0	0	34	0	1	0	0	3	32	7	0	0	0	2	0	9	0	1	0	0	0	0	2	0
15829	24358	"Litochoro"	40.13889	22.54611	345	"AWI"	345	1413	2334	1840	0	0	226	11	8	0	0	0	6	0	0	0	0	1	0	0	1	0	0	2	0	0	0	3	0	22	0	0	0	5	10	0	0	17	3	0	9	0	1	0	0	2	0	30	0	10	0	123	6	35	16	1	1	0	1	0	45	0	1	1	1	1	0	14	0
15829	24358	"Litochoro"	40.13889	22.54611	360	"AWI"	360	1482	2460	1948	3	0	235	7	2	0	2	0	17	0	0	0	0	4	0	0	3	0	0	0	0	0	0	6	0	30	0	0	0	8	12	1	0	21	2	0	3	0	0	0	0	1	0	22	1	4	0	78	9	33	23	1	1	0	2	5	41	0	0	0	1	0	0	17	0
15829	24358	"Litochoro"	40.13889	22.54611	375	"AWI"	375	1599	2547	2055	17	0	141	2	1	0	0	0	4	0	0	0	0	5	0	0	11	0	10	2	0	0	0	6	0	29	0	0	0	5	0	0	0	4	3	0	1	1	0	0	0	2	0	68	2	8	2	36	7	90	18	0	0	0	3	0	55	0	1	0	3	2	0	28	0
15829	24358	"Litochoro"	40.13889	22.54611	390	"AWI"	390	1706	2652	2163	10	0	181	5	1	0	1	0	6	0	0	0	0	4	0	0	6	0	0	0	0	0	0	14	0	34	0	0	0	6	14	0	0	3	0	0	1	0	0	0	0	0	0	75	2	6	0	52	0	47	27	2	0	0	1	0	56	1	1	0	2	1	0	21	0
15829	24358	"Litochoro"	40.13889	22.54611	400	"AWI"	400	1773	2719	2236	6	1	157	4	3	0	1	0	2	0	0	0	0	4	0	0	9	0	0	2	0	0	0	2	0	28	0	0	0	6	10	0	0	6	5	0	4	0	0	14	0	0	0	42	0	5	0	53	4	34	11	1	1	0	3	0	52	0	1	0	2	0	0	18	0
15829	24358	"Litochoro"	40.13889	22.54611	410	"AWI"	410	1849	2782	2307	10	0	75	7	2	0	2	0	6	0	0	0	0	2	0	0	3	0	0	2	0	0	0	2	0	20	0	0	0	6	7	0	0	4	1	0	11	0	0	0	0	3	0	70	1	10	0	50	1	33	7	1	0	0	0	0	27	0	1	0	2	0	0	14	0
15829	24358	"Litochoro"	40.13889	22.54611	419	"AWI"	419	1910	2842	2374	5	0	120	6	1	0	3	0	7	0	0	0	0	2	0	0	7	0	0	0	0	0	0	2	0	31	0	0	0	7	7	0	2	4	4	0	10	0	0	20	0	0	0	40	0	4	1	50	4	37	21	2	0	0	3	0	33	0	0	0	0	0	0	21	0
15829	24358	"Litochoro"	40.13889	22.54611	425	"AWI"	425	1942	2889	2418	5	0	126	7	3	0	2	0	7	0	0	0	0	1	1	0	0	0	0	1	0	0	0	11	0	23	0	0	0	5	8	0	0	1	0	0	0	0	0	11	0	0	0	23	0	9	0	32	3	25	12	0	0	0	2	0	50	0	1	1	0	1	0	21	0
15829	24358	"Litochoro"	40.13889	22.54611	430	"AWI"	430	1988	2917	2451	1	0	173	6	1	0	2	0	10	0	0	0	0	5	0	0	2	0	0	2	0	0	0	17	0	49	0	0	0	3	12	0	2	7	1	0	4	0	0	10	0	0	0	37	0	7	0	63	3	30	24	3	0	0	2	0	61	0	0	0	0	0	0	3	0
15829	24358	"Litochoro"	40.13889	22.54611	440	"AWI"	440	2071	2967	2519	7	0	115	6	2	0	1	0	9	0	0	0	0	14	0	0	0	0	0	3	0	3	0	20	0	47	0	0	0	3	9	0	0	1	10	0	5	0	0	26	0	3	1	61	1	20	0	84	0	64	38	0	1	0	4	8	45	0	2	1	0	1	0	10	0
15829	24358	"Litochoro"	40.13889	22.54611	455	"AWI"	455	2188	3063	2623	0	0	61	4	4	0	1	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	33	0	0	0	2	9	0	0	9	1	0	0	0	0	0	0	1	0	14	0	8	0	55	1	17	14	4	0	0	1	0	37	0	0	0	0	0	1	2	0
15829	24358	"Litochoro"	40.13889	22.54611	462	"AWI"	462	2254	3101	2668	3	0	104	4	3	0	2	2	6	0	0	0	0	3	0	0	1	0	0	0	0	0	0	12	0	35	0	0	0	6	9	0	0	8	5	0	1	0	0	0	0	2	0	24	1	8	0	69	12	35	27	1	0	0	1	0	51	0	2	0	1	0	0	5	1
15829	24358	"Litochoro"	40.13889	22.54611	470	"AWI"	470	2310	3161	2722	2	1	104	7	6	0	5	0	5	0	0	1	0	4	0	1	0	0	0	2	1	0	0	10	0	38	0	0	0	5	11	0	0	10	2	0	0	0	0	12	0	0	0	24	1	8	0	73	5	33	22	3	0	12	4	0	66	1	0	0	1	0	0	4	3
15829	24358	"Litochoro"	40.13889	22.54611	482	"AWI"	482	2460	3220	2800	3	0	20	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	53	0	0	0	0	0	13	4	0	0	0	2	0	4	0	1	0	0	0	0	3	0
15829	24358	"Litochoro"	40.13889	22.54611	490	"AWI"	490	2533	3267	2854	4	0	191	5	0	1	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	12	0	0	0	5	5	0	0	2	1	0	0	0	0	13	0	1	0	37	0	1	0	0	0	44	19	0	0	0	0	0	3	0	0	0	5	0	0	10	0
15829	24358	"Litochoro"	40.13889	22.54611	502	"AWI"	502	2702	3342	2950	6	0	87	2	0	0	4	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	12	0	8	0	0	0	7	6	0	0	0	3	0	0	0	0	0	0	0	0	68	0	4	0	13	1	35	9	0	0	0	2	0	1	0	1	0	1	0	0	12	0
15829	24358	"Litochoro"	40.13889	22.54611	510	"AWI"	510	2774	3425	3031	2	0	19	2	0	0	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	1	5	0	0	0	0	0	1	0	0	49	0	0	0	0	0	21	8	0	0	0	1	0	1	0	1	0	0	0	0	6	0
15829	24358	"Litochoro"	40.13889	22.54611	520	"AWI"	520	2833	3567	3134	6	0	153	4	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	11	0	0	0	139	0	0	0	0	0	33	19	0	0	0	0	0	7	0	0	0	2	0	0	5	0
15829	24358	"Litochoro"	40.13889	22.54611	530	"AWI"	530	2903	3735	3251	4	0	142	3	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	138	1	0	0	0	1	30	15	0	0	0	0	0	4	0	0	0	1	0	0	10	0
15829	24358	"Litochoro"	40.13889	22.54611	554	"AWI"	554	3076	4121	3542	6	0	131	2	0	0	8	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	21	0	6	0	0	0	5	25	0	0	0	0	0	0	0	0	21	0	0	0	134	0	2	0	0	0	62	16	1	0	0	0	0	2	0	0	1	8	0	0	7	0
15829	24358	"Litochoro"	40.13889	22.54611	555	"AWI"	555	3083	4137	3555	4	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
15829	24358	"Litochoro"	40.13889	22.54611	560	"AWI"	560	3112	4230	3618	3	0	78	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	5	0	0	0	3	12	0	0	0	1	0	0	0	0	10	0	1	0	75	0	0	0	0	0	47	15	0	0	0	0	0	3	0	0	0	1	0	0	8	0
15829	24358	"Litochoro"	40.13889	22.54611	573	"AWI"	573	3259	4374	3783	4	1	219	1	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	0	0	2	28	0	0	0	0	0	0	0	0	22	0	1	0	85	0	0	0	0	0	24	7	0	0	0	1	0	0	0	0	0	3	0	0	5	0
15829	24358	"Litochoro"	40.13889	22.54611	582	"AWI"	582	3327	4493	3897	3	0	195	3	0	0	16	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	30	0	0	0	0	0	1	0	0	51	0	2	0	66	0	0	0	0	0	28	7	0	1	0	0	0	3	0	0	0	0	0	0	8	0
15829	24358	"Litochoro"	40.13889	22.54611	589	"AWI"	589	3427	4567	3982	2	0	21	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	38	12	0	0	0	0	0	3	0	0	3	0	0	0	2	0
15829	24358	"Litochoro"	40.13889	22.54611	595	"AWI"	595	3496	4618	4056	1	0	28	2	1	1	3	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	33	8	0	0	0	0	0	0	0	0	1	0	0	0	1	0
15829	24358	"Litochoro"	40.13889	22.54611	610	"AWI"	610	3651	4780	4239	9	0	103	8	2	1	6	1	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	3	10	0	0	0	5	0	4	0	0	8	0	1	0	104	0	0	0	0	1	78	32	1	1	0	1	0	8	0	1	2	1	0	0	3	0
15829	24358	"Litochoro"	40.13889	22.54611	620	"AWI"	620	3788	4870	4364	3	0	94	5	1	2	1	0	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	11	0	0	0	5	6	0	0	0	0	0	1	0	0	0	0	0	1	78	0	0	0	0	0	78	21	0	0	0	1	0	4	0	0	0	1	0	0	9	0
15829	24358	"Litochoro"	40.13889	22.54611	630	"AWI"	630	3886	4992	4488	3	0	28	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	1	0	0	0	0	6	0	0	0	0	0	4	0	0	0	1	0	0	2	0
15829	24358	"Litochoro"	40.13889	22.54611	645	"AWI"	645	4170	5102	4669	6	0	112	2	0	0	6	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	50	0	0	0	0	0	43	9	2	0	0	0	0	1	0	0	3	1	0	0	13	0
15829	24358	"Litochoro"	40.13889	22.54611	654	"AWI"	654	4278	5196	4778	8	0	121	2	2	0	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	12	0	0	0	2	5	0	0	0	0	0	1	0	0	25	0	0	2	65	0	2	0	0	1	45	8	0	0	0	0	0	4	0	0	2	2	0	0	19	0
15829	24358	"Litochoro"	40.13889	22.54611	660	"AWI"	660	4358	5239	4846	7	0	139	5	2	0	9	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	5	6	0	0	0	0	0	0	0	0	12	0	1	0	91	3	1	0	15	1	64	14	1	0	0	0	0	6	0	0	2	2	1	0	7	0
15829	24358	"Litochoro"	40.13889	22.54611	667	"AWI"	667	4423	5321	4918	18	0	97	2	0	1	4	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	16	0	0	0	5	9	0	0	0	0	0	1	0	0	17	0	0	0	152	1	2	0	16	0	71	11	1	1	0	1	0	2	0	0	0	2	0	0	16	0
15829	24358	"Litochoro"	40.13889	22.54611	674	"AWI"	674	4459	5464	4982	6	1	61	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	10	0	0	0	9	8	0	0	0	0	0	1	0	0	19	0	0	0	186	1	1	0	0	0	85	21	0	0	0	1	0	7	0	0	2	0	0	0	15	0
