"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3385	4389	"Roztoki"	49.74255	21.54422	340	"AWI"	340	6976	8969	8083	0	1	99	0	0	0	3	0	0	0	0	1	0	0	81	15	0	0	0	0	0	0	1	0	0	15	0	0	1	1	22	0	0	0	0	2	0	0	31	38	0
3385	4389	"Roztoki"	49.74255	21.54422	345	"AWI"	345	7266	9061	8286	0	0	184	0	0	1	7	0	0	0	0	0	0	0	130	14	0	0	0	0	0	0	0	0	1	31	0	0	2	0	21	0	0	0	0	1	0	0	65	55	1
3385	4389	"Roztoki"	49.74255	21.54422	350	"AWI"	350	7442	9238	8490	0	1	74	0	0	0	3	0	0	0	0	0	0	0	55	6	0	0	0	0	1	0	0	0	1	40	0	0	2	0	16	0	0	1	0	0	0	1	59	29	1
3385	4389	"Roztoki"	49.74255	21.54422	355	"AWI"	355	7766	9307	8675	0	0	89	0	0	0	0	0	0	0	0	0	0	0	79	3	0	0	0	1	0	0	0	0	0	45	0	0	2	0	8	0	0	0	0	2	0	0	43	23	0
3385	4389	"Roztoki"	49.74255	21.54422	360	"AWI"	360	8028	9417	8880	0	0	30	0	0	0	2	0	0	0	0	0	0	0	117	27	0	0	0	0	2	0	0	0	0	8	0	0	20	0	11	0	0	3	0	0	0	0	32	42	0
3385	4389	"Roztoki"	49.74255	21.54422	365	"AWI"	365	8529	9502	9089	0	0	185	0	0	0	3	0	0	0	0	0	0	0	104	107	0	0	0	0	0	0	0	0	0	16	0	0	3	0	23	0	0	0	0	0	0	0	31	33	0
3385	4389	"Roztoki"	49.74255	21.54422	370	"AWI"	370	8781	9736	9331	0	0	138	0	0	0	2	0	0	0	0	0	0	0	100	2	0	0	0	0	0	0	0	0	0	25	0	0	0	0	16	0	0	1	0	0	1	1	0	15	1
3385	4389	"Roztoki"	49.74255	21.54422	375	"AWI"	375	9570	10074	9696	0	0	89	1	0	0	3	0	0	0	0	0	0	0	60	21	0	0	0	0	0	0	0	0	0	27	0	0	7	0	10	0	0	0	0	2	0	0	49	17	0
3385	4389	"Roztoki"	49.74255	21.54422	383	"AWI"	383	10135	10949	10442	0	0	23	0	0	0	4	0	0	0	0	0	0	0	105	8	0	0	0	0	0	0	0	1	0	17	0	0	4	0	3	0	0	0	0	2	0	0	0	21	0
3385	4389	"Roztoki"	49.74255	21.54422	388	"AWI"	388	10789	11212	10995	0	0	18	0	0	0	2	0	0	2	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	9	0	0	4	0	4	0	0	1	0	2	0	0	0	15	1
3385	4389	"Roztoki"	49.74255	21.54422	393	"AWI"	393	11134	11473	11285	0	0	0	2	0	0	14	0	485	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	30	0	0	64	0	0	0	0	0	0	4	0	0	0	116	0
3385	4389	"Roztoki"	49.74255	21.54422	398	"AWI"	398	11218	11724	11411	0	0	1	3	0	0	18	0	369	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	4	206	0	49	0	2	0	0	2	0	5	0	4	0	6	0
3385	4389	"Roztoki"	49.74255	21.54422	403	"AWI"	403	11281	11915	11522	0	0	0	4	0	0	43	0	470	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6	0	9	344	0	74	0	3	0	0	3	0	5	0	3	0	3	0
3385	4389	"Roztoki"	49.74255	21.54422	408	"AWI"	408	11334	12059	11627	0	0	0	4	0	0	14	0	481	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	3	307	0	80	0	0	0	0	0	0	5	0	4	0	6	0
3385	4389	"Roztoki"	49.74255	21.54422	413	"AWI"	413	11425	12186	11728	0	0	0	3	0	0	18	0	300	0	0	0	0	0	0	12	0	0	0	0	0	2	0	2	0	2	306	0	69	0	0	0	0	0	0	2	0	2	0	2	0
3385	4389	"Roztoki"	49.74255	21.54422	415	"AWI"	415	11455	12215	11772	0	0	0	2	0	0	18	0	261	0	0	0	0	0	0	26	0	0	0	0	0	1	0	4	0	4	242	0	64	0	0	0	0	3	0	5	0	4	0	2	0
3385	4389	"Roztoki"	49.74255	21.54422	420	"AWI"	420	11516	12364	11879	0	0	0	4	0	0	40	0	494	0	0	0	0	0	1	29	0	0	0	0	0	0	0	6	0	3	537	0	83	1	0	0	0	5	0	3	1	2	0	1	0
3385	4389	"Roztoki"	49.74255	21.54422	425	"AWI"	425	11651	12469	12018	0	0	1	3	0	0	19	0	100	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	124	0	19	0	0	0	0	1	0	2	1	1	0	1	0
3385	4389	"Roztoki"	49.74255	21.54422	430	"AWI"	430	11726	12657	12152	0	0	1	8	0	0	69	0	252	0	0	0	0	0	0	12	0	3	0	0	0	1	0	10	0	2	366	0	26	0	0	0	0	2	0	9	0	4	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	435	"AWI"	435	11928	12788	12342	0	0	2	5	0	0	43	0	132	0	0	0	0	0	0	8	0	0	0	0	0	1	0	5	0	3	195	1	12	0	0	0	0	5	0	2	0	4	0	1	0
3385	4389	"Roztoki"	49.74255	21.54422	440	"AWI"	440	12037	13033	12529	0	0	0	7	0	0	39	0	117	0	0	0	0	0	0	7	0	0	0	0	0	1	0	2	0	1	182	0	16	0	0	0	0	1	0	3	0	2	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	445	"AWI"	445	12218	13161	12696	0	0	0	2	0	0	22	0	163	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	1	156	0	19	0	0	0	0	0	0	2	0	3	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	450	"AWI"	450	12312	13422	12856	0	0	0	3	0	0	20	0	190	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3	0	3	160	0	21	0	0	0	0	7	0	2	0	0	0	1	0
3385	4389	"Roztoki"	49.74255	21.54422	455	"AWI"	455	12452	13574	12999	0	0	0	1	0	0	8	0	136	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	233	0	18	0	0	0	0	0	0	3	0	2	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	460	"AWI"	460	12532	13832	13132	0	0	0	9	0	0	49	0	414	0	0	0	0	0	0	16	0	0	0	0	0	1	0	7	0	2	558	1	31	2	0	0	0	6	0	4	1	2	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	465	"AWI"	465	12678	13965	13278	0	0	0	5	0	0	17	0	260	0	0	0	0	0	0	14	0	0	0	0	0	1	0	12	0	6	445	0	20	0	0	0	0	0	0	3	0	0	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	468	"AWI"	468	12739	14067	13363	0	0	0	3	0	0	12	0	297	1	0	0	0	0	0	16	0	0	0	0	0	0	0	11	0	2	299	1	21	0	0	0	0	1	0	1	0	3	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	473	"AWI"	473	12868	14224	13507	0	0	0	8	0	0	12	0	133	1	0	0	0	0	0	19	0	0	0	0	0	0	0	13	0	2	410	0	17	0	0	0	0	0	0	0	0	1	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	475	"AWI"	475	12927	14290	13564	0	0	0	3	0	0	7	0	117	1	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	4	281	0	23	0	0	0	0	0	0	1	0	2	0	1	0
3385	4389	"Roztoki"	49.74255	21.54422	480	"AWI"	480	13026	14464	13711	0	0	0	1	0	0	14	0	160	0	0	0	0	0	0	5	1	0	0	0	0	0	0	5	0	1	238	1	21	0	0	0	0	0	0	5	2	1	0	3	0
3385	4389	"Roztoki"	49.74255	21.54422	485	"AWI"	485	13192	14572	13855	0	0	0	3	0	0	25	0	282	0	0	0	0	0	0	25	0	0	0	0	0	1	0	11	0	1	490	0	28	0	0	0	0	1	0	1	0	4	0	1	0
3385	4389	"Roztoki"	49.74255	21.54422	490	"AWI"	490	13304	14732	13997	0	0	0	2	0	0	21	0	208	0	0	0	0	0	0	13	0	0	0	0	0	1	0	2	0	0	303	0	17	1	0	0	0	1	0	5	0	2	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	493	"AWI"	493	13420	14795	14086	0	0	0	8	0	0	20	0	186	0	0	0	0	0	0	13	0	0	0	0	0	0	0	10	0	0	425	0	37	0	0	0	0	1	0	3	0	1	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	498	"AWI"	498	13566	14928	14232	0	0	0	4	0	0	25	0	212	0	0	0	0	0	0	11	0	0	0	0	0	2	0	15	0	0	800	0	35	0	0	0	0	0	0	3	0	4	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	503	"AWI"	503	13748	15059	14373	0	0	0	4	0	0	20	0	252	0	0	0	0	0	0	20	0	0	0	0	0	3	0	17	0	0	502	0	86	1	0	0	0	1	0	5	0	4	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	508	"AWI"	508	13927	15193	14516	0	0	0	6	0	0	15	0	164	0	0	0	0	0	0	14	1	0	0	0	0	1	0	8	0	0	326	0	67	2	0	0	0	0	0	4	0	1	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	513	"AWI"	513	14117	15352	14668	0	0	0	2	0	0	18	0	130	1	0	0	0	0	0	16	0	0	0	0	0	2	0	17	0	1	406	0	69	0	0	0	0	1	0	3	0	1	0	3	0
3385	4389	"Roztoki"	49.74255	21.54422	515	"AWI"	515	14179	15417	14732	0	0	0	5	0	0	35	0	175	0	0	0	0	0	0	13	0	0	0	0	0	5	0	10	0	0	459	0	99	0	0	0	0	2	0	7	0	10	0	1	0
3385	4389	"Roztoki"	49.74255	21.54422	520	"AWI"	520	14304	15673	14894	0	0	0	0	0	0	21	0	186	1	0	0	0	0	0	7	1	0	0	0	0	2	0	11	0	0	396	0	73	0	0	0	0	1	0	3	0	2	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	523	"AWI"	523	14384	15813	15006	2	0	0	4	0	0	22	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0	6	0	0	0	0	106	0	0	0	0	2	0	4	2	2	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	528	"AWI"	528	14474	16156	15180	0	0	0	0	0	0	24	0	222	0	0	0	0	0	0	20	4	0	0	0	0	12	0	4	0	0	292	0	72	0	0	0	0	0	0	6	0	0	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	530	"AWI"	530	14516	16340	15244	0	0	0	0	0	0	66	0	538	0	0	2	0	0	0	24	6	0	0	0	0	12	0	10	0	4	378	0	142	0	0	0	0	0	0	36	0	0	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	533	"AWI"	533	14614	16469	15364	0	0	0	3	0	0	24	0	196	0	0	0	0	4	0	26	2	0	0	0	0	8	0	8	0	0	174	0	58	0	0	0	0	0	0	24	0	0	0	0	0
3385	4389	"Roztoki"	49.74255	21.54422	535	"AWI"	535	14663	16577	15431	0	0	0	0	0	0	10	0	136	0	0	0	0	2	0	42	2	0	0	0	0	12	0	2	0	0	176	0	66	0	0	0	0	0	0	16	0	2	0	0	0
