"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Loranthaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"	"Zygophyllaceae"
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	530	"AWI"	530	2232	4255	3316	8	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	89	0	0	0	0	0	23	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	303	0	0	0	43	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	580	"AWI"	580	2552	4536	3639	14	0	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	30	0	0	0	0	0	36	0	0	1	0	0	6	0	0	0	0	0	0	0	0	25	0	194	0	0	1	0	0	2	0	0	0	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	630	"AWI"	630	2927	4793	3967	9	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	58	0	0	0	2	0	22	3	0	0	0	0	11	0	0	0	1	0	0	0	0	25	0	134	0	0	0	28	0	0	0	0	0	44	0	0	0	2	0	5	0	0	0	0	0	0	0	0	2	0	0	1	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	650	"AWI"	650	3100	4895	4096	17	1	9	2	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	28	294	0	0	0	0	0	18	0	0	0	0	1	33	0	0	0	12	1	1	0	0	42	0	192	0	0	0	73	0	0	1	0	0	27	0	0	0	8	0	6	0	0	0	0	0	3	0	1	1	1	0	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	680	"AWI"	680	3344	4998	4302	20	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	310	0	0	0	0	0	20	1	0	0	0	0	6	0	0	0	7	1	0	0	0	0	0	191	0	0	1	132	0	2	0	0	0	49	0	0	0	11	0	15	0	0	0	0	0	11	0	0	1	0	0	2	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	705	"AWI"	705	3559	5132	4463	11	0	1	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	4	210	0	0	0	0	0	4	0	0	1	0	0	8	0	0	0	3	1	0	1	0	0	0	122	1	0	0	100	0	0	0	0	0	29	0	0	0	6	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	730	"AWI"	730	3831	5205	4610	17	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	260	0	0	0	0	0	33	0	0	0	0	0	7	0	0	0	1	0	0	0	0	15	0	118	0	0	0	143	0	0	0	0	0	34	0	0	0	7	0	25	0	0	0	0	0	1	0	0	2	0	0	1	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	750	"AWI"	750	3980	5299	4735	21	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	187	0	0	0	0	0	29	4	0	0	0	0	10	0	0	0	4	1	0	2	0	16	0	45	0	0	1	49	0	0	0	0	0	44	0	0	0	12	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	765	"AWI"	765	4153	5352	4816	32	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	512	0	0	0	0	0	27	2	0	0	0	0	10	0	0	0	6	1	0	0	5	5	0	82	1	0	0	36	0	0	0	0	0	66	0	0	0	8	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	785	"AWI"	785	4379	5419	4931	64	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	8	129	0	0	0	0	0	19	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	197	0	0	0	28	0	0	0	0	0	67	0	0	0	1	0	4	0	0	0	0	2	1	0	2	1	0	0	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	830	"AWI"	830	4658	5671	5209	39	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	397	0	0	0	0	0	19	1	0	0	1	0	17	0	0	1	1	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	850	"AWI"	850	4739	5861	5322	24	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	878	0	0	0	0	0	42	1	0	0	0	0	7	0	0	0	3	1	1	0	22	0	0	119	0	0	0	29	0	0	0	0	0	86	0	0	0	9	0	1	0	0	0	0	7	0	0	0	1	0	0	0	1
