"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
9837	14562	"Slish Lake"	54.243856	-8.372074	5	"AWI"	5	-52	128	32	1.73267326732673	0	0	0	0	0	0	6.43564356435644	0	0	0	35.6435643564356	0	2.97029702970297	24.5049504950495	0	0	0.247524752475248	0.247524752475248	1.73267326732673	0	0	0	0.99009900990099	0	0	1.48514851485149	1.23762376237624	20.5445544554455	0	0	0.742574257425743	0.247524752475248	0	0	0	0	0	0.99009900990099	0.247524752475248	0	0
9837	14562	"Slish Lake"	54.243856	-8.372074	10	"AWI"	10	-15	222	94	1.42857142857143	0	0	0.285714285714286	0	0	0	0	0	0	0.285714285714286	26.8571428571429	0.285714285714286	7.14285714285714	15.7142857142857	2.28571428571429	0	0.857142857142857	0	1.14285714285714	0	5.42857142857143	0	0.285714285714286	0	9.71428571428571	1.14285714285714	3.71428571428571	18.8571428571429	0	0	1.42857142857143	0.571428571428571	0	0	0	0.571428571428571	0	0	1.14285714285714	0.857142857142857	0
9837	14562	"Slish Lake"	54.243856	-8.372074	15	"AWI"	15	13	329	156	1.37795275590551	0	0	0	0	0	0.590551181102362	1.96850393700787	0.196850393700787	0.393700787401575	0	32.2834645669291	0	7.08661417322835	23.6220472440945	0	0.78740157480315	0.196850393700787	0.196850393700787	0.590551181102362	0	0.196850393700787	0	1.37795275590551	0	0	2.16535433070866	2.75590551181102	19.2913385826772	0	0	0.78740157480315	1.18110236220472	0	0.196850393700787	0.78740157480315	0.984251968503937	0	0.196850393700787	0.196850393700787	0.590551181102362	0
9837	14562	"Slish Lake"	54.243856	-8.372074	20	"AWI"	20	38	438	219	2.62008733624454	0	0	0.145560407569141	0	0.145560407569141	0.727802037845706	2.03784570596798	0	0	0	37.8457059679767	0	6.6957787481805	16.1572052401747	0	0.727802037845706	0.145560407569141	0	0.582241630276565	0	0	0	0.291120815138282	0	4.65793304221252	0.873362445414847	3.05676855895197	16.8850072780204	0	0	0.582241630276565	0.291120815138282	3.93013100436681	0	0	0.145560407569141	0.727802037845706	0	0.145560407569141	0.582241630276565	0
9837	14562	"Slish Lake"	54.243856	-8.372074	25	"AWI"	25	60	552	280	6.40176600441501	0.22075055187638	0	0	0	0.22075055187638	0	6.62251655629139	0	0	0	29.8013245033113	0	7.06401766004415	22.075055187638	0	0.22075055187638	0.441501103752759	0.22075055187638	0.22075055187638	0	0	0	1.1037527593819	0	0.441501103752759	0.22075055187638	2.2075055187638	19.205298013245	0.662251655629139	0	0.22075055187638	1.32450331125828	0	0	0	0.662251655629139	0	0	0	0.441501103752759	0
9837	14562	"Slish Lake"	54.243856	-8.372074	30	"AWI"	30	82	662	342	7.03883495145631	0	0	0.242718446601942	0	0	0	9.70873786407767	0	0	0	25.9708737864078	0	10.9223300970874	17.7184466019417	0	0.242718446601942	0.242718446601942	0.242718446601942	0.485436893203883	0	0	0	2.66990291262136	0	0	1.45631067961165	1.45631067961165	15.5339805825243	0	0.970873786407767	0.970873786407767	1.94174757281553	0	0	0	1.45631067961165	0.485436893203883	0	0	0.242718446601942	0
9837	14562	"Slish Lake"	54.243856	-8.372074	35	"AWI"	35	102	776	405	8.41121495327103	0	0	0.311526479750779	0	0	0.623052959501558	9.65732087227414	0	0	0	32.398753894081	0	9.34579439252336	6.85358255451713	0	0	0.934579439252336	0.623052959501558	0.623052959501558	0	0	0	1.24610591900312	0.311526479750779	0	0	4.04984423676012	21.183800623053	0	1.24610591900312	0.934579439252336	0.311526479750779	0	0	0	0.311526479750779	0.311526479750779	0	0	0.311526479750779	0
9837	14562	"Slish Lake"	54.243856	-8.372074	40	"AWI"	40	121	889	468	12.5	0	0	0	0.3125	0	0	6.5625	0	0	0	13.125	0	12.1875	5.625	0	0	1.5625	0.3125	1.25	0	0.3125	0	5.625	0.625	0	0	1.5625	24.6875	0	0	10.625	0.625	0	0	0	0.9375	0	0	0	1.5625	0
9837	14562	"Slish Lake"	54.243856	-8.372074	45	"AWI"	45	141	1004	530	14.1479099678457	0	0	0	0.643086816720257	0	0	8.03858520900322	0	0	0.321543408360129	19.6141479099678	0	9.0032154340836	0	0	0	2.2508038585209	0.321543408360129	0.964630225080386	0	0	0	2.2508038585209	0	0	0	1.60771704180064	24.7588424437299	0	0	11.2540192926045	0.643086816720257	0	0	0	1.92926045016077	0	0	0	2.2508038585209	0
9837	14562	"Slish Lake"	54.243856	-8.372074	50	"AWI"	50	279	1044	611	12.8048780487805	0	0	0.609756097560976	0	0.304878048780488	0	9.75609756097561	0	0	0	17.3780487804878	0	7.01219512195122	3.35365853658537	0	0	1.52439024390244	0	0.304878048780488	3.65853658536585	0	0	0	2.74390243902439	0.609756097560976	0.304878048780488	0.304878048780488	23.780487804878	0	0	13.4146341463415	0	0	0	0	0.914634146341463	0	0	0	1.21951219512195	0
9837	14562	"Slish Lake"	54.243856	-8.372074	55	"AWI"	55	406	1084	692	11.864406779661	0	0	0	0	0	0	8.47457627118644	0	0	0	16.6666666666667	0	4.23728813559322	3.38983050847458	0	0	2.25988700564972	0.282485875706215	0.847457627118644	0	0	0	6.21468926553672	9.32203389830508	0.282485875706215	0	1.9774011299435	25.9887005649718	0	0	7.06214689265537	0	0	0	0	0.847457627118644	0	0	0	0.282485875706215	0
9837	14562	"Slish Lake"	54.243856	-8.372074	60	"AWI"	60	523	1125	776	7.76699029126214	0	0	0	0	0	0	8.98058252427185	0	0	0	10.9223300970874	0	2.42718446601942	11.6504854368932	0	0	0.728155339805825	0	0.728155339805825	0	0	0	2.42718446601942	12.1359223300971	0.242718446601942	0.242718446601942	3.39805825242718	34.9514563106796	0	0	2.9126213592233	0	0	0	0	0.242718446601942	0	0	0	0.242718446601942	0
9837	14562	"Slish Lake"	54.243856	-8.372074	65	"AWI"	65	615	1179	865	7.86163522012579	0	0	0	0.314465408805031	0	0	4.08805031446541	0	0	0	40.251572327044	0	3.14465408805031	13.2075471698113	0	0	0.628930817610063	0.314465408805031	0	0	0	0	6.60377358490566	1.88679245283019	0.314465408805031	0.943396226415094	0.943396226415094	14.1509433962264	0	0	5.0314465408805	0.314465408805031	0	0	0	0	0	0	0	0	0
9837	14562	"Slish Lake"	54.243856	-8.372074	70	"AWI"	70	684	1243	954	9.79228486646884	0	0	0	0	0	0	10.0890207715134	0	0	0	26.4094955489614	0	2.9673590504451	10.0890207715134	0	0	1.48367952522255	0	0.890207715133531	0	0	0	0	1.78041543026706	0	0.29673590504451	2.9673590504451	27.5964391691395	0	0	4.45103857566766	0	0	0	0	0	0	0	0	1.18694362017804	0
9837	14562	"Slish Lake"	54.243856	-8.372074	75	"AWI"	75	739	1313	1042	9.13978494623656	0	0	0.268817204301075	0	0	0	8.06451612903226	0	0	0	51.3440860215054	0	2.41935483870968	9.67741935483871	0	0.268817204301075	2.1505376344086	0.537634408602151	0	0	0	0	4.3010752688172	0	0.268817204301075	0	0.268817204301075	5.64516129032258	0	0	4.83870967741935	0	0	0	0	0.537634408602151	0	0.268817204301075	0	0	0
