"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juniperus"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15711	24110	"Mabo Moss"	58.02114	16.05602	30	"AWI"	30	9	565	236	0	84	0	0	1	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	5	0	0	0	11	0	0	0	0	84	920	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0
15711	24110	"Mabo Moss"	58.02114	16.05602	35	"AWI"	35	75	600	296	0	19	2	0	3	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	35	498	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
15711	24110	"Mabo Moss"	58.02114	16.05602	40	"AWI"	40	115	643	358	0	70	1	0	1	0	0	0	0	1	0	0	0	14	3	1	0	0	0	0	5	0	0	0	0	0	0	0	1	187	873	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0
15711	24110	"Mabo Moss"	58.02114	16.05602	45	"AWI"	45	141	712	411	0	53	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	156	781	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
15711	24110	"Mabo Moss"	58.02114	16.05602	50	"AWI"	50	195	752	466	0	68	0	1	1	0	0	0	0	1	0	0	0	8	16	0	0	0	0	0	6	0	0	0	7	0	0	0	1	102	831	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0
15711	24110	"Mabo Moss"	58.02114	16.05602	55	"AWI"	55	232	795	524	0	75	0	0	4	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	2	0	2	0	7	0	0	0	0	93	703	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0
15711	24110	"Mabo Moss"	58.02114	16.05602	60	"AWI"	60	265	867	578	0	52	0	0	4	0	0	0	0	3	0	0	0	11	11	0	0	0	0	0	2	0	0	0	18	0	0	0	3	170	694	0	0	0	0	17	0	0	1	0	2	0	0	0	0	0	0	1	0
15711	24110	"Mabo Moss"	58.02114	16.05602	65	"AWI"	65	356	892	636	0	24	0	0	2	0	0	0	0	3	0	0	0	14	4	0	0	0	0	0	1	0	0	0	5	1	0	0	0	143	489	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0
15711	24110	"Mabo Moss"	58.02114	16.05602	70	"AWI"	70	417	926	695	0	68	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	1	0	0	4	170	627	0	0	0	1	16	0	0	0	0	1	0	0	0	0	0	1	0	0
15711	24110	"Mabo Moss"	58.02114	16.05602	75	"AWI"	75	455	987	752	0	33	1	0	0	0	0	2	0	0	0	0	0	18	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	133	1101	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	1	0	0
15711	24110	"Mabo Moss"	58.02114	16.05602	80	"AWI"	80	556	1002	800	1	41	0	0	1	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	1	0	0	0	0	0	0	0	6	155	667	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0
15711	24110	"Mabo Moss"	58.02114	16.05602	85	"AWI"	85	630	1030	849	2	43	0	0	2	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	925	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
