"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Ilex"	"Lamiaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	10	"AWI"	10	-44	221	73	0	3.03030303030303	4.54545454545455	0	0	0	0	0	0	6.06060606060606	62.1212121212121	0	0	0	0	0	0	15.1515151515152	0	0	0	0	4.54545454545455	0	0	0	4.54545454545455	0	0	0	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	81	"AWI"	81	832	1324	1073	1.97044334975369	0.985221674876847	0.985221674876847	0	0.985221674876847	8.3743842364532	0.492610837438424	8.3743842364532	0.492610837438424	1.97044334975369	46.7980295566502	0	0	2.46305418719212	0	0	0.985221674876847	0.492610837438424	0.492610837438424	0	13.3004926108374	3.94088669950739	4.92610837438424	0	0.985221674876847	0	0.492610837438424	0	0	0.492610837438424	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	101	"AWI"	101	1110	1602	1355	3.46320346320346	1.73160173160173	0.432900432900433	0	0.432900432900433	0	0.432900432900433	3.8961038961039	0	3.46320346320346	44.1558441558442	0.865800865800866	0	4.32900432900433	0	0	0	0.432900432900433	1.2987012987013	0	16.4502164502165	2.16450216450216	11.6883116883117	0.432900432900433	0	0.865800865800866	0.432900432900433	0.865800865800866	0	1.2987012987013	0.865800865800866
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	111	"AWI"	111	1250	1738	1496	5.52486187845304	0.552486187845304	0.552486187845304	0	0.552486187845304	4.41988950276243	4.97237569060773	2.76243093922652	0	2.20994475138122	33.7016574585635	0	0	3.31491712707182	0	0	0	0.552486187845304	0	0	29.2817679558011	1.10497237569061	8.28729281767956	0.552486187845304	0.552486187845304	0.552486187845304	0	0.552486187845304	0	0	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	115	"AWI"	115	1309	1789	1554	1.66666666666667	1.25	0	0	0	0	0.833333333333333	1.25	0	4.16666666666667	43.3333333333333	0	0	5	0	0	0	0.833333333333333	0.416666666666667	0	22.5	0	16.25	0.833333333333333	0	0	1.25	0	0	0.416666666666667	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	118	"AWI"	118	1351	1828	1596	3.06122448979592	0.510204081632653	0.510204081632653	0	0	0	1.53061224489796	1.02040816326531	0	1.02040816326531	52.5510204081633	0.510204081632653	0	1.53061224489796	0	0	0	1.02040816326531	0.510204081632653	0	27.5510204081633	0	5.61224489795918	0.510204081632653	1.02040816326531	0	1.02040816326531	0	0	0.510204081632653	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	122	"AWI"	122	1413	1882	1652	0	4.26829268292683	0	0	0.609756097560976	6.70731707317073	0	0.609756097560976	0	4.26829268292683	41.4634146341463	0	0	0.609756097560976	0.609756097560976	0	0	3.04878048780488	0.609756097560976	0	29.8780487804878	0	6.09756097560976	0	0	0	0.609756097560976	0	0.609756097560976	0	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	130	"AWI"	130	1535	1984	1766	6.17283950617284	10.2880658436214	0.411522633744856	0	0	3.29218106995885	2.46913580246914	0	0	12.7572016460905	18.5185185185185	0	0	1.23456790123457	0.411522633744856	0	0.411522633744856	5.34979423868313	0	0.411522633744856	14.40329218107	0	20.9876543209877	1.64609053497942	0	0	0.411522633744856	0	0.823045267489712	0	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	137	"AWI"	137	1647	2074	1862	17.5732217573222	17.9916317991632	0	0.418410041841004	0.418410041841004	0	2.09205020920502	0	0	11.7154811715481	24.2677824267782	0	0.418410041841004	0.836820083682008	0	0.418410041841004	0	5.85774058577406	0	0	0	0	15.4811715481172	0	0	0	0	0	2.09205020920502	0.418410041841004	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	147	"AWI"	147	1802	2200	2004	6.5843621399177	16.0493827160494	0	0	0.411522633744856	0	3.29218106995885	0	0	15.6378600823045	22.2222222222222	0	0	2.05761316872428	0	0	0	2.05761316872428	0	0.411522633744856	6.5843621399177	0	22.6337448559671	0	0	0	0.411522633744856	0.411522633744856	0.823045267489712	0.411522633744856	0
