"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	75	"AWI"	75	883	1430	1142	0	0	16	0	2	5	0	275	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	2	152	549	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	80	"AWI"	80	925	1538	1222	0	0	74	0	0	0	0	354	0	0	0	1	0	0	0	0	3	1	0	0	0	0	2	0	2	0	2	76	479	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	3	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	85	"AWI"	85	1022	1593	1307	0	0	81	0	0	1	0	390	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	2	0	1	88	426	0	0	0	0	8	0	0	0	0	0	2	1	0	0	1	1	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	90	"AWI"	90	1082	1679	1390	0	0	84	0	0	1	0	307	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	4	133	461	0	0	0	0	7	0	0	0	0	2	2	0	0	0	0	1	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	95	"AWI"	95	1212	1726	1467	0	0	89	0	0	1	0	376	0	0	0	0	0	0	2	3	3	1	0	0	0	0	0	0	0	0	1	113	411	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	2	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	99	"AWI"	99	1273	1784	1534	0	0	84	1	0	2	0	314	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	2	0	0	87	505	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	1	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	100	"AWI"	100	1287	1805	1550	1	0	98	0	0	3	0	384	0	1	0	0	0	0	1	0	8	3	0	0	0	0	1	0	1	0	2	106	396	0	0	0	0	5	0	0	0	0	2	1	0	0	0	0	2	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	102.5	"AWI"	102.5	1342.5	1831.5	1584	0	0	67	1	0	0	0	285	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	4	2	0	1	141	432	0	0	0	0	5	0	0	0	0	0	2	0	0	0	5	2	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	105	"AWI"	105	1387	1863	1621	1	0	155	0	0	2	0	458	0	1	0	0	0	0	0	1	4	1	0	0	0	0	0	0	2	0	0	75	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	110	"AWI"	110	1434	1968	1696	0	0	116	0	0	2	0	451	0	0	0	0	0	0	0	1	10	1	0	0	0	0	0	1	0	0	0	125	280	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	115	"AWI"	115	1496	2037	1762	0	0	118	0	0	3	0	612	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	90	166	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	2	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	120	"AWI"	120	1536	2144	1823	0	0	90	1	0	4	0	429	0	1	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	2	127	329	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	1	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	125	"AWI"	125	1599	2207	1886	0	0	152	1	0	0	0	414	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	1	0	0	3	86	332	0	0	1	0	3	0	0	0	0	0	0	0	0	0	5	1	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	130	"AWI"	130	1642	2292	1951	0	0	81	0	0	2	0	367	0	0	0	0	0	0	0	3	4	4	0	0	0	0	0	1	0	0	0	110	429	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	4	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	135	"AWI"	135	1709	2349	2014	0	0	53	0	0	0	0	362	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	219	361	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	140	"AWI"	140	1751	2426	2081	0	0	61	1	0	2	0	586	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	64	278	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	1	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	145	"AWI"	145	1827	2473	2147	0	0	21	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	150	"AWI"	150	1875	2546	2212	0	0	109	0	0	1	0	468	0	0	0	0	0	0	0	2	11	6	0	0	0	0	3	0	0	0	0	60	339	0	0	0	0	5	0	0	0	1	0	3	1	0	0	2	5	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	155	"AWI"	155	1942	2587	2277	0	0	55	0	0	2	0	334	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	31	570	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	160	"AWI"	160	1990	2649	2344	0	0	66	0	0	0	0	278	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	76	172	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	3	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	165	"AWI"	165	2069	2693	2412	0	0	86	0	0	1	0	216	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	14	378	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	4	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	170	"AWI"	170	2125	2762	2482	0	0	3	0	0	0	0	26	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	180	"AWI"	180	2287	2988	2657	0	0	54	0	0	1	0	391	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	298	250	0	0	0	2	2	0	0	0	0	0	1	0	0	0	1	3	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	185	"AWI"	185	2389	3124	2772	0	0	76	0	0	1	0	450	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	1	0	0	1	157	255	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	5	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	190	"AWI"	190	2450	3369	2878	0	0	51	0	0	3	0	314	0	0	0	0	0	0	0	1	6	72	0	0	0	0	0	0	0	0	0	328	299	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	195	"AWI"	195	2565	3473	2999	0	0	64	1	2	1	0	407	0	0	0	0	0	1	0	0	11	20	0	0	0	0	0	1	1	0	0	265	273	0	0	0	0	6	0	0	0	0	0	2	0	0	1	2	2	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	200	"AWI"	200	2640	3650	3115	0	0	70	0	1	1	0	258	0	0	0	0	0	1	0	0	4	30	0	0	0	0	1	1	0	0	1	378	270	0	0	0	0	12	0	0	0	0	1	2	0	0	0	3	3	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	205	"AWI"	205	2756	3732	3238	0	2	53	0	0	2	0	199	0	0	0	0	0	0	0	0	3	15	0	0	0	0	0	2	0	0	0	429	306	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	2	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	210	"AWI"	210	2832	3890	3362	0	0	88	0	0	1	0	329	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	5	2	0	0	244	316	0	0	0	2	4	0	0	0	0	1	4	0	0	0	2	0	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	215	"AWI"	215	2974	3967	3486	0	0	88	0	0	3	0	298	0	0	0	0	0	0	0	1	22	5	0	0	0	0	0	1	1	0	2	310	266	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	3	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	220	"AWI"	220	3063	4106	3613	0	0	99	0	0	2	0	402	0	0	0	0	0	0	1	0	12	2	0	0	0	0	0	8	0	0	1	244	260	0	0	1	0	6	0	0	0	0	0	3	0	0	0	13	5	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	225	"AWI"	225	3234	4171	3732	0	0	82	0	0	3	0	346	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0	1	0	0	0	244	287	0	0	0	0	7	0	0	0	0	0	2	0	0	0	8	3	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	230	"AWI"	230	3338	4287	3855	0	0	73	0	0	1	0	301	0	0	0	0	0	0	0	0	13	5	0	0	0	0	0	4	0	0	0	171	416	0	0	1	3	12	0	0	0	0	0	0	0	0	0	4	6	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	235	"AWI"	235	3538	4350	3968	0	0	103	0	0	1	0	378	0	0	0	0	0	0	0	2	18	1	0	0	0	0	0	6	1	0	0	210	271	0	0	0	0	8	0	0	0	1	0	3	0	0	0	3	3	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	240	"AWI"	240	3668	4442	4095	0	0	108	0	0	0	0	493	0	0	0	0	0	0	0	1	43	2	0	0	0	0	0	9	0	0	1	52	239	0	0	1	0	12	0	1	0	0	0	3	2	2	0	20	21	1
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	245	"AWI"	245	3749	4574	4184	0	0	93	0	1	4	0	332	0	0	0	0	0	0	0	1	14	3	0	0	0	0	0	0	0	0	1	198	345	0	0	0	0	8	0	0	0	1	0	2	0	0	0	5	6	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	250	"AWI"	250	3800	4779	4261	0	1	161	0	0	0	0	560	0	0	2	0	0	0	0	0	49	0	0	0	0	0	0	1	0	0	0	3	197	0	0	0	0	3	0	1	0	0	0	0	2	0	1	2	23	1
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	255	"AWI"	255	3879	4901	4353	0	0	171	0	0	0	0	435	0	0	0	0	0	0	0	8	32	5	0	0	0	0	0	1	1	0	0	3	323	0	0	1	0	3	0	0	0	0	0	4	0	0	0	1	30	0
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	260	"AWI"	260	3935	5066	4440	0	1	161	0	0	2	0	450	0	0	0	0	0	0	0	3	28	0	0	0	0	0	0	0	1	1	0	3	331	0	0	3	0	4	0	0	0	0	0	5	0	0	0	1	19	4
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	265	"AWI"	265	4011	5174	4531	0	0	5	5	0	10	0	804	0	0	0	0	0	0	0	14	6	12	1	1	0	0	0	0	2	0	0	0	172	0	0	0	0	5	0	0	0	0	5	13	0	0	1	0	8	3
3178	4134	"Kaartlamminsuo"	60.737178	24.216752	270	"AWI"	270	4063	5326	4618	0	0	4	1	0	9	0	817	0	8	0	0	0	0	0	15	0	17	1	0	0	0	0	0	3	0	0	0	177	0	0	0	0	1	0	0	0	3	2	10	0	0	1	0	2	1
