"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Iridaceae"	"Juglans"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26561	46447	"Poteryanny Zub"	68.82667	35.32822	76	"AWI"	76	5454	5951	5736	3	0	0	1	0	194	0	0	0	0	6	0	10	0	0	0	0	4	0	2	315	0	10	0	0	0	0	0	1	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	78	"AWI"	78	5573	5983	5801	3	0	0	0	1	218	0	0	2	0	0	0	9	0	0	0	0	9	0	2	265	0	2	0	0	1	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	82	"AWI"	82	5723	6087	5917	4	1	0	1	0	240	0	0	8	0	0	0	9	0	0	0	0	6	0	0	218	0	7	0	1	0	0	0	1	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	86	"AWI"	86	5798	6199	6001	2	0	0	2	0	233	1	0	5	0	0	0	6	0	0	0	0	6	0	1	254	0	11	0	0	0	0	0	1	0	0	0	1	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	90	"AWI"	90	5848	6321	6081	0	0	0	2	1	216	0	0	4	0	0	0	10	0	0	0	0	2	0	0	259	0	6	0	0	0	0	0	1	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	94	"AWI"	94	5926	6395	6164	3	0	0	2	0	217	0	0	5	0	0	0	12	0	0	0	0	2	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	98	"AWI"	98	6009	6472	6250	6	0	0	1	0	205	0	0	4	0	8	0	11	0	0	0	0	5	0	1	274	0	4	0	0	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	102	"AWI"	102	6101	6551	6336	5	1	0	2	1	233	0	0	4	0	6	0	8	0	0	0	0	8	0	1	218	0	4	0	1	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	106	"AWI"	106	6213	6631	6421	4	0	0	1	0	183	0	0	2	0	0	0	5	0	0	0	0	4	0	0	291	0	6	0	0	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	110	"AWI"	110	6313	6711	6505	8	1	0	1	0	287	0	0	2	0	7	0	2	0	0	0	0	9	0	0	212	0	7	0	1	0	0	0	0	0	0	0	1	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	114	"AWI"	114	6454	6869	6631	7	0	0	0	0	237	0	0	10	0	18	0	1	0	0	0	0	6	0	0	225	0	9	0	0	1	0	0	3	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	118	"AWI"	118	6547	7175	6799	9	0	0	1	0	231	0	0	10	0	0	0	1	0	0	0	0	4	0	1	0	0	2	0	1	1	0	0	0	0	0	0	4	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	122	"AWI"	122	6644	7497	6976	4	1	0	0	0	247	0	0	0	0	0	0	1	0	0	0	0	3	0	0	256	0	6	2	1	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	126	"AWI"	126	6758	7800	7168	2	0	0	0	1	251	0	0	5	0	11	0	4	0	0	0	0	4	0	0	201	0	13	0	0	0	0	0	0	0	0	0	1	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	130	"AWI"	130	6872	8061	7364	7	0	0	0	0	303	0	2	10	0	8	0	1	0	0	0	0	5	0	0	0	0	25	0	0	0	0	0	0	0	0	0	2	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	132	"AWI"	132	6967	8135	7462	0	0	0	2	0	369	0	0	5	0	0	0	0	0	1	0	0	11	0	0	0	0	19	0	0	1	0	0	1	0	0	0	1	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	136	"AWI"	136	7092	8347	7664	1	0	0	1	1	374	0	0	5	0	0	0	0	0	0	0	0	27	0	1	0	0	10	1	0	0	0	0	1	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	140	"AWI"	140	7231	8579	7862	1	0	0	0	1	377	0	0	1	0	0	0	0	0	0	0	0	9	0	0	73	0	14	1	0	0	0	0	3	0	0	0	1	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	144	"AWI"	144	7394	8737	8069	3	0	0	3	2	350	0	0	3	0	0	0	3	0	0	0	0	9	0	0	0	0	31	0	1	0	0	0	2	0	0	0	2	1
26561	46447	"Poteryanny Zub"	68.82667	35.32822	148	"AWI"	148	7569	8895	8257	1	1	0	1	1	347	0	1	2	0	0	0	1	0	0	0	0	10	0	0	57	0	23	0	0	1	0	0	1	0	0	0	0	1
26561	46447	"Poteryanny Zub"	68.82667	35.32822	152	"AWI"	152	7767	9072	8451	1	1	0	3	0	426	0	0	4	0	0	0	2	0	0	0	0	2	0	0	0	0	24	0	1	0	0	0	3	0	1	0	1	1
26561	46447	"Poteryanny Zub"	68.82667	35.32822	156	"AWI"	156	7971	9253	8646	1	0	0	4	1	439	0	0	2	0	7	0	2	0	0	0	0	4	0	0	0	0	24	1	1	0	0	0	1	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	158	"AWI"	158	8077	9310	8742	1	1	0	2	1	453	0	0	0	0	2	0	0	0	0	0	0	3	2	0	0	0	26	0	0	0	0	0	5	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	160	"AWI"	160	8159	9396	8832	1	0	0	5	0	443	0	0	0	0	9	0	1	0	0	0	1	0	0	0	0	0	26	0	0	0	0	0	1	0	1	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	164	"AWI"	164	8400	9541	9042	3	1	0	3	0	403	0	0	0	0	0	0	2	0	0	0	1	13	0	0	38	0	20	0	0	0	0	0	3	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	168	"AWI"	168	8661	9676	9236	5	0	0	6	1	404	1	0	0	0	8	0	2	0	0	0	0	10	0	0	0	0	34	0	0	0	0	0	2	0	0	0	1	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	172	"AWI"	172	8908	9791	9423	1	0	0	3	1	436	1	0	0	0	13	0	4	0	0	0	0	1	0	0	0	0	30	0	1	0	0	0	3	0	0	0	1	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	176	"AWI"	176	9182	9905	9605	0	1	0	1	0	457	1	0	0	0	13	0	3	0	0	0	0	4	0	0	0	0	16	0	0	0	0	0	3	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	180	"AWI"	180	9566	10018	9785	0	2	0	2	1	448	0	0	1	0	11	0	2	0	0	2	0	2	1	0	0	0	20	0	0	1	0	0	3	0	0	0	0	1
26561	46447	"Poteryanny Zub"	68.82667	35.32822	184	"AWI"	184	9654	10082	9879	1	1	0	1	0	452	1	0	5	1	13	0	1	0	0	0	0	5	1	0	0	0	18	0	0	0	0	2	2	0	0	0	0	1
26561	46447	"Poteryanny Zub"	68.82667	35.32822	188	"AWI"	188	9759	10144	9968	2	0	0	2	0	448	0	0	3	0	8	0	2	0	0	0	0	3	0	0	0	0	21	0	0	0	0	0	3	0	0	0	2	1
26561	46447	"Poteryanny Zub"	68.82667	35.32822	192	"AWI"	192	9837	10242	10067	0	0	0	3	1	458	0	0	6	0	7	0	1	0	0	0	0	3	0	0	0	0	32	0	0	0	0	0	0	0	0	0	1	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	196	"AWI"	196	9919	10420	10161	0	2	0	2	0	436	1	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	200	"AWI"	200	9983	10548	10256	0	2	0	3	1	435	0	0	2	0	6	0	1	0	0	0	0	4	0	0	0	0	18	0	0	0	0	0	3	0	0	0	1	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	204	"AWI"	204	10076	10637	10353	0	0	1	7	0	427	0	0	6	0	5	0	8	0	0	0	0	2	4	0	0	0	24	0	0	0	0	0	3	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	208	"AWI"	208	10183	10725	10458	0	0	0	7	0	405	1	0	0	0	15	0	10	0	0	0	0	2	1	0	0	0	44	0	0	0	0	0	3	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	212	"AWI"	212	10291	10819	10553	0	1	0	4	0	400	1	0	0	0	10	0	24	0	0	0	0	0	2	0	0	0	55	1	0	0	0	0	6	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	216	"AWI"	216	10394	10923	10649	0	1	0	7	2	310	0	0	0	0	12	0	64	0	0	0	0	2	0	0	0	0	81	3	0	0	0	0	17	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	220	"AWI"	220	10525	11003	10742	0	1	0	11	0	294	1	0	2	0	0	0	78	0	0	0	0	1	0	0	0	0	80	2	0	0	0	0	19	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	224	"AWI"	224	10596	11066	10843	0	1	0	9	0	324	3	0	3	0	13	0	40	0	0	0	0	1	0	1	0	0	60	1	0	1	0	0	15	0	5	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	228	"AWI"	228	10654	11133	10947	0	2	0	13	3	328	1	0	1	0	9	0	21	0	0	0	0	3	1	0	0	0	80	1	0	1	0	0	22	0	0	0	0	1
26561	46447	"Poteryanny Zub"	68.82667	35.32822	230	"AWI"	230	10677	11173	10994	1	0	1	10	0	319	0	0	1	0	12	0	25	0	0	0	0	2	0	0	0	0	84	0	0	0	0	0	27	0	0	0	0	2
26561	46447	"Poteryanny Zub"	68.82667	35.32822	232	"AWI"	232	10739	11307	11065	2	5	1	13	2	309	1	0	1	0	10	0	12	0	0	0	0	2	0	0	0	0	90	1	0	1	0	0	34	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	234	"AWI"	234	10780	11490	11121	0	1	3	10	1	268	2	0	5	0	0	0	6	0	0	0	0	1	0	1	0	0	79	4	0	1	0	0	47	0	1	0	0	3
26561	46447	"Poteryanny Zub"	68.82667	35.32822	236	"AWI"	236	10836	11641	11189	0	4	0	7	1	167	4	0	2	0	29	0	1	0	0	0	2	3	0	0	0	0	169	7	0	0	0	0	55	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	238	"AWI"	238	10892	11739	11267	0	6	0	14	0	117	1	0	3	0	43	1	0	0	0	0	0	5	1	0	0	0	78	11	0	0	0	0	94	0	2	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	240	"AWI"	240	10932	11871	11340	0	5	0	23	1	107	8	0	7	0	47	0	1	0	0	0	0	1	0	0	0	0	73	15	0	5	0	0	124	0	1	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	242	"AWI"	242	11013	11962	11420	0	6	0	25	2	81	1	0	8	0	53	0	0	0	0	0	0	0	0	0	0	0	54	1	0	0	0	0	85	0	0	0	0	5
26561	46447	"Poteryanny Zub"	68.82667	35.32822	244	"AWI"	244	11065	12089	11495	0	4	0	43	1	75	12	0	3	0	46	0	0	0	0	0	0	0	0	0	0	0	62	11	0	0	0	0	161	0	1	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	246	"AWI"	246	11137	12194	11575	0	10	0	23	4	77	4	0	4	0	34	0	0	0	0	0	0	0	0	0	0	0	73	10	0	0	0	0	139	0	2	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	248	"AWI"	248	11213	12278	11657	1	3	0	23	1	74	4	0	3	0	75	0	0	0	0	0	0	0	0	0	0	0	44	2	0	1	0	0	116	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	250	"AWI"	250	11267	12413	11731	0	3	0	30	2	105	8	0	1	0	55	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	165	0	1	0	0	0
