"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
13390	20042	"Trettetjørn"	60.71667	7	38.5	"AWI"	38.5	1025	1347	1189.5	5.11945392491468	0	4.09556313993174	0.68259385665529	0	16.7235494880546	0	0	0	0	0.68259385665529	0.68259385665529	8.19112627986348	0	0	0	0	1.36518771331058	1.70648464163823	3.41296928327645	0	2.04778156996587	1.02389078498294	0	1.02389078498294	19.1126279863481	0	33.4470989761092	0	0	0	0.341296928327645	0	0	0	0	0	0	0	0	0	0	0.341296928327645	0
13390	20042	"Trettetjørn"	60.71667	7	42.5	"AWI"	42.5	1081.5	1398	1242.5	5.08474576271187	0	4.40677966101695	0.338983050847458	0	21.6949152542373	0	0	0	1.69491525423729	0.677966101694915	1.35593220338983	3.38983050847458	0	0	0	0	2.3728813559322	1.01694915254237	1.01694915254237	0	2.03389830508475	0.677966101694915	0	0	13.2203389830508	0	39.3220338983051	0	0	0	1.01694915254237	0	0	0	0	0	0	0	0	0	0.338983050847458	0.338983050847458	0
13390	20042	"Trettetjørn"	60.71667	7	50.5	"AWI"	50.5	1182.5	1479	1354.5	10.1503759398496	0.37593984962406	5.26315789473684	0	0	0	0	0	0	0	0.37593984962406	1.12781954887218	6.01503759398496	0	0	0	0	1.12781954887218	0.75187969924812	3.00751879699248	0	3.00751879699248	0.37593984962406	0	0.37593984962406	22.1804511278195	0	42.1052631578947	0	0	0	0.37593984962406	0	0	0	0	0	0.37593984962406	0.37593984962406	0.37593984962406	0.37593984962406	0.37593984962406	1.12781954887218	0.37593984962406
13390	20042	"Trettetjørn"	60.71667	7	58.5	"AWI"	58.5	1379	1636	1497	4.07239819004525	0	2.71493212669683	1.35746606334842	0	0	0	0	0	0	0.452488687782805	1.35746606334842	14.4796380090498	0	0	0	0	0.452488687782805	1.80995475113122	2.71493212669683	0	0	2.26244343891403	0	0.452488687782805	31.6742081447964	0	23.5294117647059	0	0	0	3.16742081447964	0	0	0	8.5972850678733	0	0	0.452488687782805	0	0	0.452488687782805	0	0
13390	20042	"Trettetjørn"	60.71667	7	66.5	"AWI"	66.5	1472	2067.5	1725.5	4.28954423592493	0	2.94906166219839	0.268096514745308	0	31.9034852546917	0	0	0	1.34048257372654	1.07238605898123	0.268096514745308	10.455764075067	0	0	0	0	0.268096514745308	0.804289544235925	2.14477211796247	0	0.536193029490617	0.268096514745308	0	0.536193029490617	25.7372654155496	0	15.5495978552279	0	0	0	0.268096514745308	0	0	0	0	0	0	0.268096514745308	0	0.268096514745308	0	0.268096514745308	0.536193029490617
13390	20042	"Trettetjørn"	60.71667	7	74.5	"AWI"	74.5	1616	2427.5	1988	5.22088353413655	0	2.00803212851406	0	0	0	0	0	0.401606425702811	1.60642570281124	0.401606425702811	1.20481927710843	8.43373493975904	0	0	0	0	1.20481927710843	1.60642570281124	2.40963855421687	0	0.401606425702811	0	0	0.401606425702811	42.1686746987952	0	29.718875502008	0	0	0	1.60642570281124	0	0	0	0	0	0	0.401606425702811	0	0	0.401606425702811	0	0.401606425702811
13390	20042	"Trettetjørn"	60.71667	7	82.5	"AWI"	82.5	1903.5	2630	2297.5	7.55395683453237	0	2.87769784172662	0.719424460431655	0	0	0	0	0	0	1.07913669064748	0.359712230215827	13.6690647482014	0	0	0	0	1.07913669064748	0.359712230215827	4.31654676258993	0	1.43884892086331	1.07913669064748	0	0	42.4460431654676	0	18.3453237410072	0	0	0	2.87769784172662	0	0	0	0	0	0	0.719424460431655	0.359712230215827	0.359712230215827	0.359712230215827	0	0
13390	20042	"Trettetjørn"	60.71667	7	90.5	"AWI"	90.5	2329.5	2803.5	2633.5	7.89473684210526	0	2.63157894736842	0.87719298245614	0	0	0	0	0	0	0.87719298245614	0.87719298245614	11.4035087719298	0	0	0.43859649122807	0	0.43859649122807	2.19298245614035	3.07017543859649	0	0.43859649122807	1.75438596491228	0	0	39.0350877192982	0	19.7368421052632	0	0	0	3.07017543859649	0	0	0	0	0	0	0.43859649122807	0	0	3.07017543859649	1.75438596491228	0
13390	20042	"Trettetjørn"	60.71667	7	98.5	"AWI"	98.5	2612	3225.5	2889.5	8.55855855855856	0	6.30630630630631	0.900900900900901	0	0	0	0	0	0	0.900900900900901	1.35135135135135	20.2702702702703	0	0	0	0	1.35135135135135	1.35135135135135	0.900900900900901	0	0.900900900900901	0	0	0	34.6846846846847	0	19.3693693693694	0	0	0	0	0	0	0	0	0	0.45045045045045	0.45045045045045	0	0	1.8018018018018	0.45045045045045	0
13390	20042	"Trettetjørn"	60.71667	7	108.5	"AWI"	108.5	2827.5	3573	3183	3.90625	0	2.08333333333333	0.520833333333333	0	39.0625	0	0	0	0	1.04166666666667	0	7.03125	0	0	0	0	0.520833333333333	1.30208333333333	3.125	0	0.260416666666667	1.30208333333333	0	0	24.4791666666667	0	12.2395833333333	0	0	0	1.30208333333333	0	0	0	0	0	0	0.520833333333333	0	0.260416666666667	0.78125	0.260416666666667	0
13390	20042	"Trettetjørn"	60.71667	7	116.5	"AWI"	116.5	3055.5	3739.5	3419	6.66666666666667	0	4.16666666666667	0	0	0	0	0	0	2.08333333333333	1.25	0.833333333333333	11.25	0	0	0	0	0.416666666666667	3.75	2.5	0	0	0	0	0	43.3333333333333	0	20.8333333333333	0	0	0	1.25	0	0	0	0	0	0	0.416666666666667	0.416666666666667	0.416666666666667	0.416666666666667	0	0
13390	20042	"Trettetjørn"	60.71667	7	124.5	"AWI"	124.5	3365	3897	3651.5	9.09090909090909	0	2.06611570247934	0	0	0	0	0	0	0	0.826446280991736	0	11.1570247933884	0	0	0	0	0.413223140495868	2.06611570247934	2.47933884297521	0	0.413223140495868	0	0	0	45.4545454545455	0	19.0082644628099	0	0	0	4.54545454545455	0	0	0	0	0	0	1.2396694214876	0	0	1.2396694214876	0	0
13390	20042	"Trettetjørn"	60.71667	7	132.5	"AWI"	132.5	3717.5	4079.5	3899	7.9295154185022	0.440528634361234	2.20264317180617	0.440528634361234	0	0	0	0	0	0	0.440528634361234	0.881057268722467	11.8942731277533	0	0	0	0	0.440528634361234	2.6431718061674	3.08370044052863	0	0.881057268722467	1.76211453744493	0	0	46.2555066079295	0	12.7753303964758	0	0	0	3.9647577092511	0	0	0	0	0	0	0.440528634361234	0	0	3.52422907488987	0	0
13390	20042	"Trettetjørn"	60.71667	7	140.5	"AWI"	140.5	3905	4601.5	4173.5	14.7540983606557	0	2.86885245901639	0.409836065573771	0	0	0	0	0.409836065573771	0	0.409836065573771	0	9.83606557377049	0	0	0	0	0.409836065573771	2.45901639344262	2.45901639344262	0	0.819672131147541	0.409836065573771	0	0	43.4426229508197	0	11.4754098360656	0	0	0.409836065573771	6.55737704918033	0	0	0	0	0	0	0.819672131147541	0	1.22950819672131	0.819672131147541	0	0
13390	20042	"Trettetjørn"	60.71667	7	148.5	"AWI"	148.5	4052.5	4893	4444.5	5.72597137014315	0	1.84049079754601	0	0	54.1922290388548	0	0	0	0	1.43149284253579	0	4.29447852760736	0	0	0	0	0.204498977505113	0.613496932515337	1.22699386503067	0	0.81799591002045	0	0	0	20.4498977505112	0	5.52147239263804	0	0	0.204498977505113	1.6359918200409	0	0	0.204498977505113	0	0	0	0.408997955010225	0	0.408997955010225	0.613496932515337	0.204498977505113	0
13390	20042	"Trettetjørn"	60.71667	7	156.5	"AWI"	156.5	4281.5	5074.5	4730.5	10.5042016806723	0.420168067226891	2.94117647058824	0.420168067226891	0	0	0	0	0	0	0.840336134453782	0.420168067226891	9.2436974789916	0	0	0	0	0	0.840336134453782	2.52100840336134	0	0	0.840336134453782	0	0	51.2605042016807	0	10.9243697478992	0	0	0	7.14285714285714	0	0	0	0	0	0	0.420168067226891	0.420168067226891	0	0.840336134453782	0	0
13390	20042	"Trettetjørn"	60.71667	7	164.5	"AWI"	164.5	4724	5243.5	5005	9.64125560538117	0	2.24215246636771	0.224215246636771	0	35.4260089686099	0	0	0	0	1.34529147982063	0	7.17488789237668	0	0	0	0.224215246636771	0.448430493273543	1.34529147982063	0.448430493273543	0	0.672645739910314	1.12107623318386	0	0	29.372197309417	0	5.38116591928251	0	0	0	2.91479820627803	0	0	0	0	0	0	0.672645739910314	0	0.224215246636771	0.896860986547085	0.224215246636771	0
13390	20042	"Trettetjørn"	60.71667	7	172.5	"AWI"	172.5	5061	5470	5256	9.76190476190476	0	0	0	0	40	0	0	0	0	1.9047619047619	0.238095238095238	5.71428571428571	0	0	0	0	0	0.476190476190476	2.38095238095238	0	0	0.238095238095238	0	0	27.3809523809524	0	6.19047619047619	0	0.238095238095238	0	1.66666666666667	0	0	0	0	0	0.238095238095238	0	0	0.238095238095238	2.38095238095238	0.952380952380952	0
13390	20042	"Trettetjørn"	60.71667	7	180.5	"AWI"	180.5	5159.5	5816.5	5442	24.5454545454545	0	3.63636363636364	0	0	0	0	0	0	0	3.18181818181818	0.454545454545455	14.0909090909091	0	0	0	0	0.454545454545455	1.36363636363636	2.72727272727273	0	0.454545454545455	0.909090909090909	0	0	27.7272727272727	0	13.6363636363636	0	0	0	2.72727272727273	0	0	0	0	0	0	0.454545454545455	0	0	2.72727272727273	0.909090909090909	0
13390	20042	"Trettetjørn"	60.71667	7	188.5	"AWI"	188.5	5284.5	5958.5	5646	13.0982367758186	0	1.51133501259446	0	0	41.0579345088161	0	0	0	0	1.00755667506297	0	4.53400503778338	0	0	0	0	0	0.251889168765743	1.51133501259446	0	0	0.755667506297229	0	0	25.1889168765743	0	5.03778337531486	0	0	0.251889168765743	2.26700251889169	0	0	0	0	0	0	0.503778337531486	0	0.251889168765743	2.51889168765743	0.251889168765743	0
13390	20042	"Trettetjørn"	60.71667	7	192.5	"AWI"	192.5	5449	6038	5750	32.7433628318584	0	2.94985250737463	0	0	0	0	0	0	0	2.3598820058997	0	7.37463126843658	0	0	0	0	0.294985250737463	0.884955752212389	1.76991150442478	0	0	0.589970501474926	0	0	32.4483775811209	0	10.0294985250737	0	0	0.294985250737463	3.83480825958702	0	0	0	0	0	0	0.294985250737463	0	0	2.65486725663717	1.17994100294985	0.294985250737463
13390	20042	"Trettetjørn"	60.71667	7	196.5	"AWI"	196.5	5632.5	6080.5	5859.5	13.8424821002387	0	0.715990453460621	0	0	45.1073985680191	0	0	0	0	1.43198090692124	0	2.86396181384248	0	0	0	0.238663484486874	0.238663484486874	0.238663484486874	0.238663484486874	0	0.238663484486874	0.238663484486874	0	0	23.6276849642005	0	5.48926014319809	0	0	0	1.90930787589499	0	0	0	0	0	0.238663484486874	0.715990453460621	0.238663484486874	0.238663484486874	2.14797136038186	0	0
13390	20042	"Trettetjørn"	60.71667	7	200.5	"AWI"	200.5	5764.5	6165.5	5972.5	27.5510204081633	0	0	0	0	0	0	0	0	0	1.36054421768707	0	1.70068027210884	0	0	0	0	0	1.70068027210884	0.340136054421769	0	0	2.72108843537415	0	0	47.9591836734694	0	12.2448979591837	0	0	0	0.340136054421769	0	0	0	0	0	0	2.38095238095238	0	0	1.70068027210884	0	0
13390	20042	"Trettetjørn"	60.71667	7	204.5	"AWI"	204.5	5944.5	6243.5	6087	12.1008403361345	0	1.34453781512605	0.168067226890756	0	57.4789915966387	0	0	0.168067226890756	0	0.336134453781513	0	2.01680672268908	0	0	0	0.168067226890756	0	0.840336134453782	0.336134453781513	0	0.168067226890756	1.00840336134454	0	0	12.2689075630252	0	6.38655462184874	0	0	0	1.00840336134454	0	0	0	0	0	0	0.840336134453782	0.336134453781513	0	3.02521008403361	0	0
13390	20042	"Trettetjørn"	60.71667	7	208.5	"AWI"	208.5	5986	6427.5	6193.5	23.5087719298246	0.350877192982456	8.42105263157895	0	0	0	0	0	0.350877192982456	0	1.75438596491228	0	4.21052631578947	0	0	0	0	0.350877192982456	1.40350877192982	3.50877192982456	0	0	0.701754385964912	0	0	34.3859649122807	0	10.5263157894737	0	0	0	2.80701754385965	0	0	0	0	0	0	2.10526315789474	0	0.350877192982456	4.56140350877193	0.701754385964912	0
13390	20042	"Trettetjørn"	60.71667	7	212.5	"AWI"	212.5	6079.5	6548.5	6297	14.5833333333333	0	2.5462962962963	0	0	48.6111111111111	0	0	0	0	0.694444444444444	0.694444444444444	3.7037037037037	0	0	0	0	0.231481481481481	0.694444444444444	0.925925925925926	0	0.231481481481481	0.462962962962963	0	0	17.5925925925926	0	4.39814814814815	0	0	0	1.38888888888889	0	0	0	0	0	0	1.15740740740741	0.231481481481481	0.231481481481481	1.62037037037037	0	0
13390	20042	"Trettetjørn"	60.71667	7	216.5	"AWI"	216.5	6154.5	6627.5	6411.5	19.2037470725995	0	2.34192037470726	0.234192037470726	0	49.8829039812646	0	0.234192037470726	0	0	2.34192037470726	0.468384074941452	4.44964871194379	0	0	0	0.234192037470726	0	0.702576112412178	2.10772833723653	0	0.234192037470726	0	0	0	10.7728337236534	0	1.63934426229508	0	0	0	0.702576112412178	0	0	0	0	0	0	0.936768149882904	0	0	3.27868852459016	0.234192037470726	0
13390	20042	"Trettetjørn"	60.71667	7	220.5	"AWI"	220.5	6241	6742	6527	13.3192389006343	0	3.17124735729387	0	0	49.4714587737844	0	0	0	0	1.47991543340381	0.211416490486258	4.0169133192389	0	0	0	0	0	1.69133192389006	1.90274841437632	0.211416490486258	0.211416490486258	0	0	0	14.7991543340381	0	4.22832980972516	0	0	0	1.05708245243129	0	0	0	0	0	0	1.47991543340381	0	0	2.32558139534884	0.211416490486258	0.211416490486258
13390	20042	"Trettetjørn"	60.71667	7	224.5	"AWI"	224.5	6511.5	6820.5	6663.5	20.042194092827	0	0.843881856540084	0	0	48.9451476793249	0	0	0.210970464135021	0	1.68776371308017	0	2.74261603375527	0	0	0	0	0	0.210970464135021	1.68776371308017	0	0	0.210970464135021	0	0	13.9240506329114	0	3.16455696202532	0	0	0	0.632911392405063	0	0	0	0	0	0	0.843881856540084	0	0.210970464135021	4.64135021097046	0	0
13390	20042	"Trettetjørn"	60.71667	7	228.5	"AWI"	228.5	6616	7038	6808.5	28.2722513089005	0	1.04712041884817	0	0	46.5968586387435	0	0	0	0	1.74520069808028	0	2.09424083769634	0	0	0	0	0.174520069808028	0.349040139616056	0.523560209424084	0	0	0.174520069808028	0	0	10.1221640488656	0	3.83944153577661	0	0	0.174520069808028	2.09424083769634	0	0	0	0	0	0	0.349040139616056	0	0.174520069808028	2.26876090750436	0	0
13390	20042	"Trettetjørn"	60.71667	7	232.5	"AWI"	232.5	6752	7291.5	7014.5	23.7113402061856	0	1.03092783505155	0	0	42.680412371134	0	0	0	0	1.23711340206186	0.412371134020619	1.85567010309278	0	0	0	0	0.206185567010309	1.23711340206186	0.824742268041237	0	0.206185567010309	0.618556701030928	0	0	17.9381443298969	0	4.74226804123711	0	0	0	0.206185567010309	0	0	0	0	0	0	0	0	0.206185567010309	2.88659793814433	0	0
13390	20042	"Trettetjørn"	60.71667	7	236.5	"AWI"	236.5	6830.5	7693	7240.5	28.2467532467532	0	0	0.162337662337662	0	37.5	0	0	0	0	1.2987012987013	0	3.24675324675325	0	0	0	0	0	0.487012987012987	1.78571428571429	0	0	0.162337662337662	0	0	17.3701298701299	0	4.70779220779221	0	0	0	0.974025974025974	0	0	0	0	0	0.162337662337662	0.649350649350649	0	0.162337662337662	2.92207792207792	0.162337662337662	0
13390	20042	"Trettetjørn"	60.71667	7	240.5	"AWI"	240.5	6930	8138	7459	21.1093990755008	0	0.462249614791988	0.61633281972265	0	41.2942989214176	0	0	0	0	1.07858243451464	0	1.38674884437596	0	0	0	0	0.154083204930663	0.924499229583975	2.15716486902928	0	0	0.61633281972265	0	0	21.4175654853621	0	5.70107858243451	0	0	0	0.308166409861325	0	0	0	0	0	0	0.154083204930663	0	0	2.61941448382126	0	0
13390	20042	"Trettetjørn"	60.71667	7	244.5	"AWI"	244.5	7302	8219	7705.5	14.1141141141141	0	0.600600600600601	0	0	49.0990990990991	0	0	0	0	0.3003003003003	0	2.4024024024024	0	0	0	0	0	0.600600600600601	3.15315315315315	0	0	0.3003003003003	0	0	19.96996996997	0	6.30630630630631	0	0	0	0.3003003003003	0	0	0	0	0	0.15015015015015	0.3003003003003	0	0	2.4024024024024	0	0
13390	20042	"Trettetjørn"	60.71667	7	248.5	"AWI"	248.5	7510	8354	7962.5	5.17529215358932	0	0	0	0	51.2520868113522	0	0	0	0	0.500834724540901	0	2.83806343906511	0	0	0	0	0	1.0016694490818	4.17362270450751	0	0	0.834724540901502	0	0	27.3789649415693	0	5.17529215358932	0	0	0	0	0	0	0	0	0	0	0	0	0	1.669449081803	0	0
13390	20042	"Trettetjørn"	60.71667	7	252.5	"AWI"	252.5	8400	8938.5	8636	2.44821092278719	0	0.564971751412429	0	0	47.2693032015066	0	0	0	0	2.07156308851224	0.188323917137476	2.82485875706215	0	0	0	0	0	0.753295668549906	4.14312617702448	0	0.376647834274953	0.564971751412429	0	0	30.5084745762712	0	6.77966101694915	0	0	0	0.376647834274953	0	0	0	0	0	0	0.188323917137476	0	0	0.941619585687382	0	0
13390	20042	"Trettetjørn"	60.71667	7	256.5	"AWI"	256.5	8595	10824.5	9573.5	0.610997963340122	0.203665987780041	0.407331975560081	0	0	39.3075356415479	0	0	0	0	3.86965376782077	0.407331975560081	3.25865580448065	0	0	0	0	0	2.03665987780041	1.83299389002037	0	0	0.203665987780041	0	0	43.1771894093686	0	3.86965376782077	0	0	0	0.203665987780041	0	0	0	0	0	0	0	0	0	0.610997963340122	0	0
13390	20042	"Trettetjørn"	60.71667	7	258.5	"AWI"	258.5	8667	11795.5	10045.5	0	0.1953125	0	0.390625	0	36.328125	0	0	0.1953125	0	4.8828125	0	3.125	0	0	0	0	0	0.1953125	1.3671875	0	0	0.1953125	0	0	46.875	0	5.2734375	0	0	0	0.5859375	0	0	0	0	0	0	0.1953125	0	0	0.1953125	0	0
13390	20042	"Trettetjørn"	60.71667	7	260.5	"AWI"	260.5	8973	12578.5	10558.5	0	0.224215246636771	0	0	0	47.3094170403587	0	0	0	0	4.48430493273543	0.448430493273543	3.1390134529148	0	0	0	0	0	0.672645739910314	3.81165919282511	0	0	0	0	0	26.0089686098655	0	7.62331838565022	0	0	0	0	0	0	0	0	2.91479820627803	0	0.448430493273543	0.224215246636771	0	2.69058295964126	0	0
13390	20042	"Trettetjørn"	60.71667	7	262.5	"AWI"	262.5	9943.5	12794.5	11201	0	0	0	0	0	52.092050209205	0	0	0	0	3.34728033472803	0	3.34728033472803	0	0	0	0	0	0.418410041841004	7.32217573221757	0	0.209205020920502	0	0	0	21.5481171548117	0	7.53138075313808	0	0	0	0.418410041841004	0	0	0	0	2.09205020920502	0	0	0	0	1.67364016736402	0	0
13390	20042	"Trettetjørn"	60.71667	7	264.5	"AWI"	264.5	10917.5	13007.5	11840	0.201207243460765	0	0.402414486921529	0	0	51.307847082495	0	0	0	0	1.60965794768612	0	5.43259557344064	0.201207243460765	0	0	0	0	0.201207243460765	5.23138832997988	0	0	0	0	0	25.9557344064386	0	4.42655935613682	0	0	0	0	0	0	0	0	3.82293762575453	0	0	0.201207243460765	0	0.804828973843058	0.201207243460765	0
13390	20042	"Trettetjørn"	60.71667	7	266.5	"AWI"	266.5	11896.5	13219	12480	0.4149377593361	0	0	0	0	67.4273858921162	0	0	0	0	0.4149377593361	0	1.86721991701245	0	0	0	0	0	0.4149377593361	5.60165975103734	0	0	0.4149377593361	0	0	10.5809128630705	0	8.92116182572614	0	0	0	0	0	0	0	0	3.52697095435685	0	0	0	0	0.20746887966805	0	0.20746887966805
13390	20042	"Trettetjørn"	60.71667	7	268.5	"AWI"	268.5	12831	13456.5	13118	0	0	0	0	0	0	0	0	0	0	1.65289256198347	0	6.61157024793388	0	0	0	0	0	0.826446280991736	20.6611570247934	0	0	0	0	0	39.6694214876033	0	17.3553719008264	0	0	0	1.65289256198347	0	0	0.826446280991736	0	10.7438016528926	0	0	0	0	0	0	0
