"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Liliaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
15732	24145	"Úpské rašelinište"	50.736004	15.70752	0	"AWI"	0	-125	39	-44	2	1	15	4	2	0	0	24	0	1	0	1	159	0	0	5	1	1	2	2	1	20	100	0	63	11	3	4	0	2	5	1	1	2
15732	24145	"Úpské rašelinište"	50.736004	15.70752	10	"AWI"	10	98	751	418	14	0	32	2	0	10	3	33	1	1	1	5	25	0	0	41	0	0	0	0	2	32	108	0	46	4	0	0	0	9	1	1	2	0
15732	24145	"Úpské rašelinište"	50.736004	15.70752	20	"AWI"	20	802	1046	936	21	5	37	2	2	4	0	17	0	0	0	10	4	0	0	42	0	1	0	0	13	24	116	0	11	19	0	0	0	1	1	3	0	0
15732	24145	"Úpské rašelinište"	50.736004	15.70752	40	"AWI"	40	1558	1772	1652	134	2	16	0	0	2	0	4	0	0	0	5	12	0	0	74	0	0	0	0	6	25	62	0	0	4	0	0	0	3	0	0	0	0
15732	24145	"Úpské rašelinište"	50.736004	15.70752	50	"AWI"	50	1693	1999	1831	24	0	14	0	0	8	0	12	0	0	0	2	18	0	0	14	0	0	0	0	6	27	99	0	9	6	0	0	0	0	0	1	0	0
15732	24145	"Úpské rašelinište"	50.736004	15.70752	60	"AWI"	60	1905	2146	2012	39	1	43	2	2	0	0	11	0	0	0	3	23	0	1	31	0	0	0	0	3	10	91	0	0	3	0	0	0	0	0	1	0	0
15732	24145	"Úpské rašelinište"	50.736004	15.70752	70	"AWI"	70	2102	2617	2347	62	1	46	1	0	4	0	14	0	0	0	13	26	0	1	31	0	0	0	0	8	15	93	0	0	7	2	0	1	0	1	1	0	0
15732	24145	"Úpské rašelinište"	50.736004	15.70752	80	"AWI"	80	2479	2813	2729	13	0	4	0	0	1	0	2	0	0	0	3	2	0	0	20	0	0	0	0	2	18	36	0	0	3	1	0	0	0	0	0	0	0
