"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Ceratonia"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Lythraceae"	"Morus"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	142	"AWI"	142	2821	3298	2990	0	0	0	2	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	6	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	447	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	150	"AWI"	150	2921	3527	3125	0	1	2	11	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	20	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	30	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	158	"AWI"	158	3338	3809	3512	1	2	0	5	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	5	0	0	0	19	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	368	22	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	166	"AWI"	166	3697	4103	3898	0	0	0	3	0	0	1	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0	0	7	0	0	0	36	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	214	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	174	"AWI"	174	4011	4493	4281	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	28	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	167	22	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	180	"AWI"	180	4221	4727	4503	0	0	3	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	188	"AWI"	188	4451	4808	4641	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	198	"AWI"	198	4560	5095	4816	0	0	2	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	164	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	204	"AWI"	204	4593	5339	4913	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	89	6	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	212	"AWI"	212	4675	5523	5025	0	0	4	5	0	0	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	9	0	0	0	19	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	3	6	0	3	0	1	0	1	2	0	0	0	0	0	0	0	112	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	220	"AWI"	220	4747	5582	5106	0	0	1	1	0	0	11	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	8	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	273	35	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	228	"AWI"	228	4807	5665	5193	0	1	5	5	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	9	0	5	0	0	0	9	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	10	0	1	0	2	4	0	0	0	0	0	0	0	324	71	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	236	"AWI"	236	4854	5787	5275	2	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	180	11	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	244	"AWI"	244	4969	5842	5366	1	0	2	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	14	7	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	2	0	0	0	0	4	0	0	322	62	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	252	"AWI"	252	5064	5887	5472	1	5	3	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	215	40	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	260	"AWI"	260	5134	5958	5578	0	1	2	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	15	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	167	45	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	268	"AWI"	268	5221	6049	5682	0	10	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	214	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	276	"AWI"	276	5552	6113	5860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	37	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	236	47	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	284	"AWI"	284	5867	6220	6049	1	2	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	31	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	260	11	0	0	0	0	0	0	0	0	0	0	1	0	1	12	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	292	"AWI"	292	6034	6399	6228	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	16	0	0	0	0	0	1	162	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	300	"AWI"	300	6183	6602	6391	0	0	1	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	17	8	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	11	0	0	0	0	3	1	0	0	0	0	0	0	2	9	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	308	"AWI"	308	6397	6674	6531	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	36	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	309	"AWI"	309	6418	6683	6549	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	24	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	218	39	0	0	0	0	1	0	0	0	1	0	0	0	0	10	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	310	"AWI"	310	6440	6696	6567	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	32	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	17	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	311	"AWI"	311	6462	6709	6584	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	8	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	12	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	312	"AWI"	312	6478	6724	6602	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	14	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	17	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	313	"AWI"	313	6498	6739	6619	0	0	1	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	18	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	314	"AWI"	314	6514	6755	6636	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	12	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	315	"AWI"	315	6528	6774	6653	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	316	"AWI"	316	6542	6796	6671	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	317	"AWI"	317	6557	6819	6689	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	7	0	0	0	0	0	0	0	8	1	0	0	0	0	5	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	318	"AWI"	318	6570	6845	6706	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	10	0	0	0	0	0	0	0	17	1	0	0	0	0	2	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	319	"AWI"	319	6580	6870	6725	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	42	10	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	320	"AWI"	320	6589	6897	6743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	6	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	321	"AWI"	321	6599	6927	6760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	5	0	0	0	0	0	0	0	11	1	0	0	0	0	3	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	322	"AWI"	322	6609	6956	6777	0	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	5	0	0	0	0	0	0	0	50	0	0	0	0	0	3	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	323	"AWI"	323	6619	6986	6795	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	49	5	0	0	0	0	1	0	0	33	0	0	0	0	1	2	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	324	"AWI"	324	6625	7015	6811	0	1	1	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	25	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
27018	47590	"Urio Quattrocchi"	37.90121	14.39575	325	"AWI"	325	6635	7044	6828	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	7	0	0	0	0	0	0	0	185	0	0	0	0	1	0	0	0	0	0
