"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
13388	20034	"Dalmutladdo"	69.16667	20.71667	0	"AWI"	0	-126	76	-28	11	0	0	1	0	0	0	0	0	1	0	32	0	0	0	0	0	1	4	0	0	5	0	33	1	0	0	0	0	0	0	4	0	0	0	2	0	0	0	1
13388	20034	"Dalmutladdo"	69.16667	20.71667	4.5	"AWI"	4.5	-94	541.5	257	6	0	0	1	0	0	0	0	0	1	0	42	0	29	0	0	0	1	16	0	0	2	0	36	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
13388	20034	"Dalmutladdo"	69.16667	20.71667	8	"AWI"	8	-36	654	377	17	0	0	1	0	372	0	0	0	2	0	41	0	31	0	0	0	3	8	0	0	3	0	17	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	12	"AWI"	12	39	754	469	11	0	0	1	0	0	0	0	0	2	0	31	0	0	0	0	0	2	10	0	0	4	0	18	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	16	"AWI"	16	176	825	572	11	1	0	1	0	0	0	0	0	3	0	35	0	0	0	0	0	0	18	0	0	10	0	16	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1
13388	20034	"Dalmutladdo"	69.16667	20.71667	20	"AWI"	20	415	882	669	3	0	0	0	0	321	0	0	0	2	1	27	0	0	0	1	0	1	9	0	0	5	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	24	"AWI"	24	604	982	778	9	1	0	1	0	0	0	0	0	1	0	36	0	0	0	0	0	1	19	0	0	5	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
13388	20034	"Dalmutladdo"	69.16667	20.71667	28	"AWI"	28	715	1161	914	7	0	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	1	17	0	0	6	0	13	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	32	"AWI"	32	806	1330	1051	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	11	0	0	8	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	36	"AWI"	36	909	1479	1197	4	0	0	0	0	0	0	0	0	0	0	29	0	0	0	1	0	0	11	0	0	9	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	40	"AWI"	40	1011	1607	1339	11	0	0	0	0	0	0	0	0	2	0	24	0	0	0	0	0	1	12	0	0	4	0	19	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1
13388	20034	"Dalmutladdo"	69.16667	20.71667	44	"AWI"	44	1212	1698	1472	6	0	0	1	0	0	0	0	0	1	0	34	0	0	0	0	0	1	23	0	0	7	0	19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	48	"AWI"	48	1413	1804	1603	12	0	0	1	0	0	0	0	0	2	0	23	0	0	0	0	0	1	8	0	0	7	0	16	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	52	"AWI"	52	1528	1965	1740	13	0	0	0	0	0	0	0	0	1	1	26	0	0	0	1	0	1	9	0	0	5	0	11	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2
13388	20034	"Dalmutladdo"	69.16667	20.71667	56	"AWI"	56	1617	2197	1870	9	0	0	0	0	0	0	0	0	1	0	52	0	0	0	0	0	2	18	0	0	5	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	60	"AWI"	60	1704	2371	2016	6	0	0	1	0	0	0	0	0	2	0	31	0	0	0	1	0	0	22	0	0	2	0	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	64	"AWI"	64	1834	2505	2165	8	0	0	3	0	0	0	0	0	1	0	38	0	0	0	0	0	0	18	0	0	2	0	24	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	68	"AWI"	68	1985	2633	2308	16	0	0	2	0	0	0	0	0	2	0	33	0	0	0	2	0	2	9	0	0	2	0	12	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	72	"AWI"	72	2174	2735	2454	9	0	0	0	0	0	0	0	0	1	0	47	0	0	0	0	0	1	28	0	0	4	0	21	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	76	"AWI"	76	2354	2862	2591	9	0	0	0	0	0	0	0	0	1	1	38	0	0	0	0	0	1	17	0	0	4	0	16	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	80	"AWI"	80	2418	3080	2722	8	0	0	1	0	0	0	0	0	0	1	50	0	0	0	0	0	3	13	0	0	2	0	16	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	84	"AWI"	84	2525	3215	2852	11	0	0	0	0	0	0	0	0	1	0	48	0	0	0	0	0	3	14	0	0	3	0	17	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	88	"AWI"	88	2628	3348	2982	17	0	0	0	0	224	0	0	0	0	0	37	0	0	0	0	0	2	34	0	0	4	0	23	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	92	"AWI"	92	2732	3488	3108	11	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	1	0	26	0	0	2	0	18	1	0	1	0	0	0	0	0	0	0	0	3	0	0	1	1
