"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15863	24414	"Brameloup"	44.74444	3.08111	10	"AWI"	10	-49	221	68	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	37	0	0	15	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	56	0	0	0	0	11	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
15863	24414	"Brameloup"	44.74444	3.08111	20	"AWI"	20	-23	450	160	0	0	5	3	2	0	0	0	0	0	2	0	0	0	0	0	4	0	0	1	0	6	0	63	0	0	14	0	0	0	4	0	0	0	0	5	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	64	0	0	0	0	13	2	24	0	0	0	0	15	1	0	0	0	0	0	0	2	7	1	0	0
15863	24414	"Brameloup"	44.74444	3.08111	30	"AWI"	30	-5	683	254	0	0	4	0	3	0	3	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	57	0	0	4	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	27	0	0	0	0	6	1	1	0	0	0	1	6	0	0	0	1	0	0	0	1	0	0	0	0
15863	24414	"Brameloup"	44.74444	3.08111	40	"AWI"	40	52	869	351	0	0	5	0	1	0	1	0	2	0	2	0	0	0	0	0	3	0	0	0	0	4	0	50	0	0	10	0	0	0	10	0	0	0	0	2	3	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	56	0	0	0	0	46	0	3	0	0	0	1	12	0	0	0	0	0	0	0	0	3	0	0	0
15863	24414	"Brameloup"	44.74444	3.08111	50	"AWI"	50	174	951	454	0	0	4	0	1	0	0	0	4	0	0	1	1	0	0	0	2	0	0	0	0	4	0	42	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	7	3	0	0	0	0	1	11	0	0	0	1	0	1	0	0	0	0	0	0
15863	24414	"Brameloup"	44.74444	3.08111	60	"AWI"	60	265	1033	563	0	0	3	0	4	0	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0	4	0	44	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	6	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0
15863	24414	"Brameloup"	44.74444	3.08111	70	"AWI"	70	329	1150	667	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	75	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0
15863	24414	"Brameloup"	44.74444	3.08111	80	"AWI"	80	523	1297	831	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15863	24414	"Brameloup"	44.74444	3.08111	90	"AWI"	90	666	1547	1058	0	0	1	0	4	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	4	0	31	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	20	0	0	0	0	3	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
15863	24414	"Brameloup"	44.74444	3.08111	100	"AWI"	100	743	1941	1276	5	0	3	0	1	0	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	6	0	25	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	30	0	0	0	0	12	0	5	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0
