"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Orchidaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"
16476	25769	"Waxeckalm"	47.023196	11.801724	55	"AWI"	55	431	1217	682	102	0	253	0	3	0	2	25	19	0	0	0	0	0	83	77	0	0	0	2	76	1	1	0	1	0	0	0	114	0	0	129	0	0	1	25	0	0	1	13	0	0	0	2	0	0	3	1	0
16476	25769	"Waxeckalm"	47.023196	11.801724	60	"AWI"	60	492	1319	749	103	0	165	0	9	0	1	93	9	0	0	0	7	0	41	113	0	1	0	2	25	0	0	1	0	0	0	0	104	0	0	121	0	0	1	1	0	0	2	22	0	0	0	0	0	4	1	1	1
16476	25769	"Waxeckalm"	47.023196	11.801724	65	"AWI"	65	694	1571	946	118	0	195	2	9	0	2	124	16	1	3	0	4	0	45	31	0	0	2	7	15	0	0	0	0	0	0	0	83	0	0	125	1	0	0	2	0	6	1	10	0	0	0	0	0	0	1	1	0
16476	25769	"Waxeckalm"	47.023196	11.801724	70	"AWI"	70	748	2016	1128	142	0	172	1	6	0	0	93	9	0	1	0	6	0	46	62	0	0	0	2	33	0	0	0	1	0	0	0	128	0	0	90	0	0	0	4	0	0	0	6	0	0	0	0	0	2	0	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	75	"AWI"	75	1019	2444	1683	107	0	202	0	2	0	0	52	16	0	4	0	2	0	57	87	0	0	0	1	32	0	0	0	0	0	0	0	164	0	0	47	0	0	0	6	3	6	0	1	0	0	0	0	0	0	1	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	80	"AWI"	80	1139	3253	2169	172	0	207	1	2	0	1	35	17	0	2	0	2	0	66	66	0	0	0	0	30	0	1	0	0	0	0	0	186	0	0	37	0	0	0	4	0	12	0	1	0	1	0	0	0	0	1	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	85	"AWI"	85	1829	3387	2657	142	0	198	1	0	0	1	42	25	0	0	0	6	1	63	91	0	1	0	0	31	0	0	0	0	0	0	0	230	0	0	36	0	0	0	8	0	6	0	4	0	0	0	0	1	0	2	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	90	"AWI"	90	2177	3718	3191	145	0	223	0	1	0	0	16	9	0	0	0	2	0	57	139	0	0	0	0	41	0	0	0	0	0	0	0	179	115	0	44	0	0	0	12	3	0	0	7	0	0	0	0	2	0	1	2	0
16476	25769	"Waxeckalm"	47.023196	11.801724	95	"AWI"	95	3016	3834	3486	178	1	325	1	0	0	1	0	4	0	0	0	0	0	135	61	0	0	0	0	18	1	0	0	0	0	0	0	126	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	98	"AWI"	98	3313	3977	3684	89	0	1036	0	0	0	0	9	6	0	0	0	1	0	28	56	0	0	0	0	14	0	2	1	0	0	0	0	52	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	102	"AWI"	102	3493	4287	3881	282	0	0	0	7	0	0	0	7	0	0	0	0	0	9	12	0	0	0	0	102	0	2	0	0	0	0	0	202	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	6	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	105	"AWI"	105	3566	4440	3981	251	1	0	0	9	0	0	10	4	0	0	0	0	0	34	13	0	0	0	0	90	1	1	0	0	0	0	0	235	30	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	9	8	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	110	"AWI"	110	3646	4802	4132	236	1	0	0	8	0	0	9	11	0	0	0	1	0	31	28	0	0	0	0	115	0	4	0	0	0	0	0	193	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	7	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	115	"AWI"	115	3788	4953	4304	254	0	0	0	7	0	0	15	8	0	0	0	1	0	45	25	0	0	0	0	92	0	1	0	0	0	0	0	276	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	6	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	120	"AWI"	120	3872	5208	4469	231	0	0	0	1	0	0	0	9	0	2	0	0	0	55	60	0	0	0	0	74	0	3	0	1	0	0	0	234	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	13	10	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	125	"AWI"	125	4035	5346	4646	312	1	0	0	1	0	0	0	2	0	0	0	0	0	36	10	0	0	0	0	25	0	0	0	0	0	0	0	258	35	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	11	2	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	130	"AWI"	130	4118	5569	4815	314	2	0	1	3	0	0	11	10	0	1	0	0	0	40	6	0	0	0	0	40	0	2	0	0	0	0	0	230	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17	7	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	135	"AWI"	135	4302	5686	4995	224	0	0	0	5	0	0	0	3	0	0	0	0	0	41	10	0	0	0	0	17	1	2	0	0	0	0	0	306	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	3	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	140	"AWI"	140	4400	5857	5166	277	0	246	1	12	1	0	0	8	0	0	0	1	0	67	5	0	0	0	0	2	1	2	0	0	0	0	0	231	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	6	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	145	"AWI"	145	4618	5962	5338	229	0	227	0	4	0	0	0	6	0	0	0	1	0	53	11	0	0	0	0	5	0	0	0	0	0	0	0	276	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10	6	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	148	"AWI"	148	4697	6037	5447	275	0	0	0	6	1	1	5	6	0	0	0	1	0	54	57	0	0	0	0	9	0	0	0	0	0	0	0	272	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	5	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	151.5	"AWI"	151.5	4835.5	6129.5	5565.5	286	0	0	0	5	0	0	0	3	0	0	0	2	0	62	17	0	0	0	0	5	0	2	0	1	0	0	0	203	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	10	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	155	"AWI"	155	5022	6179	5690	301	0	0	0	0	1	1	12	2	0	0	0	0	0	35	6	0	0	0	0	9	0	1	0	0	0	0	0	255	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	10	8	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	160	"AWI"	160	5177	6304	5869	152	0	0	0	6	0	0	0	3	0	0	0	1	0	68	21	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	23	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	165	"AWI"	165	5568	6366	6022	6	0	0	0	6	0	0	6	5	0	0	0	1	0	75	8	0	0	0	0	2	0	2	0	1	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	25	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	170	"AWI"	170	5792	6476	6192	0	7	0	0	9	0	1	0	10	0	0	0	0	0	221	12	0	0	0	0	1	1	2	0	0	0	0	0	260	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	46	51	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	175	"AWI"	175	5948	6589	6306	9	1	196	0	0	0	0	0	1	0	0	0	0	0	17	12	0	0	0	0	1	0	2	0	0	0	0	1	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	180	"AWI"	180	6018	6812	6402	0	0	168	0	16	0	0	19	2	0	0	0	3	0	97	14	0	0	0	1	0	0	2	0	0	0	0	0	475	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	11	24	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	185	"AWI"	185	6112	6909	6509	1	0	0	0	15	0	1	0	3	0	0	0	3	0	111	86	0	0	0	0	0	0	1	0	0	0	0	0	681	52	0	0	0	1	10	8	0	0	2	0	1	0	0	0	0	19	32	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	190	"AWI"	190	6173	7076	6604	4	0	0	0	1	1	0	0	7	0	0	0	3	0	97	47	0	0	0	0	0	0	10	0	0	0	0	0	515	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	17	40	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	195	"AWI"	195	6269	7169	6705	0	0	0	0	34	0	0	23	3	2	0	0	1	0	78	11	0	0	0	1	0	0	3	0	0	0	0	0	524	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	37	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	198	"AWI"	198	6317	7240	6766	1	0	0	0	19	0	0	0	2	0	0	0	2	0	140	18	0	0	0	0	0	0	2	0	0	0	0	0	362	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	26	65	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	201	"AWI"	201	6370	7330	6826	2	0	212	0	7	0	0	13	6	0	0	0	1	0	128	25	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	8	53	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	205	"AWI"	205	6452	7396	6911	2	0	0	0	4	0	1	0	1	0	0	0	0	0	64	68	0	0	0	0	0	0	7	0	0	1	0	0	561	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	11	30	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	210	"AWI"	210	6534	7539	7013	5	0	0	1	8	0	0	18	5	0	0	0	7	0	90	60	0	0	0	0	0	1	5	0	0	0	0	0	431	38	0	0	0	0	0	13	0	0	7	0	0	0	0	0	0	12	55	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	215	"AWI"	215	6653	7607	7114	0	2	0	0	0	0	0	0	1	0	0	0	0	0	114	13	0	0	0	0	0	0	2	0	0	0	1	0	481	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	12	41	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	220	"AWI"	220	6730	7728	7219	0	0	0	0	0	0	0	0	3	0	0	0	1	0	135	45	0	0	0	0	0	0	10	0	0	0	0	0	475	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	15	44	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	225	"AWI"	225	6881	7800	7326	0	0	156	0	0	0	0	0	5	0	0	0	0	0	130	67	0	0	0	0	0	0	6	0	0	0	0	0	411	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	85	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	230	"AWI"	230	6982	7922	7429	5	0	0	0	0	0	1	0	10	0	0	0	0	0	192	37	0	0	0	0	0	0	10	0	0	0	0	0	482	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	25	76	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	235	"AWI"	235	7141	7996	7521	0	7	111	0	7	1	0	0	35	0	0	0	0	0	144	58	0	0	0	0	0	5	41	0	0	0	0	0	220	37	0	0	0	0	0	25	0	0	1	0	0	0	0	0	1	87	81	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	240	"AWI"	240	7240	8096	7622	4	1	35	0	1	0	1	0	21	0	0	0	0	0	69	17	0	0	0	0	0	0	7	0	0	0	0	0	434	51	0	0	0	0	0	24	0	0	2	0	0	0	0	0	0	22	120	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	245	"AWI"	245	7441	8237	7755	2	2	39	0	0	0	0	0	13	0	0	0	0	0	44	122	0	0	0	0	0	0	0	0	0	0	0	0	445	57	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	19	136	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	249	"AWI"	249	7508	8372	7859	2	0	0	0	0	0	0	0	4	0	0	0	0	0	23	92	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	37	0	0
