"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
14641	22971	"Sauborst"	50.27611	12.09944	0	"AWI"	0	-125	39	-43	1.98237885462555	0.110132158590308	0	1.87224669603524	0.440528634361234	0.110132158590308	0	0.550660792951542	0	8.70044052863436	0.330396475770925	0	0.110132158590308	0	0.330396475770925	0	1.76211453744493	3.63436123348018	0	0.330396475770925	0	2.42290748898678	0.440528634361234	0	0	0.991189427312775	0.550660792951542	21.2555066079295	22.0264317180617	2.75330396475771	23.4581497797357	0	0	0	1.98237885462555	0	0.220264317180617	0	0.110132158590308	2.31277533039648	0.330396475770925	0	0.110132158590308	0	0.220264317180617	0.330396475770925	0.220264317180617
14641	22971	"Sauborst"	50.27611	12.09944	5	"AWI"	5	-57	399	93	0.76103500761035	0	0	2.13089802130898	0.91324200913242	0.91324200913242	0	0.30441400304414	0	6.54490106544901	0.30441400304414	0	0.30441400304414	0	0.76103500761035	0	2.28310502283105	3.65296803652968	0	0	0	1.97869101978691	0.30441400304414	0	0	0.91324200913242	0.60882800608828	15.8295281582953	54.0334855403349	0	0	0	0	0	1.67427701674277	1.36986301369863	0.15220700152207	0	0.30441400304414	3.50076103500761	0.30441400304414	0	0	0	0	0	0.15220700152207
14641	22971	"Sauborst"	50.27611	12.09944	10	"AWI"	10	-28	824	225	2.35294117647059	0.106951871657754	0.106951871657754	2.88770053475936	0.320855614973262	0.213903743315508	0	0.213903743315508	0.427807486631016	10.1604278074866	0.213903743315508	0	0.106951871657754	0	0.106951871657754	0	2.35294117647059	4.70588235294118	0	0.106951871657754	0	1.28342245989305	0	0	0	2.88770053475936	0.427807486631016	11.1229946524064	28.4491978609626	2.35294117647059	23.5294117647059	0	0.106951871657754	0	1.49732620320856	1.60427807486631	0	0	0.106951871657754	1.71122994652406	0.213903743315508	0	0	0	0	0.320855614973262	0
14641	22971	"Sauborst"	50.27611	12.09944	15	"AWI"	15	57	993	387	3.7037037037037	0	0	5.79710144927536	0.161030595813205	0	0	0.483091787439614	0	20.1288244766506	0	0	0.483091787439614	0	0	0	6.28019323671498	1.61030595813204	0	0	0	8.37359098228663	0	0	0	0.483091787439614	1.44927536231884	24.1545893719807	20.7729468599034	0	0	0	0	0.161030595813205	3.38164251207729	0	0	0	0	0.966183574879227	0.161030595813205	0	0	0	0.322061191626409	0.966183574879227	0.161030595813205
14641	22971	"Sauborst"	50.27611	12.09944	20	"AWI"	20	103	1281	535	19.2	0	0	6.08	0	0.64	0	0	0	8	0.8	0.16	0	0	0.32	0	3.2	3.36	0	0	0	14.72	0.32	0	0	5.28	1.12	14.56	16.8	0	0	0	0	0	3.84	0	0	0	1.28	0.16	0.16	0	0	0	0	0	0
14641	22971	"Sauborst"	50.27611	12.09944	25	"AWI"	25	215	1430	701	27.6758409785933	0.152905198776758	0	5.35168195718654	0	1.22324159021407	0	0.458715596330275	0	7.03363914373089	0.611620795107034	0	0.152905198776758	0	0.152905198776758	0	3.21100917431193	4.89296636085627	0	0	0	10.0917431192661	0.458715596330275	0	0	2.75229357798165	0.458715596330275	16.0550458715596	10.7033639143731	0	0	0	0	0	5.81039755351682	0	0	0	1.07033639143731	0.305810397553517	0.611620795107034	0	0	0	0	0.611620795107034	0.152905198776758
14641	22971	"Sauborst"	50.27611	12.09944	30	"AWI"	30	281	1663	857	13.7628111273792	0.146412884333821	0	4.53879941434846	0.146412884333821	0.878477306002928	0	0.732064421669107	0	12.7379209370425	0.585651537335286	0	0	0	0	0.146412884333821	5.27086383601757	3.36749633967789	0	0	0	13.3235724743777	0.439238653001464	0.146412884333821	0	0.439238653001464	0.732064421669107	19.7657393850659	15.5197657393851	0.732064421669107	0	0	0	0	4.39238653001464	0.585651537335286	0	0	0.439238653001464	0.146412884333821	0.439238653001464	0	0	0	0	0.292825768667643	0.292825768667643
14641	22971	"Sauborst"	50.27611	12.09944	35	"AWI"	35	430	1781	1021	27.4725274725275	0.470957613814757	0	3.2967032967033	0	0.470957613814757	0	0.470957613814757	0	12.7158555729984	1.0989010989011	0.313971742543171	0	0	0	0	2.66875981161695	6.12244897959184	0	0	0	10.6750392464678	0.470957613814757	0	0	0	0.470957613814757	16.9544740973312	10.3610675039246	0	0	0	0	0	3.2967032967033	0	0	0	0.784929356357928	0.470957613814757	0.470957613814757	0	0	0.156985871271586	0	0.784929356357928	0
14641	22971	"Sauborst"	50.27611	12.09944	40	"AWI"	40	513	1981	1183	18.3823529411765	0.441176470588235	0	2.79411764705882	0	0.294117647058824	0	0.294117647058824	0	7.05882352941176	1.91176470588235	0	0	0	1.47058823529412	0	2.79411764705882	8.08823529411765	0	0.147058823529412	0	10.8823529411765	0.147058823529412	0	0	0	0.441176470588235	25.7352941176471	13.3823529411765	0	0	0	0	0	3.23529411764706	0	0	0	1.76470588235294	0	0.147058823529412	0	0	0	0.294117647058824	0.147058823529412	0.147058823529412
14641	22971	"Sauborst"	50.27611	12.09944	45	"AWI"	45	671	2120	1352	13.5384615384615	0	0	3.15384615384615	0	4.38461538461539	0	0.384615384615385	0	4.69230769230769	0	0	0.0769230769230769	0	0.153846153846154	0	1.61538461538462	49.3846153846154	0	0	0	4.23076923076923	0.230769230769231	0	0	0.615384615384615	0.384615384615385	6.53846153846154	7.69230769230769	0	0	0	0	0	2.15384615384615	0	0	0	0.0769230769230769	0.0769230769230769	0.384615384615385	0	0	0	0.153846153846154	0.0769230769230769	0
