"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2580	"AWI"	2580	-121	49	-38	0	2.27900552486188	0	0	0	0	0	0	0	0	1.10497237569061	0.414364640883978	0	0.345303867403315	0	0	0.069060773480663	0	0	0	0.69060773480663	0	0	0	15.6077348066298	74.4475138121547	0	3.38397790055249	0	0.138121546961326	0.483425414364641	0	0	0	0.069060773480663	0.276243093922652	0.207182320441989	0	0.276243093922652	0.069060773480663	0.138121546961326	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2582	"AWI"	2582	-74	216	35	0	2.63984915147706	0	0	0.188560653676933	0	0	0	0	0	0.754242614707731	0.879949717159019	0	0.125707102451288	0	0	0.0628535512256442	0	0	0.0628535512256442	0.879949717159019	0.0628535512256442	0	0	16.9704588309239	70.8988057825267	0	4.3997485857951	0	0.251414204902577	0.565681961030798	0	0	0	0	0.754242614707731	0.314267756128221	0	0.0628535512256442	0.0628535512256442	0.0628535512256442	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2584	"AWI"	2584	-54	446	100	0.0718390804597701	4.59770114942529	0.21551724137931	0	0.0718390804597701	0	0	0	0	0	1.4367816091954	1.14942528735632	0	0.359195402298851	0	0	0	0	0	0.21551724137931	2.37068965517241	0	0	0	12.8591954022989	67.3850574712644	0	6.39367816091954	0	0.21551724137931	0.574712643678161	0	0	0	0	0.862068965517241	0.646551724137931	0	0.21551724137931	0.14367816091954	0.14367816091954	0.0718390804597701
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2586	"AWI"	2586	-25	651	170	0	3.45070422535211	0	0	0.140845070422535	0	0	0	0	0	1.54929577464789	1.40845070422535	0	0.352112676056338	0	0	0	0.140845070422535	0	0.211267605633803	2.88732394366197	0	0	0	17.112676056338	64.5070422535211	0	4.57746478873239	0	0.211267605633803	1.61971830985915	0	0	0	0	0.915492957746479	0.140845070422535	0	0.422535211267606	0.352112676056338	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2588	"AWI"	2588	27	728	264	0.0742942050520059	3.7147102526003	0.37147102526003	0	0.297176820208024	0	0	0	0	0	1.48588410104012	1.04011887072808	0	0.37147102526003	0	0	0	0	0	0.148588410104012	4.30906389301634	0	0	0	14.3387815750371	67.0133729569094	0	4.45765230312036	0	0.37147102526003	0.445765230312036	0	0	0	0	0.817236255572065	0.148588410104012	0	0.37147102526003	0.222882615156018	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2600	"AWI"	2600	340	1166	782	0	4.56968773800457	0.0761614623000762	0.0761614623000762	0.228484386900228	0	0	0	0	0	1.44706778370145	0.304645849200305	0	0.456968773800457	0	0	0.0761614623000762	0.0761614623000762	0	0	0.913937547600914	0	0	0.304645849200305	35.2627570449353	53.6938309215537	0	0	0	0.304645849200305	1.5993907083016	0	0	0	0	0	0.380807311500381	0	0	0.228484386900228	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2604	"AWI"	2604	519	1285	946	0	3.6	0.1	0.2	0.2	0	0	0	0	0	1.2	0.6	0	0	0	0	0.6	0.5	0	0.1	2.5	0	0	0.1	25.4	57.5	0	0	0	1.2	3.6	0	0	0	0	0.3	1.6	0	0.4	0.3	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2608	"AWI"	2608	660	1380	1125	0	8.28025477707006	0	0.0909918107370337	0.181983621474067	0	0	0	0	0	2.54777070063694	0.727934485896269	0	0	0	0	0.181983621474067	0.272975432211101	0	0	1.45586897179254	0	0	0.545950864422202	16.5605095541401	63.0573248407643	0	0	0	1.45586897179254	2.82074613284804	0	0	0	0.0909918107370337	0.181983621474067	0.909918107370337	0	0.363967242948135	0.272975432211101	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2612	"AWI"	2612	1073	1447	1269	0	4.97702909647779	0.0765696784073507	0	0.0765696784073507	0	0	0	0	0	1.30168453292496	0.612557427258806	0	0	0	0	0.153139356814701	0.229709035222052	0	0.0765696784073507	0.918836140888208	0	0	0.306278713629403	30.0153139356815	56.3552833078101	0	0	0	1.53139356814701	2.29709035222052	0	0	0	0	0.153139356814701	0.306278713629403	0	0.306278713629403	0.0765696784073507	0.229709035222052	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2616	"AWI"	2616	1268	1536	1398	0	4.37116564417178	0	0	0.306748466257669	0	0	0	0	0	1.99386503067485	0.53680981595092	0	0.306748466257669	0	0	0.153374233128834	0	0	0	0.613496932515337	0	0	0.0766871165644172	30.0613496932515	57.2085889570552	0	0	0	0.843558282208589	1.45705521472393	0.0766871165644172	0	0	0.0766871165644172	0.0766871165644172	0.690184049079755	0	0.53680981595092	0.53680981595092	0.0766871165644172	0
