"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Eucalyptus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Olea"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23958	41646	"La Molina mire"	43.38111	-6.32722	46	"AWI"	46	1174	1400	1291	2	19	0	0	3	3	0	0	0	48	0	0	0	0	0	0	4	0	0	0	65	0	29	34	0	29	8	0	3	0	0	1	49	0	0	0	3	0	0	0	0	0	0	117	0	0	0	0	139	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1
23958	41646	"La Molina mire"	43.38111	-6.32722	47	"AWI"	47	1221	1452	1345	0	21	0	0	0	3	2	0	0	39	0	0	0	0	0	0	2	0	0	0	79	0	16	0	0	45	5	0	3	0	0	0	54	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	3	3	0	0	0	0	6	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	49	"AWI"	49	1308	1574	1457	0	20	0	0	1	5	6	0	0	26	0	3	0	1	0	0	3	0	0	4	79	1	31	23	0	57	5	0	12	0	0	0	50	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	1	0	0	0	0	0	0	1	7	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	50	"AWI"	50	1346	1647	1513	1	23	0	0	0	4	2	0	0	21	0	2	0	0	0	0	1	0	0	4	88	1	23	0	0	52	4	0	4	0	0	0	53	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	150	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	51	"AWI"	51	1362	1652	1526	1	23	0	0	0	5	1	0	0	28	0	0	0	0	0	0	2	0	0	0	87	1	36	21	0	29	2	0	7	0	0	1	36	0	1	1	4	0	0	0	0	0	4	104	0	0	0	0	163	0	0	0	0	0	2	1	0	0	0	0	0	6	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	52	"AWI"	52	1374	1659	1536	0	20	0	0	1	5	1	0	0	18	0	1	1	1	0	0	2	0	0	0	69	0	42	90	0	32	3	0	2	0	0	0	34	3	0	0	3	0	0	0	3	0	0	131	0	0	0	0	92	0	0	1	0	0	0	1	0	0	0	0	0	2	1	1
23958	41646	"La Molina mire"	43.38111	-6.32722	53	"AWI"	53	1385	1669	1545	2	24	0	0	2	2	0	0	0	24	0	2	0	0	0	0	3	0	0	0	92	0	42	31	0	23	7	0	3	0	0	0	74	0	1	0	0	0	0	0	7	0	0	92	0	0	0	0	151	0	0	0	0	0	0	0	0	0	1	0	0	8	1	0
23958	41646	"La Molina mire"	43.38111	-6.32722	54	"AWI"	54	1396	1681	1554	0	32	0	0	1	2	0	0	0	21	0	0	0	0	0	2	2	0	0	0	103	1	23	0	0	26	1	0	5	0	0	0	62	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	131	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	55	"AWI"	55	1405	1693	1563	1	28	1	0	0	1	3	0	0	30	0	0	0	0	0	0	4	0	0	0	99	1	43	0	0	15	4	0	3	0	0	0	52	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	127	0	2	0	0	0	0	2	0	0	0	2	0	4	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	56	"AWI"	56	1411	1710	1572	3	28	0	0	0	5	0	0	0	20	0	0	0	0	0	1	3	0	0	0	113	2	55	0	0	17	3	0	8	0	0	0	61	0	0	0	2	0	0	0	3	0	0	80	0	0	0	0	157	0	0	0	0	0	0	4	0	0	0	0	0	4	1	0
23958	41646	"La Molina mire"	43.38111	-6.32722	57	"AWI"	57	1418	1726	1582	7	26	0	0	0	3	2	0	0	24	0	0	0	0	0	1	5	0	0	1	103	2	57	25	0	16	4	0	6	0	0	0	89	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	146	0	1	0	0	0	0	1	0	0	2	0	0	7	1	0
23958	41646	"La Molina mire"	43.38111	-6.32722	58	"AWI"	58	1423	1747	1591	2	34	1	0	0	6	2	0	0	24	0	0	0	0	0	1	0	0	0	3	81	2	37	19	0	26	2	0	4	0	0	0	83	1	1	0	4	0	0	0	0	0	0	0	0	0	1	0	157	0	2	0	0	0	0	0	0	0	1	0	1	4	1	1
23958	41646	"La Molina mire"	43.38111	-6.32722	59	"AWI"	59	1427	1766	1600	3	37	0	0	0	0	2	0	0	27	0	0	0	2	0	2	2	1	0	0	109	4	26	25	0	17	1	0	1	0	0	0	69	0	0	0	2	1	1	0	4	0	0	0	0	0	0	0	139	0	5	1	0	0	0	1	1	0	0	0	0	5	1	1
23958	41646	"La Molina mire"	43.38111	-6.32722	60	"AWI"	60	1433	1785	1610	0	32	0	0	0	2	0	0	0	30	0	0	0	1	0	0	3	0	0	4	114	4	6	30	0	15	7	0	3	0	0	0	117	1	0	0	2	0	0	0	4	0	0	0	0	0	0	0	130	0	9	0	0	1	0	1	0	0	0	0	0	2	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	61	"AWI"	61	1446	1792	1620	11	29	1	0	0	0	0	0	0	20	0	0	0	2	0	0	3	2	0	5	90	6	17	0	0	11	2	3	5	0	0	0	74	1	1	0	7	0	0	0	0	0	3	0	0	0	0	0	151	0	13	0	0	0	0	0	0	0	0	0	1	2	0	3
23958	41646	"La Molina mire"	43.38111	-6.32722	62	"AWI"	62	1461	1797	1630	4	22	1	0	0	3	1	0	0	28	0	0	0	1	0	2	2	4	0	0	74	8	22	0	0	15	3	0	5	0	0	1	77	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	158	0	20	1	0	0	0	0	0	0	3	1	1	2	0	1
23958	41646	"La Molina mire"	43.38111	-6.32722	64	"AWI"	64	1479	1812	1650	5	34	0	0	0	7	2	0	0	29	0	0	0	0	0	0	2	0	0	2	77	9	40	21	0	12	2	1	2	0	0	0	113	0	2	0	1	0	2	0	0	0	0	71	0	0	0	0	146	0	24	0	0	1	0	4	0	0	0	0	0	1	1	0
23958	41646	"La Molina mire"	43.38111	-6.32722	65	"AWI"	65	1486	1821	1659	1	22	1	0	0	0	0	0	0	34	0	1	0	0	0	0	3	2	0	0	76	19	59	29	0	13	1	3	4	0	0	0	113	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	159	0	15	0	0	0	0	4	0	0	0	0	0	3	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	66	"AWI"	66	1494	1829	1670	0	24	2	0	0	5	4	0	0	38	0	0	0	0	0	0	3	0	0	2	97	12	46	31	0	17	2	4	3	0	0	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	150	0	16	0	0	1	0	1	0	0	0	0	0	8	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	67	"AWI"	67	1502	1843	1681	0	30	1	0	1	2	0	1	0	25	0	0	0	0	0	0	1	0	0	5	95	10	32	27	0	14	1	3	6	2	0	1	101	0	0	0	2	0	1	0	0	0	0	86	0	0	0	0	129	0	17	0	0	0	0	3	0	0	0	0	0	2	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	68	"AWI"	68	1506	1855	1690	1	25	2	0	1	4	1	0	0	28	0	0	0	0	0	0	0	2	0	3	96	15	37	23	0	0	2	3	3	0	0	0	106	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	139	0	8	0	0	0	0	1	0	0	0	0	0	3	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	69	"AWI"	69	1510	1866	1700	2	25	0	0	0	4	4	0	0	23	0	0	0	0	0	0	2	0	0	3	84	17	20	20	0	0	4	2	5	17	0	0	124	0	0	0	2	0	2	0	9	0	0	78	0	0	0	0	122	0	17	0	0	0	0	0	0	0	0	0	0	1	1	0
23958	41646	"La Molina mire"	43.38111	-6.32722	70	"AWI"	70	1516	1881	1709	4	17	0	0	1	3	1	0	0	28	0	0	0	0	0	1	1	0	0	0	70	8	37	33	0	0	6	4	2	0	0	0	109	1	0	0	1	0	0	0	0	0	0	90	0	0	0	0	134	0	29	0	0	0	0	1	0	1	0	0	1	1	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	71	"AWI"	71	1537	1886	1719	0	26	0	0	0	1	2	0	0	20	0	0	0	0	0	0	3	0	0	2	66	7	48	25	0	23	1	3	3	0	0	0	89	0	0	0	1	0	1	0	0	0	0	158	0	0	0	0	121	0	40	0	0	0	5	2	0	0	0	0	0	2	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	72	"AWI"	72	1551	1893	1728	2	19	0	0	0	2	0	0	0	20	0	0	0	0	0	0	1	1	0	14	38	0	87	20	0	47	1	3	3	0	0	0	102	0	0	1	1	0	0	0	3	2	0	158	0	0	0	0	81	0	48	0	0	0	0	2	0	0	0	0	0	3	4	0
23958	41646	"La Molina mire"	43.38111	-6.32722	73	"AWI"	73	1565	1899	1737	0	8	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	3	0	31	40	0	167	0	0	63	3	1	1	5	0	0	73	0	0	0	1	0	0	0	0	0	0	139	0	0	0	0	68	3	67	0	0	0	0	1	0	0	0	0	0	1	10	0
23958	41646	"La Molina mire"	43.38111	-6.32722	74	"AWI"	74	1577	1905	1747	0	12	0	0	0	5	0	0	0	13	0	0	0	0	0	0	0	1	0	14	53	2	305	28	0	0	1	9	0	0	0	0	70	0	0	0	2	0	1	0	0	0	0	169	0	0	0	0	125	0	15	0	0	0	0	2	0	0	0	0	0	0	9	1
23958	41646	"La Molina mire"	43.38111	-6.32722	75	"AWI"	75	1589	1912	1758	0	11	0	0	0	1	2	0	0	13	0	0	0	0	0	0	2	1	0	10	85	1	238	37	0	0	2	1	0	0	0	0	98	0	0	2	1	0	1	0	0	0	0	165	0	0	5	0	100	0	14	0	0	0	0	0	0	0	0	0	0	2	2	0
23958	41646	"La Molina mire"	43.38111	-6.32722	76	"AWI"	76	1600	1920	1767	0	12	0	0	0	2	0	0	0	14	0	0	0	0	0	1	1	1	0	5	108	0	174	0	0	16	0	2	0	0	0	0	84	0	1	0	2	0	0	0	0	0	0	146	0	0	4	0	129	0	3	0	0	0	0	2	0	0	0	0	0	4	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	77	"AWI"	77	1606	1929	1777	0	5	0	0	0	5	1	0	0	8	0	0	0	0	0	0	0	3	0	5	97	0	154	50	0	0	0	4	0	0	1	0	53	0	0	2	4	0	0	0	0	0	0	139	0	0	7	0	111	0	5	0	0	0	0	2	0	0	0	0	0	1	1	0
23958	41646	"La Molina mire"	43.38111	-6.32722	78	"AWI"	78	1614	1940	1787	0	24	1	0	0	3	0	0	0	16	0	0	0	0	0	1	0	2	0	19	66	0	203	0	0	24	5	9	0	0	0	0	52	0	0	2	0	0	1	0	0	0	0	117	0	0	13	0	114	0	16	1	0	0	0	2	0	0	0	0	0	3	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	79	"AWI"	79	1623	1952	1797	0	16	0	0	0	2	1	0	0	25	0	0	0	0	0	0	2	0	0	19	100	0	348	29	0	0	3	7	1	2	2	0	85	0	0	2	0	0	1	0	0	0	0	102	0	0	0	0	134	0	4	0	0	0	0	2	0	0	0	0	0	2	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	80	"AWI"	80	1627	1968	1806	0	18	1	2	0	9	1	0	0	14	0	0	0	0	0	0	1	3	0	36	102	0	543	33	0	0	3	5	1	0	0	0	91	0	0	3	0	0	2	0	0	0	0	90	0	0	0	0	114	0	6	0	0	1	0	2	0	0	0	0	0	0	1	0
23958	41646	"La Molina mire"	43.38111	-6.32722	81	"AWI"	81	1654	1972	1816	0	17	0	0	0	5	0	0	0	11	0	0	0	0	0	0	0	2	0	26	82	0	552	38	0	0	2	3	0	15	0	0	114	1	0	3	0	0	0	0	4	0	0	86	0	0	0	0	112	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0
