"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Eucalyptus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Olea"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23958	41646	"La Molina mire"	43.38111	-6.32722	2.5	"AWI"	2.5	-132.5	23.5	-42.5	0	10	2	0	0	0	0	0	0	24	0	3	0	1	0	0	18	0	0	0	13	0	98	104	4	17	3	0	1	0	0	0	76	0	0	0	0	0	1	0	62	0	21	185	0	0	0	2	34	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
23958	41646	"La Molina mire"	43.38111	-6.32722	6	"AWI"	6	-110	81	-12	1	8	0	0	0	0	1	0	0	20	0	2	0	0	0	0	20	0	0	0	30	0	162	114	0	16	5	0	1	0	0	0	37	0	0	0	3	0	0	0	0	0	16	192	0	0	1	4	59	7	0	0	0	0	0	0	0	0	0	0	0	1	2	0
23958	41646	"La Molina mire"	43.38111	-6.32722	7	"AWI"	7	-106	102	-3	0	9	1	0	0	0	0	0	0	18	0	4	0	2	0	1	18	0	0	0	27	0	42	129	3	27	5	0	1	0	0	0	44	4	0	0	4	0	0	0	17	0	12	149	0	0	0	1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
23958	41646	"La Molina mire"	43.38111	-6.32722	8	"AWI"	8	-102	123	6	0	8	0	0	0	0	0	0	0	31	0	2	0	3	0	0	17	0	0	0	22	0	23	123	2	21	15	0	0	0	0	0	33	1	0	0	8	0	1	0	17	0	20	158	0	0	1	6	40	6	0	0	0	0	0	0	0	0	0	0	0	0	8	0
23958	41646	"La Molina mire"	43.38111	-6.32722	10	"AWI"	10	-95	166	23	0	6	1	0	0	0	3	2	0	15	0	0	0	2	0	0	9	0	0	0	26	0	15	135	0	22	13	0	1	0	0	0	38	0	0	0	3	0	0	0	13	0	0	158	0	0	0	10	44	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
23958	41646	"La Molina mire"	43.38111	-6.32722	11	"AWI"	11	-85	170	34	0	8	0	0	0	0	1	0	0	20	0	3	0	1	0	2	17	0	0	0	37	0	22	126	0	26	15	0	4	0	0	0	46	0	0	1	0	0	1	0	9	0	16	169	0	0	0	4	52	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
23958	41646	"La Molina mire"	43.38111	-6.32722	12	"AWI"	12	-75	173	44	0	10	0	0	0	0	1	0	0	25	0	0	0	1	0	1	16	0	0	0	19	0	12	140	0	36	6	0	3	0	0	0	28	0	0	0	1	0	0	0	0	0	16	127	0	0	0	4	49	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
23958	41646	"La Molina mire"	43.38111	-6.32722	13	"AWI"	13	-68	177	55	0	17	1	0	0	0	3	3	0	31	0	0	0	5	0	0	15	0	0	0	17	0	11	150	0	25	9	0	5	0	0	0	50	0	0	0	5	0	3	0	8	0	9	131	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
23958	41646	"La Molina mire"	43.38111	-6.32722	14	"AWI"	14	-60	181	66	0	8	1	1	0	0	0	0	0	20	0	0	0	0	0	0	20	0	0	0	24	0	29	168	0	35	5	0	1	0	0	0	42	2	0	0	2	0	2	0	0	0	12	156	0	0	0	1	33	4	0	0	0	0	0	1	0	0	0	0	0	0	2	0
23958	41646	"La Molina mire"	43.38111	-6.32722	15	"AWI"	15	-54	185	77	0	13	1	0	0	0	0	0	0	16	0	0	0	1	0	1	18	0	0	0	32	0	36	185	0	16	7	0	0	0	0	0	43	2	0	0	2	0	4	0	5	0	21	134	0	0	0	6	33	0	0	0	0	1	0	2	0	0	0	0	0	0	8	0
23958	41646	"La Molina mire"	43.38111	-6.32722	16	"AWI"	16	-48	190	87	0	14	0	2	0	0	0	0	0	26	0	1	0	0	0	0	19	0	0	0	37	0	40	134	0	29	8	0	0	0	1	0	48	0	0	0	6	0	1	0	8	0	17	120	0	0	0	3	63	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
23958	41646	"La Molina mire"	43.38111	-6.32722	17	"AWI"	17	-44	195	97	0	14	0	1	0	0	0	0	0	31	0	0	0	2	0	0	13	0	0	0	46	0	36	226	0	19	11	0	2	0	0	0	48	1	0	0	2	0	0	0	6	0	0	72	0	0	0	0	44	0	0	0	0	0	0	2	0	0	0	0	0	1	3	0
23958	41646	"La Molina mire"	43.38111	-6.32722	18	"AWI"	18	-39	203	107	0	8	1	0	0	4	1	0	0	25	0	0	0	1	0	0	17	0	0	0	44	0	34	175	0	19	7	0	0	0	0	1	48	2	0	0	7	0	0	0	3	0	9	96	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	19	"AWI"	19	-35	211	116	0	10	0	0	0	1	0	0	0	28	0	0	0	0	0	0	21	0	0	0	41	0	48	162	0	24	6	0	0	1	0	0	44	0	0	0	3	0	0	1	0	0	6	113	0	0	0	2	51	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0
23958	41646	"La Molina mire"	43.38111	-6.32722	20	"AWI"	20	-31	222	126	0	14	1	0	0	2	0	0	0	30	0	0	0	1	0	0	17	0	0	0	37	0	39	147	1	20	12	0	1	0	0	0	41	0	0	1	2	0	0	0	8	0	0	126	0	0	0	4	45	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	21	"AWI"	21	-10	224	139	0	14	0	1	0	5	0	0	0	28	0	0	0	0	0	0	11	0	0	0	41	0	65	153	0	21	14	0	3	0	0	0	32	0	0	0	1	0	2	0	7	0	0	109	0	0	0	1	69	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
23958	41646	"La Molina mire"	43.38111	-6.32722	22	"AWI"	22	7	226	151	0	13	0	1	0	4	1	0	0	27	0	0	0	0	0	0	11	0	0	0	31	0	49	169	0	20	12	0	0	0	0	0	46	1	0	0	3	0	2	0	5	0	0	111	0	0	0	3	60	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	23	"AWI"	23	18	230	164	0	15	2	0	1	4	1	0	0	22	0	0	0	1	0	1	17	0	0	0	36	0	59	155	0	11	12	0	0	0	0	0	30	1	0	0	1	0	1	0	6	0	0	121	0	0	0	5	67	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	24	"AWI"	24	30	232	177	0	8	1	0	0	5	0	0	0	27	0	0	0	0	0	1	18	0	0	0	43	0	76	148	0	17	8	0	0	0	0	0	25	4	0	0	1	0	0	0	6	0	0	136	0	0	0	4	66	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	25	"AWI"	25	39	236	190	0	20	0	0	0	4	0	0	0	14	0	0	0	1	0	0	13	0	0	0	32	0	74	182	0	14	11	0	0	0	0	0	33	1	0	0	1	0	3	0	2	0	0	126	0	0	0	1	65	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	26	"AWI"	26	49	239	204	0	21	0	0	0	2	0	0	0	22	0	0	0	0	0	0	17	0	0	0	51	0	60	151	0	16	13	0	0	0	0	0	22	0	0	0	3	0	0	0	5	0	6	0	0	0	0	2	73	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	27	"AWI"	27	59	244	218	0	14	1	0	3	4	2	0	0	20	0	0	0	0	0	0	18	0	0	0	46	0	75	128	0	19	11	0	0	0	0	0	30	2	0	0	2	0	0	0	4	0	0	153	0	0	0	2	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	28	"AWI"	28	68	258	231	0	18	0	0	1	2	0	0	0	18	0	0	0	0	0	0	12	0	0	0	48	0	55	142	0	22	8	0	0	0	0	0	37	1	0	0	2	0	0	0	3	0	0	132	0	0	0	2	62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	29	"AWI"	29	73	283	240	0	16	0	0	0	5	0	0	0	23	0	0	0	0	0	0	18	0	0	0	50	0	46	153	0	18	5	0	0	0	0	0	30	2	0	0	6	0	1	0	0	0	0	0	0	0	1	2	64	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	30	"AWI"	30	82	312	249	0	16	0	0	0	3	0	0	0	22	0	0	0	1	0	0	21	0	0	0	54	0	43	171	0	17	13	0	0	0	0	0	36	2	0	0	4	0	0	0	0	0	0	124	0	0	0	3	45	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	31	"AWI"	31	169	383	321	0	15	1	0	0	5	2	0	0	24	0	0	0	0	0	0	17	0	0	0	38	0	65	157	0	16	10	0	0	0	0	0	35	3	0	0	2	0	0	0	0	0	0	121	0	0	0	2	74	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
23958	41646	"La Molina mire"	43.38111	-6.32722	32	"AWI"	32	254	460	393	0	15	0	0	0	2	2	0	0	26	0	0	0	0	0	0	17	0	0	0	58	0	99	139	0	17	9	0	0	0	1	0	37	1	0	0	4	0	0	0	0	0	0	139	0	0	0	3	62	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	33	"AWI"	33	335	543	463	0	15	0	3	0	4	5	0	0	33	0	0	0	0	0	0	12	0	0	0	61	0	62	102	0	24	18	0	0	0	0	0	33	0	0	0	3	0	0	0	0	0	8	141	0	0	0	4	56	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	34	"AWI"	34	412	631	534	0	16	0	1	0	4	0	0	0	23	0	0	0	0	0	0	13	0	0	0	63	0	54	99	0	15	9	0	0	0	1	0	29	0	0	0	2	0	2	0	0	0	0	146	0	0	0	5	73	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	35	"AWI"	35	485	723	606	0	16	0	1	1	3	0	0	0	30	0	0	0	0	0	0	17	0	0	0	69	0	78	81	0	20	7	0	0	0	0	0	41	0	0	0	0	0	1	0	0	0	0	133	0	0	0	4	86	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	36	"AWI"	36	550	816	679	0	24	1	0	0	2	2	0	0	34	0	0	0	0	0	2	6	0	0	0	65	0	57	60	0	27	10	0	1	0	0	0	30	2	0	0	6	0	0	0	0	0	7	119	0	0	0	7	95	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	37	"AWI"	37	618	908	752	0	17	0	1	0	1	1	0	0	33	0	0	0	0	0	0	5	0	0	0	78	0	83	59	0	29	10	0	0	0	0	0	40	0	0	0	4	0	0	0	0	0	0	125	0	0	0	3	119	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	38	"AWI"	38	682	1001	827	0	16	0	0	0	3	3	0	0	38	0	0	0	0	0	0	9	0	0	0	89	0	88	66	0	30	10	0	0	0	1	0	32	1	0	0	5	0	0	0	0	0	5	104	0	0	0	4	95	0	0	0	0	0	0	2	0	0	1	0	1	4	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	39	"AWI"	39	742	1093	901	0	22	0	0	0	2	2	0	0	51	0	0	0	0	0	0	11	0	0	0	67	0	44	69	0	40	7	0	0	0	0	0	33	0	0	0	4	0	0	0	0	0	0	118	0	0	0	10	106	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	40	"AWI"	40	802	1189	975	0	23	1	0	0	4	1	0	0	44	0	0	0	0	0	0	9	0	0	0	63	0	45	90	0	28	8	0	2	0	0	0	45	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	41	"AWI"	41	876	1220	1028	0	23	0	0	2	3	3	0	0	49	0	0	0	0	0	0	5	0	0	0	51	0	65	36	0	26	7	0	2	0	0	0	61	0	0	0	13	0	0	0	0	0	4	136	0	0	0	3	101	0	0	0	0	0	0	3	1	0	2	0	0	6	0	0
23958	41646	"La Molina mire"	43.38111	-6.32722	43	"AWI"	43	1009	1284	1131	1	23	0	0	0	3	4	0	0	52	0	0	0	1	0	0	3	0	0	0	46	0	23	0	0	44	5	0	3	0	0	1	55	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	122	0	0	0	0	0	0	4	1	0	0	0	0	4	2	0
23958	41646	"La Molina mire"	43.38111	-6.32722	44	"AWI"	44	1068	1317	1183	0	27	1	0	6	7	2	0	0	71	0	0	0	2	0	0	2	0	0	0	60	0	21	0	0	24	8	0	5	0	0	0	49	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	161	0	1	1	0	0	0	0	1	0	0	0	0	4	2	0
23958	41646	"La Molina mire"	43.38111	-6.32722	45	"AWI"	45	1123	1357	1236	1	26	0	0	0	2	3	0	0	64	0	1	0	0	0	1	7	0	0	2	51	0	29	16	0	29	14	0	4	0	0	0	71	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	165	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
