"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3513	4539	"Ylimysneva"	62.13333	22.86667	0.5	"AWI"	0.5	-137.5	31.5	-45	0	6.86567164179105	0.597014925373134	0	0.746268656716418	0	0	41.4925373134328	0	0	0	0	0.149253731343284	0	0	0	0	7.01492537313433	0	1.49253731343284	0	0	0.149253731343284	0	0	0	0	0	2.08955223880597	33.134328358209	0	3.73134328358209	0.149253731343284	0	0	0	0	0.149253731343284	1.49253731343284	0.597014925373134	0	0	0	0	0.149253731343284
3513	4539	"Ylimysneva"	62.13333	22.86667	5	"AWI"	5	-109	92	-6	0	1.9047619047619	0	0	0	0	0	14.9206349206349	0.158730158730159	0	0	0	0	0	0	0	0	3.01587301587302	0	0	0	0	0	0.317460317460317	0	0	0	0	11.7460317460317	62.3809523809524	0	3.96825396825397	0	0	0.158730158730159	0.634920634920635	0	0	0.634920634920635	0.158730158730159	0	0	0	0	0
3513	4539	"Ylimysneva"	62.13333	22.86667	10	"AWI"	10	-84	185	34	0	3.37620578778135	0	0	0.643086816720257	0	0.160771704180064	51.1254019292604	0	0	0	0	0	0	0	0	0	2.09003215434084	0	1.76848874598071	0	0	0	0	0	0.160771704180064	0	0	2.73311897106109	27.491961414791	0	5.94855305466238	0.160771704180064	0	0	0.160771704180064	0	0	3.69774919614148	0	0	0	0	0	0.482315112540193
3513	4539	"Ylimysneva"	62.13333	22.86667	15	"AWI"	15	-67	294	71	0	7.24852071005917	0.443786982248521	0	0.14792899408284	0	0	22.9289940828402	0.14792899408284	0	0	0	0.14792899408284	0	0	0	0	3.40236686390533	0	1.92307692307692	0	0	0	0.14792899408284	0	0	0	0	9.02366863905326	47.0414201183432	0	4.73372781065089	0	0.14792899408284	0	0	0	0	2.36686390532544	0.14792899408284	0	0	0	0	0
3513	4539	"Ylimysneva"	62.13333	22.86667	20	"AWI"	20	-31	349	117	0	9.54692556634304	0.161812297734628	0	0	0	0	28.4789644012945	0.161812297734628	0	0.161812297734628	0	0	0	0	0	0	1.13268608414239	0	5.50161812297735	0	0	0	0.323624595469256	0	0	0	0	4.36893203883495	43.6893203883495	0	3.23624595469256	0	0	0	0.647249190938511	0	0	1.94174757281553	0.647249190938511	0	0	0	0	0
3513	4539	"Ylimysneva"	62.13333	22.86667	25	"AWI"	25	-4	383	167	0	4.2483660130719	0.326797385620915	0	0.163398692810458	0	0.163398692810458	26.4705882352941	0.65359477124183	0	0.163398692810458	0	0.163398692810458	0	0	0	0	2.77777777777778	0	3.26797385620915	0	0	0	0.163398692810458	0	0	0	0	5.06535947712418	49.0196078431373	0	5.71895424836601	0	0	0	0	0	0	1.47058823529412	0.163398692810458	0	0	0	0	0
3513	4539	"Ylimysneva"	62.13333	22.86667	30	"AWI"	30	15	443	216	0	5.76323987538941	0.467289719626168	0.155763239875389	0.934579439252336	0	0	32.7102803738318	0	0	0.311526479750779	0	0	0	0	0	0	2.02492211838006	0	2.02492211838006	0	0	0	0.467289719626168	0	0	0	0	1.4018691588785	46.417445482866	0	4.3613707165109	0	0	0	0.155763239875389	0	0.155763239875389	2.49221183800623	0.155763239875389	0	0	0	0	0
3513	4539	"Ylimysneva"	62.13333	22.86667	35	"AWI"	35	55	503	267	0	4.69255663430421	0.161812297734628	0	0.809061488673139	0	0	25.7281553398058	0.323624595469256	0	0	0	0	0	0	0	0.323624595469256	3.07443365695793	0	4.20711974110032	0	0	0	0.485436893203883	0	0	0	0	4.53074433656958	50.9708737864078	0	2.9126213592233	0	0	0	0.323624595469256	0	0	1.29449838187702	0.161812297734628	0	0	0	0	0
3513	4539	"Ylimysneva"	62.13333	22.86667	40	"AWI"	40	120	550	335	0	2.58899676375405	0	0	0.161812297734628	0	0	20.873786407767	0	0	0.161812297734628	0	0	0	0	0	0	5.50161812297735	0	1.29449838187702	0	0	0	0.323624595469256	0	0	0	0	1.94174757281553	61.3268608414239	0	4.53074433656958	0	0	0	0.161812297734628	0	0	0.970873786407767	0.161812297734628	0	0	0	0	0
3513	4539	"Ylimysneva"	62.13333	22.86667	45	"AWI"	45	161	620	401	0	2.11480362537764	0	0	0.151057401812689	0	0	49.6978851963746	0.302114803625378	0	0	0	0	0	0	0	0	6.94864048338369	0	0.755287009063444	0	0.151057401812689	0	0	0	0	0	0	2.56797583081571	35.1963746223565	0	1.66163141993958	0	0.302114803625378	0	0	0	0	0.151057401812689	0	0	0	0	0	0
3513	4539	"Ylimysneva"	62.13333	22.86667	50	"AWI"	50	188	716	455	0	9.02366863905326	0	0	0.591715976331361	0	0	40.6804733727811	0	0	0	0	0	0	0	0	0.29585798816568	2.36686390532544	0	1.62721893491124	0	0	0	0.29585798816568	0	0	0	0	1.03550295857988	41.1242603550296	0	2.2189349112426	0	0.14792899408284	0	0.14792899408284	0	0	0	0.443786982248521	0	0	0	0	0
3513	4539	"Ylimysneva"	62.13333	22.86667	55	"AWI"	55	333	1113	675	0	3.99361022364217	0	0	0.319488817891374	0	0	29.3929712460064	0	0	0	0	0	0	0	0	0.319488817891374	1.43769968051118	0	1.2779552715655	0	0	0.159744408945687	0	0	0	0	0	2.55591054313099	59.5846645367412	0	0	0	0.319488817891374	0	0.159744408945687	0	0	0	0.319488817891374	0	0	0	0.159744408945687	0
3513	4539	"Ylimysneva"	62.13333	22.86667	60	"AWI"	60	401	1669	892	0	4.53752181500873	0	0	0	0	0	40.6631762652705	0	0	0	0	0	0	0	0	0.349040139616056	6.63176265270506	0	0	0	0	0	0	0	0	0	0.174520069808028	1.91972076788831	43.804537521815	0	1.2216404886562	0	0	0.174520069808028	0	0	0	0.174520069808028	0.349040139616056	0	0	0	0	0
