"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Heliotropium"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prosopis"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Verbenaceae"	"Vitaceae"	"Zygophyllaceae"
15737	24166	"Pinarbasi"	37.46667	30.05	45	"AWI"	45	253	953	577	0	0	0	0	2.87539936102236	0	0	0	0	0	0	0	0	0.319488817891374	0	1.91693290734824	0	0	0	12.4600638977636	0	0	0	0	0	0	0	0	0	0.638977635782748	0	0.319488817891374	0	0	0.319488817891374	0	0	0	0	78.594249201278	0	0	0.638977635782748	0	0	0	0	0	0	0.958466453674121	0.958466453674121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	65	"AWI"	65	514	1215	873	0	0	0	0	1.0545905707196	0	0	0.0620347394540943	0	0	0	0	0	0.0620347394540943	0	0	0	0	0	82.6302729528536	0	0	0	0	0.0620347394540943	0	0	0	0.0620347394540943	0.310173697270472	0	0	0	0	0	0	0	0	0	12.9652605459057	0	0	0	0	0	0.0620347394540943	0	0	0	1.17866004962779	1.17866004962779	0	0	0.0620347394540943	0.248138957816377	0	0	0	0	0	0.0620347394540943	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	80	"AWI"	80	745	1416	1091	0	0	0	0	5.92255125284738	0	0	0	0	0	0	0	0	0	0.227790432801822	0.227790432801822	0	0	0	43.7357630979499	0	0	0	0	0	0	0	0	0	0.455580865603645	0	0	0	0	0	0	0	0	0.227790432801822	41.002277904328	0	0	0.227790432801822	0	0	0	0	0	0.227790432801822	2.96127562642369	3.64464692482916	0	0	0	0.911161731207289	0	0	0.227790432801822	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	90	"AWI"	90	960	1535	1225	0.112107623318386	0	1.00896860986547	0	1.23318385650224	0	0	0	0	0	0	0	0	0	0	0.224215246636771	0	0	0	13.0044843049327	0.112107623318386	0	0	0	0	0	0	0	0.112107623318386	0.7847533632287	0	0	0	0	0.112107623318386	0	0	0	0	16.9282511210762	0	0	0.112107623318386	0	62.1076233183856	0	0	0	0	2.13004484304933	2.01793721973094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	100	"AWI"	100	1186	1767	1397	0	0.0322684737011939	0	0	0	0	0	0	0	0	0	0	0	0.16134236850597	0.0322684737011939	0.0968054211035818	0.0322684737011939	0	0.0322684737011939	54.3723781865118	0.387221684414327	0	0	0	0.0322684737011939	0.0322684737011939	0	0	0.0645369474023879	0	0	0	0	0	0.16134236850597	0	0	0.0322684737011939	0	8.06711842529848	0.0322684737011939	0	0.0968054211035818	0	32.8493062278154	0	0	0	0	1.12939657954179	2.03291384317522	0	0	0.0645369474023879	0.16134236850597	0	0	0	0	0	0.0322684737011939	0	0	0.0645369474023879	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	120	"AWI"	120	1472	2857	1971	0	0.291545189504373	0	0	2.76967930029155	0	0	0	0	0	0	0	0	0	0	1.16618075801749	0	0.145772594752187	0	76.4577259475219	0	0	0	0	0	0.291545189504373	0	0	0.21865889212828	0.364431486880466	0.0728862973760933	0	0	0	0.87463556851312	0	0.0728862973760933	0	0	8.45481049562682	0	0	0	0.0728862973760933	4.08163265306122	0.145772594752187	0	0	0	2.11370262390671	1.67638483965015	0	0	0.145772594752187	0.43731778425656	0	0	0	0.0728862973760933	0	0	0	0	0	0	0.0728862973760933	0
15737	24166	"Pinarbasi"	37.46667	30.05	130	"AWI"	130	1646	3274	2274	0	0.179694519317161	0	0	0	0	0	0.0898472596585804	0	0	0	0.0898472596585804	0	0.0898472596585804	0	0.359389038634322	0	0	0	72.6864330637916	0	0	0	0	0	0.0898472596585804	0	0	0.359389038634322	0.0898472596585804	0.0898472596585804	0	0	0	1.25786163522013	0.0898472596585804	0	0.0898472596585804	0	8.53548966756514	0.0898472596585804	0	0	0	10.3324348607367	0.179694519317161	0	0	0	1.79694519317161	2.33602875112309	0	0	0.449236298292902	0.359389038634322	0	0	0	0	0	0.0898472596585804	0	0	0.179694519317161	0	0.0898472596585804	0
15737	24166	"Pinarbasi"	37.46667	30.05	140	"AWI"	140	1840	3677	2586	0	0	0	0	0	0.18348623853211	0	0	0	0	0	0	0	0.917431192660551	0.55045871559633	1.28440366972477	0	0	0	57.0642201834862	0	0	0	0	0	0.36697247706422	0.18348623853211	0	0.917431192660551	0	0	0	0	0	1.8348623853211	0	0	0	0	22.5688073394495	0.18348623853211	0	0	0	7.70642201834862	0.18348623853211	0	0	0	2.56880733944954	2.56880733944954	0	0	0.18348623853211	0.18348623853211	0	0	0	0	0	0.18348623853211	0	0	0	0	0.18348623853211	0.18348623853211
15737	24166	"Pinarbasi"	37.46667	30.05	150	"AWI"	150	2052	4052	2881	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418410041841004	0	1.88284518828452	0	0	0	53.765690376569	0	0	0	0	0	0.209205020920502	0	0	0	0	0.209205020920502	0	0	0	0.836820083682008	0	0	0	0	33.4728033472803	0	0	0	0	4.60251046025105	0	0	0	0	2.30125523012552	1.25523012552301	0	0.209205020920502	0.209205020920502	0.209205020920502	0	0	0	0	0	0	0	0	0.209205020920502	0	0.209205020920502	0
15737	24166	"Pinarbasi"	37.46667	30.05	160	"AWI"	160	2281	4388	3190	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340715502555366	0	4.77001703577513	0	0	0	26.4054514480409	0	0	0	0	0	0.170357751277683	0	0	0.851788756388416	0	0	0	0	0	0	0	0	0	0	64.2248722316865	0.511073253833049	0	0	0	1.53321976149915	0.511073253833049	0	0	0	0.340715502555366	0	0	0	0	0.170357751277683	0	0	0	0	0	0	0.170357751277683	0	0	0	0	0
