"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Heliotropium"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prosopis"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Verbenaceae"	"Vitaceae"	"Zygophyllaceae"
15737	24166	"Pinarbasi"	37.46667	30.05	170	"AWI"	170	2529	4714	3500	0.172413793103448	0	0	0	8.44827586206897	0	0	0.172413793103448	0	0	0	0	0	0.862068965517241	0	56.7241379310345	0	0	0	2.41379310344828	0	0	0	0	0	0	0	0	0.517241379310345	0.517241379310345	0	0	0	0	0.517241379310345	0	0	0	0	23.448275862069	0	0	0	0	3.44827586206897	1.03448275862069	0	0	0	0.517241379310345	0.344827586206897	0	0	0	0.344827586206897	0	0	0	0	0	0	0	0.172413793103448	0.344827586206897	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	180	"AWI"	180	2759	5053	3802	0.297619047619048	0	0	0	0	0	0	0.595238095238095	0	0	0	0	0	2.38095238095238	0	34.5238095238095	0	0	0	0.595238095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297619047619048	0	0	59.8214285714286	0	0	0	0	0	0.892857142857143	0	0	0	0.297619047619048	0	0	0	0	0.297619047619048	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	190	"AWI"	190	3021	5398	4114	0	0	0	0	0	0	0	0	0	0	0.168067226890756	0	0	1.00840336134454	0	25.0420168067227	0	0	0	2.6890756302521	0	0	0	0	0	0	0	0	0	0.168067226890756	0	0	0	0	0.504201680672269	0	0	0	0	69.4117647058823	0	0	0	0	0	0.504201680672269	0	0	0	0.168067226890756	0	0	0	0	0.168067226890756	0	0	0	0	0	0.168067226890756	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	200	"AWI"	200	3277	5733	4417	0.129198966408269	0	0	0	0	0	0	0	0	0	0	0.129198966408269	0	0.645994832041344	0	5.55555555555556	0	0	0	3.48837209302326	0	0	0	0	0	0.129198966408269	0	0	0.387596899224806	0.129198966408269	0	0	0	0	0	0	0	0	0	85.9173126614987	0	0	0	0	2.71317829457364	0	0	0	0	0.129198966408269	0	0	0	0	0	0	0.129198966408269	0	0	0	0.129198966408269	0.129198966408269	0	0	0	0.258397932816538	0
15737	24166	"Pinarbasi"	37.46667	30.05	210	"AWI"	210	3527	6033	4720	0.140646976090014	0	0	0	0	0	0	0.140646976090014	0	0	0	0	0	1.54711673699015	0	12.0956399437412	0	0	0	7.45428973277075	0	0	0	0	0	0.140646976090014	0	0	0.281293952180028	0.281293952180028	0	0	0.281293952180028	0	0.421940928270042	0	0.140646976090014	0	0	72.9957805907173	0	0	0	0	2.67229254571027	0.843881856540084	0	0	0	0.281293952180028	0	0	0	0.140646976090014	0.140646976090014	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	220	"AWI"	220	3836	6332	5027	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13378684807256	0	7.70975056689342	0	0	0	3.17460317460317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.8072562358277	0	0	0	0	2.26757369614512	0.226757369614512	0	0	0	0.680272108843537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	230	"AWI"	230	4118	6659	5342	0	0	0	0	0	0	0	0.37037037037037	0	0	0	0	0	0	0	7.03703703703704	0	0	0	3.33333333333333	0	0	0	0	0	0	0	0	0	0.37037037037037	0	0	0	0	0	0	0	0	0	88.1481481481482	0	0	0	0	0	0.37037037037037	0	0	0	0.37037037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	240	"AWI"	240	4406	6947	5648	0	0.549450549450549	0	0	0	0	0	0	0	0	0	1.0989010989011	0	0	0	8.24175824175824	0	0	0	0.549450549450549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.4615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0989010989011	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	250	"AWI"	250	4709	7234	5952	0	0.909090909090909	0	0	0	0	0	0.606060606060606	0	0	0	0	0	0	0	7.57575757575758	0	0.303030303030303	0	2.42424242424242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303030303030303	0	0	86.3636363636364	0	0	0	0	0	0.303030303030303	0	0	0	0	0	0	0	0	0	0	0	0.909090909090909	0	0.303030303030303	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	260	"AWI"	260	5018	7506	6255	0	0	0	0	0	0	0	0	0	0	0	0.485436893203883	0	0	0	12.1359223300971	0	0	0	0.970873786407767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485436893203883	0	0	85.4368932038835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485436893203883	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	360	"AWI"	360	7784	10865	9248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6218487394958	0	0	0	0.840336134453782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420168067226891	0	0	0	0	94.1176470588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	370	"AWI"	370	8050	11183	9551	0.420168067226891	0.420168067226891	0	0	0	0	0	0.840336134453782	0	0	0	0	0	0	0	1.68067226890756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.6386554621849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	380	"AWI"	380	8287	11524	9845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.689655172413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.3103448275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	540	"AWI"	540	12876	16508	14712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	40	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	550	"AWI"	550	13169	16792	15019	0	0	0	0	0	0	0	0	0	0	1.5625	0	0	0	0	29.6875	0	0	0	1.5625	0	0	0	0	0	0	0	0	0	1.5625	0	0	0	0	0	0	0	0	0	29.6875	0	0	0	26.5625	0	3.125	0	1.5625	0	0	0	0	0	0	3.125	0	0	0	0	0	0	0	0	0	1.5625	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	560	"AWI"	560	13469	17107	15321	1.51515151515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3030303030303	0	0	0	3.03030303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.8787878787879	0	0	0	15.1515151515152	0	10.6060606060606	0	0	0	0	0	0	0	0	1.51515151515152	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	570	"AWI"	570	13813	17354	15631	0	0	0	0	82.4324324324324	0	0	1.35135135135135	0	0	0	0	0	0	0	3.37837837837838	0	0	0	1.35135135135135	0	0	0	0	0	0	0	0	0	0.675675675675676	0	0	0	0	0	0	0	0	0	6.08108108108108	0	0	0	1.35135135135135	0	1.35135135135135	0	0	0	0.675675675675676	0	0	0	0	0	0	0	0.675675675675676	0	0	0	0	0	0.675675675675676	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	580	"AWI"	580	14112	17630	15932	0	0.130039011703511	0	0	83.6150845253576	0	0	0.520156046814044	0	0	0	0	0	0.130039011703511	0	2.21066319895969	0	0	0	2.08062418725618	0	1.95058517555267	0	0	0	0	0	0.130039011703511	0	0	0	0	0	0	0	0	0	0	0	5.72171651495449	0	0	0	0.260078023407022	0	2.60078023407022	0	0	0	0	0	0	0	0	0.520156046814044	0	0	0	0	0	0.130039011703511	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	590	"AWI"	590	14414	17907	16237	0	1.0989010989011	0	0	0	0	0	2.1978021978022	0	0	0	0	0	0	0	13.1868131868132	0	0	0	3.2967032967033	0	8.79120879120879	0	0	0	0	0	0	0	0	0	0	0	1.0989010989011	0	0	1.0989010989011	0	0	37.3626373626374	0	0	0	2.1978021978022	14.2857142857143	7.69230769230769	0	0	0	2.1978021978022	0	0	0	0	3.2967032967033	0	0	0	0	0	2.1978021978022	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	600	"AWI"	600	14738	18183	16537	0	2.4390243902439	0	0	0	0	0	2.4390243902439	0	0	0	0	0	0	0	26.8292682926829	0	0	0	0	0	9.75609756097561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.219512195122	0	0	0	0	0	4.8780487804878	0	0	0	0	0	0	0	0	2.4390243902439	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	610	"AWI"	610	15059	18469	16842	0	3.50877192982456	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2982456140351	0	0	0	0	0	8.7719298245614	0	0	0	0	1.75438596491228	0	0	0	0	0	0	0	0	0	0	0	0	56.140350877193	0	0	0	0	0	7.01754385964912	0	0	0	0	0	0	0	0	3.50877192982456	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	620	"AWI"	620	15373	18750	17132	0	0	0	0	85.1282051282051	0	0	0	0	0	0	0	0	0.512820512820513	0	4.61538461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66666666666667	0	0	0	0.512820512820513	0	1.02564102564103	0	0	0	0	0	0	0	0	1.53846153846154	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	629	"AWI"	629	15645	18970	17397	0	2.38095238095238	0	0	0	0	0	2.38095238095238	0	0	0	0	0	0	0	11.9047619047619	0	0	0	14.2857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	4.76190476190476	0	7.14285714285714	0	0	0	0	0	0	0	0	4.76190476190476	0	0	2.38095238095238	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	640	"AWI"	640	15996	19262	17738	0	0.284900284900285	0	0	89.4586894586894	0	0	0.56980056980057	0	0	0	0	0	0.854700854700855	0	1.42450142450142	0	0	0	0.284900284900285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27920227920228	0	0	0	0.284900284900285	0	2.56410256410256	0	0	0	0.56980056980057	0	0	0	0	1.13960113960114	0	0	0	0	0	0.284900284900285	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	650	"AWI"	650	16322	19571	18044	0	0	0	0	0	0	0	0	0	0	1.81818181818182	0	0	0	0	16.3636363636364	0	0	0	10.9090909090909	0	3.63636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	3.63636363636364	0	0	0	0	0	0	0	0	3.63636363636364	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	660	"AWI"	660	16681	19819	18332	0	0	0	0	0	0	0	10	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	670	"AWI"	670	16992	20071	18646	0	0	0	0	0	0	0	3.2258064516129	0	0	1.61290322580645	0	0	3.2258064516129	0	4.83870967741935	0	0	0	41.9354838709677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.4838709677419	0	0	0	1.61290322580645	0	1.61290322580645	0	0	0	1.61290322580645	3.2258064516129	0	1.61290322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	690	"AWI"	690	17751	20626	19235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2857142857143	0	0	0	21.4285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7142857142857	0	0	0	7.14285714285714	21.4285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
