"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Apocynaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Magnoliaceae"	"Malus"	"Malvaceae"	"Olea"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24248	42689	"Mindelsee"	47.75233	9.019858	209.5	"AWI"	209.5	920	1252.5	1078	0	0	0	0	0	0	0	0	0	2	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	26	6	0	0	0	0	0	0	53	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	219.5	"AWI"	219.5	971	1315.5	1135	0	0	0	0	0	0	0	0	0	1	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	34	2	0	0	0	0	0	0	29	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	129.5	"AWI"	129.5	568	706	633	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
24248	42689	"Mindelsee"	47.75233	9.019858	179.5	"AWI"	179.5	779	1066.5	909	2	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	23	6	0	0	0	0	0	0	39	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	1	48	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	6	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	250	"AWI"	250	1129	1499	1308	0	3	0	0	0	0	0	0	0	3	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	0	0	0	0	0	0	26	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	200	"AWI"	200	876	1197	1024	2	1	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	0	0	0	0	0	0	73	0	11	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	329	"AWI"	329	1554	1946	1751	8	0	0	0	0	0	0	0	0	2	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	91	5	0	0	0	0	0	0	246	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	235	"AWI"	235	1048	1411	1222	4	1	0	0	3	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	71	2	0	0	0	0	0	0	108	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	245	"AWI"	245	1100	1471	1279	0	0	0	0	2	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	95	13	0	0	0	0	0	0	127	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	21	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	339	"AWI"	339	1609	2002	1806	2	1	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1	0	0	0	0	0	0	183	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	8	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	323	"AWI"	323	1521	1910	1718	7	1	0	0	0	0	0	0	0	7	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	126	5	0	0	0	0	0	0	157	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	341	"AWI"	341	1620	2013	1817	7	1	0	0	1	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	74	1	0	0	0	0	0	0	170	0	27	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	5	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	173.5	"AWI"	173.5	750	1027.5	875.5	1	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	29	8	0	0	0	0	0	0	60	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	324	"AWI"	324	1527	1916	1724	6	0	0	0	0	0	0	0	0	1	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	113	3	0	0	0	0	0	0	171	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0
24248	42689	"Mindelsee"	47.75233	9.019858	230	"AWI"	230	1024	1381	1194	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	0	26	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
