"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15783	24259	"Creux de Croue"	46.49687	6.12357	620	"AWI"	620	10167	11061	10622	0	0.166389351081531	0	0.831946755407654	0	0.831946755407654	0	5.15806988352745	0	0.665557404326123	0	0	0	0	32.7787021630616	8.6522462562396	0	0	0	0	0	0	0.166389351081531	0	0	0	0	0	0	0	0.166389351081531	0	0	30.9484193011647	0	0	6.15640599001664	0	0	6.15640599001664	0.332778702163062	0	0	0.166389351081531	0	0	0	0	0	0.831946755407654	5.99001663893511	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	640	"AWI"	640	10444	11256	10856	0	0.130718954248366	0	0	0.130718954248366	0.65359477124183	0	3.00653594771242	0	0	0	0	0	0	36.7320261437909	8.49673202614379	0	0	0	0	0	0	0.130718954248366	0	0.130718954248366	0.261437908496732	0	0	0	0	0.130718954248366	0	0	31.3725490196078	0	0	4.31372549019608	0	0.261437908496732	6.01307189542484	0.392156862745098	0	0	0.261437908496732	0.392156862745098	0	0	0	0	1.56862745098039	5.62091503267974	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	650	"AWI"	650	10588	11347	10974	0	0	0	1.15789473684211	0	0.210526315789474	0	4.10526315789474	0	0	0	0.105263157894737	0.105263157894737	0	29.8947368421053	8.63157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105263157894737	0.526315789473684	0	0	36.7368421052632	0	0	5.15789473684211	0	0	5.47368421052632	0.421052631578947	0	0	0.105263157894737	0.631578947368421	0	0	0	0	0.947368421052632	5.57894736842105	0	0.105263157894737
15783	24259	"Creux de Croue"	46.49687	6.12357	660	"AWI"	660	10735	11444	11089	0	0	0	2.40384615384615	0	0.384615384615385	0	2.01923076923077	0	0	0	0.0961538461538462	0	0	25.1923076923077	7.11538461538461	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0961538461538462	0.0961538461538462	0	0	44.4230769230769	0	0	4.51923076923077	0	0.192307692307692	7.01923076923077	0	0	0	0.480769230769231	0.0961538461538462	0	0.0961538461538462	0	0	0.192307692307692	5.57692307692308	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	670	"AWI"	670	10888	11537	11204	0	0.152671755725191	0	1.98473282442748	0	1.37404580152672	0	4.88549618320611	0	0	0	0	0.152671755725191	0	23.206106870229	6.56488549618321	0	0	0	0	0	0	0.152671755725191	0	0	0	0	0	0	0.152671755725191	0.152671755725191	0	0	44.8854961832061	0	0	5.0381679389313	0	0	4.73282442748092	0.152671755725191	0	0.152671755725191	0.305343511450382	0	0	0	0	0.152671755725191	0	5.80152671755725	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	680	"AWI"	680	11048	11634	11316	0	0	0	0	0	1.1744966442953	0	4.19463087248322	0	0	0	0	0	0	1.00671140939597	26.510067114094	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167785234899329	0.167785234899329	0	0	62.751677852349	0	0	2.51677852348993	0	0	0.671140939597315	0	0	0.167785234899329	0	0.167785234899329	0	0	0	0.335570469798658	0	0.167785234899329	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	685	"AWI"	685	11136	11682	11371	0	0	0.289855072463768	0.144927536231884	0	1.88405797101449	0	3.47826086956522	0	0.144927536231884	0	0	0.434782608695652	0	0.144927536231884	13.9130434782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.5072463768116	0	0	3.18840579710145	0	0	0.434782608695652	0	0	0.289855072463768	0	0	0	0	0	0.144927536231884	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	690	"AWI"	690	11229	11727	11431	0	0	0.163132137030995	0.163132137030995	0	2.12071778140294	0	2.44698205546493	0	0	0	0	0.32626427406199	0	0	6.03588907014682	0.163132137030995	0	0	0	0	0	0	0	0	0	0	0	0	0.163132137030995	0.163132137030995	0	0	60.3588907014682	0	0	26.9168026101142	0	0	0	0	0	0.163132137030995	0.163132137030995	0	0	0	0	0.65252854812398	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	695	"AWI"	695	11277	11795	11492	0	0	2.57510729613734	0	0	14.8068669527897	0	5.5793991416309	0	0.214592274678112	0	0.214592274678112	0.858369098712446	0	1.50214592274678	13.0901287553648	0	0	0	0	0	0	0	0	0	0	0	0	0	1.931330472103	0.429184549356223	0	0	44.4206008583691	0.858369098712446	0	10.7296137339056	0	0	0.643776824034335	0	0	0.858369098712446	0	0.429184549356223	0	0.214592274678112	0	0.643776824034335	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	700	"AWI"	700	11322	11862	11555	0	0	3.96039603960396	0	0	14.8514851485149	0	5.94059405940594	0	0	0	0	0.99009900990099	0	4.95049504950495	7.92079207920792	0	0	0	0.495049504950495	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5841584158416	0	0	17.8217821782178	0	0	0.99009900990099	0	0	0	0	0	0.495049504950495	0	0	0	0	0	0	0
