"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3204	4162	"Krageholmssjön"	55.50078	13.74492	0	"AWI"	0	-39	-32	-35	0.093984962406015	11.6541353383459	0.845864661654135	0.281954887218045	0	0.281954887218045	0	11.0902255639098	2.25563909774436	0	0	0	0	0	3.00751879699248	3.00751879699248	0	0.093984962406015	0	16.4473684210526	0	1.12781954887218	0	0.37593984962406	1.12781954887218	0	0	0	1.2218045112782	2.81954887218045	14.7556390977444	0	15.6015037593985	0	0	0	8.17669172932331	0	0	0	0	0	0.657894736842105	0	0	0	0	0.18796992481203	4.79323308270677	0.093984962406015	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	13	"AWI"	13	-26	-23	-24	0	10.3738317757009	1.21495327102804	0.280373831775701	0	1.30841121495327	0	11.8691588785047	2.61682242990654	0	0.0934579439252337	0	0.280373831775701	0	2.61682242990654	4.57943925233645	0	0.186915887850467	0	16.8224299065421	0	1.30841121495327	0	0	1.4018691588785	0	0	0	2.42990654205607	1.68224299065421	12.5233644859813	0	15.5140186915888	0	0	0	8.31775700934579	0	0	0	0	0	0.373831775700935	0.0934579439252337	0	0	0	0.0934579439252337	4.01869158878505	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	23	"AWI"	23	-16	-12	-14	0	10.9107303877367	1.8034265103697	0	0	1.17222723174031	0	11.9927862939585	1.89359783588819	0	0.0901713255184851	0	0	0	2.52479711451758	3.69702434625789	0	0.270513976555455	0.36068530207394	16.0504959422904	0	2.34445446348061	0	0.541027953110911	1.17222723174031	0	0	0	1.08205590622182	2.4346257889991	12.3534715960325	0	19.0261496844004	0	0	0	5.32010820559062	0	0	0	0	0	0.541027953110911	0	0	0.0901713255184851	0	0.450856627592426	3.87736699729486	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	33	"AWI"	33	4	7	5	0	10.0283822138127	2.08136234626301	0.189214758751183	0	0.946073793755913	0	12.4881740775781	0.662251655629139	0	0	0	0.0946073793755913	0	4.54115421002838	1.89214758751183	0	0.189214758751183	0.0946073793755913	18.3538315988647	0	0.851466414380322	0	0.662251655629139	1.0406811731315	0	0	0	1.0406811731315	3.12204351939451	10.7852412488174	0	19.0160832544939	0	0	0	5.96026490066225	0	0	0	0.0946073793755913	0	0.75685903500473	0	0	0	0	0.189214758751183	4.73036896877957	0.189214758751183	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	43	"AWI"	43	25	29	27	0	11.123227917121	0.54525627044711	0.218102508178844	0	0.872410032715376	0	12.5408942202835	1.30861504907306	0	0	0	0.218102508178844	0	4.90730643402399	1.74482006543075	0	0	0.218102508178844	27.917121046892	0	1.41766630316249	0	0.763358778625954	1.52671755725191	0	0	0	3.70774263904035	0.763358778625954	13.6314067611778	0	0	0	0	0	7.30643402399128	0	0	0	0	5.56161395856052	0.436205016357688	0	0	0	0	0.218102508178844	3.05343511450382	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	53	"AWI"	53	56	71	63	0	12.0575221238938	0.774336283185841	0.331858407079646	0	0.553097345132743	0	10.9513274336283	0.553097345132743	0	0.221238938053097	0	0.331858407079646	0	5.30973451327434	1.54867256637168	0	0	0.110619469026549	28.429203539823	0	0.331858407079646	0	1.43805309734513	1.32743362831858	0	0	0	3.31858407079646	0.110619469026549	18.2522123893805	0	0	0	0	0	11.1725663716814	0	0	0.331858407079646	0	0	0.553097345132743	0	0	0	0	0.442477876106195	1.54867256637168	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	63	"AWI"	63	88	115	101	0	10.5953582240161	0	0	0	1.2108980827447	0	8.87991927346115	0.70635721493441	0	0.403632694248234	0	0	0	7.26538849646821	0.70635721493441	0	0	0	26.3370332996973	0	0.100908173562059	0	0.70635721493441	2.32088799192735	0	0	0	1.61453077699294	0.100908173562059	13.2189707366297	0	12.9162462159435	0	0	0	11.0998990918264	0	0	0.605449041372351	0	0	0.302724520686176	0	0	0	0	0.403632694248234	0.504540867810293	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	73	"AWI"	73	107	216	152	0	12.247191011236	0.561797752808989	0.112359550561798	0	0.898876404494382	0	10.4494382022472	0.674157303370786	0	0.337078651685393	0	0.337078651685393	0	8.98876404494382	0.674157303370786	0	0	0	28.5393258426966	0	0.337078651685393	0	0.449438202247191	2.47191011235955	0	0	0	1.91011235955056	0.112359550561798	15.6179775280899	0	0	0	0	0	13.0337078651685	0.337078651685393	0	0	0	0	0.112359550561798	0	0	0	0	0.337078651685393	1.01123595505618	0.224719101123596	0.224719101123596
3204	4162	"Krageholmssjön"	55.50078	13.74492	83	"AWI"	83	119	324	204	0	9.95260663507109	0.23696682464455	0.118483412322275	0	0.829383886255924	0	13.3886255924171	0.829383886255924	0	0.4739336492891	0	0	0	7.46445497630332	0.592417061611374	0	0	0	28.436018957346	0	0.592417061611374	0	1.06635071090047	1.8957345971564	0	0	0	1.65876777251185	0.592417061611374	14.4549763033175	0	0	0	0.118483412322275	0	14.0995260663507	0	0	0	0	0	0.355450236966825	0	0	0	0	0.947867298578199	1.8957345971564	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	93	"AWI"	93	161	478	285	0	12.4418604651163	0.116279069767442	0.232558139534884	0	1.16279069767442	0	11.1627906976744	0.581395348837209	0	0	0	0.232558139534884	0	8.48837209302325	0.465116279069767	0	0	0	26.7441860465116	0	0.348837209302326	0	1.04651162790698	3.13953488372093	0	0	0	1.51162790697674	0.465116279069767	15.5813953488372	0	0	0	0	0	13.953488372093	0	0	0	0.116279069767442	0	0.116279069767442	0	0	0	0	0.813953488372093	0.930232558139535	0.348837209302326	0
