"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Hypericaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Morus"	"Olea"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Ulmus"	"Urticaceae"
15846	24386	"Asi Gonia"	35.248806	24.277954	400	"AWI"	400	1050	1317	1176	0	0	0	0	1	0	3	0	0	0	0	2	0	0	0	2	0	0	14	0	76	0	7	0	0	0	3	0	0	0	4	0	0	4	0	4	11	0	0	155	208	5	0	0	0	0	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	405	"AWI"	405	1066	1329	1190	0	0	0	1	0	0	3	0	5	1	0	2	0	0	0	10	0	0	42	0	68	0	6	0	0	0	0	0	0	0	1	0	0	4	0	1	20	0	0	42	343	0	0	0	0	1	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	410	"AWI"	410	1079	1345	1204	0	0	0	1	1	0	2	0	5	0	0	8	0	0	0	0	0	0	44	0	60	0	3	0	0	0	5	0	0	0	3	0	0	1	0	1	10	0	0	26	338	1	0	0	0	0	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	415	"AWI"	415	1098	1359	1219	0	0	0	0	1	0	2	0	4	0	0	2	0	0	0	5	0	0	11	0	63	0	7	0	1	0	0	0	0	0	4	0	0	9	0	0	23	0	0	39	371	0	0	0	0	0	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	420	"AWI"	420	1113	1375	1233	0	0	0	0	1	0	2	0	5	0	0	3	0	0	0	11	0	0	25	0	129	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	13	0	0	26	363	0	0	2	0	1	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	425	"AWI"	425	1133	1388	1248	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	7	0	0	12	0	100	0	3	0	0	0	4	0	0	0	4	0	0	4	0	1	6	0	0	123	274	8	0	0	0	1	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	430	"AWI"	430	1147	1404	1262	0	0	3	0	0	1	7	0	0	0	0	0	0	3	0	8	3	0	15	0	108	0	5	0	0	0	3	0	0	0	4	0	0	6	0	0	13	0	0	75	299	1	0	4	0	1	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	435	"AWI"	435	1166	1415	1275	0	0	0	2	0	0	4	0	0	0	0	0	0	3	0	12	1	0	19	0	131	0	3	0	0	0	2	0	0	0	5	0	0	3	0	0	7	0	0	61	248	0	0	0	0	0	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	440	"AWI"	440	1180	1432	1290	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	1	0	17	0	35	0	0	0	0	0	3	0	0	0	3	0	0	0	0	1	22	0	0	37	393	0	0	3	0	0	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	445	"AWI"	445	1203	1445	1303	0	0	1	0	0	0	4	0	5	0	0	0	0	1	0	4	1	0	4	0	66	0	2	0	2	0	1	0	0	0	4	0	0	8	0	0	32	0	0	71	361	0	0	8	0	0	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	450	"AWI"	450	1218	1461	1318	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	16	0	73	0	3	0	0	0	1	0	0	0	6	0	0	4	0	0	26	0	0	212	244	7	0	5	0	2	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	455	"AWI"	455	1244	1474	1331	0	1	0	0	2	0	14	0	0	0	0	1	0	0	0	1	0	0	12	0	67	0	9	0	0	0	0	0	0	0	2	0	0	1	0	0	15	0	0	53	341	0	0	0	0	0	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	460	"AWI"	460	1261	1490	1345	0	0	0	1	3	0	3	0	0	0	0	6	0	0	0	5	0	0	27	0	91	0	6	0	0	0	7	0	0	0	3	0	0	3	0	0	20	0	0	46	321	0	0	3	0	0	0	0	0	0	1	0
15846	24386	"Asi Gonia"	35.248806	24.277954	465	"AWI"	465	1279	1502	1361	0	1	1	1	0	0	4	0	0	0	0	5	0	0	0	6	3	0	9	1	73	0	5	0	0	0	5	0	0	0	9	0	0	3	0	0	18	0	0	96	309	2	0	0	0	1	0	0	0	0	0	0
15846	24386	"Asi Gonia"	35.248806	24.277954	469	"AWI"	469	1288	1517	1372	0	0	0	3	0	0	0	2	7	0	0	3	0	0	0	5	0	0	10	0	108	0	7	0	0	0	1	0	0	0	4	0	0	3	0	2	28	0	0	221	127	8	0	9	0	0	0	0	0	0	0	0
