"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Zelkova"
23441	40441	"Mont Roux"	46.46832	6.1616	5	"AWI"	5	-26	932	278	12.5	0	0.961538461538462	0.480769230769231	0.240384615384615	0	0	0	0.240384615384615	0.240384615384615	0	0	0	0	0.480769230769231	0.721153846153846	0	0	4.32692307692308	21.875	0	0	1.20192307692308	0	0	8.17307692307692	0	0.721153846153846	0	0	0	0.240384615384615	0	0.480769230769231	0	0	0.240384615384615	21.875	3.84615384615385	0	0	14.1826923076923	0	0	0	0	0.961538461538462	5.04807692307692	0	0	0.240384615384615	0	0	0	0	0	0	0	0	0	0.721153846153846	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	10	"AWI"	10	12	1907	603	27.0501835985312	0.734394124847001	6.85434516523868	0.122399020807834	0.489596083231334	0	0.122399020807834	0	0.979192166462668	0.122399020807834	0	0	0	0	0	0	0	0	9.91432068543452	1.1015911872705	0	0	2.08078335373317	0.122399020807834	0	18.7270501835985	0	0.122399020807834	0	0	0	0.122399020807834	0	0	0	0	0	24.6022031823745	0	0	0	2.93757649938801	0	0	0	0	2.08078335373317	0.734394124847001	0	0	0.122399020807834	0	0	0	0	0	0	0	0	0.367197062423501	0.489596083231334	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	15	"AWI"	15	45	2891	928	34.0369393139842	0	3.03430079155673	0	0.263852242744063	0	0.131926121372032	0	0.395778364116095	0	0	0	0	0	0	0	0	0	11.4775725593668	2.77044854881266	0	0	0.131926121372032	0	0	6.72823218997362	0	0	0	0	0	0	0	0	0	0	0	27.4406332453826	1.71503957783641	0	0	0.79155672823219	0	0	0	0	3.29815303430079	0.131926121372032	0	0	0	0	0	0	0.131926121372032	0	0	0	0	0.131926121372032	7.25593667546174	0	0.131926121372032	0
23441	40441	"Mont Roux"	46.46832	6.1616	20	"AWI"	20	78	3874	1253	71.5376226826609	0.327153762268266	2.50817884405671	0	0	0	0	0	0	0	0	0	0.218102508178844	0	0	0	0	0	4.58015267175572	1.85387131952017	0	0	0	0	0	4.03489640130862	0	0.763358778625954	0	0	0	0	0	0.218102508178844	0	0	0	4.79825517993457	2.39912758996728	0	0	0.327153762268266	0	0.218102508178844	0	0	1.19956379498364	0	0	0	0	0	0	0	0.218102508178844	0	0	0	0	0.763358778625954	4.03489640130862	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	25	"AWI"	25	380	4283	1672	47.7594339622642	0.471698113207547	4.71698113207547	0	0	0	0	0	0.589622641509434	0	0	0	0	0	0	0	0	0	11.2028301886792	0.589622641509434	0	0	0.117924528301887	0	0	3.30188679245283	0	0.35377358490566	0	0	0	0	0	0	0	0	0	6.36792452830189	1.88679245283019	0	0	0.707547169811321	0	0	0	0	3.30188679245283	0.117924528301887	0	0	0	0	0	0	0	0	0	0	0	0.943396226415094	17.5707547169811	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	30	"AWI"	30	570	4773	2171	29.3402777777778	0.173611111111111	5.38194444444444	0	0	0	0	0	0.520833333333333	0	0	0	0	0	0.173611111111111	0	0	0	21.1805555555556	0.347222222222222	0	0	0	0	0	4.34027777777778	0	1.04166666666667	0	0	0	0	0	0	0	0	0	1.04166666666667	2.25694444444444	0	0	0.868055555555556	0	0	0	0	2.25694444444444	0	0	0	0	0	0	0	0.347222222222222	0	0	0	0	1.04166666666667	29.6875	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	35	"AWI"	35	698	5415	2613	18.4659090909091	0.994318181818182	3.83522727272727	0	0	0.142045454545455	0	0	0.284090909090909	0	0	0	0	0	0	0	0	0	27.8409090909091	1.13636363636364	0	0	0	0	0	4.97159090909091	0	0.994318181818182	0	0	0	0	0	0	0	0	0	0.568181818181818	2.27272727272727	0	0	1.13636363636364	0	0	0	0	2.84090909090909	0.142045454545455	0	0	0	0	0	0	0.284090909090909	0	0	0	0	0.852272727272727	33.2386363636364	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	40	"AWI"	40	816	6142	3029	11.2266112266112	0.415800415800416	4.57380457380457	0	0	0	0	0	0.623700623700624	0.207900207900208	0	0	0	0	0.207900207900208	0	0	0	32.8482328482328	0.207900207900208	0	0	0	0	0	3.53430353430353	0	2.49480249480249	0	0	0	0	0	0	0	0	0	0.207900207900208	2.07900207900208	0	0	1.87110187110187	0	0	0	0	5.1975051975052	0.207900207900208	0	0	0	0	0	0	0	0	0	0	0	2.07900207900208	31.8087318087318	0	0.207900207900208	0
23441	40441	"Mont Roux"	46.46832	6.1616	45	"AWI"	45	1178	6603	3467	6.48148148148148	1.38888888888889	3.24074074074074	0.231481481481481	0	0.231481481481481	0	0	0.231481481481481	0	0	0	0	0	0	0	0	0	27.7777777777778	3.93518518518519	0	0	0	0	0	2.5462962962963	0	2.31481481481481	0	0	0	0	0	0	0	0	0	0.231481481481481	2.77777777777778	0	0	1.62037037037037	0	0	0	0	4.16666666666667	0	0	0	0	0	0	0	0	0	0	0	0	3.7037037037037	39.1203703703704	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	50	"AWI"	50	1452	6863	3875	4.89795918367347	0.612244897959184	5.30612244897959	0	0.204081632653061	0	0	0	0.612244897959184	0	0	0.204081632653061	0	0	0	0	0	0	37.5510204081633	2.04081632653061	0	0	0	0	0	2.44897959183673	0	2.44897959183673	0	0	0	0	0	0	0	0	0	0.816326530612245	3.6734693877551	0	0	1.83673469387755	0	0	0	0	2.6530612244898	0.408163265306122	0	0	0	0	0	0	0	0	0	0	0	4.28571428571429	30	0	0	0
