"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	3	"AWI"	3	93	1549	818	12.6404494382022	0	3.93258426966292	0.842696629213483	0	0	0.280898876404494	0	0	0	0	0	0	0	0	0	1.40449438202247	0	0.561797752808989	0	1.68539325842697	0	33.7078651685393	0	0.280898876404494	0	0	1.96629213483146	0.280898876404494	0.280898876404494	0	0	0	0	0.280898876404494	0	0.280898876404494	0	0.280898876404494	0	0	0.561797752808989	0	0	0	0.280898876404494	31.4606741573034	0	0	0	0	4.7752808988764	0.280898876404494	0	0	0	0.561797752808989	1.12359550561798	0.280898876404494	0	0	0.561797752808989	0.280898876404494	0	1.12359550561798	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	7	"AWI"	7	310	3697	2004	19.1721132897603	0.217864923747277	0	0.871459694989107	0	0	1.30718954248366	0	0	0	0	0.217864923747277	0	0	0	0	0.65359477124183	0.217864923747277	0.217864923747277	0	0	0	27.6688453159041	0	0.435729847494553	0	0	1.52505446623094	0.217864923747277	0	0	0	0	0	0.217864923747277	0	0.435729847494553	0.217864923747277	1.30718954248366	0	0	0.871459694989107	0	0	0	0.435729847494553	37.6906318082789	0	0	0	0	2.8322440087146	0.65359477124183	0	0	0	0.65359477124183	0.871459694989107	0.217864923747277	0	0	0	0	0.217864923747277	0.65359477124183	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	11	"AWI"	11	1010	5364	3179	24.2574257425743	0	0	0.99009900990099	0	0	0.99009900990099	0	0	0	0	4.95049504950495	0	0	0	0	1.48514851485149	0	0.495049504950495	0	5.44554455445545	0	41.0891089108911	0	0.99009900990099	0	0	2.97029702970297	0	0	0	0	0	1.98019801980198	0.495049504950495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.45544554455445	0	0	0	0	0	2.97029702970297	1.98019801980198	0	0	0	0	0	4.45544554455445	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	13	"AWI"	13	2077	5472	3764	16.1290322580645	0	5.37634408602151	0.537634408602151	0	0	1.0752688172043	0	0	0	0.537634408602151	8.06451612903226	0	0	0	0	0.537634408602151	0	1.0752688172043	0	2.68817204301075	0	51.0752688172043	0	1.0752688172043	0	0	2.1505376344086	0	0	0	0	0	1.0752688172043	0	0	0	2.1505376344086	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1505376344086	0	0	0	0	0	0	0	0	2.68817204301075	0	0	1.0752688172043	0	0.537634408602151	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	15	"AWI"	15	3141	5583	4350	11.358574610245	0.22271714922049	4.67706013363029	1.33630289532294	0	0	2.00445434298441	0	0	0	0	0.66815144766147	0.44543429844098	0	0	0	0.89086859688196	0.22271714922049	0.22271714922049	0	2.44988864142539	0	60.5790645879733	0	0.22271714922049	0	0	1.33630289532294	0	0.22271714922049	0	0	0	0.22271714922049	0	0	0.66815144766147	0	0	0	0	2.00445434298441	0	0	0	0.66815144766147	0	0	0	0	0	4.23162583518931	0.66815144766147	0	0	0	0.22271714922049	1.33630289532294	0.89086859688196	0	0	0	0.66815144766147	0.66815144766147	0.66815144766147	0	0	0	0.22271714922049
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	19	"AWI"	19	5247	5812	5518	26.1682242990654	0	6.54205607476635	0.311526479750779	2.80373831775701	0	2.49221183800623	0	0	0	0	0	0	0	0	0	0.311526479750779	0	0	0	3.73831775700935	0	36.7601246105919	0	0.934579439252336	0	0	1.86915887850467	0.623052959501558	0	0	0	0	2.80373831775701	0	0	0	0	0	0	0	0.623052959501558	0	0	0	0	0	0	0	0	0.623052959501558	8.41121495327103	0.623052959501558	0	0	0	0	0.623052959501558	1.86915887850467	0	0	0	0	0.623052959501558	0.623052959501558	0.623052959501558	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	21	"AWI"	21	5961	6204	6092	42.3809523809524	0	7.14285714285714	2.85714285714286	0	0	0.952380952380952	0	0	0	1.9047619047619	2.38095238095238	0	0	0	0	0.476190476190476	0	0.476190476190476	0	10	0	6.19047619047619	0	1.42857142857143	0	0	2.85714285714286	0.476190476190476	0	0	0	0	0.952380952380952	0.476190476190476	0	0	0.476190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333333333333	0.476190476190476	0	0	0	0	0.476190476190476	0.952380952380952	5.71428571428571	2.38095238095238	0	0	2.38095238095238	2.85714285714286	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	23	"AWI"	23	6530	6753	6648	50.8670520231214	0.578034682080925	10.4046242774566	0	0	0	1.73410404624277	0.578034682080925	0	0	0	0	0	0	0	0	0	0	0	0	10.4046242774566	0	8.67052023121387	0	0	0	0	1.73410404624277	0	0	0.578034682080925	0	0	0	0	0	0.578034682080925	0	0.578034682080925	0	0	0	0	0.578034682080925	0	0	0	0	0	0	0	6.9364161849711	0	0	0	0	0	0	2.3121387283237	0	0	0	0	1.73410404624277	1.15606936416185	0.578034682080925	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	27	"AWI"	27	7613	7890	7763	35.1351351351351	0.675675675675676	0	1.35135135135135	0	0	1.35135135135135	0	0	0	0	0	0.675675675675676	0	0	0	0	0	0	0	12.1621621621622	0	30.7432432432432	0	0.675675675675676	0	0	2.7027027027027	0	0.337837837837838	0	0	0	0	0	0	0.337837837837838	0	0	0	0	0	0	0	0	1.01351351351351	0	0	0	0	0	7.77027027027027	0.337837837837838	0	0	0	1.01351351351351	0.337837837837838	1.35135135135135	0	0	0	0	0.675675675675676	1.35135135135135	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	29	"AWI"	29	8138	8473	8320	65.625	0	0	3.64583333333333	0	0	2.08333333333333	0	0	0	1.5625	0.520833333333333	0	0	0	0	0	0	0	0	3.64583333333333	0	3.125	0	1.5625	0	0	4.6875	0	0	0	0	0	2.60416666666667	0	0	0	1.04166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04166666666667	0.520833333333333	0	0	0	0	0	0	4.6875	0	0	0	0	3.64583333333333	0	0	0	0
