"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26214	45710	"Flotatjønn"	59.669884	7.540184	808	"AWI"	808	-136	26	-52	3.27868852459016	0	0	0	0	0	51.6393442622951	0	0	0	0	0.273224043715847	0	22.1311475409836	0	0	0.273224043715847	0	0.546448087431694	0	0	2.73224043715847	0	11.7486338797814	0	0	0	0.273224043715847	4.37158469945355	0	0	0	0	1.36612021857923	0	0	0	0	0	0.273224043715847	0	0	0	1.09289617486339	0
26214	45710	"Flotatjønn"	59.669884	7.540184	812	"AWI"	812	-38	352	112	3.92670157068063	0.261780104712042	0	0	0.523560209424084	0	25.130890052356	0	0	0	0	1.57068062827225	0	32.4607329842932	0	0	0	0	0	0	0.261780104712042	1.57068062827225	0	13.8743455497382	0	0	0	0	2.35602094240838	0	0	15.9685863874346	0.261780104712042	0.785340314136126	0	0	0	0.261780104712042	0	0	0	0.261780104712042	0	0.523560209424084	0
26214	45710	"Flotatjønn"	59.669884	7.540184	816	"AWI"	816	70	616	296	5.2757793764988	0.239808153477218	0	0	0.479616306954436	0	41.9664268585132	0	0	0	0	1.43884892086331	0	24.220623501199	0	0	0.239808153477218	0.479616306954436	0	0	0.239808153477218	3.59712230215827	0	15.5875299760192	0	0	0	0	1.43884892086331	0	0	0	0	1.67865707434053	0	0	0	0.479616306954436	0	0.239808153477218	0	0	0	2.15827338129496	0.239808153477218
26214	45710	"Flotatjønn"	59.669884	7.540184	820	"AWI"	820	201	807	487	2.77777777777778	0.396825396825397	0	0	0.793650793650794	0	40.4761904761905	0	0	0	0	3.17460317460317	0	28.1746031746032	0	0	0	0	0	0.396825396825397	0	4.36507936507936	0	10.7142857142857	0	0	0	0	4.76190476190476	0	0	0	0	1.19047619047619	0	0	0	0.793650793650794	0	0.396825396825397	0	0.396825396825397	0.396825396825397	0.793650793650794	0
26214	45710	"Flotatjønn"	59.669884	7.540184	824	"AWI"	824	357	1005	669	4.34782608695652	0.434782608695652	0	0	0.434782608695652	0	28.695652173913	0.434782608695652	0	0	0	2.60869565217391	0	44.7826086956522	0	0	0	0	0	0	0	3.04347826086957	0	11.7391304347826	0	0	0	0	0.869565217391304	0	0	0	0	0.434782608695652	0.434782608695652	0	0	0	0	0	0	0	0.434782608695652	1.30434782608696	0
26214	45710	"Flotatjønn"	59.669884	7.540184	828	"AWI"	828	520	1180	857	4.6831955922865	0	0	0	0.275482093663912	0	33.6088154269972	0	0	0	0	3.03030303030303	0	34.9862258953168	0	0	0.275482093663912	0.275482093663912	0	0	0.275482093663912	2.47933884297521	0	11.5702479338843	0	0	0	0	3.85674931129477	0	0	0	0	2.20385674931129	0.275482093663912	0	0	0.275482093663912	0	0	0	0.275482093663912	0.275482093663912	1.37741046831956	0
26214	45710	"Flotatjønn"	59.669884	7.540184	832	"AWI"	832	724	1317	1043	6.11510791366906	0	0	0	0.359712230215827	0	44.2446043165468	0	0	0	0	4.31654676258993	0	21.5827338129496	0	0	0	0.359712230215827	0.719424460431655	0	0	3.59712230215827	0	11.8705035971223	0	0	0	0	1.43884892086331	0	0	0	0	1.79856115107914	0	0	0	0.719424460431655	0	0	0	0	0.359712230215827	2.51798561151079	0
26214	45710	"Flotatjønn"	59.669884	7.540184	836	"AWI"	836	937	1480	1224	11.5853658536585	0	0	0	1.21951219512195	0	0	0	0	0	0	4.8780487804878	0	42.0731707317073	0	0	0	0.609756097560976	0.609756097560976	0	0	1.82926829268293	0	20.7317073170732	0	0	0	0	0.609756097560976	0	0	0	0	7.31707317073171	0	0	0	2.4390243902439	0	0.609756097560976	0	0	0.609756097560976	4.8780487804878	0
26214	45710	"Flotatjønn"	59.669884	7.540184	840	"AWI"	840	1218	1613	1394	4.2042042042042	0	0	0	0	0	31.2312312312312	0	0	0	0	1.8018018018018	0	41.1411411411411	0	0	0	0	0.3003003003003	0.3003003003003	0	3.9039039039039	0	11.4114114114114	0	0	0	0.3003003003003	2.1021021021021	0	0	0	0	1.2012012012012	0	0	0	0.900900900900901	0	0	0.3003003003003	0.3003003003003	0.3003003003003	0.3003003003003	0
26214	45710	"Flotatjønn"	59.669884	7.540184	844	"AWI"	844	1408	1802	1575	5.02793296089385	0	0	0	0	0	30.1675977653631	0	0	0	0	1.30353817504655	0	14.5251396648045	0	0	0	0	0.186219739292365	0	0	1.11731843575419	0.186219739292365	10.4283054003724	0	0	0	0	1.30353817504655	32.4022346368715	0	0	0	2.04841713221601	0	0	0	0.186219739292365	0	0.186219739292365	0	0.186219739292365	0.37243947858473	0.37243947858473	0
26214	45710	"Flotatjønn"	59.669884	7.540184	848	"AWI"	848	1513	2118	1760	7.37179487179487	0	0	0	0	0	50	0	0	0	0	2.56410256410256	0	21.474358974359	0	0	0	0	0.641025641025641	0	0.32051282051282	2.56410256410256	0	7.69230769230769	0	0	1.28205128205128	0	0.961538461538462	0	0	0	0	2.56410256410256	0.32051282051282	0	0	0.641025641025641	0	0	0	0	0.641025641025641	0.961538461538462	0
26214	45710	"Flotatjønn"	59.669884	7.540184	852	"AWI"	852	1651	2339	1948	5.1975051975052	0.207900207900208	0	0	0	0	31.3929313929314	0	0	0	0	1.45530145530146	0	13.0977130977131	0	0	0	0	0	0	0	1.03950103950104	0	6.86070686070686	0	0	0	0.207900207900208	0.207900207900208	34.7193347193347	0	0	0	3.74220374220374	0	0	0	0.415800415800416	0	0	0	0	0.415800415800416	1.03950103950104	0
26214	45710	"Flotatjønn"	59.669884	7.540184	856	"AWI"	856	1787	2582	2132	11.0714285714286	0	0	0	0.357142857142857	0	40.3571428571429	0	0	0	0	2.5	0	22.5	0	0	0	0.714285714285714	0.357142857142857	0	0	3.92857142857143	0	14.2857142857143	0	0	0	0	0.357142857142857	0	0	0	0	1.42857142857143	0	0	0	0.357142857142857	0	0.357142857142857	0	0.714285714285714	0	0.714285714285714	0
26214	45710	"Flotatjønn"	59.669884	7.540184	860	"AWI"	860	1931	2780	2315	6.89655172413793	0	0	0	0	0	0	0	0	0	0	4.70219435736677	0	20.0626959247649	0	0	0	0.313479623824451	0	0	0	1.88087774294671	0	6.89655172413793	0	0	0	0	0.626959247648903	50.1567398119122	1.25391849529781	0	0	5.01567398119122	0.313479623824451	0	0	0.626959247648903	0	0	0	0.313479623824451	0.626959247648903	0.313479623824451	0
26214	45710	"Flotatjønn"	59.669884	7.540184	864	"AWI"	864	2094	2968	2501	9.0625	0	0	0	0.625	0	49.375	0	0	0	0	2.8125	0	16.875	0	0	0	0	0.625	0	0	2.8125	0.3125	14.375	0	0.3125	0	0.3125	0.3125	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0.3125	0.625	0
26214	45710	"Flotatjønn"	59.669884	7.540184	868	"AWI"	868	2242	3174	2692	21.1538461538462	0.641025641025641	0	0	0	0	0	0	0	0	0	6.41025641025641	0	37.1794871794872	0	0	0	0.641025641025641	0	0	0	5.12820512820513	0	17.9487179487179	0	0	0	0	0	0	0	0	0	5.12820512820513	0	0	0	0.641025641025641	0	0	0	1.28205128205128	3.84615384615385	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	872	"AWI"	872	2428	3330	2877	9.06515580736544	0	0	0	0.56657223796034	0	50.1416430594901	0	0	0	0	1.13314447592068	0	25.7790368271955	0	0	0	0	0.56657223796034	0	0	1.41643059490085	0	7.08215297450425	0	0	0	0	0	0	0	0	0	3.39943342776204	0	0	0	0.84985835694051	0	0	0	0	0	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	876	"AWI"	876	2604	3519	3068	10.4477611940298	0	0	0	0.746268656716418	0	0	0	0	0	0	8.95522388059701	0	35.0746268656716	0	0	0	0	0.746268656716418	0	0	4.47761194029851	0.746268656716418	20.1492537313433	0	0	0	0.746268656716418	0.746268656716418	0	0	0	0	8.2089552238806	0	0	0	0	0	0.746268656716418	0	0	5.22388059701492	2.98507462686567	0
26214	45710	"Flotatjønn"	59.669884	7.540184	880	"AWI"	880	2799	3691	3255	9.96677740863787	0	0	0	0.332225913621262	0	50.4983388704319	0	0	0	0	2.6578073089701	0	15.9468438538206	0	0	0	0	0.332225913621262	0	0	0.996677740863787	0	11.2956810631229	0	0	0	0.332225913621262	0.332225913621262	0	0	0	0	4.31893687707641	0	0	0	0.332225913621262	0	0	0	0.332225913621262	1.99335548172757	0.332225913621262	0
26214	45710	"Flotatjønn"	59.669884	7.540184	884	"AWI"	884	3007	3865	3438	5.52486187845304	0	0	0	0	0	0	0	0	0	0	1.38121546961326	0	12.4309392265193	0	0	0	0	0.552486187845304	0	0	1.65745856353591	0	5.80110497237569	0	0	0	0.276243093922652	0.552486187845304	65.7458563535912	0	0	0	2.76243093922652	0	0	0	0.552486187845304	0	0.276243093922652	0	0	1.38121546961326	1.10497237569061	0
26214	45710	"Flotatjønn"	59.669884	7.540184	888	"AWI"	888	3203	4031	3631	11.7647058823529	0	0	0	0	0	45.5882352941176	0	0	0	0	5.29411764705882	0	19.1176470588235	0	0	0	0.294117647058824	0.294117647058824	0	0.294117647058824	0.882352941176471	0	10.8823529411765	0	0	0	0	0.294117647058824	0	0	0	0	2.35294117647059	0	0	0	0.294117647058824	0	0	0	0	1.47058823529412	1.17647058823529	0
