"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Frangula"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Liriodendron"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13444	20160	"Notsel"	51.55417	4.76944	92	"AWI"	92	11523	12031	11783	0	0	11.7154811715481	0	0	0.836820083682008	0	10.4602510460251	0	0	1.25523012552301	0	0	0	0	36.4016736401674	7.94979079497908	0	0	0	0	0	0	0	0	0	0	0	0.836820083682008	17.5732217573222	0	11.2970711297071	0	0	0	0.836820083682008	0.418410041841004	0	0.418410041841004	0	0	0	0	0	0	0	0
13444	20160	"Notsel"	51.55417	4.76944	94	"AWI"	94	11592	12082	11843	0	0.416666666666667	7.91666666666667	0	0.416666666666667	0.416666666666667	0	12.9166666666667	0	0	0	0	0	0	0.416666666666667	34.5833333333333	8.75	0	0.416666666666667	0	0	0	0	0	0	0	0	0	0.833333333333333	18.75	0	11.25	0	0	0	0	0.416666666666667	0	0.833333333333333	0	0	0	0	1.25	0	0.416666666666667	0
13444	20160	"Notsel"	51.55417	4.76944	107	"AWI"	107	11807	12675	12221	0	0	7.74647887323944	0	0.352112676056338	0.352112676056338	0	13.0281690140845	0	0	0	0	0	0	0.352112676056338	44.7183098591549	3.52112676056338	0	0	0	0	0	0	0	0.352112676056338	0	0	0	0.352112676056338	12.6760563380282	0	12.6760563380282	0	0	0.352112676056338	0	0	0	1.05633802816901	0	2.11267605633803	0	0	0.352112676056338	0	0	0
13444	20160	"Notsel"	51.55417	4.76944	110	"AWI"	110	11964	12705	12309	0	0	5.77777777777778	0	0	1.33333333333333	0	19.5555555555556	0	0	0	0	0.444444444444444	0	0	32.8888888888889	3.55555555555556	0	0	0	0	0	0	0	0	0	0	0	0.888888888888889	17.3333333333333	0	13.3333333333333	0	0	0	0.888888888888889	0	0	0	0	3.55555555555556	0	0	0.444444444444444	0	0	0
13444	20160	"Notsel"	51.55417	4.76944	113	"AWI"	113	12095	12745	12402	0.387596899224806	0	3.87596899224806	0.387596899224806	0.387596899224806	0.775193798449612	0	10.4651162790698	0	0	0	0	0.775193798449612	0	0.775193798449612	37.984496124031	5.42635658914729	0	0	0	0	0	0	0	0	0	0	0	1.93798449612403	18.6046511627907	0	13.5658914728682	0	0	0	0.387596899224806	0	0	1.16279069767442	0	1.93798449612403	0	0	0.775193798449612	0	0.387596899224806	0
13444	20160	"Notsel"	51.55417	4.76944	121	"AWI"	121	12346	12928	12665	0	0	6.82926829268293	0	0	0	0	10.7317073170732	0	0	0	0	0	0	0	26.3414634146341	7.80487804878049	0	0	0	0	0	0	0	0	0	0	0	0.975609756097561	26.3414634146341	0	18.0487804878049	0	0	0	0.48780487804878	0	0	0.48780487804878	0	1.46341463414634	0	0	0.48780487804878	0	0	0
13444	20160	"Notsel"	51.55417	4.76944	124	"AWI"	124	12467	12982	12734	0	0	7.2463768115942	0	0	1.44927536231884	0	7.2463768115942	0	0	0	0	0	0	0	24.6376811594203	6.28019323671498	0	0	0	0	0	0	0	0	0	0	0	0	16.9082125603865	0	27.536231884058	0	0	0	0.483091787439614	0	0	1.44927536231884	0	5.79710144927536	0	0	0.966183574879227	0	0	0
13444	20160	"Notsel"	51.55417	4.76944	126	"AWI"	126	12571	12997	12772	0	0	0.641025641025641	0	0	0.641025641025641	0.641025641025641	10.5769230769231	0.32051282051282	0	0	0	0	0	0.641025641025641	34.6153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5384615384615	0	8.97435897435897	0	0	0	1.28205128205128	0	0	0	0	30.1282051282051	0	0	0	0	0	0
13444	20160	"Notsel"	51.55417	4.76944	127	"AWI"	127	12619	13007	12792	0	0	0.333333333333333	0	0	0	0	52	0	0	0	0	0	0	0	12.3333333333333	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	5.33333333333333	0	7	0	0	0	0	0	0	0	0	22.3333333333333	0	0	0	0	0	0
13444	20160	"Notsel"	51.55417	4.76944	128	"AWI"	128	12666	13017	12812	0	0	0.332225913621262	0	0	1.99335548172757	0	8.97009966777409	0.332225913621262	0	0	0	0	0	0	43.8538205980066	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9634551495017	0	30.2325581395349	0	0	0	0	0	0	0.664451827242525	0	2.32558139534884	0	0	0.332225913621262	0	0	0
