"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
15678	24030	"Lake Blatisto"	41.621166	24.677922	242	"AWI"	242	623	846	729	45	0	3	1	0	3	0	5	0	0	0	5	0	2	1	0	0	6	0	0	0	0	14	0	7	0	0	0	0	90	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	64	58	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	2	1	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	245	"AWI"	245	633	862	740	30	0	2	1	0	5	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	9	0	12	0	0	0	0	94	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	12	0	85	55	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	247	"AWI"	247	641	870	748	38	1	11	1	0	2	0	4	0	0	0	6	0	2	1	0	0	6	0	0	0	0	6	0	14	0	0	0	0	94	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	17	0	68	58	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	2	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	250	"AWI"	250	649	884	759	22	0	9	1	0	11	0	3	0	0	0	13	0	4	0	0	0	0	0	0	0	0	8	0	26	0	0	0	0	89	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	22	1	54	87	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	252	"AWI"	252	656	894	766	19	1	5	1	0	5	0	4	0	0	0	9	0	9	0	0	0	0	0	0	0	0	26	0	42	0	0	0	0	92	0	0	0	0	2	0	0	22	0	0	0	0	0	0	0	32	0	50	55	0	0	0	0	0	0	0	0	0	0	0	7	2	0	1	0	0	0	0	0	1	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	254	"AWI"	254	662	903	774	25	0	8	3	0	6	0	4	0	0	0	14	0	10	0	0	0	8	0	0	0	0	4	0	41	0	0	0	0	82	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	0	74	63	0	0	0	0	0	0	0	0	0	0	0	18	1	0	2	0	0	1	1	0	2	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	257	"AWI"	257	672	915	786	48	0	2	3	0	1	0	11	0	0	0	4	0	9	1	0	0	14	0	0	0	2	10	0	88	0	0	0	0	85	0	0	0	0	7	0	2	0	0	0	0	0	0	1	0	18	0	48	78	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	1	0	0	1	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	259	"AWI"	259	678	926	794	33	2	4	2	0	7	0	4	0	0	0	12	0	10	0	0	0	17	0	0	0	0	9	0	36	0	0	0	0	80	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	15	0	69	68	0	0	0	0	0	0	0	0	0	0	0	24	1	0	2	0	0	1	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	262	"AWI"	262	689	939	806	36	0	6	4	0	6	0	8	0	0	0	5	0	4	0	0	0	0	0	0	0	0	13	0	59	0	0	0	0	89	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	24	0	63	61	0	0	0	0	0	0	0	0	0	0	0	38	0	0	1	0	0	1	2	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	264	"AWI"	264	695	945	813	48	0	3	3	0	3	0	7	0	0	13	11	0	8	0	0	0	5	0	0	0	0	6	0	53	0	0	0	0	82	0	0	0	0	10	0	0	7	0	0	0	0	0	1	0	13	2	64	67	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	1	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	266	"AWI"	266	700	956	821	39	2	7	0	0	2	0	4	0	0	0	10	1	7	0	1	0	10	1	0	0	0	4	0	42	0	0	0	0	95	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	45	65	0	0	0	0	0	0	0	0	0	0	0	20	2	0	2	0	0	1	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	269	"AWI"	269	710	968	832	45	0	4	2	0	5	0	4	0	0	0	11	0	6	1	0	0	0	0	0	0	0	4	0	59	0	0	0	0	91	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	30	7	55	85	0	0	0	0	0	0	0	0	0	0	0	11	1	0	1	0	0	1	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	271	"AWI"	271	716	975	839	31	1	7	2	0	4	0	3	0	0	0	5	0	5	9	0	0	6	0	0	0	0	10	0	49	0	0	0	0	88	0	0	0	1	2	0	1	2	0	0	0	0	0	0	0	14	19	50	84	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	1	0	0	2	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	274	"AWI"	274	725	990	850	40	0	5	1	0	7	0	0	0	0	0	4	0	9	3	0	0	0	0	0	0	1	8	0	52	0	0	0	0	68	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	15	0	54	83	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	1	1	0	1	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	276	"AWI"	276	734	997	858	31	0	8	3	0	3	0	4	0	0	0	13	0	10	0	0	0	0	0	0	0	0	6	0	47	0	0	0	0	92	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	20	1	53	82	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	1	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	278	"AWI"	278	741	1005	866	15	3	4	1	0	7	0	0	0	0	0	13	0	22	1	0	0	8	0	0	0	0	7	0	40	0	0	0	0	101	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	20	0	80	51	0	0	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	1	1	1	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	281	"AWI"	281	750	1021	878	34	1	4	0	0	4	0	5	0	0	0	11	0	15	1	0	0	0	1	0	0	0	3	0	26	0	0	0	0	93	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	13	0	82	54	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	283	"AWI"	283	757	1029	885	15	2	2	1	0	3	0	2	0	0	0	11	0	16	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	82	58	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	286	"AWI"	286	768	1040	898	25	1	4	2	1	7	1	5	0	0	0	12	0	19	0	0	0	0	0	0	0	1	3	0	7	0	0	0	0	113	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	9	0	85	47	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	1	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	288	"AWI"	288	774	1050	905	25	4	6	0	0	3	0	1	0	0	0	11	0	30	9	0	0	0	0	0	0	1	4	0	8	0	0	0	0	92	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	22	0	90	41	0	0	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	4	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	290	"AWI"	290	781	1059	913	19	3	6	3	1	6	0	5	0	0	0	14	0	34	3	0	0	0	0	0	0	0	7	0	6	0	0	0	0	111	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	18	0	87	31	0	0	0	0	0	0	0	0	0	0	0	23	1	0	4	0	0	0	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	293	"AWI"	293	794	1070	925	18	4	3	2	0	7	0	3	0	0	0	21	0	30	5	0	0	2	0	0	0	0	5	0	7	0	0	0	0	81	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	33	0	48	39	0	0	0	0	0	0	0	0	0	0	0	16	5	0	3	0	0	0	5	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	295	"AWI"	295	800	1078	933	22	5	6	1	1	4	0	2	0	0	0	14	0	7	1	0	0	0	0	0	0	1	3	0	4	0	0	0	0	102	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	87	38	0	0	0	0	0	0	0	0	0	0	0	17	2	1	1	0	0	0	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	298	"AWI"	298	809	1092	944	4	4	2	1	0	6	0	5	0	0	0	16	2	14	4	0	0	0	0	0	0	0	6	0	7	0	0	0	0	99	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	23	0	91	44	0	0	0	0	0	0	0	0	0	0	0	24	4	0	0	0	0	2	2	0	1	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	301	"AWI"	301	820	1102	956	2	6	2	0	0	5	0	0	0	0	0	6	0	20	22	0	0	0	0	0	0	0	5	0	8	0	0	0	0	84	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	19	0	100	45	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	5	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	302	"AWI"	302	823	1106	959	5	9	3	1	0	5	0	1	0	0	0	13	0	21	20	0	0	0	0	0	0	0	6	0	6	0	0	0	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	0	96	40	0	0	0	0	0	0	0	0	0	0	0	56	1	1	3	0	0	0	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	304	"AWI"	304	830	1116	967	7	3	5	6	0	4	0	4	0	0	0	6	0	20	13	0	0	0	0	0	0	1	5	0	8	0	0	0	0	90	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	22	0	98	53	0	0	0	0	0	0	0	0	0	0	0	33	2	0	0	0	0	0	6	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	306	"AWI"	306	838	1123	974	1	3	7	3	3	12	0	2	0	0	0	12	0	7	4	0	0	0	0	0	0	0	3	0	9	0	0	0	0	94	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	19	0	106	53	0	0	0	0	0	0	0	0	0	0	0	16	2	0	3	0	0	0	3	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	309	"AWI"	309	849	1136	986	9	4	4	6	1	20	0	3	0	0	0	12	0	15	15	0	0	0	0	0	0	2	6	0	13	0	0	0	0	88	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	21	0	93	61	0	0	0	0	1	0	0	0	0	0	0	23	1	0	5	0	0	1	4	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	311	"AWI"	311	856	1145	994	11	3	7	3	1	10	0	7	0	0	0	9	1	14	7	0	0	0	0	0	0	2	8	0	15	0	0	0	0	81	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	91	67	0	0	0	0	0	0	0	0	0	0	0	21	3	0	1	0	0	2	0	1	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	314	"AWI"	314	867	1158	1005	12	3	4	1	0	9	0	6	0	0	0	9	0	14	0	0	0	0	0	0	0	1	7	0	16	0	0	0	0	76	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	107	77	0	0	0	0	0	0	0	0	0	0	0	25	3	0	6	0	0	1	1	2	2	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	316	"AWI"	316	876	1165	1013	18	2	7	5	0	16	0	3	0	0	0	13	0	11	0	0	0	0	0	0	0	0	4	0	15	0	0	0	0	75	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	97	82	0	0	0	0	2	0	0	0	0	0	0	6	1	0	1	0	0	0	0	0	1	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	318	"AWI"	318	883	1173	1021	13	2	8	2	0	8	0	2	0	0	0	12	0	7	0	0	0	0	0	0	0	0	5	0	14	0	0	0	0	68	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	17	0	82	76	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	2	2	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	321	"AWI"	321	893	1185	1032	11	0	9	0	0	24	0	5	0	0	0	15	1	6	0	0	0	0	0	0	0	1	3	0	23	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	101	93	0	0	0	0	2	0	0	0	0	0	0	7	5	0	4	0	0	0	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	323	"AWI"	323	901	1193	1040	25	0	4	0	0	9	0	2	0	0	0	8	0	5	0	0	0	0	0	0	0	0	3	0	18	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	107	91	0	0	0	0	0	0	0	0	0	0	0	7	5	0	2	0	0	0	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	326	"AWI"	326	911	1204	1051	13	0	7	1	0	10	0	4	0	0	0	19	0	6	0	0	0	0	0	0	0	1	2	0	27	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	88	91	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	1	0	1	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	328	"AWI"	328	917	1212	1059	11	0	3	1	1	9	0	8	0	0	0	16	0	2	0	0	0	0	0	0	0	1	2	0	25	0	0	0	0	55	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	94	92	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	1	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	330	"AWI"	330	927	1218	1067	15	0	6	2	0	11	0	3	0	0	0	9	0	3	0	0	0	0	0	0	0	0	4	0	22	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	107	101	0	0	0	0	0	0	0	0	0	0	0	8	1	0	1	0	0	1	0	1	1	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	333	"AWI"	333	937	1232	1078	9	0	6	1	2	12	0	4	0	0	0	22	0	3	1	0	0	0	0	0	0	1	2	1	30	0	0	0	0	43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	85	112	0	0	0	0	0	0	0	0	0	0	0	12	4	0	1	0	0	1	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	335	"AWI"	335	944	1241	1086	7	1	3	1	0	9	0	7	0	0	0	16	0	4	0	0	0	0	1	0	0	1	7	0	19	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	98	101	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	1	2	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	338	"AWI"	338	958	1250	1097	7	1	6	1	0	7	0	4	0	0	0	23	0	2	0	0	0	0	0	0	0	0	2	0	32	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	98	114	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	340	"AWI"	340	966	1258	1105	13	0	3	0	0	5	0	6	0	0	0	23	0	2	0	0	0	0	0	0	0	0	2	0	15	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	114	106	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	342	"AWI"	342	972	1266	1112	3	0	3	2	0	4	0	7	0	0	0	31	0	6	0	0	0	0	0	0	0	0	1	0	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	90	120	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	1	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	345	"AWI"	345	985	1277	1124	4	1	2	1	0	3	0	4	0	0	0	28	0	2	0	0	0	0	0	0	0	0	2	0	21	0	0	0	0	47	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	91	123	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	1	2	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	347	"AWI"	347	993	1284	1131	4	0	3	3	0	2	0	1	0	0	0	26	1	0	0	0	0	0	0	0	0	0	3	0	20	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	104	121	0	0	0	0	0	0	1	0	0	0	0	5	3	0	0	0	0	1	2	1	1	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	350	"AWI"	350	1003	1296	1142	4	0	7	4	0	2	0	3	0	0	0	28	0	5	0	0	0	0	0	0	0	0	2	0	25	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	113	109	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	352	"AWI"	352	1010	1303	1150	3	0	4	1	0	3	0	2	0	0	0	21	0	6	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	5	0	98	147	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	354	"AWI"	354	1018	1310	1157	2	0	7	0	0	9	0	1	0	0	0	17	0	2	0	0	0	0	0	0	0	1	6	0	21	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	98	131	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	1	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	357	"AWI"	357	1029	1321	1169	1	0	1	3	0	8	0	3	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	76	141	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	359	"AWI"	359	1036	1329	1177	6	0	5	2	0	6	0	3	0	2	0	9	0	1	1	0	0	0	0	0	0	0	8	0	4	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	92	0	0	0	0	0	0	0	52	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	362	"AWI"	362	1050	1339	1188	4	0	6	1	0	7	0	1	0	0	0	11	0	3	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	145	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	4	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	364	"AWI"	364	1057	1346	1195	5	0	4	1	0	8	0	3	0	0	0	10	0	1	0	0	0	0	0	0	0	0	12	0	12	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	66	143	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	366	"AWI"	366	1064	1355	1202	5	0	5	1	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	166	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	369	"AWI"	369	1076	1363	1214	1	0	4	1	0	4	0	2	0	0	0	5	0	7	1	0	0	0	0	0	0	0	11	0	17	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	146	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	371	"AWI"	371	1084	1370	1222	5	1	6	1	0	13	0	5	0	0	0	19	0	3	0	0	0	0	0	0	0	0	4	0	25	0	0	0	0	29	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	43	149	0	0	0	0	0	0	0	0	0	0	7	1	2	0	0	0	0	0	1	1	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	374	"AWI"	374	1095	1382	1234	4	0	6	1	0	8	0	1	0	0	0	13	0	1	0	0	0	0	1	0	0	0	7	0	29	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	78	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	376	"AWI"	376	1105	1388	1242	5	0	2	1	0	5	0	1	0	0	0	20	0	2	0	0	0	0	0	0	0	0	5	0	12	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	64	134	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	378	"AWI"	378	1113	1395	1249	2	0	1	0	0	6	0	1	0	0	0	14	0	1	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	86	138	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	381	"AWI"	381	1124	1407	1261	3	0	5	1	0	5	0	1	0	0	0	24	0	3	0	0	0	0	0	0	0	0	5	0	26	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	135	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1	1	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	383	"AWI"	383	1134	1412	1268	2	2	6	1	0	7	0	1	0	0	0	22	0	5	0	0	0	0	1	0	0	2	5	0	28	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	71	131	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	386	"AWI"	386	1146	1422	1279	1	0	2	1	0	14	0	2	0	0	0	19	0	9	0	0	0	0	4	0	0	8	2	0	47	0	0	0	0	21	0	0	0	4	19	0	0	0	0	0	0	0	0	6	0	0	1	95	130	0	0	0	0	0	0	0	0	0	0	10	8	1	0	0	0	0	1	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	388	"AWI"	388	1151	1431	1287	1	0	2	1	0	5	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	25	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	390	"AWI"	390	1162	1438	1295	1	0	12	0	0	7	0	1	0	0	0	28	0	7	1	0	0	0	0	0	0	0	5	0	53	0	0	0	0	8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	104	121	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	2	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	393	"AWI"	393	1177	1449	1306	2	0	5	0	0	12	0	2	0	0	0	28	0	5	0	0	0	0	0	0	0	0	4	0	32	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	125	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	396	"AWI"	396	1187	1462	1317	4	0	11	0	0	8	0	1	0	0	0	13	0	10	0	0	0	0	0	0	0	0	7	0	52	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	93	126	0	0	0	0	0	0	0	0	0	0	5	6	0	0	1	0	0	1	0	1	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	401	"AWI"	401	1210	1478	1335	10	3	12	2	0	5	0	4	0	0	0	12	0	4	1	0	0	11	0	1	0	1	13	0	13	0	0	2	0	43	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	0	61	98	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	1	1	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	403	"AWI"	403	1217	1486	1343	21	1	11	1	0	3	0	1	0	0	0	10	0	3	0	0	0	0	0	1	0	0	8	0	19	0	0	0	0	17	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	12	0	36	35	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	1	0	0	0	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	405	"AWI"	405	1226	1492	1351	4	0	6	0	0	2	0	2	0	0	0	10	0	5	1	0	0	0	0	0	0	0	13	0	6	0	0	0	3	18	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	7	0	22	32	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	2	0	0	3	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	407	"AWI"	407	1236	1498	1358	6	2	7	1	0	3	0	3	0	0	0	11	0	15	2	0	0	20	0	0	0	0	13	0	32	0	0	0	11	26	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	12	0	11	25	0	0	0	0	0	0	0	0	0	0	0	39	0	1	0	0	0	0	1	1	2	0	0
15678	24030	"Lake Blatisto"	41.621166	24.677922	409	"AWI"	409	1243	1505	1365	7	3	11	1	0	3	0	3	0	0	0	43	0	16	5	1	0	34	1	3	0	0	18	0	83	0	0	0	0	59	0	0	0	0	3	0	0	13	0	0	0	1	1	0	0	0	0	19	75	0	0	0	0	0	0	0	0	0	0	34	45	1	1	0	0	0	3	5	0	10	0	1
