"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3159	4107	"Imatu Mire"	59.10972	27.50783	120	"AWI"	120	-145	24	-55	0	17.4454828660436	0.311526479750779	0.311526479750779	0.934579439252336	0	0	0	0.934579439252336	0	1.86915887850467	0.311526479750779	0	0	0	0.311526479750779	0	0	0.311526479750779	17.4454828660436	55.4517133956386	0	0	0	1.55763239875389	0	1.24610591900312	0	0	0.623052959501558	0	0	0.934579439252336	0
3159	4107	"Imatu Mire"	59.10972	27.50783	130	"AWI"	130	-79	428	76	0	23.1111111111111	0	0	0	0	0	1.33333333333333	0	0	0.888888888888889	1.77777777777778	0	0	0	0	0	0	0	9.33333333333333	52.8888888888889	0	4.44444444444444	0	2.66666666666667	0	0	0	0	1.77777777777778	0	1.33333333333333	0.444444444444444	0
3159	4107	"Imatu Mire"	59.10972	27.50783	140	"AWI"	140	-2	649	227	0	3.59712230215827	0.359712230215827	0	0	0	0	0	0	0	2.15827338129496	0.719424460431655	0	0	0	0	0.359712230215827	0	0	25.5395683453237	62.9496402877698	0	0	0	1.07913669064748	0	0	0	0	0.359712230215827	0	1.07913669064748	1.79856115107914	0
3159	4107	"Imatu Mire"	59.10972	27.50783	150	"AWI"	150	86	837	380	0	6.92640692640693	0	0.865800865800866	0	0	0	0	0	0	0.432900432900433	0.865800865800866	0	0	0	0	0	0	0.432900432900433	24.6753246753247	63.2034632034632	0	1.73160173160173	0	0	0	0	0	0	0.432900432900433	0	0	0.432900432900433	0
3159	4107	"Imatu Mire"	59.10972	27.50783	160	"AWI"	160	196	991	530	0	24.406779661017	0	4.06779661016949	0.338983050847458	0	0	0	0.338983050847458	0	2.71186440677966	1.01694915254237	0	0	0	0.338983050847458	0.338983050847458	0	0.677966101694915	12.8813559322034	46.1016949152542	0	0	0	1.35593220338983	0	0	0	0	0.677966101694915	0	3.05084745762712	1.69491525423729	0
3159	4107	"Imatu Mire"	59.10972	27.50783	170	"AWI"	170	316	1137	690	0.40650406504065	12.6016260162602	0.813008130081301	0.813008130081301	1.21951219512195	0	0	0	0	0	1.21951219512195	1.21951219512195	0	0	0	0	0.40650406504065	0	0.813008130081301	23.1707317073171	45.1219512195122	0	2.84552845528455	0	4.0650406504065	0	0	0	0	0	0	4.0650406504065	1.21951219512195	0
3159	4107	"Imatu Mire"	59.10972	27.50783	180	"AWI"	180	455	1307	840	0	35.9375	0	0	0	0	0	0	0	0	2.5	0.3125	0	0	0	0	0	0	0	10	46.5625	0	0	0	2.5	0	1.25	0	0	0	0	0	0.9375	0
3159	4107	"Imatu Mire"	59.10972	27.50783	190	"AWI"	190	611	1447	992	0	13.2768361581921	0	0	0	0	0	0	0	0	1.41242937853107	1.41242937853107	0	0	0	0	0.282485875706215	0	0.282485875706215	19.774011299435	59.8870056497175	0	0	0	1.41242937853107	0	0	0	0	0.282485875706215	0	0.847457627118644	1.12994350282486	0
3159	4107	"Imatu Mire"	59.10972	27.50783	200	"AWI"	200	792	1583	1136	0	18.1598062953995	0.242130750605327	0.242130750605327	0.242130750605327	0	0	0	0	0	2.17917675544794	0.726392251815981	0	0	0	0	1.45278450363196	0	0.242130750605327	15.4963680387409	53.9951573849879	0.242130750605327	0	0	3.38983050847458	0	0	0	0	0.484261501210654	0	0.726392251815981	2.17917675544794	0
3159	4107	"Imatu Mire"	59.10972	27.50783	210	"AWI"	210	1160	1749	1451	0	14.8387096774194	0	0.967741935483871	0.32258064516129	0	0	0.32258064516129	0	0	1.61290322580645	6.12903225806452	0	0	0	0	0	0	0	37.0967741935484	35.8064516129032	0	0	0	1.61290322580645	0	0	0	0	1.29032258064516	0	0	0	0
3159	4107	"Imatu Mire"	59.10972	27.50783	220	"AWI"	220	1657	2331	1966	0	18.5185185185185	0	0.308641975308642	0.617283950617284	0	0	0	0	0	2.16049382716049	3.08641975308642	0	0	0	0	0	0	0	33.0246913580247	37.962962962963	0	0	0	2.46913580246914	0	0	0	0	0.925925925925926	0	0.308641975308642	0.617283950617284	0
3159	4107	"Imatu Mire"	59.10972	27.50783	230	"AWI"	230	1815	2855	2220	0	23.7556561085973	0	0	0.678733031674208	0	0	0	0.226244343891403	0	2.26244343891403	1.80995475113122	0	0	0	0	0.226244343891403	0	0	22.1719457013575	45.0226244343891	0	0	0	2.48868778280543	0	0	0	0	0.452488687782805	0	0.452488687782805	0.452488687782805	0
3159	4107	"Imatu Mire"	59.10972	27.50783	240	"AWI"	240	1956	3289	2475	0	22.3463687150838	0	0	0.558659217877095	0	0	0	0	0	2.23463687150838	2.23463687150838	0	0	0	0	0.279329608938547	0	0	22.3463687150838	44.6927374301676	0	0	0	2.79329608938547	0	0	0	0	0.837988826815642	0	0.837988826815642	0.837988826815642	0
3159	4107	"Imatu Mire"	59.10972	27.50783	250	"AWI"	250	2118	3672	2748	0	23.7341772151899	0	0.949367088607595	0	0	0	0.632911392405063	0	0	2.21518987341772	1.89873417721519	0	0	0	0	0.949367088607595	0	0	23.4177215189873	39.2405063291139	0	0	0	4.11392405063291	0	0	0	0	0.632911392405063	0	1.58227848101266	0.632911392405063	0
3159	4107	"Imatu Mire"	59.10972	27.50783	260	"AWI"	260	2310	4018	3024	0.193423597678917	22.4371373307544	0	0.386847195357834	0.967117988394584	0	0	0	0	0	4.642166344294	3.09477756286267	0	0	0	0.193423597678917	1.74081237911025	0	0.193423597678917	22.4371373307544	34.0425531914894	0	0	0	2.90135396518375	0	0	0.193423597678917	0	1.74081237911025	0	1.54738878143133	3.28820116054159	0
3159	4107	"Imatu Mire"	59.10972	27.50783	270	"AWI"	270	2494	4341	3281	0.210526315789474	20.4210526315789	0	0	0.842105263157895	0	0	0	0	0	6.31578947368421	1.26315789473684	0	0	0	0	2.10526315789474	0	0	24.8421052631579	34.1052631578947	0	0	0	3.15789473684211	0	0.421052631578947	0	0	0.210526315789474	0	1.05263157894737	5.05263157894737	0
3159	4107	"Imatu Mire"	59.10972	27.50783	280	"AWI"	280	2691	4664	3559	0	30.5475504322767	0	0.288184438040346	0	0	0	0	0	0	7.78097982708934	0.864553314121038	0	0	0	0	2.88184438040346	0	0.288184438040346	14.6974063400576	27.6657060518732	0	0	0	6.9164265129683	0	0	0	0	1.44092219020173	0	2.01729106628242	4.61095100864553	0
3159	4107	"Imatu Mire"	59.10972	27.50783	290	"AWI"	290	2912	4984	3826	0	27.2015655577299	0.195694716242661	0.195694716242661	0	0	0	0	0	0	6.45792563600783	2.73972602739726	0	0	0	0	1.36986301369863	0	0	12.3287671232877	38.160469667319	0	0	0	3.32681017612524	0	0.391389432485323	0.195694716242661	0	0.782778864970646	0	1.56555772994129	5.0880626223092	0
3159	4107	"Imatu Mire"	59.10972	27.50783	300	"AWI"	300	3123	5287	4103	0	26.1016949152542	0.169491525423729	0.847457627118644	0.169491525423729	0	0	0	0	0	10.1694915254237	0.338983050847458	0	0	0	0.169491525423729	0.677966101694915	0	0.169491525423729	16.6101694915254	31.1864406779661	0	0	0	3.38983050847458	0	0	0.169491525423729	0	0.847457627118644	0	1.52542372881356	7.45762711864407	0
3159	4107	"Imatu Mire"	59.10972	27.50783	310	"AWI"	310	3354	5579	4370	0.211864406779661	28.1779661016949	0	0	0.211864406779661	0	0	0	0	0	8.89830508474576	0.635593220338983	0	0	0	0	1.0593220338983	0	0	14.1949152542373	31.7796610169492	0	0	0.211864406779661	3.17796610169492	0	0	0	0	0.211864406779661	0	2.33050847457627	8.89830508474576	0
3159	4107	"Imatu Mire"	59.10972	27.50783	320	"AWI"	320	3588	5865	4640	0	26.7361111111111	0	0	0	0	0	0	0	0	10.5902777777778	0.868055555555556	0	0	0	0	1.04166666666667	0	0	13.1944444444444	32.1180555555556	0	0	0	3.81944444444444	0	0	0	0	0.694444444444444	0	1.90972222222222	9.02777777777778	0
3159	4107	"Imatu Mire"	59.10972	27.50783	330	"AWI"	330	3819	6157	4915	0	31.3929313929314	0.207900207900208	0	0.831600831600832	0	0	0	0	0	9.35550935550936	1.87110187110187	0	0	0	0	0.831600831600832	0	0	9.56340956340956	32.016632016632	0.207900207900208	0	0.207900207900208	1.87110187110187	0	0	0	0	0.207900207900208	0	2.49480249480249	8.93970893970894	0
3159	4107	"Imatu Mire"	59.10972	27.50783	340	"AWI"	340	4039	6436	5185	0	30.6613226452906	0	0.200400801603206	0	0	0	0	0	0	10.6212424849699	0.801603206412826	0	0	0	0	0.801603206412826	0	0	8.61723446893788	33.8677354709419	0	0	0	2.20440881763527	0	0	0	0	0	0	3.60721442885772	8.61723446893788	0
