"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Arbutus"	"Asteraceae"	"Brassicaceae"	"Cistaceae"	"Ericales"	"Fabaceae"	"Juniperus"	"Lamiaceae"	"Olea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Scrophulariaceae"	"Thymelaeaceae"	"Urticaceae"
14477	22667	"Canaleja"	40.9	-2.45	89	"AWI"	89	5132	5870	5521	15	11	13	45	8	22	21	11	11	7	45	15	4	13	72	21	67	4	7	11	9
14477	22667	"Canaleja"	40.9	-2.45	94	"AWI"	94	6473	7185	6834	9	9	21	48	7	33	13	21	13	6	36	18	3	13	56	33	64	5	8	13	9
14477	22667	"Canaleja"	40.9	-2.45	95	"AWI"	95	6770	7425	7093	12	11	13	17	9	5	4	5	13	8	59	22	6	16	36	22	79	6	4	2	5
14477	22667	"Canaleja"	40.9	-2.45	100	"AWI"	100	8071	8782	8405	21	13	5	11	11	6	4	6	15	8	6	16	7	0	0	14	73	7	5	2	0
14477	22667	"Canaleja"	40.9	-2.45	110	"AWI"	110	10635	11500	11031	21	15	5	18	4	8	2	3	16	5	4	11	11	1	0	27	88	4	3	2	0
14477	22667	"Canaleja"	40.9	-2.45	112	"AWI"	112	11093	12089	11558	24	7	2	13	5	2	1	3	8	6	8	34	8	0	0	32	101	8	3	0	1
