"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Ulmus"
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1000	"AWI"	1000	11342	11991	11594	1	0	1	0	0	46	0	0	0	194	0	9	0	0	11	0	14	0	8	9	0	0	0	4	12	0	1	3
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1010	"AWI"	1010	11477	12225	11765	0	0	0	0	0	55	0	0	0	195	0	2	0	0	8	0	17	0	5	7	0	0	0	2	9	0	0	4
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1017	"AWI"	1017	11619	12565	12071	0	0	0	0	0	50	0	0	0	197	0	5	0	0	0	1	9	0	11	4	0	0	0	5	15	0	0	1
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1025	"AWI"	1025	11759	12916	12502	0	0	0	0	0	62	0	0	0	189	0	6	0	0	0	0	9	0	7	3	0	0	0	0	22	0	0	1
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1028	"AWI"	1028	11795	12993	12693	0	0	0	0	0	69	0	0	0	155	3	6	0	0	0	1	11	0	17	12	0	0	0	3	7	0	0	11
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1032	"AWI"	1032	11852	13112	12831	0	0	0	0	0	93	0	0	0	127	0	11	0	0	0	4	11	0	25	8	0	0	0	1	14	0	0	1
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1045	"AWI"	1045	12004	13349	12979	0	0	0	0	0	117	0	0	0	52	0	16	0	0	0	15	14	0	35	1	0	0	0	7	31	0	0	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1047	"AWI"	1047	12025	13381	13000	0	0	0	1	0	92	1	0	0	28	0	16	0	0	0	31	29	0	60	1	2	0	2	1	20	0	1	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1049	"AWI"	1049	12048	13422	13018	0	0	0	4	0	26	0	0	0	5	0	24	0	0	0	68	11	0	88	0	2	0	0	18	11	0	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1051	"AWI"	1051	12074	13452	13039	0	0	0	3	0	12	1	0	0	0	0	45	2	0	0	85	11	0	100	0	2	0	0	11	7	0	1	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1052	"AWI"	1052	12086	13467	13053	0	2	0	4	0	13	1	0	1	2	0	55	10	0	0	74	7	0	83	0	2	0	2	20	8	0	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1054	"AWI"	1054	12116	13493	13076	0	1	2	2	0	21	0	0	1	0	0	63	18	0	0	64	16	0	55	0	0	0	4	37	8	0	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1056	"AWI"	1056	12138	13522	13097	0	1	0	4	4	9	0	0	2	5	0	92	0	1	7	21	22	0	70	0	0	0	0	38	7	0	0	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1058	"AWI"	1058	12159	13559	13117	0	0	0	42	0	24	0	0	1	1	0	102	0	0	4	2	12	0	60	0	0	0	0	27	20	0	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1059	"AWI"	1059	12171	13581	13127	0	4	0	53	4	19	1	0	2	5	0	89	3	0	0	2	8	0	50	0	3	0	2	46	4	0	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1060	"AWI"	1060	12181	13600	13137	0	0	0	39	0	18	0	0	7	4	0	91	0	0	8	3	29	0	60	0	6	0	3	24	15	0	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1062	"AWI"	1062	12211	13623	13160	0	0	0	45	0	30	0	6	5	2	0	78	0	0	5	11	3	0	54	1	1	0	1	40	9	0	6	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1064	"AWI"	1064	12246	13647	13182	0	0	1	35	0	28	0	0	2	2	0	101	8	0	0	5	22	0	45	0	2	0	1	32	9	0	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1066	"AWI"	1066	12273	13675	13205	0	1	1	30	0	31	1	0	2	1	0	72	0	0	0	4	3	0	69	0	0	0	1	58	11	0	8	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1068	"AWI"	1068	12298	13703	13227	0	0	1	18	0	24	1	0	3	2	0	71	0	0	4	11	2	0	74	0	4	0	1	66	6	0	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1070	"AWI"	1070	12317	13742	13248	0	0	1	7	0	16	0	0	2	0	0	70	0	0	0	17	15	0	89	0	1	0	2	55	7	0	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1072	"AWI"	1072	12353	13760	13271	0	2	0	6	6	17	0	0	2	1	0	59	0	0	7	18	15	0	83	0	2	0	3	52	8	1	4	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1075	"AWI"	1075	12394	13798	13308	2	0	0	19	0	29	2	0	2	3	1	91	10	0	0	12	13	3	55	0	4	0	1	38	4	1	4	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1077	"AWI"	1077	12415	13825	13330	0	0	1	20	0	65	0	0	2	3	0	35	0	0	7	28	9	0	79	0	2	0	0	20	13	0	0	1
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1080	"AWI"	1080	12453	13874	13363	0	0	1	7	0	75	0	0	0	0	0	24	4	0	0	54	3	0	84	0	7	0	0	13	5	0	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1083	"AWI"	1083	12496	13903	13399	0	0	0	7	3	49	0	0	0	0	0	24	0	0	0	56	13	0	102	0	4	0	3	22	8	0	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1085	"AWI"	1085	12521	13925	13422	0	0	3	1	0	52	1	0	0	2	0	41	0	0	0	31	2	0	97	0	3	0	1	25	8	0	5	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1090	"AWI"	1090	12580	14004	13481	0	0	2	5	0	60	0	0	0	0	0	29	3	0	5	38	7	0	95	0	3	0	2	21	5	0	5	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1093	"AWI"	1093	12629	14037	13517	0	0	2	4	0	50	0	0	1	0	0	25	0	0	0	35	6	0	110	0	4	0	5	20	7	0	5	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1095	"AWI"	1095	12659	14064	13543	0	0	0	4	0	52	0	0	0	0	0	43	0	0	0	22	8	0	115	0	11	0	5	16	2	0	5	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1100	"AWI"	1100	12721	14140	13600	0	0	2	1	0	58	0	0	0	2	0	34	0	0	0	15	1	0	130	0	3	0	6	16	7	0	5	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1103	"AWI"	1103	12772	14166	13641	0	0	0	5	3	61	0	0	1	3	0	32	0	0	0	26	2	0	110	0	0	0	4	20	4	0	4	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1105	"AWI"	1105	12805	14185	13665	0	0	1	3	0	56	0	0	1	1	0	47	0	0	0	21	2	0	120	0	3	0	1	14	10	0	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1110	"AWI"	1110	12858	14251	13722	0	0	0	2	0	66	1	0	0	1	0	42	0	0	0	14	5	0	117	0	0	0	1	20	8	0	5	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1115	"AWI"	1115	12948	14297	13787	0	1	0	2	0	76	0	0	1	1	0	28	0	0	0	17	2	0	111	0	2	0	2	15	4	0	0	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1120	"AWI"	1120	13014	14362	13847	0	0	2	2	2	72	0	0	0	0	0	26	0	0	0	15	0	0	119	0	2	0	3	12	8	1	5	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1125	"AWI"	1125	13093	14412	13911	0	0	2	1	0	72	0	0	0	0	0	32	2	0	5	21	3	0	97	0	1	0	3	16	8	1	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1130	"AWI"	1130	13154	14485	13971	0	0	3	3	0	81	0	0	1	3	0	18	0	0	0	19	12	0	86	0	4	0	3	13	15	0	0	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1135	"AWI"	1135	13228	14535	14032	0	0	3	1	0	76	0	0	2	3	0	31	0	0	4	20	10	0	88	0	0	0	2	15	10	1	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1137	"AWI"	1137	13264	14557	14059	0	1	3	3	0	100	1	0	0	1	0	24	0	1	6	12	6	0	84	0	1	0	2	7	10	0	4	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1140	"AWI"	1140	13303	14601	14094	0	0	1	0	0	102	1	0	0	4	0	23	0	0	10	17	1	5	88	0	1	0	0	10	11	0	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1145	"AWI"	1145	13390	14642	14154	0	0	0	2	0	124	0	0	0	3	0	17	0	0	0	19	4	0	76	0	1	0	0	11	11	2	1	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1150	"AWI"	1150	13460	14706	14221	0	0	1	1	0	117	0	0	0	0	0	23	0	0	4	10	3	0	85	0	0	0	0	8	26	0	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1155	"AWI"	1155	13535	14751	14286	0	0	3	0	0	146	0	0	0	1	0	20	0	0	0	8	3	0	71	0	0	0	0	11	12	0	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1157	"AWI"	1157	13561	14777	14313	0	1	0	1	0	131	0	0	0	3	0	13	0	0	11	12	2	0	77	0	2	0	3	12	13	1	1	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1160	"AWI"	1160	13597	14818	14350	0	0	0	4	0	113	0	0	0	5	0	13	0	0	5	26	2	0	73	0	0	0	1	9	16	0	5	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1165	"AWI"	1165	13679	14866	14418	0	0	1	2	0	95	0	0	0	2	0	13	0	0	0	32	5	0	86	0	0	0	3	11	19	0	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1170	"AWI"	1170	13756	14929	14484	0	0	1	1	0	70	1	0	0	1	0	32	0	0	6	37	2	0	94	0	0	0	1	12	17	0	4	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1175	"AWI"	1175	13840	14974	14551	0	0	0	1	0	73	0	0	1	0	0	20	0	0	10	15	2	0	104	0	1	0	3	22	19	6	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1180	"AWI"	1180	13905	15043	14614	0	0	2	4	2	92	0	0	0	6	0	17	0	0	5	27	1	0	87	1	1	0	1	23	7	2	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1185	"AWI"	1185	13978	15084	14680	0	0	1	14	2	51	0	0	0	2	0	49	0	0	2	28	10	0	90	0	2	0	2	20	10	1	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1190	"AWI"	1190	14041	15141	14748	0	0	2	4	0	61	1	0	0	4	0	22	0	0	0	52	2	0	89	0	2	0	7	15	14	1	5	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1197	"AWI"	1197	14183	15255	14848	0	1	0	14	0	16	1	0	0	0	0	26	0	0	8	99	1	0	77	0	5	0	8	21	11	5	8	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1200	"AWI"	1200	14225	15326	14889	0	0	3	6	3	43	0	0	0	3	0	30	0	0	9	89	1	0	64	0	2	0	10	24	5	1	6	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1205	"AWI"	1205	14344	15406	14970	0	0	0	6	0	18	0	0	1	0	1	60	6	0	0	71	14	0	64	0	1	0	3	32	9	1	5	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1210	"AWI"	1210	14432	15513	15049	2	0	2	5	0	16	1	0	1	2	0	34	3	0	4	53	2	0	98	0	4	0	6	23	18	0	12	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1215	"AWI"	1215	14565	15575	15128	0	1	2	3	3	30	1	0	0	2	0	43	0	0	5	55	0	0	71	0	3	0	6	32	23	0	11	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1217	"AWI"	1217	14606	15606	15161	0	0	0	7	2	14	1	0	0	1	0	64	3	1	0	54	0	0	94	0	5	0	5	24	21	0	8	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1220	"AWI"	1220	14659	15672	15210	0	1	1	8	3	12	0	0	0	0	0	59	0	0	8	26	2	0	107	1	2	0	5	45	7	2	16	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1225	"AWI"	1225	14776	15734	15289	1	2	0	25	3	28	1	0	8	3	0	96	0	0	52	12	16	0	47	0	2	0	1	31	10	0	7	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1230	"AWI"	1230	14868	15832	15370	0	1	0	36	0	28	0	0	4	1	0	94	0	0	0	8	13	0	61	0	1	0	2	28	4	0	6	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1240	"AWI"	1240	15116	15990	15540	2	4	0	29	0	11	0	0	3	0	0	53	2	0	9	5	35	0	20	0	1	0	0	6	3	3	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1245	"AWI"	1245	15184	16105	15628	0	1	0	18	0	12	1	0	3	4	0	40	2	0	4	1	50	0	26	0	1	0	0	3	4	1	3	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1250	"AWI"	1250	15237	16293	15707	6	0	0	8	0	11	1	0	2	5	0	47	7	0	0	2	26	0	23	0	1	0	0	16	6	2	3	1
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1255	"AWI"	1255	15319	16417	15800	2	8	0	4	0	12	0	0	0	8	0	54	0	0	10	0	62	0	20	0	0	0	0	6	2	2	2	0
23885	41417	"Llyn Gwernan"	52.72556	-3.92139	1260	"AWI"	1260	15362	16577	15889	2	0	0	10	0	7	1	0	0	1	0	17	0	0	0	1	27	0	11	0	0	0	0	4	4	0	0	0
