"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26105	45281	"Lezerul calimani"	47.1125	25.27361	40	"AWI"	40	378	1672	945	6.52173913043478	0	3.95256916996047	0	0	0.790513833992095	0	1.18577075098814	0	0	0	0	0	0	0.790513833992095	0	0.592885375494071	0	0	14.2292490118577	0	9.28853754940712	0	0.790513833992095	0	0.197628458498024	0	0	0	0	1.58102766798419	23.7154150197628	31.6205533596838	0	1.77865612648221	0	2.17391304347826	0	0	0	0.197628458498024	0	0	0	0	0	0.197628458498024	0.197628458498024	0.197628458498024
26105	45281	"Lezerul calimani"	47.1125	25.27361	45	"AWI"	45	457	1785	1082	7.03703703703704	0	21.4814814814815	1.11111111111111	0	1.48148148148148	0	1.11111111111111	0	0	0	0	0	0	0.37037037037037	0	0.37037037037037	0	0	2.22222222222222	0.740740740740741	15.9259259259259	0	0.37037037037037	0	0	0	0.37037037037037	0	0	11.1111111111111	27.4074074074074	0	0	4.81481481481481	0.37037037037037	1.85185185185185	0.37037037037037	0	0	0	0	0	0	0	0.37037037037037	0	0	1.11111111111111
26105	45281	"Lezerul calimani"	47.1125	25.27361	55	"AWI"	55	761	2007	1333	1.9115890083632	0	8.12425328554361	0	0	1.0752688172043	0	1.194743130227	0	0	0	0	0	0	1.194743130227	0	0	1.4336917562724	0	2.8673835125448	0	8.84109916367981	0.2389486260454	0.2389486260454	0	0	0.3584229390681	0	0	0	3.4647550776583	14.5758661887694	51.373954599761	0.2389486260454	0.2389486260454	0	1.3142174432497	0.2389486260454	0	0	0	0	0	0	0	0	0.1194743130227	0.955794504181601	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	65	"AWI"	65	1056	2201	1595	2.11864406779661	0	10.1694915254237	0.423728813559322	0	0.847457627118644	0	0.847457627118644	0	0	0	0	0	0	2.11864406779661	0	6.35593220338983	0	0	14.8305084745763	0	21.1864406779661	0.423728813559322	0	0	0	0	0	0	0	2.54237288135593	28.8135593220339	0	0.423728813559322	3.8135593220339	0	1.69491525423729	0.423728813559322	0	0	0.847457627118644	0	0	0	0	0	0.423728813559322	1.69491525423729	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	70	"AWI"	70	1268	2317	1742	1.51228733459357	0	15.8790170132325	0.378071833648393	0	0	0	0.189035916824197	0	0.189035916824197	0.56710775047259	0	0	0	0.756143667296786	0	16.2570888468809	0	0	0	0.756143667296786	13.0434782608696	0	0	0	0.189035916824197	0.756143667296786	0	0.189035916824197	0	12.6654064272212	19.0926275992439	0	0	8.31758034026465	1.32325141776938	2.64650283553875	0.378071833648393	1.51228733459357	0	0.378071833648393	0.56710775047259	0.189035916824197	0	0	0	0.189035916824197	0.756143667296786	1.32325141776938
26105	45281	"Lezerul calimani"	47.1125	25.27361	75	"AWI"	75	1413	2445	1912	1.77935943060498	0	13.1672597864769	0.177935943060498	0	0.889679715302491	0	0.355871886120996	0	0	0	0	0	0	1.60142348754448	0	18.5053380782918	0.177935943060498	0	0	0.355871886120996	12.4555160142349	0	0	0	0	0	0	0	0	7.11743772241993	31.4946619217082	0	0	6.22775800711744	0.533807829181495	1.77935943060498	0.355871886120996	0	0.355871886120996	1.42348754448399	0.355871886120996	0	0	0	0	0	0.177935943060498	0.711743772241993
26105	45281	"Lezerul calimani"	47.1125	25.27361	80	"AWI"	80	1499	2635	2082	1.25	0	13.9285714285714	0.535714285714286	0	0.178571428571429	0	0.178571428571429	0	0	0	0	0	0	0.357142857142857	0	7.14285714285714	0	0	0	0.357142857142857	15.3571428571429	0	0.178571428571429	0	0	0.535714285714286	0	0	0	15.3571428571429	23.3928571428571	0	0	16.25	0.357142857142857	1.78571428571429	0.535714285714286	0	0.178571428571429	0.178571428571429	0.535714285714286	0	0	0	0	0.178571428571429	0.357142857142857	0.892857142857143
26105	45281	"Lezerul calimani"	47.1125	25.27361	85	"AWI"	85	1628	2833	2234	0	0.274725274725275	9.34065934065934	0	0	0.549450549450549	0	1.64835164835165	0	0	0	0	0	0	0.274725274725275	0	9.34065934065934	0	0	0	0	15.1098901098901	0.824175824175824	0	0	0	0	0	0	0	5.49450549450549	37.0879120879121	0	0.274725274725275	9.89010989010989	0	4.67032967032967	0	0	0	2.1978021978022	0	0	0.549450549450549	0	0.274725274725275	0.274725274725275	1.92307692307692	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	90	"AWI"	90	1842	2895	2378	1.60142348754448	0	12.2775800711744	0.533807829181495	0	1.60142348754448	0	0.355871886120996	0	0.177935943060498	0	0	0	0.355871886120996	0.355871886120996	0	18.8612099644128	0	0	0.355871886120996	0.711743772241993	16.0142348754448	0	0.177935943060498	0	0	0.355871886120996	0	0.355871886120996	0	9.25266903914591	23.1316725978648	0	0.177935943060498	4.98220640569395	0.355871886120996	3.02491103202847	1.24555160142349	1.60142348754448	0.177935943060498	0.889679715302491	0	0	0	0	0	0.177935943060498	0.177935943060498	0.711743772241993
26105	45281	"Lezerul calimani"	47.1125	25.27361	95	"AWI"	95	1982	2981	2525	6.52173913043478	0	0	0.72463768115942	0	0	0	0.72463768115942	0	0	0	0	0	0	0.36231884057971	0	5.79710144927536	0	0	1.44927536231884	1.08695652173913	16.6666666666667	0	0	0	0	0.72463768115942	0	0	0	7.60869565217391	45.6521739130435	0	0	6.15942028985507	0.36231884057971	4.34782608695652	0.36231884057971	0	0	0	0	0	0	0	0	0	0.36231884057971	1.08695652173913
