"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Oleaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Syringa"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14645	22982	"Lake Durankulak"	43.669696	28.544144	30	"AWI"	30	58	667	295	0	0	0	0	23.8095238095238	0	0	0	0	0	28.5714285714286	0	0	4.76190476190476	0	0	0	0	0	14.2857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2857142857143	0	0	0	0	4.76190476190476	0	0	9.52380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14645	22982	"Lake Durankulak"	43.669696	28.544144	40	"AWI"	40	142	823	424	9.43396226415094	0	1.88679245283019	0	28.3018867924528	0	0	0	7.54716981132075	0	3.77358490566038	0	0	1.88679245283019	0	0	0	5.66037735849057	0	5.66037735849057	0	0	0	0	0	0	0	0	0	3.77358490566038	0	0	0	0	0	0	0	1.88679245283019	0	0	0	0	0	0	0	0	26.4150943396226	0	0	0	0	0	0	0	0	0	0	0	3.77358490566038	0	0	0	0
14645	22982	"Lake Durankulak"	43.669696	28.544144	50	"AWI"	50	237	970	549	0	1.49253731343284	4.47761194029851	0	29.8507462686567	1.49253731343284	0	0	1.49253731343284	0	7.46268656716418	0	0	2.98507462686567	0	0	0	0	0	0	4.47761194029851	2.98507462686567	0	0	0	0	0	0	0	1.49253731343284	0	0	0	0	1.49253731343284	0	0	0	0	0	0	0	0	0	0	0	28.3582089552239	0	0	0	0	0	0	0	0	0	0	1.49253731343284	5.97014925373134	0	0	1.49253731343284	2.98507462686567
14645	22982	"Lake Durankulak"	43.669696	28.544144	55	"AWI"	55	296	1018	615	2.77777777777778	0	0	0	19.4444444444444	0	0	0	2.77777777777778	0	8.33333333333333	0	0	8.33333333333333	0	0	0	0	0	0	2.77777777777778	8.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4444444444444	0	0	0	0	0	0	0	0	0	0	22.2222222222222	5.55555555555556	0	0	0	0
14645	22982	"Lake Durankulak"	43.669696	28.544144	60	"AWI"	60	332	1087	680	0	0	0	0	31.5789473684211	0	0	0	5.26315789473684	0	2.63157894736842	0	0	0	0	0	0	0	0	13.1578947368421	0	0	0	2.63157894736842	0	0	2.63157894736842	0	0	0	0	2.63157894736842	0	0	0	0	0	0	0	0	0	0	0	0	2.63157894736842	0	28.9473684210526	0	0	0	0	0	0	0	0	0	0	7.89473684210526	0	0	0	0	0
14645	22982	"Lake Durankulak"	43.669696	28.544144	75	"AWI"	75	505	1262	864	0	0	0	0	41.6666666666667	0	0	0	8.33333333333333	0	16.6666666666667	0	0	0	0	0	0	0	0	8.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14645	22982	"Lake Durankulak"	43.669696	28.544144	100	"AWI"	100	796	1561	1180	0	0	3.125	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.875	15.625	6.25	0	0	0	0	0	0	0	3.125	0	3.125	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	6.25	0	0	0	0	0	0	3.125	0	0	0	0	0	0	0	0	0
14645	22982	"Lake Durankulak"	43.669696	28.544144	120	"AWI"	120	1069	1770	1432	0	0	5.63380281690141	0	5.63380281690141	0	0	0	1.40845070422535	0	0	0	0	0	0	0	0	8.45070422535211	0	0	0	0	0	4.22535211267606	0	0	0	0	0	1.40845070422535	0	0	0	0	0	0	21.1267605633803	1.40845070422535	0	0	0	0	0	0	0	0	45.0704225352113	0	0	0	0	0	0	0	0	0	0	4.22535211267606	0	0	0	0	1.40845070422535
14645	22982	"Lake Durankulak"	43.669696	28.544144	150	"AWI"	150	1620	2118	1810	0	0	3.38983050847458	0	3.38983050847458	0	0	0	3.38983050847458	0	0	0	0	0	0	0	0	6.77966101694915	0	5.08474576271187	0	0	0	11.864406779661	0	0	0	0	0	1.69491525423729	0	0	0	3.38983050847458	0	0	0	0	0	0	0	0	0	0	0	0	49.1525423728814	0	0	0	0	0	0	0	0	0	0	5.08474576271187	3.38983050847458	1.69491525423729	1.69491525423729	0	0
14645	22982	"Lake Durankulak"	43.669696	28.544144	155	"AWI"	155	1707	2244	1936	0	0	5.68181818181818	0	9.09090909090909	0	0	0	1.13636363636364	0	0	3.40909090909091	0	0	0	0	0	1.13636363636364	0	2.27272727272727	1.13636363636364	0	0	4.54545454545455	5.68181818181818	0	0	0	0	1.13636363636364	0	0	0	0	1.13636363636364	0	14.7727272727273	0	1.13636363636364	0	0	0	0	0	0	0	45.4545454545455	0	0	0	0	0	0	0	0	0	0	0	0	1.13636363636364	0	1.13636363636364	0
