"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
2965	3865	"Abernethy Forest"	57.23528	-3.71056	300	"AWI"	300	5356	6690	6165	0	5.42056074766355	0	0	0	0	0	14.7663551401869	0	0	0	0	6.72897196261682	0	4.67289719626168	7.85046728971963	0	0	0	2.61682242990654	0	0	50.6542056074766	0	0	1.30841121495327	0	0	3.36448598130841	0	0	0	0	0	0	0	0	2.61682242990654	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	305	"AWI"	305	5551	6806	6325	0	0.936329588014981	0	0.187265917602996	0	0	0	21.1610486891386	0	0	0	0	7.86516853932584	0	2.05992509363296	0	0	0	0	3.55805243445693	0	0	59.9250936329588	0	0	0.561797752808989	0	0	1.87265917602996	0	0	0	0	0.936329588014981	0	0	0	0.936329588014981	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	310	"AWI"	310	5804	6916	6482	0	0.72992700729927	0	0	0	0	0	9.30656934306569	0	0	0	0	7.11678832116788	0	2.18978102189781	0	0	0	0	2.18978102189781	0	0	76.6423357664234	0	0	0.182481751824818	0	0	1.09489051094891	0	0	0	0	0	0	0	0	0.547445255474453	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	315	"AWI"	315	6033	7024	6632	0	0	0	0	0	0	0	20.8333333333333	0	0	0	0	0.961538461538462	0	0.641025641025641	0	0	0	0	0.32051282051282	0	0	75.3205128205128	0	0	0.32051282051282	0	0	0.480769230769231	0	0	0	0	0.16025641025641	0	0	0.16025641025641	0.801282051282051	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	320	"AWI"	320	6305	7120	6786	0	0.196850393700787	0	0	0	0	0	6.10236220472441	0	0	0	0	1.18110236220472	0	0.590551181102362	0	0	0	0	0.984251968503937	0	0	88.5826771653543	0	0	0.393700787401575	0	0	1.37795275590551	0	0	0	0	0.196850393700787	0	0	0	0.393700787401575	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	325	"AWI"	325	6590	7214	6939	0	0.191570881226054	0	0	0	0	0	11.3026819923372	0	0	0	0	2.29885057471264	0	0.574712643678161	0	0	0	0	0.766283524904214	0	0	81.4176245210728	0	0	0.383141762452107	0	0	1.34099616858238	0	0	0	0	0.574712643678161	0	0	0	1.14942528735632	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	330	"AWI"	330	6781	7351	7082	0	0.189035916824197	0	0	0	0	0	14.7448015122873	0	0	0	0	5.4820415879017	0	0.378071833648393	0	0	0	0	1.89035916824197	0.378071833648393	0	72.9678638941399	0	0	0	0	0	1.70132325141777	0	0	0	0	0.756143667296786	0	0	0	1.51228733459357	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	335	"AWI"	335	6896	7505	7207	0	0.184842883548983	0	0	0	0	0	13.1238447319778	0	0	0	0	9.61182994454713	0	0.55452865064695	0	0	0	0	1.47874306839187	0.369685767097967	0	73.3826247689464	0	0	1.1090573012939	0	0	0	0	0	0	0	0.184842883548983	0	0	0	0	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	340	"AWI"	340	7020	7637	7337	0	0.36036036036036	0	0	0	0	0	25.2252252252252	0	0	0	0	9.00900900900901	0	0.540540540540541	0	0	0	0	2.7027027027027	0.36036036036036	0	55.8558558558559	0	0	0.720720720720721	0	0	2.52252252252252	0	0	0	0	1.44144144144144	0	0	0	1.26126126126126	0	0
2965	3865	"Abernethy Forest"	57.23528	-3.71056	345	"AWI"	345	7155	7757	7466	0	0	0	0	0	0	0	26.0416666666667	0	0	0	0	5.90277777777778	0	0.347222222222222	0	0	0	0	3.81944444444444	0.347222222222222	0	56.0763888888889	0	0	1.90972222222222	0	0	1.73611111111111	0	0	0	0	1.73611111111111	0	0	0.347222222222222	1.73611111111111	0	0
