"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1678	"AWI"	1678	5745	6593	6111	0	0	6.57142857142857	0.285714285714286	0	0	0	2	0	0	0	0.142857142857143	0	0	0.714285714285714	0	0	0.714285714285714	0.285714285714286	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0.142857142857143	87.8571428571429	0	0	0.142857142857143	0	0.142857142857143	0	0	0	0	0	0	0	0	0.142857142857143	0.714285714285714	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1726	"AWI"	1726	5913	6792	6322	0	0.192307692307692	9.03846153846154	0.192307692307692	0	0	0	3.07692307692308	0	0	0	0	0	0.192307692307692	0.576923076923077	0	0	1.15384615384615	0.192307692307692	0	0	0	0	0	0.576923076923077	0	0	0	0	0	0.576923076923077	0	0	80.7692307692308	0	0	0.769230769230769	0	0	0	0	0	0	0.192307692307692	0	0	0.192307692307692	0	2.30769230769231	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1750	"AWI"	1750	5995	6907	6423	0	0	17.7777777777778	0.246913580246914	0	0	0	3.45679012345679	0	0	0	0	0	0	1.48148148148148	0	0	0.493827160493827	0	0	0	0	0	0	0.246913580246914	0	0	0	0	0	0	0	0	74.320987654321	0	0	0.740740740740741	0	0	0	0	0	0	0	0	0	0	0	1.23456790123457	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1774	"AWI"	1774	6099	6989	6528	0	0	5	0.441176470588235	0	0.147058823529412	0	2.5	0	0	0	0.147058823529412	0	0	1.76470588235294	0	0	0.588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.5	0	0	0.441176470588235	0	0.294117647058824	0.147058823529412	0	0	0.147058823529412	0	0	0.147058823529412	0	0.147058823529412	0.588235294117647	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1798	"AWI"	1798	6193	7090	6634	0	0	16.1016949152542	0	0	0	0	6.21468926553672	0	0	0	0	0	0	2.82485875706215	0	0	1.12994350282486	0	0	0	0	0	0	0.282485875706215	0	0	0	0	0	0	0	0	69.4915254237288	0	0	0.282485875706215	0	0.847457627118644	0.282485875706215	0	0	0.282485875706215	0	0	0	0.282485875706215	0	1.9774011299435	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1822	"AWI"	1822	6275	7193	6740	0	0	6.79245283018868	0.251572327044025	0	0	0	2.0125786163522	0	0	0	0	0	0	1.0062893081761	0	0	0.50314465408805	0	0	0	0	0	0	0.125786163522013	0	0	0	0	0	0	0	0	87.5471698113208	0	0	0.880503144654088	0	0	0.251572327044025	0	0	0	0	0.125786163522013	0	0.125786163522013	0	0.377358490566038	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1838	"AWI"	1838	6348	7247	6811	0	0	8.91304347826087	0.652173913043478	0	0	0	4.56521739130435	0	0	0	0	0	0	1.30434782608696	0	0	1.95652173913044	0.217391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.1304347826087	0	0	1.30434782608696	0	0.217391304347826	0	0	0	0	0	0	0.434782608695652	0	0	1.30434782608696	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1846	"AWI"	1846	6378	7279	6846	0	0	7.8544061302682	0.574712643678161	0	0	0	5.3639846743295	0	0	0	0.191570881226054	0	0	0.957854406130268	0	0	0.574712643678161	0	0	0	0	0	0.191570881226054	0	0	0	0	0	0	0	0	0	82.183908045977	0	0	0.574712643678161	0	0.383141762452107	0	0	0	0	0	0	0	0	0	1.14942528735632	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1862	"AWI"	1862	6444	7351	6915	0	0	9.68280467445743	0	0	0.1669449081803	0	3.00500834724541	0	0	0	0	0	0	0.500834724540901	0	0	1.0016694490818	0	0	0	0	0	0.1669449081803	0	0	0	0	0	0	0	0	0	84.3071786310518	0	0	0.1669449081803	0	0	0.500834724540901	0	0	0	0	0	0	0	0	0.500834724540901	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1886	"AWI"	1886	6541	7427	7015	0	0	3.7037037037037	0.420875420875421	0	0	0	1.26262626262626	0	0	0	0.0841750841750842	0	0	0.505050505050505	0	0	1.01010101010101	0.168350168350168	0	0	0	0	0	0.252525252525253	0	0	0	0	0	0	0	0	92.003367003367	0	0	0.252525252525253	0	0	0.0841750841750842	0	0	0	0	0	0.0841750841750842	0	0	0.168350168350168	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1894	"AWI"	1894	6573	7462	7048	0	0	5.26315789473684	0.22883295194508	0	0	0	1.37299771167048	0	0	0	0	0	0	0.22883295194508	0	0	2.51716247139588	0	0	0	0	0	0.11441647597254	0	0	0	0	0	0	0	0	0	89.3592677345538	0	0	0.34324942791762	0	0.22883295194508	0.34324942791762	0	0	0	0	0	0	0	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1902	"AWI"	1902	6622	7479	7082	0	0	11.8729096989967	0.334448160535117	0	0	0	1.50501672240803	0.167224080267559	0	0	0	0	0	0.501672240802676	0	0	1.17056856187291	0.334448160535117	0	0	0	0	0	0.668896321070234	0	0	0	0.167224080267559	0	0	0	0	81.9397993311037	0	0	0.334448160535117	0	0	0	0	0	0	0	0	0.334448160535117	0	0	0.668896321070234	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1918	"AWI"	1918	6692	7526	7151	0	0	2.51798561151079	0.299760191846523	0	0	0	0.719424460431655	0	0	0	0	0	0	0.299760191846523	0	0	0.65947242206235	0.179856115107914	0	0	0.0599520383693046	0	0	0	0	0	0	0	0	0	0	0	94.4244604316547	0	0	0.179856115107914	0.0599520383693046	0.0599520383693046	0.0599520383693046	0	0	0	0.0599520383693046	0	0	0	0	0.359712230215827	0.0599520383693046
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1926	"AWI"	1926	6725	7563	7187	0	0	5.34124629080119	0.890207715133531	0	0	0	1.18694362017804	0	0	0	0	0	0	0.39564787339268	0	0	0.989119683481701	0	0	0	0	0	0	0.0989119683481701	0	0	0	0	0	0	0	0	90.0098911968348	0	0	0.989119683481701	0	0	0	0	0	0	0	0	0	0	0	0.0989119683481701	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1942	"AWI"	1942	6817	7611	7253	0	0	4.47427293064877	0.335570469798658	0.111856823266219	0.111856823266219	0	1.45413870246085	0	0	0	0.223713646532438	0	0	0.447427293064877	0	0	1.23042505592841	0.111856823266219	0	0	0	0	0	0.111856823266219	0	0	0	0	0	0	0	0	90.1565995525727	0	0	0.671140939597315	0.111856823266219	0.111856823266219	0.111856823266219	0	0	0	0	0	0.111856823266219	0	0	0.111856823266219	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1966	"AWI"	1966	6931	7687	7357	0	0	2.46636771300448	1.12107623318386	0	0.112107623318386	0	0.672645739910314	0	0	0	0	0	0	1.00896860986547	0	0.112107623318386	3.1390134529148	0	0	0	0.112107623318386	0	0	0.224215246636771	0.112107623318386	0	0	0	0	0	0	0	90.1345291479821	0	0	0.448430493273543	0	0	0	0.112107623318386	0	0	0	0	0	0	0.112107623318386	0.112107623318386	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1974	"AWI"	1974	6987	7707	7390	0	0	3.24483775811209	0.393313667649951	0.0983284169124877	0	0	2.16322517207473	0	0	0	0.0983284169124877	0	0	0.491642084562439	0	0	1.96656833824975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.8554572271386	0.294985250737463	0	0.294985250737463	0	0	0.0983284169124877	0	0	0	0	0	0	0	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1990	"AWI"	1990	7076	7752	7462	0	0	5.70934256055363	0.346020761245675	0	0	0	2.94117647058824	0	0	0	0	0	0	2.24913494809689	0	0	3.28719723183391	0	0	0	0.346020761245675	0	0	0	0.173010380622837	0	0	0	0	0	0	0	82.1799307958478	0.346020761245675	0	2.42214532871972	0	0	0	0	0	0	0	0	0	0	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1998	"AWI"	1998	7111	7782	7499	0.213219616204691	0	12.3667377398721	0.213219616204691	0	0	0	2.98507462686567	0	0	0	0.213219616204691	0	0	3.19829424307036	0	0	1.49253731343284	0	0	0	0	0	0	0.213219616204691	0.213219616204691	0	0	0	0	0	0	0	77.8251599147121	0	0	0.213219616204691	0.213219616204691	0	0	0	0	0	0.213219616204691	0	0	0	0	0.426439232409382	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2014	"AWI"	2014	7229	7817	7560	0	0	28.5714285714286	0.420168067226891	0	0	0	2.94117647058824	0	0	0	0	0	0	4.20168067226891	0	0	1.68067226890756	0	0	0	0.420168067226891	0	0	0	0	0	0	0	0	0	0	0	59.2436974789916	0	0	1.68067226890756	0	0	0	0	0	0	0	0	0.420168067226891	0	0	0.420168067226891	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2030	"AWI"	2030	7307	7861	7625	0	0	3.60721442885772	0	0	0	0	2.40480961923848	0	0	0	0	0	0	1.00200400801603	0	0	4.40881763527054	0	0	0	0	0	0	0	0	0.200400801603206	0.200400801603206	0	0	0	0	0	81.563126252505	0	0	5.81162324649299	0	0.200400801603206	0.200400801603206	0	0	0	0	0	0	0.400801603206413	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2046	"AWI"	2046	7422	7906	7688	0	0	3.725782414307	0.14903129657228	0	0	0	5.51415797317437	0	0	0	0	0	0	1.19225037257824	0	0	0.894187779433681	0	0	0	0	0	0	0.14903129657228	0	0	0	0	0	0	0	0	85.5439642324888	0	0	1.78837555886736	0	0.14903129657228	0.447093889716841	0	0	0	0	0	0.29806259314456	0.14903129657228	0	0	0
