"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celtis"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Ilex"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Melanthiaceae"	"Moraceae"	"Morus"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
14267	22330	"Didachara"	41.68389	42.49694	100	"AWI"	100	497	949	737	7	0	0	13	0	0	0	11	0	0	0	2	0	1	0	0	0	0	5	0	0	0	0	0	9	0	0	473	0	0	0	0	0	44	0	1	0	0	0	1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	19	0	72	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	6	4	0	0	0	0	0	0	3	0	1	0	0	2	15	2	0	1
14267	22330	"Didachara"	41.68389	42.49694	110	"AWI"	110	577	1017	817	9	1	32	12	0	0	0	8	0	0	0	2	0	3	0	9	0	0	15	0	0	0	0	0	7	0	0	30	0	0	0	0	0	58	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	1	0	0	22	0	63	0	0	0	0	0	0	0	0	0	1	0	24	0	0	1	0	0	4	0	0	0	0	0	0	0	5	0	4	0	0	7	24	0	0	1
14267	22330	"Didachara"	41.68389	42.49694	120	"AWI"	120	680	1068	898	25	0	0	10	0	0	0	15	0	0	0	1	0	1	0	0	0	0	7	1	0	0	0	0	8	0	0	9	0	0	0	0	0	39	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	22	0	148	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	5	0	0	0	0	0	1	0	3	0	3	0	0	6	28	2	0	1
14267	22330	"Didachara"	41.68389	42.49694	130	"AWI"	130	794	1127	976	83	5	0	15	0	0	0	12	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	10	0	0	3	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	53	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	4	5	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	140	"AWI"	140	943	1166	1056	84	1	0	5	0	0	0	6	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	3	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	155	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	8	1	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	150	"AWI"	150	1004	1284	1129	63	0	0	8	0	0	0	10	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	10	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	165	0	0	0	0	0	0	0	0	0	0	2	9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	6	2	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	160	"AWI"	160	1050	1386	1197	58	1	0	8	0	0	0	6	0	0	0	5	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	7	0	0	0	0	0	60	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	146	0	0	0	0	0	0	0	1	0	0	2	11	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	4	3	0	0	1
14267	22330	"Didachara"	41.68389	42.49694	170	"AWI"	170	1104	1485	1269	91	1	0	4	0	0	0	7	0	0	0	7	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	17	0	0	0	0	0	77	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	19	0	166	187	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	20	3	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	180	"AWI"	180	1162	1570	1348	101	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	7	0	138	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	1	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	190	"AWI"	190	1231	1644	1424	70	2	0	9	0	0	0	9	0	0	0	3	0	1	0	0	0	0	15	0	0	0	0	0	7	0	0	59	1	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	0	159	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	17	5	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	200	"AWI"	200	1288	1717	1498	90	2	0	6	0	0	0	9	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	19	0	0	0	0	0	50	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	12	0	118	0	0	0	0	0	0	0	0	0	0	1	13	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	13	5	1	0	0
14267	22330	"Didachara"	41.68389	42.49694	210	"AWI"	210	1355	1788	1575	111	1	0	5	0	0	0	11	0	0	0	7	0	0	0	0	0	0	31	0	0	0	0	0	9	0	0	18	0	0	0	0	0	85	0	0	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	1	0	0	7	0	112	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	1	0	0	7	1	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	220	"AWI"	220	1429	1856	1656	74	2	22	7	0	0	0	6	0	0	0	7	0	0	0	2	0	0	23	0	0	1	0	0	3	0	0	17	0	0	0	0	0	102	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	0	117	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	1	13	3	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	230	"AWI"	230	1502	1922	1731	204	0	0	5	0	0	0	4	0	0	0	3	0	0	0	0	0	0	17	0	0	0	0	0	2	0	0	10	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	111	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	5	3	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	240	"AWI"	240	1601	1977	1805	87	1	0	4	1	0	0	7	0	0	0	8	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0	11	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	20	0	117	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	3	0	0	13	6	0	0	1
14267	22330	"Didachara"	41.68389	42.49694	255	"AWI"	255	1791	2058	1917	90	2	0	5	0	0	0	6	0	0	0	3	0	0	0	0	0	0	21	0	0	0	0	0	5	0	0	7	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	14	0	108	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	260	"AWI"	260	1837	2088	1952	70	2	0	0	0	0	0	10	0	0	0	5	0	1	0	0	0	0	34	0	0	0	0	0	6	0	0	6	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	15	0	86	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	16	3	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	270	"AWI"	270	1909	2207	2032	65	4	0	4	1	0	0	5	0	0	0	4	0	0	0	0	0	0	30	0	0	0	0	0	2	0	0	16	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	0	88	110	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	6	3	0	0	2
14267	22330	"Didachara"	41.68389	42.49694	280	"AWI"	280	1964	2343	2116	71	1	0	4	0	0	0	6	0	0	0	7	0	1	0	2	0	0	30	0	0	0	0	0	9	0	0	12	0	0	0	0	0	102	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	0	108	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	12	3	1	0	0
14267	22330	"Didachara"	41.68389	42.49694	290	"AWI"	290	2025	2461	2205	87	1	0	2	0	0	0	5	0	0	0	8	0	0	0	0	0	0	23	0	0	0	0	0	6	0	0	17	0	0	0	0	0	116	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	0	55	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	300	"AWI"	300	2085	2570	2296	78	0	0	3	0	0	0	4	0	0	0	8	0	0	0	0	0	0	19	0	0	0	0	0	6	0	0	7	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	21	0	45	0	0	0	0	0	24	0	0	0	1	0	17	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	5	2	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	310	"AWI"	310	2159	2659	2388	77	2	0	7	0	0	0	4	0	0	0	6	0	1	0	0	0	0	32	0	0	0	0	0	15	0	0	23	0	0	0	0	0	68	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	21	0	106	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	2	0	0	3	2	0	0	1
14267	22330	"Didachara"	41.68389	42.49694	320	"AWI"	320	2241	2741	2481	67	1	0	8	0	0	0	6	0	0	0	6	0	0	0	4	0	0	20	0	0	0	0	0	12	1	0	23	0	0	0	1	0	62	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	12	0	67	85	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	7	2	1	0	0
14267	22330	"Didachara"	41.68389	42.49694	330	"AWI"	330	2319	2814	2575	49	1	0	8	0	0	0	3	0	0	0	5	0	0	0	0	0	0	25	0	0	0	0	0	14	0	0	22	0	0	0	0	0	83	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	0	115	70	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	6	7	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	340	"AWI"	340	2406	2893	2667	46	1	0	2	0	0	0	3	0	0	0	3	0	0	0	0	0	0	20	0	0	0	0	0	6	0	0	14	0	0	0	0	0	40	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	112	0	0	0	0	0	27	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	3	1	0	0
14267	22330	"Didachara"	41.68389	42.49694	350	"AWI"	350	2511	2962	2758	42	1	0	5	0	0	0	6	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	0	7	0	0	12	0	0	0	0	0	55	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	139	0	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	4	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	360	"AWI"	360	2615	3020	2841	40	0	0	7	0	0	0	9	0	1	0	6	0	1	0	0	0	0	14	0	0	0	0	0	8	0	0	24	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	0	114	70	0	0	0	0	34	0	0	0	0	0	10	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	2	0	0	7	4	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	370	"AWI"	370	2736	3086	2930	107	2	0	16	0	0	0	20	0	0	0	5	0	3	0	3	0	0	49	0	0	0	0	0	9	1	0	31	0	0	0	0	0	131	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	0	148	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0	8	5	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	380	"AWI"	380	2884	3142	3007	94	3	0	7	0	0	0	11	0	0	0	4	0	1	0	0	0	0	35	0	0	0	0	0	10	0	0	28	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	157	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	9	10	0	0	1
14267	22330	"Didachara"	41.68389	42.49694	390	"AWI"	390	2938	3299	3092	19	0	0	11	0	0	0	15	0	0	0	7	0	0	0	0	0	0	28	0	0	0	0	0	13	0	0	23	0	0	0	0	0	81	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	0	73	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	13	3	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	400	"AWI"	400	3000	3407	3170	96	1	0	5	0	0	0	10	0	0	0	7	0	0	0	0	0	0	40	0	0	0	0	0	11	0	0	48	0	0	0	0	0	105	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	18	0	117	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	3	0	0	7	2	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	410	"AWI"	410	3060	3516	3257	74	2	0	21	0	0	0	13	0	0	0	6	0	0	0	0	0	0	24	0	0	0	0	0	11	0	0	51	0	0	0	0	0	133	0	0	0	0	0	0	0	0	1	1	7	0	0	0	0	0	0	0	0	0	0	11	0	136	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	12	1	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	420	"AWI"	420	3127	3613	3348	57	1	0	8	0	0	0	5	0	0	0	8	0	1	0	0	0	0	28	0	0	0	0	0	11	1	0	65	0	0	0	0	0	122	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	12	0	117	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	15	2	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	430	"AWI"	430	3201	3679	3433	62	1	0	6	0	0	0	7	0	0	0	8	0	0	0	0	0	0	39	0	0	0	0	0	9	0	0	59	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	0	100	101	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	440	"AWI"	440	3274	3766	3519	74	1	0	9	0	0	0	4	0	0	0	5	0	0	0	0	0	0	21	0	1	0	0	0	4	1	0	7	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	135	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	1	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	450	"AWI"	450	3353	3837	3602	92	3	0	9	0	0	0	9	0	0	0	8	0	0	0	0	0	0	49	0	0	0	0	0	3	0	0	28	0	0	0	0	0	105	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	93	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	0	29	5	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	460	"AWI"	460	3440	3911	3690	91	4	0	6	0	0	0	8	0	0	0	2	0	0	0	0	0	0	32	0	0	0	0	0	2	0	0	39	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	81	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	23	4	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	470	"AWI"	470	3536	3975	3774	71	0	0	4	0	0	0	9	0	0	0	5	0	0	0	0	0	0	24	0	0	0	0	0	4	0	0	48	0	0	0	0	0	76	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	0	160	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	34	0	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	480	"AWI"	480	3648	4038	3856	86	2	0	8	0	0	0	6	0	0	0	3	0	1	0	0	0	0	40	0	0	0	0	0	3	0	0	35	0	0	0	0	0	82	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	19	0	137	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	0	0	35	3	0	0	1
14267	22330	"Didachara"	41.68389	42.49694	490	"AWI"	490	3750	4100	3942	98	1	0	13	0	0	0	4	0	0	0	6	0	1	0	0	0	0	40	0	0	0	0	0	10	1	0	50	2	0	0	0	0	91	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	19	0	155	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	3	0	0	39	2	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	499	"AWI"	499	3890	4146	4024	93	2	0	6	0	0	0	8	0	0	0	8	0	0	0	0	0	0	43	0	0	0	0	0	2	0	0	75	0	0	0	0	0	74	0	1	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	18	0	187	0	0	0	1	0	0	0	0	0	0	0	24	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	42	3	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	510	"AWI"	510	3982	4315	4138	71	4	0	4	0	0	0	10	0	0	0	4	0	1	0	0	0	0	36	0	0	0	0	0	8	0	0	54	0	0	0	0	0	96	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	3	0	0	0	1	0	14	0	94	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	30	3	0	0	0
14267	22330	"Didachara"	41.68389	42.49694	520	"AWI"	520	4099	4397	4255	52	1	0	2	0	0	0	4	0	0	0	1	0	0	0	0	0	0	27	0	0	0	0	0	3	0	0	40	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	15	0	51	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	0	0
