"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3174	24086	"Švarcenberk"	49.143988	14.703396	15	"AWI"	15	777	2616	1576	7.76699029126214	0	0	0.485436893203883	0	0	0.970873786407767	0	0	0	0	2.42718446601942	0	0	0	0	0	0	0	1.94174757281553	0	32.0388349514563	0	0	1.45631067961165	0	0.485436893203883	0	0	0	0	0	0	0	0	0	0	0	0	4.36893203883495	21.3592233009709	0	0	20.873786407767	0	0	2.9126213592233	0	0	0.970873786407767	0	0.970873786407767	0	0	0	0	0.485436893203883	0	0.485436893203883	0	0
3174	24086	"Švarcenberk"	49.143988	14.703396	20	"AWI"	20	1190	3226	2134	17.2602739726027	0	0	0	0	0	0.273972602739726	0	0	0	0	0.273972602739726	0	0	0	0	0	0	0	2.73972602739726	0	10.6849315068493	0	0	4.10958904109589	0.821917808219178	0.547945205479452	0	0	0	0	0	0	0	0	0	0	0.547945205479452	0	10.6849315068493	25.2054794520548	0	0	23.8356164383562	0	0	1.0958904109589	0	0	0.273972602739726	0	0.821917808219178	0	0	0	0	0	0	0.547945205479452	0.273972602739726	0
3174	24086	"Švarcenberk"	49.143988	14.703396	30	"AWI"	30	2188	4326	3250	26.4150943396226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43396226415094	0	4.71698113207547	0	0	4.71698113207547	0	0.943396226415094	0	0	0	0	0	0	0	0	0	0	0	0	16.0377358490566	31.1320754716981	0	0	0	0	0	2.83018867924528	0	0	0	0	0.943396226415094	0	0	0	0	0	0	2.83018867924528	0	0
3174	24086	"Švarcenberk"	49.143988	14.703396	35	"AWI"	35	2671	4877	3818	41.4634146341463	0	0	0.2710027100271	0	0	0.5420054200542	0	0	0	0	0	0	0	0	0	0	0	0	2.4390243902439	0	1.8970189701897	0	0	11.1111111111111	0.2710027100271	0.2710027100271	0	0	0	0	0	0	0	0	0	0	0.5420054200542	0	14.0921409214092	20.0542005420054	0	0	0	0	0	4.8780487804878	0	0	0.2710027100271	0	0	0	0	0	0	0	0	1.6260162601626	0.2710027100271	0
3174	24086	"Švarcenberk"	49.143988	14.703396	40	"AWI"	40	3266	5380	4373	47.2972972972973	0	0	0	0	0	1.35135135135135	0	0	0	0	0	0	0	0	0	0	0	0	2.02702702702703	0	1.01351351351351	0	0	8.78378378378378	0.675675675675676	0	0	0	0	0	0	0	0	0	0	0.337837837837838	0	0	14.8648648648649	18.2432432432432	0	0	0	0	0	2.02702702702703	0	0	0.337837837837838	0	0.337837837837838	0	0	0	0	0	0	2.7027027027027	0	0
3174	24086	"Švarcenberk"	49.143988	14.703396	44	"AWI"	44	3718	5733	4809	46.7289719626168	0.311526479750779	0	0	0	0	0.311526479750779	0	0	0	0	0.623052959501558	0	0	0	0	0	0	0	0.934579439252336	0	0.623052959501558	0	0	11.8380062305296	0.311526479750779	0	0	0	0	0	0	0	0	0	0	0	0.311526479750779	0	18.6915887850467	13.0841121495327	0	0	0	0	0	4.98442367601246	0	0	0	0	0.311526479750779	0	0	0	0	0	0	0.934579439252336	0	0
3174	24086	"Švarcenberk"	49.143988	14.703396	46	"AWI"	46	3951	5935	5026	29.5977011494253	0	0	0	0	0	0.862068965517241	0	0	0	0	0.574712643678161	0	0.574712643678161	0	0	0	0	0	3.73563218390805	0	3.16091954022989	0	0	14.0804597701149	0.574712643678161	0	0	0	0	0	0	0	0	0	0.28735632183908	0	1.14942528735632	0	17.816091954023	19.2528735632184	0	0	0	0	0	5.74712643678161	0	0	0	0	1.14942528735632	0	0	0	0	0.28735632183908	0	0.574712643678161	0.574712643678161	0
3174	24086	"Švarcenberk"	49.143988	14.703396	48	"AWI"	48	4193	6114	5248	21.5488215488215	0	0	0	0	0	0.673400673400673	0	0	0	0	0	0	0.336700336700337	0	0	0	0	0	4.71380471380471	0	2.69360269360269	0	0	11.7845117845118	3.36700336700337	0.336700336700337	0	0	0	0.336700336700337	0	0	0	0	0	0	0.673400673400673	0	16.1616161616162	24.2424242424242	0	0	0	0	0	10.1010101010101	0	0	0	0	1.01010101010101	0	0	0	0.336700336700337	0	0	0.673400673400673	1.01010101010101	0
3174	24086	"Švarcenberk"	49.143988	14.703396	52	"AWI"	52	4731	6435	5702	21.0169491525424	0.338983050847458	0	0.338983050847458	0	0	0.338983050847458	0	0	0	0	0	0	0.338983050847458	0	0	0	0	0	11.5254237288136	0	4.06779661016949	0	0	9.15254237288136	4.06779661016949	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6949152542373	18.3050847457627	0	0	0	0	0	5.08474576271187	0	0	0	0	0	0	0	0	0	0.338983050847458	0	2.71186440677966	0.677966101694915	0
3174	24086	"Švarcenberk"	49.143988	14.703396	54	"AWI"	54	5019	6593	5925	1.22448979591837	0	0	0	0	0	0	0	0	0	0	1.22448979591837	0	0.816326530612245	0	0	0	0	0	29.3877551020408	0	7.34693877551021	0	0	0.816326530612245	4.48979591836735	2.85714285714286	0	0	0	0	0	0	0	0	0	0	0	0	10.2040816326531	18.7755102040816	0	0	0	0	0	11.4285714285714	0	0	0.816326530612245	0	0.816326530612245	0	0.816326530612245	0	0.816326530612245	0.408163265306122	0	2.85714285714286	4.89795918367347	0
