"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Chamaerops"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Morus"	"Myrtus"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Smilacaceae"	"Solanaceae"	"Sorbus"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"	"Ziziphus"
26995	47537	"Sa Curcurica"	40.45547	9.78752	270	"AWI"	270	2560	2917	2755	0	3	8	14	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	1	0	0	0	0	7	10	0	2	0	3	0	0	10	0	0	0	0	0	65	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	296	"AWI"	296	2770	3273	3056	0	0	6	9	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	5	0	4	0	4	0	0	12	0	0	0	0	0	29	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	320	"AWI"	320	3132	3444	3334	0	0	6	9	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	13	3	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0	3	0	6	0	0	15	0	0	0	0	0	29	77	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	328	"AWI"	328	3243	3526	3413	0	0	21	8	0	0	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	4	0	5	0	1	0	11	23	0	0	0	0	0	25	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	360	"AWI"	360	3382	4085	3698	0	0	6	15	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	6	0	2	0	0	7	0	0	0	0	0	17	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	370	"AWI"	370	3467	4161	3798	0	0	10	17	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	12	3	0	3	0	5	0	0	18	0	0	13	0	0	50	85	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	1	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	392	"AWI"	392	3620	4362	3992	0	0	13	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	2	0	4	0	1	0	0	21	0	0	0	1	0	22	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	420	"AWI"	420	3828	4585	4258	0	1	11	12	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	18	2	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	10	8	0	5	0	10	0	0	15	0	0	0	0	0	41	96	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	424	"AWI"	424	3890	4600	4291	0	0	5	14	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	21	7	0	2	0	2	0	8	14	0	0	0	0	0	24	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	430	"AWI"	430	3965	4628	4346	0	0	10	17	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	19	4	0	3	0	7	0	0	11	0	0	0	0	0	24	59	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	436	"AWI"	436	4022	4664	4407	0	0	7	16	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	17	4	0	5	0	4	0	0	18	0	0	19	0	0	33	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	442	"AWI"	442	4103	4706	4460	0	0	8	12	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	3	0	3	0	6	0	16	15	0	0	0	0	0	36	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	450	"AWI"	450	4265	4730	4528	0	0	9	16	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	15	11	0	2	0	5	0	0	31	0	0	0	0	0	24	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	456	"AWI"	456	4349	4760	4586	0	0	14	14	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	19	4	0	7	0	5	0	0	31	0	0	0	0	0	21	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	462	"AWI"	462	4435	4795	4649	0	0	7	9	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	14	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	20	9	0	5	0	6	0	0	16	0	0	0	0	0	22	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	470	"AWI"	470	4571	4860	4742	0	0	9	6	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	7	3	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	31	8	0	4	0	5	0	0	10	0	0	13	0	0	27	49	0	1	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	0	2	1
26995	47537	"Sa Curcurica"	40.45547	9.78752	476	"AWI"	476	4606	5016	4808	0	0	7	8	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	15	7	0	4	0	6	0	0	22	0	0	0	0	0	33	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	480	"AWI"	480	4621	5135	4846	0	0	19	12	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	1	0	0	0	0	8	2	0	7	0	3	0	11	19	0	0	10	0	0	19	46	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	488	"AWI"	488	4712	5251	4971	0	0	8	9	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	21	1	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	4	0	3	0	0	19	0	0	0	0	0	29	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	496	"AWI"	496	4757	5490	5086	0	0	11	8	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	5	0	4	0	9	0	0	15	0	0	0	0	0	40	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	504	"AWI"	504	4858	5674	5206	0	0	10	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	2	0	0	15	0	0	0	0	0	25	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	510	"AWI"	510	4931	5750	5311	0	0	8	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	1	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	5	0	0	0	10	0	0	5	0	0	8	0	0	35	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	516	"AWI"	516	4971	5888	5421	0	0	2	9	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	22	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	11	0	1	0	0	0	33	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	520	"AWI"	520	4988	6002	5484	0	0	3	8	0	0	0	1	1	3	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	3	0	0	11	0	0	0	0	0	20	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	526	"AWI"	526	5124	6041	5580	0	0	5	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	2	0	0	7	0	0	0	0	0	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	532	"AWI"	532	5205	6102	5686	0	0	8	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	3	0	0	9	0	0	0	0	0	27	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	536	"AWI"	536	5230	6153	5756	0	0	4	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	0	0	0	2	0	0	12	0	0	0	0	0	26	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	542	"AWI"	542	5345	6240	5851	0	1	5	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	6	0	1	0	2	1	0	14	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	548	"AWI"	548	5539	6265	5931	0	0	2	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	2	0	2	0	0	15	0	0	0	0	0	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	552	"AWI"	552	5628	6295	5994	0	0	4	5	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	10	0	0	0	0	0	8	6	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	558	"AWI"	558	5724	6358	6097	0	0	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	12	0	0	8	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	564	"AWI"	564	5792	6413	6165	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	3	0	1	0	2	0	0	8	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	572	"AWI"	572	5901	6483	6231	1	0	1	5	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	9	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	580	"AWI"	580	5966	6600	6297	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	3	0	2	0	0	14	0	0	8	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	584	"AWI"	584	5992	6621	6326	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0	0	12	0	373	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	5	0	2	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	590	"AWI"	590	6037	6653	6371	0	0	4	6	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	4	0	0	7	0	0	14	0	1	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	610	"AWI"	610	6152	6799	6520	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	15	0	0	16	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	620	"AWI"	620	6209	6882	6594	0	0	4	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	7	0	0	20	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	632	"AWI"	632	6317	6937	6680	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	14	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	664	"AWI"	664	6648	7120	6918	0	0	7	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	14	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	670	"AWI"	670	6743	7141	6953	0	0	1	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
